Unnamed: 0,vg_image_id,vg_object_id,image_file,link_vg,vg_obj_name,vg_domain,vg_synset,vg_same_object,vg_adequacy_mean,vg_inadequacy_type,vg_image_name,vg_cat,clusters,topname,adequacy_mean,inadequacy_type,total_responses,perc_top,H,N,domain,split,same_object,vg_bbox_xywh,mn_bbox_xywh,human_nouns,llava_output
17154,2383084,1323858,http://manynames.upf.edu//2383084_1323858_horse.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2383084.jpg,horse,animals_plants,horse.n.01,{},1.0,{'None': 1.0},2383084.jpg,animal,"[{'2': ['rope']}, {'32': ['horse']}]",horse,"{'rope': 0.17, 'horse': 1.0}","{'rope': {'bounding box': 1.0}, 'horse': {'None': 1.0}}",32,1.0,0.0,1,animals_plants,train,"{'rope': {'rope': 1.0, 'horse': 0.0}, 'horse': {'rope': 0.0, 'horse': 1.0}}","[166, 93, 275, 357]","[147, 79, 263, 339]","{'horse': 32, 'rope': 2, 'shoe': 1}","[['Horse'], ['Horse'], ['Horse'], ['Cowboy'], ['Cowboy']]"
3723,2328620,2822058,http://manynames.upf.edu//2328620_2822058_cat.png,https://cs.stanford.edu/people/rak248/VG_100K/2328620.jpg,cat,animals_plants,feline.n.01,{},1.0,{'None': 1.0},2328620.jpg,animal,[{'34': ['cat']}],cat,"{'cat': 1.0, 'feline': 'NA'}","{'cat': {'None': 1.0}, 'feline': 'NA'}",35,0.9714285714285714,0.1871762568732083,2,animals_plants,train,"{'cat': {'cat': 1.0, 'feline': 'NA'}, 'feline': {'cat': 'NA', 'feline': 'NA'}}","[165, 0, 335, 298]","[190, 0, 406, 362]","{'cat': 34, 'feline': 1, 'kitten': 1}","[['Laptop'], ['Laptop'], ['Laptop'], ['Laptop'], ['Laptop']]"
5822,2339958,949306,http://manynames.upf.edu//2339958_949306_cat.png,https://cs.stanford.edu/people/rak248/VG_100K/2339958.jpg,cat,animals_plants,feline.n.01,{},1.0,{'None': 1.0},2339958.jpg,animal,[{'34': ['cat']}],cat,{'cat': 1.0},{'cat': {'None': 1.0}},34,1.0,0.0,1,animals_plants,train,{'cat': {'cat': 1.0}},"[29, 89, 291, 165]","[28, 99, 354, 204]","{'cat': 34, 'kitten': 1, 'sink': 1}","[['Toilet'], ['Toilet'], ['Toilet'], ['Toilet'], ['Toilet']]"
13778,2370234,1757900,http://manynames.upf.edu//2370234_1757900_bird.png,https://cs.stanford.edu/people/rak248/VG_100K/2370234.jpg,bird,animals_plants,bird.n.01,{},1.0,{'None': 1.0},2370234.jpg,animal,[{'31': ['bird']}],bird,"{'bird': 1.0, 'girl': 'NA'}","{'bird': {'None': 1.0}, 'girl': 'NA'}",32,0.96875,0.2006223243127146,2,animals_plants,train,"{'bird': {'bird': 1.0, 'girl': 'NA'}, 'girl': {'bird': 'NA', 'girl': 'NA'}}","[168, 87, 219, 245]","[194, 97, 268, 300]","{'bird': 31, 'girl': 1, 'pellicle': 1, 'goose': 1, 'duck': 1}","[['Bird'], ['Chair'], ['Chair'], ['Chair'], ['Chair']]"
19291,2392895,1224918,http://manynames.upf.edu//2392895_1224918_dog.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2392895.jpg,dog,animals_plants,dog.n.01,{},1.0,{'None': 1.0},2392895.jpg,animal,[{'29': ['dog']}],dog,{'dog': 1.0},{'dog': {'None': 1.0}},29,1.0,0.0,1,animals_plants,train,{'dog': {'dog': 1.0}},"[35, 56, 312, 317]","[35, 60, 379, 385]","{'dog': 29, 'desk': 1}","[['Dog'], ['Dog'], ['Dog'], ['Dog'], ['Dog']]"
4429,2332559,2788756,http://manynames.upf.edu//2332559_2788756_horse.png,https://cs.stanford.edu/people/rak248/VG_100K/2332559.jpg,horse,animals_plants,horse.n.01,{},1.0,{'None': 1.0},2332559.jpg,animal,[{'34': ['horse']}],horse,{'horse': 1.0},{'horse': {'None': 1.0}},34,1.0,0.0,1,animals_plants,train,{'horse': {'horse': 1.0}},"[29, 43, 301, 290]","[28, 44, 366, 353]","{'horse': 34, 'cap': 1}","[['Carriage'], ['Carriage'], ['Carriage'], ['Carriage'], ['Carriage']]"
18713,2390328,1251495,http://manynames.upf.edu//2390328_1251495_giraffe.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2390328.jpg,giraffe,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2390328.jpg,animal,[{'30': ['giraffe']}],giraffe,{'giraffe': 1.0},{'giraffe': {'None': 1.0}},30,1.0,0.0,1,animals_plants,train,{'giraffe': {'giraffe': 1.0}},"[145, 67, 228, 253]","[166, 73, 279, 309]","{'giraffe': 30, 'animal': 1}","[['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe']]"
10893,2359905,2194365,http://manynames.upf.edu//2359905_2194365_cat.png,https://cs.stanford.edu/people/rak248/VG_100K/2359905.jpg,cat,animals_plants,feline.n.01,{},1.0,{'None': 1.0},2359905.jpg,animal,[{'30': ['cat']}],cat,{'cat': 1.0},{'cat': {'None': 1.0}},30,1.0,0.0,1,animals_plants,train,{'cat': {'cat': 1.0}},"[10, 98, 297, 204]","[5, 110, 362, 251]","{'cat': 30, 'animal': 1}","[['Toilet'], ['Toilet'], ['Toilet'], ['Toilet'], ['Toilet']]"
24328,2413773,166477,http://manynames.upf.edu//2413773_166477_bird.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2413773.jpg,bird,animals_plants,bird.n.01,{'prey': 1.0},1.0,{'None': 1.0},2413773.jpg,animal,"[{'25': ['prey', 'bird']}]",bird,"{'bird': 1.0, 'prey': 1.0, 'meat': 'NA'}","{'bird': {'None': 1.0}, 'prey': {'None': 1.0}, 'meat': 'NA'}",26,0.8461538461538461,0.7441942138263227,3,animals_plants,train,"{'bird': {'bird': 1.0, 'prey': 1.0, 'meat': 'NA'}, 'prey': {'bird': 1.0, 'prey': 1.0, 'meat': 'NA'}, 'meat': {'bird': 'NA', 'prey': 'NA', 'meat': 'NA'}}","[81, 272, 246, 226]","[65, 236, 227, 209]","{'bird': 22, 'prey': 3, 'meat': 1, 'dead chicken': 1, 'feather': 1, 'food': 1, 'dog': 1, 'dead bird': 1, 'animal': 1}","[['Bird'], ['Bird'], ['The object in the red box is a bird.'], ['The object in the red box is a bird.'], ['The object in the red box is a bird.']]"
2452,2321420,3079449,http://manynames.upf.edu//2321420_3079449_giraffe.png,https://cs.stanford.edu/people/rak248/VG_100K/2321420.jpg,giraffe,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2321420.jpg,animal,[{'31': ['giraffe']}],giraffe,{'giraffe': 1.0},{'giraffe': {'None': 1.0}},31,1.0,0.0,1,animals_plants,train,{'giraffe': {'giraffe': 1.0}},"[40, 38, 156, 301]","[41, 38, 193, 366]","{'giraffe': 31, 'garfield': 1}","[['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe']]"
16913,2382035,1331777,http://manynames.upf.edu//2382035_1331777_cow.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2382035.jpg,cow,animals_plants,ungulate.n.01,{'animal': 1.0},1.0,{'None': 1.0},2382035.jpg,animal,"[{'29': ['cow', 'animal']}]",cow,"{'cow': 1.0, 'animal': 1.0, 'cattle': 'NA'}","{'cow': {'None': 1.0}, 'animal': {'None': 1.0}, 'cattle': 'NA'}",30,0.9,0.5608251769947303,3,animals_plants,train,"{'cow': {'cow': 1.0, 'animal': 1.0, 'cattle': 'NA'}, 'animal': {'cow': 1.0, 'animal': 1.0, 'cattle': 'NA'}, 'cattle': {'cow': 'NA', 'animal': 'NA', 'cattle': 'NA'}}","[155, 152, 311, 144]","[178, 174, 378, 179]","{'cow': 27, 'animal': 2, 'cattle': 1}","[['Cow'], ['Cow'], ['Cow'], ['Cow'], ['Cow']]"
12879,2366875,2525050,http://manynames.upf.edu//2366875_2525050_zebra.png,https://cs.stanford.edu/people/rak248/VG_100K/2366875.jpg,zebra,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2366875.jpg,animal,[{'33': ['zebra']}],zebra,{'zebra': 1.0},{'zebra': {'None': 1.0}},33,1.0,0.0,1,animals_plants,train,{'zebra': {'zebra': 1.0}},"[7, 108, 313, 212]","[1, 122, 381, 260]","{'zebra': 33, 'tree': 1}","[['Zebra'], ['Zebra'], ['Zebra'], ['Zebra'], ['Zebra']]"
5504,2338296,2637056,http://manynames.upf.edu//2338296_2637056_sheep.png,https://cs.stanford.edu/people/rak248/VG_100K/2338296.jpg,sheep,animals_plants,ungulate.n.01,{'goat': 1.0},0.67,"{'other': 0.3, 'None': 0.7}",2338296.jpg,animal,"[{'27': ['sheep', 'goat']}]",sheep,"{'sheep': 0.67, 'goat': 0.67}","{'sheep': {'other': 0.3, 'None': 0.7}, 'goat': {'None': 0.3, 'visual': 0.7}}",27,0.925925925925926,0.3809465857053902,2,animals_plants,train,"{'sheep': {'sheep': 1.0, 'goat': 1.0}, 'goat': {'sheep': 1.0, 'goat': 1.0}}","[71, 164, 275, 145]","[78, 189, 335, 180]","{'sheep': 25, 'goat': 2, 'animal': 1, 'cat': 1}","[['Sheep'], ['Sheep'], ['Sheep'], ['Sheep'], ['Sheep']]"
8267,2349911,3902113,http://manynames.upf.edu//2349911_3902113_butterfly.png,https://cs.stanford.edu/people/rak248/VG_100K/2349911.jpg,butterfly,animals_plants,insect.n.01,{'moth': 1.0},1.0,{'None': 1.0},2349911.jpg,animal,"[{'35': ['moth', 'butterfly']}]",butterfly,"{'butterfly': 1.0, 'moth': 0.83}","{'butterfly': {'None': 1.0}, 'moth': {'visual': 0.3, 'None': 0.7}}",35,0.9428571428571428,0.3159971329784246,2,animals_plants,test,"{'butterfly': {'butterfly': 1.0, 'moth': 1.0}, 'moth': {'butterfly': 1.0, 'moth': 1.0}}","[234, 39, 175, 201]","[272, 40, 216, 247]","{'butterfly': 33, 'moth': 2, 'wing': 1}","[['Butterfly'], ['Butterfly'], ['Orange'], ['Butterfly'], ['Butterfly']]"
1968,2318857,1006582,http://manynames.upf.edu//2318857_1006582_giraffe.png,https://cs.stanford.edu/people/rak248/VG_100K/2318857.jpg,giraffe,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2318857.jpg,animal,[{'33': ['giraffe']}],giraffe,{'giraffe': 1.0},{'giraffe': {'None': 1.0}},33,1.0,0.0,1,animals_plants,train,{'giraffe': {'giraffe': 1.0}},"[53, 31, 247, 405]","[40, 21, 228, 369]","{'giraffe': 33, 'camel': 1, 'zebra': 1}","[['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe']]"
13327,2368519,2595592,http://manynames.upf.edu//2368519_2595592_cat.png,https://cs.stanford.edu/people/rak248/VG_100K/2368519.jpg,cat,animals_plants,feline.n.01,{},1.0,{'None': 1.0},2368519.jpg,animal,"[{'2': ['wheel']}, {'33': ['cat']}]",cat,"{'wheel': 0.17, 'cat': 1.0}","{'wheel': {'bounding box': 1.0}, 'cat': {'None': 1.0}}",33,1.0,0.0,1,animals_plants,train,"{'wheel': {'wheel': 1.0, 'cat': 0.0}, 'cat': {'wheel': 0.0, 'cat': 1.0}}","[5, 156, 253, 337]","[0, 132, 233, 308]","{'cat': 33, 'wheel': 2}","[['Bicycle'], ['Bicycle'], ['Bicycle'], ['Bicycle'], ['Bicycle']]"
5499,2338263,2280367,http://manynames.upf.edu//2338263_2280367_cat.png,https://cs.stanford.edu/people/rak248/VG_100K/2338263.jpg,cat,animals_plants,feline.n.01,{},1.0,{'None': 1.0},2338263.jpg,animal,[{'35': ['cat']}],cat,{'cat': 1.0},{'cat': {'None': 1.0}},35,1.0,0.0,1,animals_plants,train,{'cat': {'cat': 1.0}},"[35, 60, 466, 214]","[35, 65, 562, 263]","{'cat': 35, 'sleeping cat': 1}","[['Bottle'], ['Charles'], ['Charles'], ['Bottle'], ['Bottle']]"
12618,2366017,2260007,http://manynames.upf.edu//2366017_2260007_sheep.png,https://cs.stanford.edu/people/rak248/VG_100K/2366017.jpg,sheep,animals_plants,ungulate.n.01,{'goat': 0.67},1.0,{'None': 1.0},2366017.jpg,animal,"[{'31': ['sheep', 'goat']}]",sheep,"{'goat': 0.33, 'sheep': 1.0}","{'goat': {'visual': 1.0}, 'sheep': {'None': 1.0}}",26,1.0,0.0,1,animals_plants,train,"{'goat': {'goat': 1.0, 'sheep': 0.67}, 'sheep': {'goat': 0.67, 'sheep': 1.0}}","[226, 110, 274, 214]","[262, 124, 334, 262]","{'sheep': 26, 'goat': 5}","[['Sheep'], ['Sheep'], ['Sheep'], ['Sheep'], ['Sheep']]"
21755,2403923,379484,http://manynames.upf.edu//2403923_379484_dog.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2403923.jpg,dog,animals_plants,dog.n.01,{},1.0,{'None': 1.0},2403923.jpg,animal,[{'33': ['dog']}],dog,{'dog': 1.0},{'dog': {'None': 1.0}},33,1.0,0.0,1,animals_plants,train,{'dog': {'dog': 1.0}},"[49, 30, 217, 345]","[51, 29, 266, 418]","{'dog': 33, 'rope': 1, 'name tag': 1}","[['Dog'], ['Dog'], ['Dog'], ['Dog'], ['Dog']]"
20772,2399811,413561,http://manynames.upf.edu//2399811_413561_horse.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2399811.jpg,horse,animals_plants,horse.n.01,{},1.0,{'None': 1.0},2399811.jpg,animal,[{'29': ['horse']}],horse,{'horse': 1.0},{'horse': {'None': 1.0}},29,1.0,0.0,1,animals_plants,train,{'horse': {'horse': 1.0}},"[4, 51, 178, 416]","[0, 39, 166, 379]","{'horse': 29, 'pant': 1, 'cap': 1, 'belt': 1, 'rope': 1, 'racehorse': 1, 'animal': 1}","[['Horse'], ['Horse'], ['Horse'], ['Horse'], ['Horse']]"
21022,2400934,404068,http://manynames.upf.edu//2400934_404068_cat.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2400934.jpg,cat,animals_plants,feline.n.01,{},1.0,{'None': 1.0},2400934.jpg,animal,"[{'2': ['laptop']}, {'30': ['cat']}]",cat,"{'laptop': 0.33, 'cat': 1.0}","{'laptop': {'bounding box': 1.0}, 'cat': {'None': 1.0}}",30,1.0,0.0,1,animals_plants,train,"{'laptop': {'laptop': 1.0, 'cat': 0.0}, 'cat': {'laptop': 0.0, 'cat': 1.0}}","[244, 25, 255, 350]","[284, 23, 311, 424]","{'cat': 30, 'laptop': 2, 'belt': 1, 'animal': 1}","[['Laptop'], ['Laptop'], ['Laptop'], ['Laptop'], ['Laptop']]"
22651,2407575,366698,http://manynames.upf.edu//2407575_366698_bird.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2407575.jpg,bird,animals_plants,bird.n.01,{},1.0,{'None': 1.0},2407575.jpg,animal,"[{'2': ['food']}, {'34': ['bird']}]",bird,"{'food': 0.33, 'bird': 1.0}","{'food': {'bounding box': 1.0}, 'bird': {'None': 1.0}}",34,1.0,0.0,1,animals_plants,train,"{'food': {'food': 1.0, 'bird': 0.0}, 'bird': {'food': 0.0, 'bird': 1.0}}","[150, 79, 315, 252]","[172, 87, 383, 308]","{'bird': 34, 'food': 2}","[['Bird'], ['Bird'], ['Bird'], ['Bird'], ['Bird']]"
3899,2329536,3935084,http://manynames.upf.edu//2329536_3935084_giraffe.png,https://cs.stanford.edu/people/rak248/VG_100K/2329536.jpg,giraffe,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2329536.jpg,animal,[{'34': ['giraffe']}],giraffe,{'giraffe': 1.0},{'giraffe': {'None': 1.0}},34,1.0,0.0,1,animals_plants,train,{'giraffe': {'giraffe': 1.0}},"[168, 47, 137, 257]","[194, 49, 171, 314]","{'giraffe': 34, 'zebra': 1, 'animal': 1}","[['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe']]"
6376,2342584,2392314,http://manynames.upf.edu//2342584_2392314_dog.png,https://cs.stanford.edu/people/rak248/VG_100K/2342584.jpg,dog,animals_plants,dog.n.01,{'puppy': 1.0},1.0,{'None': 1.0},2342584.jpg,animal,"[{'35': ['puppy', 'dog']}]",dog,"{'dog': 1.0, 'puppy': 1.0}","{'dog': {'None': 1.0}, 'puppy': {'None': 1.0}}",35,0.9428571428571428,0.3159971329784246,2,animals_plants,train,"{'dog': {'dog': 1.0, 'puppy': 1.0}, 'puppy': {'dog': 1.0, 'puppy': 1.0}}","[96, 176, 217, 250]","[79, 150, 201, 231]","{'dog': 33, 'puppy': 2, 'cat': 1}","[['Dog'], ['Dog'], ['Dog'], ['Dog'], ['Dog']]"
14654,2373447,2479051,http://manynames.upf.edu//2373447_2479051_cat.png,https://cs.stanford.edu/people/rak248/VG_100K/2373447.jpg,cat,animals_plants,feline.n.01,{},1.0,{'None': 1.0},2373447.jpg,animal,[{'35': ['cat']}],cat,{'cat': 1.0},{'cat': {'None': 1.0}},35,1.0,0.0,1,animals_plants,train,{'cat': {'cat': 1.0}},"[27, 202, 322, 171]","[25, 234, 391, 211]","{'cat': 35, 'umbrella': 1}","[['Umbrella'], ['Umbrella'], ['Umbrella'], ['Umbrella'], ['Umbrella']]"
23063,2409063,249777,http://manynames.upf.edu//2409063_249777_zebra.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2409063.jpg,zebra,animals_plants,ungulate.n.01,"{'zebra': 1.0, 'animal': 0.67}",1.0,{'None': 1.0},2409063.jpg,animal,"[{'36': ['zebra', 'animal']}]",zebra,"{'zebra': 1.0, 'animal': 1.0}","{'zebra': {'None': 1.0}, 'animal': {'None': 1.0}}",36,0.9444444444444444,0.3095434291503252,2,animals_plants,train,"{'zebra': {'zebra': 1.0, 'animal': 0.67}, 'animal': {'zebra': 0.67, 'animal': 1.0}}","[225, 180, 268, 145]","[262, 208, 327, 180]","{'zebra': 34, 'animal': 2}","[['Zebra'], ['Zebra'], ['Zebra'], ['Zebra'], ['Zebra']]"
3825,2329160,2988431,http://manynames.upf.edu//2329160_2988431_horse.png,https://cs.stanford.edu/people/rak248/VG_100K/2329160.jpg,horse,animals_plants,horse.n.01,{},1.0,{'None': 1.0},2329160.jpg,animal,"[{'29': ['horse']}, {'2': ['shoe']}, {'2': ['belt']}]",horse,"{'shoe': 0.38, 'belt': 0.25, 'horse': 1.0}","{'shoe': {'bounding box': 1.0}, 'belt': {'bounding box': 0.8, 'other': 0.2}, 'horse': {'None': 1.0}}",29,1.0,0.0,1,animals_plants,train,"{'shoe': {'shoe': 1.0, 'belt': 0.0, 'horse': 0.0}, 'belt': {'shoe': 0.0, 'belt': 1.0, 'horse': 0.0}, 'horse': {'shoe': 0.0, 'belt': 0.0, 'horse': 1.0}}","[5, 82, 488, 213]","[0, 91, 590, 261]","{'horse': 29, 'belt': 2, 'shoe': 2}","[['Fence'], ['Fence'], ['Fence'], ['Fence'], ['Fence']]"
11850,2363309,766089,http://manynames.upf.edu//2363309_766089_zebra.png,https://cs.stanford.edu/people/rak248/VG_100K/2363309.jpg,zebra,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2363309.jpg,animal,[{'34': ['zebra']}],zebra,{'zebra': 1.0},{'zebra': {'None': 1.0}},34,1.0,0.0,1,animals_plants,train,{'zebra': {'zebra': 1.0}},"[58, 96, 179, 366]","[45, 79, 167, 334]","{'zebra': 34, 'pinstripes': 1, 'giraffe': 1}","[['Zebra'], ['Zebra'], ['Zebra'], ['Zebra'], ['Zebra']]"
19292,2392896,476454,http://manynames.upf.edu//2392896_476454_zebra.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2392896.jpg,zebra,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2392896.jpg,animal,[{'28': ['zebra']}],zebra,{'zebra': 1.0},{'zebra': {'None': 1.0}},28,1.0,0.0,1,animals_plants,train,{'zebra': {'zebra': 1.0}},"[68, 82, 263, 175]","[66, 81, 288, 194]","{'zebra': 28, 'foal': 1}","[['Zebra'], ['Zebra'], ['Zebra'], ['Zebra'], ['Zebra']]"
13888,2370649,3857542,http://manynames.upf.edu//2370649_3857542_giraffe.png,https://cs.stanford.edu/people/rak248/VG_100K/2370649.jpg,giraffe,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2370649.jpg,animal,[{'35': ['giraffe']}],giraffe,{'giraffe': 1.0},{'giraffe': {'None': 1.0}},35,1.0,0.0,1,animals_plants,train,{'giraffe': {'giraffe': 1.0}},"[0, 165, 327, 272]","[0, 141, 299, 250]","{'giraffe': 35, 'camel': 1}","[['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe']]"
24707,2415362,1056001,http://manynames.upf.edu//2415362_1056001_bird.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2415362.jpg,bird,animals_plants,bird.n.01,{},1.0,{'None': 1.0},2415362.jpg,animal,[{'30': ['bird']}],bird,"{'bird': 1.0, 'birdie': 'NA'}","{'bird': {'None': 1.0}, 'birdie': 'NA'}",31,0.967741935483871,0.2055925081850829,2,animals_plants,train,"{'bird': {'bird': 1.0, 'birdie': 'NA'}, 'birdie': {'bird': 'NA', 'birdie': 'NA'}}","[57, 162, 126, 304]","[44, 138, 120, 279]","{'bird': 30, 'birdie': 1, 'sticks': 1, 'bora': 1, 'bridge': 1}","[['Bird'], ['Bird'], ['Bird'], ['Bird'], ['Bird']]"
5883,2340349,2182223,http://manynames.upf.edu//2340349_2182223_giraffe.png,https://cs.stanford.edu/people/rak248/VG_100K/2340349.jpg,giraffe,animals_plants,ungulate.n.01,"{'giraffe': 1.0, 'animal': 1.0}",1.0,{'None': 1.0},2340349.jpg,animal,"[{'36': ['giraffe', 'animal']}]",giraffe,"{'giraffe': 1.0, 'animal': 1.0}","{'giraffe': {'None': 1.0}, 'animal': {'None': 1.0}}",36,0.9444444444444444,0.3095434291503252,2,animals_plants,train,"{'giraffe': {'giraffe': 1.0, 'animal': 1.0}, 'animal': {'giraffe': 1.0, 'animal': 1.0}}","[321, 59, 178, 301]","[376, 63, 219, 366]","{'giraffe': 34, 'animal': 2}","[['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe']]"
24223,2413354,175119,http://manynames.upf.edu//2413354_175119_giraffe.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2413354.jpg,giraffe,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2413354.jpg,animal,[{'31': ['giraffe']}],giraffe,{'giraffe': 1.0},{'giraffe': {'None': 1.0}},31,1.0,0.0,1,animals_plants,train,{'giraffe': {'giraffe': 1.0}},"[46, 127, 283, 246]","[48, 144, 344, 300]","{'giraffe': 31, 'grill': 1, 'camel': 1}","[['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe']]"
19142,2392176,482400,http://manynames.upf.edu//2392176_482400_cat.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2392176.jpg,cat,animals_plants,feline.n.01,{'animal': 0.67},1.0,{'None': 1.0},2392176.jpg,animal,"[{'31': ['cat', 'animal']}]",cat,"{'cat': 1.0, 'animal': 1.0}","{'cat': {'None': 1.0}, 'animal': {'None': 1.0}}",31,0.935483870967742,0.345117314944953,2,animals_plants,test,"{'cat': {'cat': 1.0, 'animal': 0.67}, 'animal': {'cat': 0.67, 'animal': 1.0}}","[122, 20, 266, 321]","[138, 17, 324, 390]","{'cat': 29, 'animal': 2, 'table': 1, 'box': 1}","[['Book'], ['Book'], ['Book'], ['Book'], ['Book']]"
7021,2345130,1042860,http://manynames.upf.edu//2345130_1042860_dog.png,https://cs.stanford.edu/people/rak248/VG_100K/2345130.jpg,dog,animals_plants,dog.n.01,{},1.0,{'None': 1.0},2345130.jpg,animal,[{'35': ['dog']}],dog,{'dog': 1.0},{'dog': {'None': 1.0}},35,1.0,0.0,1,animals_plants,train,{'dog': {'dog': 1.0}},"[197, 16, 118, 316]","[228, 12, 148, 384]","{'dog': 35, 'frisbee': 1}","[['Frisbee'], ['Frisbee'], ['Frisbee'], ['Frisbee'], ['Frisbee']]"
24999,2416688,3330338,http://manynames.upf.edu//2416688_3330338_giraffe.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2416688.jpg,giraffe,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2416688.jpg,animal,[{'27': ['giraffe']}],giraffe,{'giraffe': 1.0},{'giraffe': {'None': 1.0}},27,1.0,0.0,1,animals_plants,test,{'giraffe': {'giraffe': 1.0}},"[51, 144, 206, 251]","[39, 122, 191, 231]","{'giraffe': 27, 'pole': 1}","[['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe']]"
7906,2348628,2597298,http://manynames.upf.edu//2348628_2597298_giraffe.png,https://cs.stanford.edu/people/rak248/VG_100K/2348628.jpg,giraffe,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2348628.jpg,animal,[{'35': ['giraffe']}],giraffe,{'giraffe': 1.0},{'giraffe': {'None': 1.0}},35,1.0,0.0,1,animals_plants,train,{'giraffe': {'giraffe': 1.0}},"[244, 63, 255, 270]","[284, 68, 311, 329]","{'giraffe': 35, 'zebra': 1}","[['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe'], ['Giraffe']]"
2566,2322243,992785,http://manynames.upf.edu//2322243_992785_duck.png,https://cs.stanford.edu/people/rak248/VG_100K/2322243.jpg,duck,animals_plants,bird.n.01,{'bird': 1.0},1.0,{'None': 1.0},2322243.jpg,animal,"[{'35': ['duck', 'bird']}]",duck,"{'duck': 1.0, 'bird': 1.0}","{'duck': {'None': 1.0}, 'bird': {'None': 1.0}}",35,0.5428571428571428,0.9946937953613058,2,animals_plants,train,"{'duck': {'duck': 1.0, 'bird': 1.0}, 'bird': {'duck': 1.0, 'bird': 1.0}}","[6, 34, 319, 276]","[0, 34, 388, 337]","{'duck': 19, 'bird': 16, 'dove': 1}","[['Duck'], ['Duck'], ['Duck'], ['Duck'], ['Duck']]"
22126,2405401,332336,http://manynames.upf.edu//2405401_332336_horse.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2405401.jpg,horse,animals_plants,horse.n.01,{},1.0,{'None': 1.0},2405401.jpg,animal,"[{'26': ['horse']}, {'2': ['rope']}, {'4': ['belt']}]",horse,"{'rope': 0.33, 'belt': 0.33, 'horse': 1.0}","{'rope': {'bounding box': 1.0}, 'belt': {'bounding box': 0.7, 'other': 0.3}, 'horse': {'None': 1.0}}",26,1.0,0.0,1,animals_plants,train,"{'rope': {'rope': 1.0, 'belt': 0.0, 'horse': 0.0}, 'belt': {'rope': 0.0, 'belt': 1.0, 'horse': 0.0}, 'horse': {'rope': 0.0, 'belt': 0.0, 'horse': 1.0}}","[244, 51, 132, 316]","[211, 39, 125, 290]","{'horse': 26, 'belt': 4, 'rope': 2, 'animal': 1}","[['Bucket'], ['Bucket'], ['Bucket'], ['Bucket'], ['Bucket']]"
17685,2385471,1296450,http://manynames.upf.edu//2385471_1296450_zebra.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2385471.jpg,zebra,animals_plants,ungulate.n.01,{},1.0,{'None': 1.0},2385471.jpg,animal,[{'30': ['zebra']}],zebra,{'zebra': 1.0},{'zebra': {'None': 1.0}},30,1.0,0.0,1,animals_plants,train,{'zebra': {'zebra': 1.0}},"[86, 30, 392, 237]","[96, 29, 475, 290]","{'zebra': 30, 'carse': 1}","[['Zebra'], ['Zebra'], ['Zebra'], ['Zebra'], ['Zebra']]"
