Unnamed: 0,vg_image_id,vg_object_id,image,link_vg,vg_obj_name,vg_domain,vg_synset,vg_same_object,vg_adequacy_mean,vg_inadequacy_type,vg_image_name,vg_cat,clusters,topname,adequacy_mean,inadequacy_type,total_responses,perc_top,H,N,domain,split,same_object,vg_bbox_xywh,mn_bbox_xywh,human_nouns,llava_extracted_nouns,pearsonr
5453,2338009,3703986,http://manynames.upf.edu//2338009_3703986_building.png,https://cs.stanford.edu/people/rak248/VG_100K/2338009.jpg,house,buildings,house.n.01,{'building': 1.0},1.0,{'None': 1.0},2338009.jpg,"structure, construction","[{'27': ['house', 'building']}, {'3': ['dog']}, {'2': ['door']}]",building,"{'door': 0.33, 'dog': 0.33, 'building': 1.0, 'house': 1.0}","{'door': {'bounding box': 1.0}, 'dog': {'bounding box': 1.0}, 'building': {'None': 1.0}, 'house': {'None': 1.0}}",27,0.7407407407407407,0.8256265261578954,2,buildings,train,"{'door': {'door': 1.0, 'dog': 0.0, 'building': 0.0, 'house': 0.0}, 'dog': {'door': 0.0, 'dog': 1.0, 'building': 0.0, 'house': 0.0}, 'building': {'door': 0.0, 'dog': 0.0, 'building': 1.0, 'house': 1.0}, 'house': {'door': 0.0, 'dog': 0.0, 'building': 1.0, 'house': 1.0}}","[0, 0, 499, 196]","[0, 0, 597, 241]","{'room': 0.02857142857142857, 'window': 0.02857142857142857, 'door': 0.05714285714285714, 'building': 0.5714285714285714, 'dog': 0.08571428571428572, 'storefronts': 0.02857142857142857, 'house': 0.2}","{'room': 0.0, 'window': 0.0, 'door': 0.0, 'building': 0.0, 'dog': 1.0, 'storefronts': 0.0, 'house': 0.0}",-0.1268540658512312
23954,2412369,3804856,http://manynames.upf.edu//2412369_3804856_house.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2412369.jpg,house,buildings,house.n.01,{'building': 1.0},1.0,{'None': 1.0},2412369.jpg,"structure, construction","[{'33': ['house', 'building']}]",house,"{'house': 1.0, 'building': 1.0, 'home': 'NA'}","{'house': {'None': 1.0}, 'building': {'None': 1.0}, 'home': 'NA'}",34,0.8235294117647058,0.7870046561900534,3,buildings,train,"{'house': {'house': 1.0, 'building': 1.0, 'home': 'NA'}, 'building': {'house': 1.0, 'building': 1.0, 'home': 'NA'}, 'home': {'house': 'NA', 'building': 'NA', 'home': 'NA'}}","[10, 15, 234, 238]","[5, 11, 286, 291]","{'building': 0.14705882352941177, 'home': 0.029411764705882353, 'train': 0.0, 'house': 0.8235294117647058}","{'building': 0.0, 'home': 0.0, 'train': 0.8, 'house': 0.2}",-0.19375142639501552
7589,2347433,890881,http://manynames.upf.edu//2347433_890881_bridge.png,https://cs.stanford.edu/people/rak248/VG_100K/2347433.jpg,garage,buildings,outbuilding.n.01,{'building': 1.0},0.83,"{'visual': 0.3, 'None': 0.7}",2347433.jpg,"structure, construction","[{'20': ['walkway', 'bridge']}, {'8': ['building']}]",bridge,"{'building': 0.83, 'bridge': 0.5, 'walkway': 0.5}","{'building': {'bounding box': 0.3, 'None': 0.7}, 'bridge': {'None': 0.3, 'bounding box': 0.7}, 'walkway': {'None': 0.3, 'bounding box': 0.7}}",20,0.9,0.4689955935892813,2,buildings,train,"{'building': {'building': 1.0, 'bridge': 0.0, 'walkway': 0.0}, 'bridge': {'building': 0.0, 'bridge': 1.0, 'walkway': 1.0}, 'walkway': {'building': 0.0, 'bridge': 1.0, 'walkway': 1.0}}","[76, 0, 416, 171]","[84, 0, 504, 211]","{'walkway': 0.058823529411764705, 'parking garage': 0.029411764705882353, 'skywalk': 0.029411764705882353, 'train': 0.029411764705882353, 'bus': 0.0, 'garage': 0.029411764705882353, 'sticker': 0.029411764705882353, 'building': 0.23529411764705882, 'railing': 0.029411764705882353, 'bridge': 0.5294117647058824}","{'walkway': 0.0, 'parking garage': 0.0, 'skywalk': 0.0, 'train': 0.0, 'bus': 1.0, 'garage': 0.0, 'sticker': 0.0, 'building': 0.0, 'railing': 0.0, 'bridge': 0.0}",-0.21326781335691142
7746,2348021,1679004,http://manynames.upf.edu//2348021_1679004_dugout.png,https://cs.stanford.edu/people/rak248/VG_100K/2348021.jpg,dugout,buildings,shelter.n.01,{},1.0,{'None': 1.0},2348021.jpg,"structure, construction","[{'3': ['cap']}, {'26': ['dugout']}, {'2': ['baseball players']}]",dugout,"{'baseball players': 0.5, 'cap': 0.33, 'dugout': 1.0}","{'baseball players': {'None': 0.3, 'bounding box': 0.7}, 'cap': {'bounding box': 1.0}, 'dugout': {'None': 1.0}}",26,1.0,0.0,1,buildings,train,"{'baseball players': {'baseball players': 1.0, 'cap': 0.0, 'dugout': 0.0}, 'cap': {'baseball players': 0.0, 'cap': 1.0, 'dugout': 0.0}, 'dugout': {'baseball players': 0.0, 'cap': 0.0, 'dugout': 1.0}}","[4, 89, 494, 281]","[0, 89, 540, 310]","{'cap': 0.08333333333333333, 't-shirt': 0.027777777777777776, 'stand': 0.027777777777777776, 'baseball players': 0.05555555555555555, 'baseball bat': 0.027777777777777776, 'men': 0.027777777777777776, '2': 0.0, 'harvey': 0.0, 'dugout': 0.7222222222222222, 'crowd': 0.027777777777777776}","{'cap': 0.0, 't-shirt': 0.0, 'stand': 0.0, 'baseball players': 0.0, 'baseball bat': 0.4, 'men': 0.0, '2': 0.2, 'harvey': 0.4, 'dugout': 0.0, 'crowd': 0.0}",-0.26416167018593106
8590,2351287,3897862,http://manynames.upf.edu//2351287_3897862_house.png,https://cs.stanford.edu/people/rak248/VG_100K/2351287.jpg,house,buildings,house.n.01,"{'barn': 1.0, 'hose': 0.67, 'building': 1.0}",1.0,{'None': 1.0},2351287.jpg,"structure, construction","[{'31': ['hose', 'building', 'house', 'barn']}, {'2': ['door']}, {'2': ['window']}]",house,"{'window': 0.33, 'door': 0.33, 'house': 1.0, 'barn': 1.0, 'building': 1.0, 'hose': 0.5}","{'window': {'bounding box': 1.0}, 'door': {'bounding box': 1.0}, 'house': {'None': 1.0}, 'barn': {'None': 1.0}, 'building': {'None': 1.0}, 'hose': {'visual': 0.3, 'linguistic': 0.7}}",31,0.6451612903225806,1.447640684443725,4,buildings,train,"{'window': {'window': 1.0, 'door': 0.0, 'house': 0.0, 'barn': 0.0, 'building': 0.0, 'hose': 0.0}, 'door': {'window': 0.0, 'door': 1.0, 'house': 0.0, 'barn': 0.0, 'building': 0.0, 'hose': 0.0}, 'house': {'window': 0.0, 'door': 0.0, 'house': 1.0, 'barn': 1.0, 'building': 1.0, 'hose': 0.67}, 'barn': {'window': 0.0, 'door': 0.0, 'house': 1.0, 'barn': 1.0, 'building': 1.0, 'hose': 0.67}, 'building': {'window': 0.0, 'door': 0.0, 'house': 1.0, 'barn': 1.0, 'building': 1.0, 'hose': 0.67}, 'hose': {'window': 0.0, 'door': 0.0, 'house': 0.67, 'barn': 0.67, 'building': 0.67, 'hose': 1.0}}","[38, 28, 254, 160]","[38, 26, 310, 198]","{'window': 0.05555555555555555, 'barn': 0.16666666666666666, 'door': 0.05555555555555555, 'building': 0.08333333333333333, 'hose': 0.05555555555555555, 'house': 0.5555555555555556, 'farm': 0.027777777777777776}","{'window': 0.0, 'barn': 1.0, 'door': 0.0, 'building': 0.0, 'hose': 0.0, 'house': 0.0, 'farm': 0.0}",0.05604784792072303
11339,2361484,1730668,http://manynames.upf.edu//2361484_1730668_bridge.png,https://cs.stanford.edu/people/rak248/VG_100K/2361484.jpg,bridge,buildings,bridge.n.01,"{'overpass': 1.0, 'train': 0.33}",1.0,{'None': 1.0},2361484.jpg,"structure, construction","[{'22': ['overpass', 'bridge']}, {'4': ['train']}]",bridge,"{'train': 0.17, 'bridge': 1.0, 'overpass': 1.0, 'structure': 'NA'}","{'train': {'bounding box': 1.0}, 'bridge': {'None': 1.0}, 'overpass': {'None': 1.0}, 'structure': 'NA'}",23,0.6956521739130435,1.0666152167384504,3,buildings,train,"{'train': {'train': 1.0, 'bridge': 0.33, 'overpass': 0.33, 'structure': 'NA'}, 'bridge': {'train': 0.33, 'bridge': 1.0, 'overpass': 1.0, 'structure': 'NA'}, 'overpass': {'train': 0.33, 'bridge': 1.0, 'overpass': 1.0, 'structure': 'NA'}, 'structure': {'train': 'NA', 'bridge': 'NA', 'overpass': 'NA', 'structure': 'NA'}}","[77, 2, 422, 88]","[85, 0, 511, 112]","{'walkway': 0.027777777777777776, 'a train': 0.0, 'train': 0.1111111111111111, 'overpass': 0.16666666666666666, 'roof': 0.027777777777777776, 'secondarily': 0.027777777777777776, 'tam': 0.027777777777777776, 'structure': 0.027777777777777776, 'pole': 0.027777777777777776, 'tilt': 0.027777777777777776, 'truck': 0.027777777777777776, 'building': 0.027777777777777776, 'overhang': 0.027777777777777776, 'bridge': 0.4444444444444444}","{'walkway': 0.0, 'a train': 0.2, 'train': 0.8, 'overpass': 0.0, 'roof': 0.0, 'secondarily': 0.0, 'tam': 0.0, 'structure': 0.0, 'pole': 0.0, 'tilt': 0.0, 'truck': 0.0, 'building': 0.0, 'overhang': 0.0, 'bridge': 0.0}",0.05366540083232166
4602,2333584,966979,http://manynames.upf.edu//2333584_966979_jacket.png,https://cs.stanford.edu/people/rak248/VG_100K/2333584.jpg,jacket,clothing,overgarment.n.01,{},1.0,{'None': 1.0},2333584.jpg,article of clothing,[{'31': ['jacket']}],jacket,"{'jacket': 1.0, 'dress': 'NA', 'coat': 'NA'}","{'jacket': {'None': 1.0}, 'dress': 'NA', 'coat': 'NA'}",33,0.9393939393939394,0.3904521308132069,3,clothing,train,"{'jacket': {'jacket': 1.0, 'dress': 'NA', 'coat': 'NA'}, 'dress': {'jacket': 'NA', 'dress': 'NA', 'coat': 'NA'}, 'coat': {'jacket': 'NA', 'dress': 'NA', 'coat': 'NA'}}","[37, 184, 222, 190]","[37, 212, 272, 233]","{'shirt': 0.027777777777777776, 'sleeveless': 0.027777777777777776, 'sweater': 0.027777777777777776, 'coat': 0.027777777777777776, 'jacket': 0.8611111111111112, 'bird': 0.0, 'dress': 0.027777777777777776}","{'shirt': 0.0, 'sleeveless': 0.0, 'sweater': 0.0, 'coat': 0.0, 'jacket': 0.4, 'bird': 0.6, 'dress': 0.0}",0.42288953219792724
20814,2400025,1163784,http://manynames.upf.edu//2400025_1163784_jacket.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2400025.jpg,jacket,clothing,overgarment.n.01,{'coat': 1.0},1.0,{'None': 1.0},2400025.jpg,article of clothing,"[{'34': ['jacket', 'coat']}]",jacket,"{'jacket': 1.0, 'coat': 1.0}","{'jacket': {'None': 1.0}, 'coat': {'None': 1.0}}",34,0.8529411764705882,0.6024308020404453,2,clothing,train,"{'jacket': {'jacket': 1.0, 'coat': 1.0}, 'coat': {'jacket': 1.0, 'coat': 1.0}}","[31, 72, 236, 152]","[21, 57, 218, 143]","{'shirt': 0.027777777777777776, 'coat': 0.1388888888888889, 'jacket': 0.8055555555555556, 'blazer': 0.027777777777777776, 'bench': 0.0}","{'shirt': 0.0, 'coat': 0.0, 'jacket': 0.0, 'blazer': 0.0, 'bench': 1.0}",-0.32624974511748617
3509,2327556,2775357,http://manynames.upf.edu//2327556_2775357_shirt.png,https://cs.stanford.edu/people/rak248/VG_100K/2327556.jpg,shirt,clothing,shirt.n.01,{'costume': 1.0},1.0,{'None': 1.0},2327556.jpg,article of clothing,"[{'26': ['shirt', 'costume']}]",shirt,"{'shirt': 1.0, 'costume': 1.0, 'dress': 'NA'}","{'shirt': {'None': 1.0}, 'costume': {'None': 1.0}, 'dress': 'NA'}",27,0.8518518518518519,0.7253759284051438,3,clothing,val,"{'shirt': {'shirt': 1.0, 'costume': 1.0, 'dress': 'NA'}, 'costume': {'shirt': 1.0, 'costume': 1.0, 'dress': 'NA'}, 'dress': {'shirt': 'NA', 'costume': 'NA', 'dress': 'NA'}}","[55, 151, 249, 266]","[42, 128, 230, 245]","{'t-shirt': 0.02857142857142857, 'suit': 0.02857142857142857, 'shirt': 0.6571428571428571, 'leotard': 0.02857142857142857, 'costume': 0.08571428571428572, 'teddy bear': 0.02857142857142857, 'doll': 0.02857142857142857, 'stuffed bear': 0.02857142857142857, 'girl': 0.02857142857142857, 'costume shirt': 0.02857142857142857, 'dress': 0.02857142857142857}","{'t-shirt': 0.0, 'suit': 0.0, 'shirt': 0.0, 'leotard': 0.0, 'costume': 0.0, 'teddy bear': 1.0, 'doll': 0.0, 'stuffed bear': 0.0, 'girl': 0.0, 'costume shirt': 0.0, 'dress': 0.0}",-0.10963591286153287
21733,2403837,348942,http://manynames.upf.edu//2403837_348942_hat.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2403837.jpg,hat,clothing,headdress.n.01,{'bonnet': 1.0},1.0,{'None': 1.0},2403837.jpg,article of clothing,"[{'25': ['hat', 'bonnet']}, {'5': ['dog']}]",hat,"{'dog': 0.17, 'hat': 1.0, 'bonnet': 1.0}","{'dog': {'bounding box': 1.0}, 'hat': {'None': 1.0}, 'bonnet': {'None': 1.0}}",25,0.92,0.4021791902022728,2,clothing,train,"{'dog': {'dog': 1.0, 'hat': 0.0, 'bonnet': 0.0}, 'hat': {'dog': 0.0, 'hat': 1.0, 'bonnet': 1.0}, 'bonnet': {'dog': 0.0, 'hat': 1.0, 'bonnet': 1.0}}","[120, 1, 351, 137]","[136, 0, 425, 170]","{'cap': 0.029411764705882353, 'dog hat': 0.029411764705882353, ""dog's eye"": 0.029411764705882353, 'bonnet': 0.058823529411764705, 'hat': 0.6764705882352942, 'camera': 0.0, 'dog': 0.14705882352941177, 'eye': 0.029411764705882353}","{'cap': 0.0, 'dog hat': 0.0, ""dog's eye"": 0.0, 'bonnet': 0.0, 'hat': 0.8, 'camera': 0.2, 'dog': 0.0, 'eye': 0.0}",0.9295691633053942
11701,2362771,3072573,http://manynames.upf.edu//2362771_3072573_dress.png,https://cs.stanford.edu/people/rak248/VG_100K/2362771.jpg,dress,clothing,dress.n.01,"{'clothes': 1.0, 'shirt': 1.0, 'clothing': 1.0, 'apron': 1.0}",0.83,"{'visual': 0.3, 'None': 0.7}",2362771.jpg,article of clothing,"[{'31': ['clothing', 'clothes', 'dress', 'shirt', 'apron']}]",dress,"{'apron': 1.0, 'dress': 0.83, 'shirt': 0.5, 'clothing': 1.0, 'clothes': 1.0}","{'apron': {'None': 1.0}, 'dress': {'None': 0.7, 'visual': 0.3}, 'shirt': {'bounding box': 1.0}, 'clothing': {'None': 1.0}, 'clothes': {'None': 1.0}}",31,0.3548387096774194,1.9955790173398635,5,clothing,train,"{'apron': {'apron': 1.0, 'dress': 1.0, 'shirt': 1.0, 'clothing': 1.0, 'clothes': 1.0}, 'dress': {'apron': 1.0, 'dress': 1.0, 'shirt': 1.0, 'clothing': 1.0, 'clothes': 1.0}, 'shirt': {'apron': 1.0, 'dress': 1.0, 'shirt': 1.0, 'clothing': 1.0, 'clothes': 1.0}, 'clothing': {'apron': 1.0, 'dress': 1.0, 'shirt': 1.0, 'clothing': 1.0, 'clothes': 1.0}, 'clothes': {'apron': 1.0, 'dress': 1.0, 'shirt': 1.0, 'clothing': 1.0, 'clothes': 1.0}}","[219, 116, 190, 383]","[189, 97, 177, 349]","{'clothing': 0.05714285714285714, 't-shirt': 0.02857142857142857, 'woman': 0.02857142857142857, 'clothes': 0.05714285714285714, 'shirt': 0.14285714285714285, 'apron': 0.3142857142857143, 'ladies body': 0.02857142857142857, 'hair dryer': 0.0, 'outfit': 0.02857142857142857, 'dress': 0.3142857142857143}","{'clothing': 0.0, 't-shirt': 0.0, 'woman': 0.0, 'clothes': 0.0, 'shirt': 0.0, 'apron': 0.0, 'ladies body': 0.0, 'hair dryer': 1.0, 'outfit': 0.0, 'dress': 0.0}",-0.2949100811799092
19479,2393742,470036,http://manynames.upf.edu//2393742_470036_dress.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2393742.jpg,dress,clothing,dress.n.01,{},1.0,{'None': 1.0},2393742.jpg,article of clothing,[{'31': ['dress']}],dress,{'dress': 1.0},{'dress': {'None': 1.0}},31,1.0,0.0,1,clothing,train,{'dress': {'dress': 1.0}},"[270, 0, 174, 333]","[315, 0, 215, 399]","{'black dress': 0.029411764705882353, 'woman': 0.029411764705882353, 'the woman is wearing a black dress.': 0.0, 'phone': 0.029411764705882353, 'dress': 0.9117647058823529}","{'black dress': 0.0, 'woman': 0.6, 'the woman is wearing a black dress.': 0.4, 'phone': 0.0, 'dress': 0.0}",-0.404877805168305
9066,2353212,848262,http://manynames.upf.edu//2353212_848262_shirt.png,https://cs.stanford.edu/people/rak248/VG_100K/2353212.jpg,shirt,clothing,shirt.n.01,{'dress shirt': 1.0},1.0,{'None': 1.0},2353212.jpg,article of clothing,"[{'15': ['necktie', 'tie']}, {'18': ['shirt', 'dress shirt']}]",shirt,"{'necktie': 0.5, 'tie': 0.5, 'shirt': 1.0, 'dress shirt': 1.0}","{'necktie': {'None': 0.3, 'bounding box': 0.7}, 'tie': {'None': 0.3, 'bounding box': 0.7}, 'shirt': {'None': 1.0}, 'dress shirt': {'None': 1.0}}",18,0.8888888888888888,0.5032583347756456,2,clothing,train,"{'necktie': {'necktie': 1.0, 'tie': 1.0, 'shirt': 0.0, 'dress shirt': 0.0}, 'tie': {'necktie': 1.0, 'tie': 1.0, 'shirt': 0.0, 'dress shirt': 0.0}, 'shirt': {'necktie': 0.0, 'tie': 0.0, 'shirt': 1.0, 'dress shirt': 1.0}, 'dress shirt': {'necktie': 0.0, 'tie': 0.0, 'shirt': 1.0, 'dress shirt': 1.0}}","[210, 0, 286, 332]","[244, 0, 348, 396]","{'t-shirt': 0.027777777777777776, 'shirt': 0.4444444444444444, 'coat': 0.027777777777777776, 'shehan': 0.0, 'undershirt': 0.027777777777777776, 'shehan peruma': 0.0, 'dress shirt': 0.05555555555555555, 'necktie': 0.1111111111111111, 'tie': 0.3055555555555556}","{'t-shirt': 0.0, 'shirt': 0.0, 'coat': 0.0, 'shehan': 0.2, 'undershirt': 0.0, 'shehan peruma': 0.2, 'dress shirt': 0.0, 'necktie': 0.0, 'tie': 0.6}",0.28335361943805953
2751,2323122,3224817,http://manynames.upf.edu//2323122_3224817_poncho.png,https://cs.stanford.edu/people/rak248/VG_100K/2323122.jpg,raincoat,clothing,overgarment.n.01,{'poncho': 1.0},1.0,{'None': 1.0},2323122.jpg,article of clothing,"[{'22': ['poncho', 'raincoat']}, {'6': ['woman', 'person']}]",poncho,"{'woman': 0.17, 'person': 0.17, 'poncho': 1.0, 'raincoat': 1.0}","{'woman': {'bounding box': 1.0}, 'person': {'bounding box': 1.0}, 'poncho': {'None': 1.0}, 'raincoat': {'None': 1.0}}",22,0.5454545454545454,0.9940302114769566,2,clothing,,"{'woman': {'woman': 1.0, 'person': 1.0, 'poncho': 0.0, 'raincoat': 0.0}, 'person': {'woman': 1.0, 'person': 1.0, 'poncho': 0.0, 'raincoat': 0.0}, 'poncho': {'woman': 0.0, 'person': 0.0, 'poncho': 1.0, 'raincoat': 1.0}, 'raincoat': {'woman': 0.0, 'person': 0.0, 'poncho': 1.0, 'raincoat': 1.0}}","[93, 127, 164, 330]","[76, 107, 154, 302]","{'protestant': 0.027777777777777776, 'parka': 0.027777777777777776, 'raincoat': 0.2777777777777778, 'rain jacket': 0.027777777777777776, 'woman': 0.08333333333333333, 'girl': 0.027777777777777776, 'umbrella': 0.027777777777777776, 'person': 0.08333333333333333, 'coat': 0.027777777777777776, 'man': 0.027777777777777776, 'rain slicker': 0.027777777777777776, 'poncho': 0.3333333333333333}","{'protestant': 0.0, 'parka': 0.0, 'raincoat': 0.0, 'rain jacket': 0.0, 'woman': 0.0, 'girl': 0.0, 'umbrella': 1.0, 'person': 0.0, 'coat': 0.0, 'man': 0.0, 'rain slicker': 0.0, 'poncho': 0.0}",-0.16412198797244362
18615,2389869,3828379,http://manynames.upf.edu//2389869_3828379_dress.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2389869.jpg,dress,clothing,dress.n.01,{'wedding dress': 1.0},1.0,{'None': 1.0},2389869.jpg,article of clothing,"[{'32': ['wedding dress', 'dress']}]",dress,"{'dress': 1.0, 'wedding dress': 1.0, 'clothes': 'NA'}","{'dress': {'None': 1.0}, 'wedding dress': {'None': 1.0}, 'clothes': 'NA'}",33,0.8787878787878788,0.6311718053929062,3,clothing,train,"{'dress': {'dress': 1.0, 'wedding dress': 1.0, 'clothes': 'NA'}, 'wedding dress': {'dress': 1.0, 'wedding dress': 1.0, 'clothes': 'NA'}, 'clothes': {'dress': 'NA', 'wedding dress': 'NA', 'clothes': 'NA'}}","[159, 239, 197, 256]","[135, 207, 183, 236]","{'clothes': 0.027777777777777776, 'cubs': 0.027777777777777776, 'gown': 0.027777777777777776, 'tops': 0.027777777777777776, 'cake': 0.0, 'wedding dress': 0.08333333333333333, 'dress': 0.8055555555555556}","{'clothes': 0.0, 'cubs': 0.0, 'gown': 0.0, 'tops': 0.0, 'cake': 1.0, 'wedding dress': 0.0, 'dress': 0.0}",-0.21478857212005098
2510,2321917,3143203,http://manynames.upf.edu//2321917_3143203_dress.png,https://cs.stanford.edu/people/rak248/VG_100K/2321917.jpg,dress,clothing,dress.n.01,{},1.0,{'None': 1.0},2321917.jpg,article of clothing,"[{'29': ['dress']}, {'3': ['bench']}]",dress,"{'bench': 0.5, 'dress': 1.0}","{'bench': {'bounding box': 1.0}, 'dress': {'None': 1.0}}",29,1.0,0.0,1,clothing,train,"{'bench': {'bench': 1.0, 'dress': 0.0}, 'dress': {'bench': 0.0, 'dress': 1.0}}","[23, 101, 353, 232]","[20, 114, 428, 284]","{'hair': 0.027777777777777776, 'body': 0.027777777777777776, 'gown': 0.027777777777777776, 'maxi': 0.027777777777777776, 'bench': 0.08333333333333333, 'dress': 0.8055555555555556, 'bow': 0.0}","{'hair': 0.0, 'body': 0.0, 'gown': 0.0, 'maxi': 0.0, 'bench': 0.2, 'dress': 0.0, 'bow': 0.8}",-0.239672106440097
1109,1593092,3288315,http://manynames.upf.edu//1593092_3288315_jacket.png,https://cs.stanford.edu/people/rak248/VG_100K/1593092.jpg,jacket,clothing,overgarment.n.01,"{'suit': 1.0, 'coat': 1.0}",1.0,{'None': 1.0},1593092.jpg,article of clothing,"[{'32': ['jacket', 'suit', 'coat']}]",jacket,"{'jacket': 1.0, 'suit': 1.0, 'coat': 1.0}","{'jacket': {'None': 1.0}, 'suit': {'None': 1.0}, 'coat': {'None': 1.0}}",32,0.46875,1.3543370204656968,3,clothing,train,"{'jacket': {'jacket': 1.0, 'suit': 1.0, 'coat': 1.0}, 'suit': {'jacket': 1.0, 'suit': 1.0, 'coat': 1.0}, 'coat': {'jacket': 1.0, 'suit': 1.0, 'coat': 1.0}}","[131, 358, 706, 324]","[69, 202, 419, 196]","{'the object in the red box with the first name that comes to mind is a bottle.': 0.0, 'suit': 0.3888888888888889, 'clothes': 0.027777777777777776, 'phone': 0.0, 'coat': 0.08333333333333333, 'desk': 0.0, 'man': 0.027777777777777776, 'jacket': 0.4166666666666667, 'suit and tie': 0.027777777777777776, 'tie': 0.027777777777777776}","{'the object in the red box with the first name that comes to mind is a bottle.': 0.2, 'suit': 0.0, 'clothes': 0.0, 'phone': 0.2, 'coat': 0.0, 'desk': 0.4, 'man': 0.0, 'jacket': 0.0, 'suit and tie': 0.0, 'tie': 0.2}",-0.4593252715303536
21457,2402720,1132429,http://manynames.upf.edu//2402720_1132429_shirt.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2402720.jpg,shirt,clothing,shirt.n.01,{'dress shirt': 1.0},1.0,{'None': 1.0},2402720.jpg,article of clothing,"[{'34': ['shirt', 'dress shirt']}]",shirt,"{'shirt': 1.0, 'dress shirt': 1.0}","{'shirt': {'None': 1.0}, 'dress shirt': {'None': 1.0}}",34,0.9411764705882352,0.3227569588973982,2,clothing,train,"{'shirt': {'shirt': 1.0, 'dress shirt': 1.0}, 'dress shirt': {'shirt': 1.0, 'dress shirt': 1.0}}","[0, 275, 374, 224]","[0, 239, 335, 207]","{'shirt': 0.8888888888888888, 'dress shirt': 0.05555555555555555, 'window': 0.027777777777777776, 'tie': 0.027777777777777776}","{'shirt': 0.0, 'dress shirt': 0.0, 'window': 0.0, 'tie': 1.0}",-0.3476618243325054
6387,2342641,2681013,http://manynames.upf.edu//2342641_2681013_shirt.png,https://cs.stanford.edu/people/rak248/VG_100K/2342641.jpg,shirt,clothing,shirt.n.01,{'t-shirt': 1.0},0.83,"{'bounding box': 0.3, 'None': 0.7}",2342641.jpg,article of clothing,"[{'31': ['shirt', 't-shirt']}, {'2': ['fridge']}]",shirt,"{'fridge': 0.33, 'shirt': 0.83, 't-shirt': 0.83}","{'fridge': {'bounding box': 1.0}, 'shirt': {'None': 0.7, 'bounding box': 0.3}, 't-shirt': {'None': 0.7, 'bounding box': 0.3}}",31,0.8064516129032258,0.708835673332196,2,clothing,train,"{'fridge': {'fridge': 1.0, 'shirt': 0.0, 't-shirt': 0.0}, 'shirt': {'fridge': 0.0, 'shirt': 1.0, 't-shirt': 1.0}, 't-shirt': {'fridge': 0.0, 'shirt': 1.0, 't-shirt': 1.0}}","[0, 229, 182, 271]","[0, 198, 170, 249]","{'the red box with the first name that comes to mind is a jar of pickles.': 0.0, 't-shirt': 0.16666666666666666, 'fridge': 0.05555555555555555, 'coca-cola': 0.0, 'shirt': 0.6944444444444444, 'cup': 0.027777777777777776, 'the red box with the first name that comes to mind is the ""banana"".': 0.0, 'ice': 0.027777777777777776, 'bottle': 0.0, 'torso': 0.027777777777777776}","{'the red box with the first name that comes to mind is a jar of pickles.': 0.2, 't-shirt': 0.0, 'fridge': 0.0, 'coca-cola': 0.2, 'shirt': 0.0, 'cup': 0.0, 'the red box with the first name that comes to mind is the ""banana"".': 0.2, 'ice': 0.0, 'bottle': 0.4, 'torso': 0.0}",-0.36569053733123946
12929,2367047,1846409,http://manynames.upf.edu//2367047_1846409_shirt.png,https://cs.stanford.edu/people/rak248/VG_100K/2367047.jpg,shirt,clothing,shirt.n.01,{'polo shirt': 1.0},1.0,{'None': 1.0},2367047.jpg,article of clothing,"[{'32': ['shirt', 'polo shirt']}]",shirt,"{'shirt': 1.0, 'polo shirt': 1.0}","{'shirt': {'None': 1.0}, 'polo shirt': {'None': 1.0}}",32,0.9375,0.3372900666170139,2,clothing,train,"{'shirt': {'shirt': 1.0, 'polo shirt': 1.0}, 'polo shirt': {'shirt': 1.0, 'polo shirt': 1.0}}","[45, 125, 266, 210]","[47, 142, 324, 257]","{'shirt': 0.8333333333333334, 'child': 0.027777777777777776, 'box': 0.0, 'scissor': 0.027777777777777776, 'polo': 0.027777777777777776, 'pencil': 0.0, 'boy': 0.027777777777777776, 'polo shirt': 0.05555555555555555}","{'shirt': 0.0, 'child': 0.0, 'box': 0.6, 'scissor': 0.0, 'polo': 0.0, 'pencil': 0.4, 'boy': 0.0, 'polo shirt': 0.0}",-0.2621467948894113
