index,image,llava_output,shuffled_options,prompted_questions
1272,data/images/quantifier/test_1272.png,"[['D'], ['A'], ['B'], ['B'], ['B']]","[{'a': 'almost none', 'b': 'most', 'c': 'many', 'd': 'all', 'e': 'none', 'f': 'some', 'g': 'the smaller part', 'h': 'few', 'i': 'almost all'}, {'a': 'almost all', 'b': 'none', 'c': 'some', 'd': 'most', 'e': 'few', 'f': 'all', 'g': 'the smaller part', 'h': 'many', 'i': 'almost none'}, {'a': 'some', 'b': 'all', 'c': 'the smaller part', 'd': 'most', 'e': 'many', 'f': 'none', 'g': 'almost none', 'h': 'few', 'i': 'almost all'}, {'a': 'most', 'b': 'almost all', 'c': 'some', 'd': 'many', 'e': 'none', 'f': 'all', 'g': 'few', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'almost none', 'b': 'most', 'c': 'few', 'd': 'almost all', 'e': 'some', 'f': 'none', 'g': 'the smaller part', 'h': 'many', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: many\nD: all\nE: none\nF: some\nG: the smaller part\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: some\nD: most\nE: few\nF: all\nG: the smaller part\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: the smaller part\nD: most\nE: many\nF: none\nG: almost none\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: some\nD: many\nE: none\nF: all\nG: few\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: few\nD: almost all\nE: some\nF: none\nG: the smaller part\nH: many\nI: all\nAnswer:']"
1302,data/images/quantifier/test_1302.png,"[['A'], ['D'], ['B'], ['B'], ['A']]","[{'a': 'all', 'b': 'many', 'c': 'almost none', 'd': 'some', 'e': 'most', 'f': 'few', 'g': 'the smaller part', 'h': 'almost all', 'i': 'none'}, {'a': 'almost none', 'b': 'many', 'c': 'few', 'd': 'none', 'e': 'the smaller part', 'f': 'almost all', 'g': 'most', 'h': 'some', 'i': 'all'}, {'a': 'most', 'b': 'few', 'c': 'almost none', 'd': 'all', 'e': 'many', 'f': 'some', 'g': 'the smaller part', 'h': 'none', 'i': 'almost all'}, {'a': 'none', 'b': 'all', 'c': 'few', 'd': 'the smaller part', 'e': 'most', 'f': 'many', 'g': 'almost all', 'h': 'some', 'i': 'almost none'}, {'a': 'all', 'b': 'some', 'c': 'most', 'd': 'the smaller part', 'e': 'none', 'f': 'few', 'g': 'many', 'h': 'almost all', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: almost none\nD: some\nE: most\nF: few\nG: the smaller part\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: few\nD: none\nE: the smaller part\nF: almost all\nG: most\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: almost none\nD: all\nE: many\nF: some\nG: the smaller part\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: few\nD: the smaller part\nE: most\nF: many\nG: almost all\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: most\nD: the smaller part\nE: none\nF: few\nG: many\nH: almost all\nI: almost none\nAnswer:']"
2515,data/images/quantifier/test_2515.png,"[['D'], ['A'], ['B: almost all'], ['I: almost all'], ['C']]","[{'a': 'the smaller part', 'b': 'none', 'c': 'some', 'd': 'many', 'e': 'almost none', 'f': 'all', 'g': 'almost all', 'h': 'few', 'i': 'most'}, {'a': 'all', 'b': 'some', 'c': 'many', 'd': 'most', 'e': 'almost none', 'f': 'none', 'g': 'few', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'many', 'b': 'almost all', 'c': 'all', 'd': 'some', 'e': 'almost none', 'f': 'none', 'g': 'the smaller part', 'h': 'few', 'i': 'most'}, {'a': 'none', 'b': 'the smaller part', 'c': 'few', 'd': 'most', 'e': 'many', 'f': 'almost none', 'g': 'all', 'h': 'some', 'i': 'almost all'}, {'a': 'few', 'b': 'none', 'c': 'almost all', 'd': 'almost none', 'e': 'many', 'f': 'all', 'g': 'some', 'h': 'most', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: some\nD: many\nE: almost none\nF: all\nG: almost all\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: many\nD: most\nE: almost none\nF: none\nG: few\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: all\nD: some\nE: almost none\nF: none\nG: the smaller part\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: few\nD: most\nE: many\nF: almost none\nG: all\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: almost all\nD: almost none\nE: many\nF: all\nG: some\nH: most\nI: the smaller part\nAnswer:']"
2557,data/images/quantifier/test_2557.png,"[['D'], ['G'], ['F'], ['B'], ['D']]","[{'a': 'none', 'b': 'most', 'c': 'many', 'd': 'the smaller part', 'e': 'almost none', 'f': 'some', 'g': 'few', 'h': 'all', 'i': 'almost all'}, {'a': 'almost all', 'b': 'most', 'c': 'all', 'd': 'none', 'e': 'the smaller part', 'f': 'many', 'g': 'some', 'h': 'few', 'i': 'almost none'}, {'a': 'many', 'b': 'most', 'c': 'none', 'd': 'almost all', 'e': 'all', 'f': 'few', 'g': 'some', 'h': 'almost none', 'i': 'the smaller part'}, {'a': 'many', 'b': 'few', 'c': 'all', 'd': 'most', 'e': 'none', 'f': 'some', 'g': 'the smaller part', 'h': 'almost none', 'i': 'almost all'}, {'a': 'many', 'b': 'most', 'c': 'almost none', 'd': 'the smaller part', 'e': 'few', 'f': 'all', 'g': 'none', 'h': 'almost all', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: many\nD: the smaller part\nE: almost none\nF: some\nG: few\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: all\nD: none\nE: the smaller part\nF: many\nG: some\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: none\nD: almost all\nE: all\nF: few\nG: some\nH: almost none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: all\nD: most\nE: none\nF: some\nG: the smaller part\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: almost none\nD: the smaller part\nE: few\nF: all\nG: none\nH: almost all\nI: some\nAnswer:']"
2592,data/images/quantifier/test_2592.png,"[['D'], ['E'], ['B'], ['B: almost all'], ['D']]","[{'a': 'the smaller part', 'b': 'none', 'c': 'almost all', 'd': 'some', 'e': 'almost none', 'f': 'few', 'g': 'most', 'h': 'all', 'i': 'many'}, {'a': 'many', 'b': 'almost none', 'c': 'none', 'd': 'most', 'e': 'some', 'f': 'all', 'g': 'almost all', 'h': 'the smaller part', 'i': 'few'}, {'a': 'few', 'b': 'some', 'c': 'almost all', 'd': 'almost none', 'e': 'none', 'f': 'the smaller part', 'g': 'most', 'h': 'many', 'i': 'all'}, {'a': 'none', 'b': 'almost all', 'c': 'all', 'd': 'few', 'e': 'the smaller part', 'f': 'most', 'g': 'some', 'h': 'almost none', 'i': 'many'}, {'a': 'few', 'b': 'many', 'c': 'all', 'd': 'some', 'e': 'none', 'f': 'most', 'g': 'almost none', 'h': 'the smaller part', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: almost all\nD: some\nE: almost none\nF: few\nG: most\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: none\nD: most\nE: some\nF: all\nG: almost all\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: almost all\nD: almost none\nE: none\nF: the smaller part\nG: most\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: all\nD: few\nE: the smaller part\nF: most\nG: some\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: all\nD: some\nE: none\nF: most\nG: almost none\nH: the smaller part\nI: almost all\nAnswer:']"
2567,data/images/quantifier/test_2567.png,"[['C'], ['A'], ['A'], ['B'], ['D']]","[{'a': 'few', 'b': 'almost none', 'c': 'many', 'd': 'most', 'e': 'none', 'f': 'the smaller part', 'g': 'all', 'h': 'some', 'i': 'almost all'}, {'a': 'almost all', 'b': 'almost none', 'c': 'none', 'd': 'many', 'e': 'few', 'f': 'some', 'g': 'the smaller part', 'h': 'all', 'i': 'most'}, {'a': 'almost all', 'b': 'almost none', 'c': 'some', 'd': 'many', 'e': 'the smaller part', 'f': 'none', 'g': 'all', 'h': 'few', 'i': 'most'}, {'a': 'all', 'b': 'most', 'c': 'almost none', 'd': 'some', 'e': 'the smaller part', 'f': 'almost all', 'g': 'many', 'h': 'none', 'i': 'few'}, {'a': 'none', 'b': 'some', 'c': 'almost none', 'd': 'many', 'e': 'almost all', 'f': 'all', 'g': 'the smaller part', 'h': 'most', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: many\nD: most\nE: none\nF: the smaller part\nG: all\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: none\nD: many\nE: few\nF: some\nG: the smaller part\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: some\nD: many\nE: the smaller part\nF: none\nG: all\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: almost none\nD: some\nE: the smaller part\nF: almost all\nG: many\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: almost none\nD: many\nE: almost all\nF: all\nG: the smaller part\nH: most\nI: few\nAnswer:']"
2487,data/images/quantifier/test_2487.png,"[['B'], ['D'], ['A'], ['A'], ['A']]","[{'a': 'few', 'b': 'almost all', 'c': 'all', 'd': 'none', 'e': 'most', 'f': 'many', 'g': 'some', 'h': 'almost none', 'i': 'the smaller part'}, {'a': 'few', 'b': 'almost none', 'c': 'almost all', 'd': 'some', 'e': 'many', 'f': 'none', 'g': 'the smaller part', 'h': 'all', 'i': 'most'}, {'a': 'most', 'b': 'none', 'c': 'some', 'd': 'few', 'e': 'almost none', 'f': 'the smaller part', 'g': 'almost all', 'h': 'many', 'i': 'all'}, {'a': 'few', 'b': 'none', 'c': 'most', 'd': 'many', 'e': 'the smaller part', 'f': 'almost none', 'g': 'almost all', 'h': 'some', 'i': 'all'}, {'a': 'many', 'b': 'few', 'c': 'none', 'd': 'the smaller part', 'e': 'most', 'f': 'almost all', 'g': 'all', 'h': 'some', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: all\nD: none\nE: most\nF: many\nG: some\nH: almost none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: almost all\nD: some\nE: many\nF: none\nG: the smaller part\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: some\nD: few\nE: almost none\nF: the smaller part\nG: almost all\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: most\nD: many\nE: the smaller part\nF: almost none\nG: almost all\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: none\nD: the smaller part\nE: most\nF: almost all\nG: all\nH: some\nI: almost none\nAnswer:']"
2472,data/images/quantifier/test_2472.png,"[['I: few'], ['B'], ['B'], ['A'], ['B']]","[{'a': 'almost none', 'b': 'the smaller part', 'c': 'all', 'd': 'none', 'e': 'many', 'f': 'almost all', 'g': 'most', 'h': 'some', 'i': 'few'}, {'a': 'all', 'b': 'many', 'c': 'most', 'd': 'few', 'e': 'the smaller part', 'f': 'almost none', 'g': 'some', 'h': 'almost all', 'i': 'none'}, {'a': 'none', 'b': 'all', 'c': 'most', 'd': 'many', 'e': 'almost all', 'f': 'few', 'g': 'the smaller part', 'h': 'almost none', 'i': 'some'}, {'a': 'most', 'b': 'the smaller part', 'c': 'some', 'd': 'many', 'e': 'all', 'f': 'few', 'g': 'almost all', 'h': 'almost none', 'i': 'none'}, {'a': 'the smaller part', 'b': 'all', 'c': 'almost all', 'd': 'most', 'e': 'few', 'f': 'none', 'g': 'almost none', 'h': 'many', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: all\nD: none\nE: many\nF: almost all\nG: most\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: most\nD: few\nE: the smaller part\nF: almost none\nG: some\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: most\nD: many\nE: almost all\nF: few\nG: the smaller part\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: some\nD: many\nE: all\nF: few\nG: almost all\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: almost all\nD: most\nE: few\nF: none\nG: almost none\nH: many\nI: some\nAnswer:']"
2054,data/images/quantifier/test_2054.png,"[['D'], ['B'], ['A'], ['D'], ['D']]","[{'a': 'almost none', 'b': 'all', 'c': 'most', 'd': 'many', 'e': 'almost all', 'f': 'the smaller part', 'g': 'few', 'h': 'none', 'i': 'some'}, {'a': 'almost all', 'b': 'many', 'c': 'the smaller part', 'd': 'most', 'e': 'almost none', 'f': 'some', 'g': 'all', 'h': 'none', 'i': 'few'}, {'a': 'many', 'b': 'none', 'c': 'the smaller part', 'd': 'some', 'e': 'few', 'f': 'all', 'g': 'almost none', 'h': 'almost all', 'i': 'most'}, {'a': 'almost none', 'b': 'all', 'c': 'almost all', 'd': 'some', 'e': 'none', 'f': 'many', 'g': 'most', 'h': 'the smaller part', 'i': 'few'}, {'a': 'all', 'b': 'the smaller part', 'c': 'none', 'd': 'almost all', 'e': 'few', 'f': 'almost none', 'g': 'some', 'h': 'most', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: most\nD: many\nE: almost all\nF: the smaller part\nG: few\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: the smaller part\nD: most\nE: almost none\nF: some\nG: all\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: the smaller part\nD: some\nE: few\nF: all\nG: almost none\nH: almost all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: almost all\nD: some\nE: none\nF: many\nG: most\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: none\nD: almost all\nE: few\nF: almost none\nG: some\nH: most\nI: many\nAnswer:']"
2111,data/images/quantifier/test_2111.png,"[['B'], ['A'], ['B'], ['B'], ['B']]","[{'a': 'many', 'b': 'some', 'c': 'the smaller part', 'd': 'most', 'e': 'few', 'f': 'almost none', 'g': 'almost all', 'h': 'all', 'i': 'none'}, {'a': 'almost all', 'b': 'all', 'c': 'none', 'd': 'almost none', 'e': 'the smaller part', 'f': 'few', 'g': 'many', 'h': 'most', 'i': 'some'}, {'a': 'almost all', 'b': 'some', 'c': 'almost none', 'd': 'the smaller part', 'e': 'none', 'f': 'many', 'g': 'most', 'h': 'all', 'i': 'few'}, {'a': 'none', 'b': 'the smaller part', 'c': 'few', 'd': 'many', 'e': 'some', 'f': 'almost none', 'g': 'most', 'h': 'all', 'i': 'almost all'}, {'a': 'many', 'b': 'some', 'c': 'most', 'd': 'few', 'e': 'the smaller part', 'f': 'almost none', 'g': 'none', 'h': 'all', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: the smaller part\nD: most\nE: few\nF: almost none\nG: almost all\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: none\nD: almost none\nE: the smaller part\nF: few\nG: many\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: almost none\nD: the smaller part\nE: none\nF: many\nG: most\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: few\nD: many\nE: some\nF: almost none\nG: most\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: most\nD: few\nE: the smaller part\nF: almost none\nG: none\nH: all\nI: almost all\nAnswer:']"
2019,data/images/quantifier/test_2019.png,"[['D'], ['D'], ['B'], ['B'], ['A']]","[{'a': 'the smaller part', 'b': 'many', 'c': 'none', 'd': 'some', 'e': 'almost all', 'f': 'most', 'g': 'few', 'h': 'all', 'i': 'almost none'}, {'a': 'none', 'b': 'almost none', 'c': 'all', 'd': 'many', 'e': 'the smaller part', 'f': 'some', 'g': 'almost all', 'h': 'most', 'i': 'few'}, {'a': 'all', 'b': 'most', 'c': 'the smaller part', 'd': 'many', 'e': 'some', 'f': 'none', 'g': 'almost all', 'h': 'few', 'i': 'almost none'}, {'a': 'few', 'b': 'most', 'c': 'some', 'd': 'almost none', 'e': 'many', 'f': 'none', 'g': 'all', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'some', 'b': 'all', 'c': 'many', 'd': 'few', 'e': 'almost all', 'f': 'the smaller part', 'g': 'most', 'h': 'none', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: none\nD: some\nE: almost all\nF: most\nG: few\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: all\nD: many\nE: the smaller part\nF: some\nG: almost all\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: the smaller part\nD: many\nE: some\nF: none\nG: almost all\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: some\nD: almost none\nE: many\nF: none\nG: all\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: many\nD: few\nE: almost all\nF: the smaller part\nG: most\nH: none\nI: almost none\nAnswer:']"
2031,data/images/quantifier/test_2031.png,"[['D'], ['A'], ['B'], ['D'], ['D']]","[{'a': 'almost none', 'b': 'almost all', 'c': 'most', 'd': 'many', 'e': 'none', 'f': 'some', 'g': 'the smaller part', 'h': 'few', 'i': 'all'}, {'a': 'all', 'b': 'none', 'c': 'few', 'd': 'the smaller part', 'e': 'almost none', 'f': 'most', 'g': 'almost all', 'h': 'some', 'i': 'many'}, {'a': 'almost none', 'b': 'almost all', 'c': 'many', 'd': 'most', 'e': 'few', 'f': 'none', 'g': 'all', 'h': 'some', 'i': 'the smaller part'}, {'a': 'none', 'b': 'most', 'c': 'many', 'd': 'the smaller part', 'e': 'all', 'f': 'almost none', 'g': 'some', 'h': 'almost all', 'i': 'few'}, {'a': 'most', 'b': 'all', 'c': 'the smaller part', 'd': 'some', 'e': 'almost none', 'f': 'none', 'g': 'many', 'h': 'few', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: most\nD: many\nE: none\nF: some\nG: the smaller part\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: few\nD: the smaller part\nE: almost none\nF: most\nG: almost all\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: many\nD: most\nE: few\nF: none\nG: all\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: many\nD: the smaller part\nE: all\nF: almost none\nG: some\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: the smaller part\nD: some\nE: almost none\nF: none\nG: many\nH: few\nI: almost all\nAnswer:']"
2137,data/images/quantifier/test_2137.png,"[['D'], ['A'], ['B'], ['A'], ['B']]","[{'a': 'some', 'b': 'few', 'c': 'many', 'd': 'all', 'e': 'most', 'f': 'the smaller part', 'g': 'none', 'h': 'almost none', 'i': 'almost all'}, {'a': 'most', 'b': 'the smaller part', 'c': 'all', 'd': 'some', 'e': 'almost all', 'f': 'almost none', 'g': 'few', 'h': 'many', 'i': 'none'}, {'a': 'the smaller part', 'b': 'some', 'c': 'none', 'd': 'many', 'e': 'all', 'f': 'most', 'g': 'almost none', 'h': 'few', 'i': 'almost all'}, {'a': 'all', 'b': 'almost none', 'c': 'few', 'd': 'almost all', 'e': 'the smaller part', 'f': 'some', 'g': 'none', 'h': 'many', 'i': 'most'}, {'a': 'almost all', 'b': 'most', 'c': 'the smaller part', 'd': 'some', 'e': 'almost none', 'f': 'few', 'g': 'many', 'h': 'all', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: many\nD: all\nE: most\nF: the smaller part\nG: none\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: all\nD: some\nE: almost all\nF: almost none\nG: few\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: none\nD: many\nE: all\nF: most\nG: almost none\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: few\nD: almost all\nE: the smaller part\nF: some\nG: none\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: the smaller part\nD: some\nE: almost none\nF: few\nG: many\nH: all\nI: none\nAnswer:']"
2135,data/images/quantifier/test_2135.png,"[['F'], ['A'], ['A'], ['A: almost all'], ['I: almost all']]","[{'a': 'all', 'b': 'most', 'c': 'almost none', 'd': 'almost all', 'e': 'none', 'f': 'many', 'g': 'the smaller part', 'h': 'few', 'i': 'some'}, {'a': 'most', 'b': 'all', 'c': 'many', 'd': 'almost none', 'e': 'few', 'f': 'almost all', 'g': 'some', 'h': 'the smaller part', 'i': 'none'}, {'a': 'many', 'b': 'few', 'c': 'some', 'd': 'all', 'e': 'most', 'f': 'almost all', 'g': 'the smaller part', 'h': 'almost none', 'i': 'none'}, {'a': 'almost all', 'b': 'some', 'c': 'few', 'd': 'all', 'e': 'almost none', 'f': 'most', 'g': 'none', 'h': 'the smaller part', 'i': 'many'}, {'a': 'almost none', 'b': 'all', 'c': 'none', 'd': 'few', 'e': 'some', 'f': 'the smaller part', 'g': 'most', 'h': 'many', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: almost none\nD: almost all\nE: none\nF: many\nG: the smaller part\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: many\nD: almost none\nE: few\nF: almost all\nG: some\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: some\nD: all\nE: most\nF: almost all\nG: the smaller part\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: few\nD: all\nE: almost none\nF: most\nG: none\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: none\nD: few\nE: some\nF: the smaller part\nG: most\nH: many\nI: almost all\nAnswer:']"
1486,data/images/quantifier/test_1486.png,"[['D'], ['B'], ['D'], ['B'], ['D']]","[{'a': 'almost none', 'b': 'almost all', 'c': 'none', 'd': 'some', 'e': 'most', 'f': 'few', 'g': 'all', 'h': 'the smaller part', 'i': 'many'}, {'a': 'many', 'b': 'some', 'c': 'almost all', 'd': 'almost none', 'e': 'most', 'f': 'all', 'g': 'none', 'h': 'few', 'i': 'the smaller part'}, {'a': 'many', 'b': 'most', 'c': 'almost none', 'd': 'some', 'e': 'few', 'f': 'the smaller part', 'g': 'none', 'h': 'all', 'i': 'almost all'}, {'a': 'many', 'b': 'none', 'c': 'almost none', 'd': 'all', 'e': 'the smaller part', 'f': 'few', 'g': 'most', 'h': 'almost all', 'i': 'some'}, {'a': 'all', 'b': 'none', 'c': 'almost none', 'd': 'some', 'e': 'many', 'f': 'the smaller part', 'g': 'few', 'h': 'almost all', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: none\nD: some\nE: most\nF: few\nG: all\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: almost all\nD: almost none\nE: most\nF: all\nG: none\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: almost none\nD: some\nE: few\nF: the smaller part\nG: none\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: almost none\nD: all\nE: the smaller part\nF: few\nG: most\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: almost none\nD: some\nE: many\nF: the smaller part\nG: few\nH: almost all\nI: most\nAnswer:']"
