index,image_file,llava_output,shuffled_options,prompted_questions
1542,data/images/quantifier/test_1542.png,"[['I: few'], ['D'], ['B'], ['D'], ['D']]","[{'a': 'none', 'b': 'almost all', 'c': 'most', 'd': 'many', 'e': 'some', 'f': 'almost none', 'g': 'the smaller part', 'h': 'all', 'i': 'few'}, {'a': 'most', 'b': 'few', 'c': 'all', 'd': 'some', 'e': 'many', 'f': 'almost none', 'g': 'none', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'all', 'b': 'some', 'c': 'the smaller part', 'd': 'almost none', 'e': 'few', 'f': 'most', 'g': 'many', 'h': 'almost all', 'i': 'none'}, {'a': 'none', 'b': 'the smaller part', 'c': 'almost all', 'd': 'some', 'e': 'almost none', 'f': 'most', 'g': 'few', 'h': 'many', 'i': 'all'}, {'a': 'almost all', 'b': 'none', 'c': 'many', 'd': 'some', 'e': 'few', 'f': 'all', 'g': 'the smaller part', 'h': 'almost none', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: most\nD: many\nE: some\nF: almost none\nG: the smaller part\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: all\nD: some\nE: many\nF: almost none\nG: none\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: the smaller part\nD: almost none\nE: few\nF: most\nG: many\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: almost all\nD: some\nE: almost none\nF: most\nG: few\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: many\nD: some\nE: few\nF: all\nG: the smaller part\nH: almost none\nI: most\nAnswer:']"
1546,data/images/quantifier/test_1546.png,"[['B'], ['B: almost none'], ['B'], ['D'], ['A']]","[{'a': 'the smaller part', 'b': 'almost none', 'c': 'most', 'd': 'none', 'e': 'all', 'f': 'almost all', 'g': 'some', 'h': 'many', 'i': 'few'}, {'a': 'some', 'b': 'almost none', 'c': 'almost all', 'd': 'few', 'e': 'the smaller part', 'f': 'most', 'g': 'none', 'h': 'many', 'i': 'all'}, {'a': 'many', 'b': 'most', 'c': 'all', 'd': 'few', 'e': 'almost none', 'f': 'some', 'g': 'none', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'few', 'c': 'almost all', 'd': 'some', 'e': 'none', 'f': 'the smaller part', 'g': 'all', 'h': 'most', 'i': 'many'}, {'a': 'most', 'b': 'few', 'c': 'almost all', 'd': 'all', 'e': 'the smaller part', 'f': 'some', 'g': 'many', 'h': 'almost none', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: most\nD: none\nE: all\nF: almost all\nG: some\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: almost all\nD: few\nE: the smaller part\nF: most\nG: none\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: all\nD: few\nE: almost none\nF: some\nG: none\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: almost all\nD: some\nE: none\nF: the smaller part\nG: all\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: almost all\nD: all\nE: the smaller part\nF: some\nG: many\nH: almost none\nI: none\nAnswer:']"
1552,data/images/quantifier/test_1552.png,"[['D'], ['A: none'], ['G'], ['F'], ['C']]","[{'a': 'the smaller part', 'b': 'almost all', 'c': 'some', 'd': 'almost none', 'e': 'many', 'f': 'none', 'g': 'all', 'h': 'most', 'i': 'few'}, {'a': 'none', 'b': 'some', 'c': 'most', 'd': 'almost all', 'e': 'almost none', 'f': 'many', 'g': 'the smaller part', 'h': 'all', 'i': 'few'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'few', 'd': 'all', 'e': 'many', 'f': 'none', 'g': 'some', 'h': 'almost all', 'i': 'most'}, {'a': 'most', 'b': 'almost none', 'c': 'all', 'd': 'many', 'e': 'few', 'f': 'none', 'g': 'some', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'few', 'c': 'almost all', 'd': 'all', 'e': 'some', 'f': 'none', 'g': 'most', 'h': 'many', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: some\nD: almost none\nE: many\nF: none\nG: all\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: most\nD: almost all\nE: almost none\nF: many\nG: the smaller part\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: few\nD: all\nE: many\nF: none\nG: some\nH: almost all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: all\nD: many\nE: few\nF: none\nG: some\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: almost all\nD: all\nE: some\nF: none\nG: most\nH: many\nI: almost none\nAnswer:']"
1553,data/images/quantifier/test_1553.png,"[['B'], ['B'], ['B'], ['A: some'], ['B']]","[{'a': 'many', 'b': 'the smaller part', 'c': 'most', 'd': 'all', 'e': 'some', 'f': 'few', 'g': 'almost all', 'h': 'none', 'i': 'almost none'}, {'a': 'all', 'b': 'almost all', 'c': 'most', 'd': 'the smaller part', 'e': 'some', 'f': 'none', 'g': 'almost none', 'h': 'few', 'i': 'many'}, {'a': 'few', 'b': 'all', 'c': 'many', 'd': 'none', 'e': 'some', 'f': 'almost none', 'g': 'most', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'some', 'b': 'almost all', 'c': 'few', 'd': 'almost none', 'e': 'most', 'f': 'the smaller part', 'g': 'many', 'h': 'all', 'i': 'none'}, {'a': 'some', 'b': 'many', 'c': 'none', 'd': 'most', 'e': 'the smaller part', 'f': 'almost none', 'g': 'almost all', 'h': 'few', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: most\nD: all\nE: some\nF: few\nG: almost all\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: most\nD: the smaller part\nE: some\nF: none\nG: almost none\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: many\nD: none\nE: some\nF: almost none\nG: most\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: few\nD: almost none\nE: most\nF: the smaller part\nG: many\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: none\nD: most\nE: the smaller part\nF: almost none\nG: almost all\nH: few\nI: all\nAnswer:']"
1556,data/images/quantifier/test_1556.png,"[['B'], ['B'], ['D'], ['B: almost all'], ['A: almost none']]","[{'a': 'many', 'b': 'the smaller part', 'c': 'all', 'd': 'few', 'e': 'almost all', 'f': 'most', 'g': 'almost none', 'h': 'none', 'i': 'some'}, {'a': 'some', 'b': 'the smaller part', 'c': 'almost all', 'd': 'none', 'e': 'many', 'f': 'almost none', 'g': 'few', 'h': 'all', 'i': 'most'}, {'a': 'most', 'b': 'few', 'c': 'the smaller part', 'd': 'some', 'e': 'almost all', 'f': 'almost none', 'g': 'all', 'h': 'none', 'i': 'many'}, {'a': 'few', 'b': 'almost all', 'c': 'the smaller part', 'd': 'none', 'e': 'many', 'f': 'some', 'g': 'all', 'h': 'almost none', 'i': 'most'}, {'a': 'almost none', 'b': 'few', 'c': 'almost all', 'd': 'many', 'e': 'the smaller part', 'f': 'some', 'g': 'most', 'h': 'none', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: all\nD: few\nE: almost all\nF: most\nG: almost none\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: almost all\nD: none\nE: many\nF: almost none\nG: few\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: the smaller part\nD: some\nE: almost all\nF: almost none\nG: all\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: the smaller part\nD: none\nE: many\nF: some\nG: all\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: almost all\nD: many\nE: the smaller part\nF: some\nG: most\nH: none\nI: all\nAnswer:']"
1561,data/images/quantifier/test_1561.png,"[['I'], ['B'], ['C'], ['B'], ['D']]","[{'a': 'almost none', 'b': 'none', 'c': 'the smaller part', 'd': 'all', 'e': 'few', 'f': 'almost all', 'g': 'many', 'h': 'most', 'i': 'some'}, {'a': 'few', 'b': 'many', 'c': 'most', 'd': 'all', 'e': 'none', 'f': 'the smaller part', 'g': 'almost none', 'h': 'some', 'i': 'almost all'}, {'a': 'the smaller part', 'b': 'few', 'c': 'almost all', 'd': 'many', 'e': 'none', 'f': 'almost none', 'g': 'most', 'h': 'all', 'i': 'some'}, {'a': 'some', 'b': 'few', 'c': 'many', 'd': 'all', 'e': 'most', 'f': 'almost none', 'g': 'the smaller part', 'h': 'almost all', 'i': 'none'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'few', 'd': 'some', 'e': 'none', 'f': 'many', 'g': 'most', 'h': 'almost none', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: the smaller part\nD: all\nE: few\nF: almost all\nG: many\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: most\nD: all\nE: none\nF: the smaller part\nG: almost none\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: almost all\nD: many\nE: none\nF: almost none\nG: most\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: many\nD: all\nE: most\nF: almost none\nG: the smaller part\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: few\nD: some\nE: none\nF: many\nG: most\nH: almost none\nI: all\nAnswer:']"
1570,data/images/quantifier/test_1570.png,"[['I: none'], ['A'], ['A'], ['D'], ['A: almost none']]","[{'a': 'most', 'b': 'the smaller part', 'c': 'many', 'd': 'almost all', 'e': 'few', 'f': 'all', 'g': 'almost none', 'h': 'some', 'i': 'none'}, {'a': 'many', 'b': 'almost all', 'c': 'all', 'd': 'some', 'e': 'almost none', 'f': 'the smaller part', 'g': 'none', 'h': 'most', 'i': 'few'}, {'a': 'most', 'b': 'few', 'c': 'none', 'd': 'many', 'e': 'almost none', 'f': 'almost all', 'g': 'all', 'h': 'the smaller part', 'i': 'some'}, {'a': 'almost none', 'b': 'some', 'c': 'many', 'd': 'almost all', 'e': 'most', 'f': 'the smaller part', 'g': 'all', 'h': 'none', 'i': 'few'}, {'a': 'almost none', 'b': 'some', 'c': 'all', 'd': 'almost all', 'e': 'the smaller part', 'f': 'none', 'g': 'many', 'h': 'few', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: many\nD: almost all\nE: few\nF: all\nG: almost none\nH: some\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: all\nD: some\nE: almost none\nF: the smaller part\nG: none\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: none\nD: many\nE: almost none\nF: almost all\nG: all\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: many\nD: almost all\nE: most\nF: the smaller part\nG: all\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: all\nD: almost all\nE: the smaller part\nF: none\nG: many\nH: few\nI: most\nAnswer:']"
1571,data/images/quantifier/test_1571.png,"[['B'], ['D'], ['D'], ['G'], ['I']]","[{'a': 'the smaller part', 'b': 'most', 'c': 'none', 'd': 'few', 'e': 'some', 'f': 'almost all', 'g': 'many', 'h': 'all', 'i': 'almost none'}, {'a': 'almost all', 'b': 'few', 'c': 'none', 'd': 'most', 'e': 'some', 'f': 'many', 'g': 'the smaller part', 'h': 'almost none', 'i': 'all'}, {'a': 'some', 'b': 'few', 'c': 'none', 'd': 'almost all', 'e': 'many', 'f': 'most', 'g': 'the smaller part', 'h': 'almost none', 'i': 'all'}, {'a': 'none', 'b': 'almost all', 'c': 'many', 'd': 'most', 'e': 'almost none', 'f': 'few', 'g': 'some', 'h': 'the smaller part', 'i': 'all'}, {'a': 'almost none', 'b': 'all', 'c': 'the smaller part', 'd': 'few', 'e': 'almost all', 'f': 'many', 'g': 'most', 'h': 'none', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: most\nC: none\nD: few\nE: some\nF: almost all\nG: many\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: none\nD: most\nE: some\nF: many\nG: the smaller part\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: none\nD: almost all\nE: many\nF: most\nG: the smaller part\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: many\nD: most\nE: almost none\nF: few\nG: some\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: the smaller part\nD: few\nE: almost all\nF: many\nG: most\nH: none\nI: some\nAnswer:']"
1572,data/images/quantifier/test_1572.png,"[['D'], ['D'], ['I: many'], ['A'], ['A']]","[{'a': 'the smaller part', 'b': 'none', 'c': 'some', 'd': 'almost all', 'e': 'many', 'f': 'all', 'g': 'almost none', 'h': 'few', 'i': 'most'}, {'a': 'almost none', 'b': 'most', 'c': 'many', 'd': 'some', 'e': 'few', 'f': 'almost all', 'g': 'the smaller part', 'h': 'all', 'i': 'none'}, {'a': 'none', 'b': 'few', 'c': 'the smaller part', 'd': 'all', 'e': 'some', 'f': 'almost none', 'g': 'most', 'h': 'almost all', 'i': 'many'}, {'a': 'some', 'b': 'almost none', 'c': 'most', 'd': 'almost all', 'e': 'few', 'f': 'none', 'g': 'many', 'h': 'the smaller part', 'i': 'all'}, {'a': 'all', 'b': 'few', 'c': 'almost none', 'd': 'almost all', 'e': 'none', 'f': 'most', 'g': 'the smaller part', 'h': 'some', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: some\nD: almost all\nE: many\nF: all\nG: almost none\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: many\nD: some\nE: few\nF: almost all\nG: the smaller part\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: the smaller part\nD: all\nE: some\nF: almost none\nG: most\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: most\nD: almost all\nE: few\nF: none\nG: many\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: almost none\nD: almost all\nE: none\nF: most\nG: the smaller part\nH: some\nI: many\nAnswer:']"
1573,data/images/quantifier/test_1573.png,"[['D'], ['A: none'], ['F'], ['B'], ['H']]","[{'a': 'almost none', 'b': 'few', 'c': 'all', 'd': 'the smaller part', 'e': 'none', 'f': 'many', 'g': 'some', 'h': 'most', 'i': 'almost all'}, {'a': 'none', 'b': 'many', 'c': 'almost none', 'd': 'most', 'e': 'some', 'f': 'all', 'g': 'few', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'few', 'c': 'almost all', 'd': 'none', 'e': 'almost none', 'f': 'some', 'g': 'many', 'h': 'all', 'i': 'most'}, {'a': 'almost all', 'b': 'some', 'c': 'the smaller part', 'd': 'many', 'e': 'almost none', 'f': 'most', 'g': 'few', 'h': 'none', 'i': 'all'}, {'a': 'none', 'b': 'almost none', 'c': 'all', 'd': 'few', 'e': 'the smaller part', 'f': 'almost all', 'g': 'many', 'h': 'some', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: all\nD: the smaller part\nE: none\nF: many\nG: some\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: almost none\nD: most\nE: some\nF: all\nG: few\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: almost all\nD: none\nE: almost none\nF: some\nG: many\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: the smaller part\nD: many\nE: almost none\nF: most\nG: few\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: all\nD: few\nE: the smaller part\nF: almost all\nG: many\nH: some\nI: most\nAnswer:']"
1585,data/images/quantifier/test_1585.png,"[['A'], ['B'], ['A'], ['B'], ['A']]","[{'a': 'many', 'b': 'some', 'c': 'the smaller part', 'd': 'none', 'e': 'all', 'f': 'most', 'g': 'few', 'h': 'almost none', 'i': 'almost all'}, {'a': 'some', 'b': 'almost none', 'c': 'almost all', 'd': 'many', 'e': 'most', 'f': 'few', 'g': 'none', 'h': 'the smaller part', 'i': 'all'}, {'a': 'some', 'b': 'few', 'c': 'many', 'd': 'none', 'e': 'all', 'f': 'most', 'g': 'almost none', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'all', 'b': 'almost all', 'c': 'most', 'd': 'few', 'e': 'many', 'f': 'none', 'g': 'the smaller part', 'h': 'almost none', 'i': 'some'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'almost none', 'd': 'many', 'e': 'none', 'f': 'few', 'g': 'some', 'h': 'all', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: the smaller part\nD: none\nE: all\nF: most\nG: few\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: almost all\nD: many\nE: most\nF: few\nG: none\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: many\nD: none\nE: all\nF: most\nG: almost none\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: most\nD: few\nE: many\nF: none\nG: the smaller part\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: almost none\nD: many\nE: none\nF: few\nG: some\nH: all\nI: most\nAnswer:']"
1587,data/images/quantifier/test_1587.png,"[['D'], ['H'], ['D'], ['I: some'], ['D']]","[{'a': 'all', 'b': 'none', 'c': 'many', 'd': 'some', 'e': 'almost none', 'f': 'almost all', 'g': 'the smaller part', 'h': 'few', 'i': 'most'}, {'a': 'all', 'b': 'few', 'c': 'most', 'd': 'the smaller part', 'e': 'none', 'f': 'almost none', 'g': 'many', 'h': 'some', 'i': 'almost all'}, {'a': 'all', 'b': 'few', 'c': 'many', 'd': 'some', 'e': 'most', 'f': 'the smaller part', 'g': 'none', 'h': 'almost none', 'i': 'almost all'}, {'a': 'none', 'b': 'all', 'c': 'the smaller part', 'd': 'almost all', 'e': 'almost none', 'f': 'most', 'g': 'few', 'h': 'many', 'i': 'some'}, {'a': 'few', 'b': 'almost none', 'c': 'all', 'd': 'some', 'e': 'most', 'f': 'many', 'g': 'almost all', 'h': 'the smaller part', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: many\nD: some\nE: almost none\nF: almost all\nG: the smaller part\nH: few\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: most\nD: the smaller part\nE: none\nF: almost none\nG: many\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: many\nD: some\nE: most\nF: the smaller part\nG: none\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: the smaller part\nD: almost all\nE: almost none\nF: most\nG: few\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: all\nD: some\nE: most\nF: many\nG: almost all\nH: the smaller part\nI: none\nAnswer:']"
1588,data/images/quantifier/test_1588.png,"[['C'], ['A'], ['D'], ['D'], ['C']]","[{'a': 'none', 'b': 'few', 'c': 'most', 'd': 'almost none', 'e': 'all', 'f': 'some', 'g': 'the smaller part', 'h': 'almost all', 'i': 'many'}, {'a': 'almost all', 'b': 'many', 'c': 'none', 'd': 'all', 'e': 'most', 'f': 'the smaller part', 'g': 'almost none', 'h': 'few', 'i': 'some'}, {'a': 'most', 'b': 'none', 'c': 'all', 'd': 'almost none', 'e': 'few', 'f': 'many', 'g': 'the smaller part', 'h': 'almost all', 'i': 'some'}, {'a': 'all', 'b': 'the smaller part', 'c': 'none', 'd': 'most', 'e': 'almost none', 'f': 'many', 'g': 'few', 'h': 'some', 'i': 'almost all'}, {'a': 'most', 'b': 'all', 'c': 'the smaller part', 'd': 'some', 'e': 'none', 'f': 'almost all', 'g': 'many', 'h': 'few', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: most\nD: almost none\nE: all\nF: some\nG: the smaller part\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: none\nD: all\nE: most\nF: the smaller part\nG: almost none\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: all\nD: almost none\nE: few\nF: many\nG: the smaller part\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: none\nD: most\nE: almost none\nF: many\nG: few\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: the smaller part\nD: some\nE: none\nF: almost all\nG: many\nH: few\nI: almost none\nAnswer:']"
1591,data/images/quantifier/test_1591.png,"[['B: almost all'], ['I: few'], ['A'], ['F'], ['B']]","[{'a': 'many', 'b': 'almost all', 'c': 'almost none', 'd': 'none', 'e': 'the smaller part', 'f': 'all', 'g': 'few', 'h': 'some', 'i': 'most'}, {'a': 'none', 'b': 'all', 'c': 'almost none', 'd': 'many', 'e': 'almost all', 'f': 'most', 'g': 'the smaller part', 'h': 'some', 'i': 'few'}, {'a': 'many', 'b': 'almost none', 'c': 'all', 'd': 'almost all', 'e': 'none', 'f': 'most', 'g': 'few', 'h': 'the smaller part', 'i': 'some'}, {'a': 'the smaller part', 'b': 'most', 'c': 'almost none', 'd': 'all', 'e': 'none', 'f': 'some', 'g': 'many', 'h': 'almost all', 'i': 'few'}, {'a': 'almost all', 'b': 'some', 'c': 'all', 'd': 'almost none', 'e': 'the smaller part', 'f': 'none', 'g': 'few', 'h': 'many', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: almost none\nD: none\nE: the smaller part\nF: all\nG: few\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: almost none\nD: many\nE: almost all\nF: most\nG: the smaller part\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: all\nD: almost all\nE: none\nF: most\nG: few\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: most\nC: almost none\nD: all\nE: none\nF: some\nG: many\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: all\nD: almost none\nE: the smaller part\nF: none\nG: few\nH: many\nI: most\nAnswer:']"
1592,data/images/quantifier/test_1592.png,"[['B'], ['D'], ['A'], ['A'], ['D']]","[{'a': 'the smaller part', 'b': 'none', 'c': 'all', 'd': 'most', 'e': 'few', 'f': 'many', 'g': 'almost none', 'h': 'some', 'i': 'almost all'}, {'a': 'all', 'b': 'few', 'c': 'none', 'd': 'some', 'e': 'most', 'f': 'almost all', 'g': 'the smaller part', 'h': 'almost none', 'i': 'many'}, {'a': 'few', 'b': 'almost none', 'c': 'all', 'd': 'most', 'e': 'the smaller part', 'f': 'almost all', 'g': 'none', 'h': 'many', 'i': 'some'}, {'a': 'few', 'b': 'many', 'c': 'some', 'd': 'almost none', 'e': 'none', 'f': 'most', 'g': 'the smaller part', 'h': 'all', 'i': 'almost all'}, {'a': 'all', 'b': 'none', 'c': 'almost none', 'd': 'most', 'e': 'almost all', 'f': 'few', 'g': 'the smaller part', 'h': 'some', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: all\nD: most\nE: few\nF: many\nG: almost none\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: none\nD: some\nE: most\nF: almost all\nG: the smaller part\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: all\nD: most\nE: the smaller part\nF: almost all\nG: none\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: some\nD: almost none\nE: none\nF: most\nG: the smaller part\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: almost none\nD: most\nE: almost all\nF: few\nG: the smaller part\nH: some\nI: many\nAnswer:']"
