index,image,llava_output,shuffled_options,prompted_questions
1272,data/images/quantifier/test_1272.png,"[['F'], ['B'], ['D'], ['B'], ['C']]","[{'a': 'the smaller part', 'b': 'none', 'c': 'most', 'd': 'all', 'e': 'few', 'f': 'almost all', 'g': 'many', 'h': 'some', 'i': 'almost none'}, {'a': 'almost none', 'b': 'none', 'c': 'all', 'd': 'the smaller part', 'e': 'most', 'f': 'many', 'g': 'some', 'h': 'almost all', 'i': 'few'}, {'a': 'almost none', 'b': 'almost all', 'c': 'the smaller part', 'd': 'few', 'e': 'most', 'f': 'all', 'g': 'many', 'h': 'none', 'i': 'some'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'almost none', 'd': 'none', 'e': 'most', 'f': 'some', 'g': 'few', 'h': 'many', 'i': 'all'}, {'a': 'the smaller part', 'b': 'none', 'c': 'some', 'd': 'many', 'e': 'few', 'f': 'all', 'g': 'almost all', 'h': 'most', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: most\nD: all\nE: few\nF: almost all\nG: many\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: all\nD: the smaller part\nE: most\nF: many\nG: some\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: the smaller part\nD: few\nE: most\nF: all\nG: many\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: almost none\nD: none\nE: most\nF: some\nG: few\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: some\nD: many\nE: few\nF: all\nG: almost all\nH: most\nI: almost none\nAnswer:']"
1302,data/images/quantifier/test_1302.png,"[['B'], ['B'], ['B'], ['D'], ['A']]","[{'a': 'some', 'b': 'almost all', 'c': 'the smaller part', 'd': 'none', 'e': 'few', 'f': 'almost none', 'g': 'many', 'h': 'all', 'i': 'most'}, {'a': 'many', 'b': 'the smaller part', 'c': 'none', 'd': 'all', 'e': 'almost all', 'f': 'most', 'g': 'some', 'h': 'few', 'i': 'almost none'}, {'a': 'almost all', 'b': 'some', 'c': 'almost none', 'd': 'most', 'e': 'none', 'f': 'many', 'g': 'the smaller part', 'h': 'few', 'i': 'all'}, {'a': 'the smaller part', 'b': 'some', 'c': 'almost none', 'd': 'few', 'e': 'almost all', 'f': 'none', 'g': 'all', 'h': 'many', 'i': 'most'}, {'a': 'almost none', 'b': 'almost all', 'c': 'the smaller part', 'd': 'none', 'e': 'some', 'f': 'all', 'g': 'few', 'h': 'most', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: the smaller part\nD: none\nE: few\nF: almost none\nG: many\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: none\nD: all\nE: almost all\nF: most\nG: some\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: almost none\nD: most\nE: none\nF: many\nG: the smaller part\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: almost none\nD: few\nE: almost all\nF: none\nG: all\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: the smaller part\nD: none\nE: some\nF: all\nG: few\nH: most\nI: many\nAnswer:']"
2515,data/images/quantifier/test_2515.png,"[['E'], ['D'], ['I: many'], ['I: many'], ['D']]","[{'a': 'the smaller part', 'b': 'almost none', 'c': 'most', 'd': 'none', 'e': 'many', 'f': 'few', 'g': 'almost all', 'h': 'some', 'i': 'all'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'almost all', 'd': 'many', 'e': 'none', 'f': 'all', 'g': 'some', 'h': 'most', 'i': 'few'}, {'a': 'few', 'b': 'the smaller part', 'c': 'almost all', 'd': 'almost none', 'e': 'none', 'f': 'most', 'g': 'some', 'h': 'all', 'i': 'many'}, {'a': 'few', 'b': 'most', 'c': 'the smaller part', 'd': 'none', 'e': 'almost all', 'f': 'some', 'g': 'almost none', 'h': 'all', 'i': 'many'}, {'a': 'all', 'b': 'most', 'c': 'many', 'd': 'almost all', 'e': 'few', 'f': 'some', 'g': 'the smaller part', 'h': 'none', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: most\nD: none\nE: many\nF: few\nG: almost all\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: almost all\nD: many\nE: none\nF: all\nG: some\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: almost all\nD: almost none\nE: none\nF: most\nG: some\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: the smaller part\nD: none\nE: almost all\nF: some\nG: almost none\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: many\nD: almost all\nE: few\nF: some\nG: the smaller part\nH: none\nI: almost none\nAnswer:']"
2557,data/images/quantifier/test_2557.png,"[['A'], ['A'], ['F'], ['B'], ['F']]","[{'a': 'the smaller part', 'b': 'many', 'c': 'most', 'd': 'none', 'e': 'some', 'f': 'few', 'g': 'almost none', 'h': 'almost all', 'i': 'all'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'most', 'd': 'none', 'e': 'few', 'f': 'some', 'g': 'almost all', 'h': 'all', 'i': 'many'}, {'a': 'none', 'b': 'many', 'c': 'almost all', 'd': 'most', 'e': 'all', 'f': 'some', 'g': 'almost none', 'h': 'few', 'i': 'the smaller part'}, {'a': 'none', 'b': 'some', 'c': 'the smaller part', 'd': 'few', 'e': 'almost all', 'f': 'many', 'g': 'almost none', 'h': 'all', 'i': 'most'}, {'a': 'almost none', 'b': 'many', 'c': 'all', 'd': 'almost all', 'e': 'the smaller part', 'f': 'some', 'g': 'most', 'h': 'none', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: most\nD: none\nE: some\nF: few\nG: almost none\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: most\nD: none\nE: few\nF: some\nG: almost all\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: almost all\nD: most\nE: all\nF: some\nG: almost none\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: the smaller part\nD: few\nE: almost all\nF: many\nG: almost none\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: all\nD: almost all\nE: the smaller part\nF: some\nG: most\nH: none\nI: few\nAnswer:']"
2592,data/images/quantifier/test_2592.png,"[['A'], ['D'], ['C'], ['A'], ['C']]","[{'a': 'few', 'b': 'many', 'c': 'some', 'd': 'the smaller part', 'e': 'most', 'f': 'almost none', 'g': 'almost all', 'h': 'none', 'i': 'all'}, {'a': 'almost all', 'b': 'most', 'c': 'all', 'd': 'some', 'e': 'the smaller part', 'f': 'almost none', 'g': 'few', 'h': 'many', 'i': 'none'}, {'a': 'the smaller part', 'b': 'none', 'c': 'some', 'd': 'few', 'e': 'all', 'f': 'many', 'g': 'almost none', 'h': 'most', 'i': 'almost all'}, {'a': 'some', 'b': 'the smaller part', 'c': 'almost none', 'd': 'few', 'e': 'none', 'f': 'almost all', 'g': 'all', 'h': 'many', 'i': 'most'}, {'a': 'some', 'b': 'many', 'c': 'few', 'd': 'most', 'e': 'almost none', 'f': 'none', 'g': 'all', 'h': 'the smaller part', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: some\nD: the smaller part\nE: most\nF: almost none\nG: almost all\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: all\nD: some\nE: the smaller part\nF: almost none\nG: few\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: some\nD: few\nE: all\nF: many\nG: almost none\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: almost none\nD: few\nE: none\nF: almost all\nG: all\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: few\nD: most\nE: almost none\nF: none\nG: all\nH: the smaller part\nI: almost all\nAnswer:']"
2567,data/images/quantifier/test_2567.png,"[['D'], ['D'], ['C'], ['I: almost all'], ['C']]","[{'a': 'the smaller part', 'b': 'none', 'c': 'most', 'd': 'all', 'e': 'almost all', 'f': 'almost none', 'g': 'few', 'h': 'many', 'i': 'some'}, {'a': 'the smaller part', 'b': 'some', 'c': 'few', 'd': 'almost all', 'e': 'many', 'f': 'all', 'g': 'none', 'h': 'most', 'i': 'almost none'}, {'a': 'few', 'b': 'almost none', 'c': 'almost all', 'd': 'some', 'e': 'most', 'f': 'none', 'g': 'many', 'h': 'all', 'i': 'the smaller part'}, {'a': 'some', 'b': 'none', 'c': 'most', 'd': 'the smaller part', 'e': 'few', 'f': 'all', 'g': 'almost none', 'h': 'many', 'i': 'almost all'}, {'a': 'most', 'b': 'some', 'c': 'many', 'd': 'almost none', 'e': 'few', 'f': 'almost all', 'g': 'none', 'h': 'all', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: most\nD: all\nE: almost all\nF: almost none\nG: few\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: few\nD: almost all\nE: many\nF: all\nG: none\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: almost all\nD: some\nE: most\nF: none\nG: many\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: most\nD: the smaller part\nE: few\nF: all\nG: almost none\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: many\nD: almost none\nE: few\nF: almost all\nG: none\nH: all\nI: the smaller part\nAnswer:']"
2487,data/images/quantifier/test_2487.png,"[['F'], ['A'], ['D'], ['A'], ['B']]","[{'a': 'almost none', 'b': 'the smaller part', 'c': 'none', 'd': 'few', 'e': 'many', 'f': 'some', 'g': 'almost all', 'h': 'most', 'i': 'all'}, {'a': 'few', 'b': 'some', 'c': 'many', 'd': 'almost all', 'e': 'none', 'f': 'the smaller part', 'g': 'most', 'h': 'almost none', 'i': 'all'}, {'a': 'the smaller part', 'b': 'all', 'c': 'almost none', 'd': 'some', 'e': 'none', 'f': 'many', 'g': 'almost all', 'h': 'most', 'i': 'few'}, {'a': 'all', 'b': 'few', 'c': 'none', 'd': 'many', 'e': 'the smaller part', 'f': 'most', 'g': 'almost none', 'h': 'some', 'i': 'almost all'}, {'a': 'none', 'b': 'almost all', 'c': 'most', 'd': 'almost none', 'e': 'few', 'f': 'the smaller part', 'g': 'many', 'h': 'some', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: none\nD: few\nE: many\nF: some\nG: almost all\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: many\nD: almost all\nE: none\nF: the smaller part\nG: most\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: almost none\nD: some\nE: none\nF: many\nG: almost all\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: none\nD: many\nE: the smaller part\nF: most\nG: almost none\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: most\nD: almost none\nE: few\nF: the smaller part\nG: many\nH: some\nI: all\nAnswer:']"
2472,data/images/quantifier/test_2472.png,"[['B'], ['A'], ['B'], ['B'], ['A']]","[{'a': 'almost all', 'b': 'most', 'c': 'the smaller part', 'd': 'none', 'e': 'almost none', 'f': 'many', 'g': 'some', 'h': 'all', 'i': 'few'}, {'a': 'most', 'b': 'almost none', 'c': 'almost all', 'd': 'all', 'e': 'none', 'f': 'some', 'g': 'the smaller part', 'h': 'many', 'i': 'few'}, {'a': 'all', 'b': 'most', 'c': 'some', 'd': 'the smaller part', 'e': 'few', 'f': 'none', 'g': 'almost none', 'h': 'almost all', 'i': 'many'}, {'a': 'few', 'b': 'most', 'c': 'the smaller part', 'd': 'almost all', 'e': 'all', 'f': 'almost none', 'g': 'many', 'h': 'none', 'i': 'some'}, {'a': 'almost all', 'b': 'almost none', 'c': 'many', 'd': 'some', 'e': 'all', 'f': 'most', 'g': 'the smaller part', 'h': 'few', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: the smaller part\nD: none\nE: almost none\nF: many\nG: some\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: almost all\nD: all\nE: none\nF: some\nG: the smaller part\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: some\nD: the smaller part\nE: few\nF: none\nG: almost none\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: the smaller part\nD: almost all\nE: all\nF: almost none\nG: many\nH: none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: many\nD: some\nE: all\nF: most\nG: the smaller part\nH: few\nI: none\nAnswer:']"
2054,data/images/quantifier/test_2054.png,"[['A: none'], ['A'], ['I: many'], ['I: many'], ['B']]","[{'a': 'none', 'b': 'some', 'c': 'all', 'd': 'almost none', 'e': 'the smaller part', 'f': 'few', 'g': 'most', 'h': 'almost all', 'i': 'many'}, {'a': 'the smaller part', 'b': 'many', 'c': 'all', 'd': 'few', 'e': 'almost none', 'f': 'some', 'g': 'almost all', 'h': 'none', 'i': 'most'}, {'a': 'none', 'b': 'most', 'c': 'all', 'd': 'the smaller part', 'e': 'almost all', 'f': 'some', 'g': 'almost none', 'h': 'few', 'i': 'many'}, {'a': 'some', 'b': 'few', 'c': 'none', 'd': 'almost none', 'e': 'the smaller part', 'f': 'almost all', 'g': 'all', 'h': 'most', 'i': 'many'}, {'a': 'some', 'b': 'many', 'c': 'almost none', 'd': 'few', 'e': 'all', 'f': 'almost all', 'g': 'none', 'h': 'the smaller part', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: all\nD: almost none\nE: the smaller part\nF: few\nG: most\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: all\nD: few\nE: almost none\nF: some\nG: almost all\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: all\nD: the smaller part\nE: almost all\nF: some\nG: almost none\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: none\nD: almost none\nE: the smaller part\nF: almost all\nG: all\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: almost none\nD: few\nE: all\nF: almost all\nG: none\nH: the smaller part\nI: most\nAnswer:']"
2111,data/images/quantifier/test_2111.png,"[['B'], ['B'], ['B'], ['B'], ['A']]","[{'a': 'all', 'b': 'almost all', 'c': 'the smaller part', 'd': 'some', 'e': 'almost none', 'f': 'most', 'g': 'none', 'h': 'few', 'i': 'many'}, {'a': 'most', 'b': 'all', 'c': 'almost none', 'd': 'few', 'e': 'none', 'f': 'some', 'g': 'many', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'some', 'b': 'almost all', 'c': 'all', 'd': 'almost none', 'e': 'few', 'f': 'the smaller part', 'g': 'most', 'h': 'none', 'i': 'many'}, {'a': 'some', 'b': 'almost all', 'c': 'few', 'd': 'none', 'e': 'many', 'f': 'almost none', 'g': 'the smaller part', 'h': 'all', 'i': 'most'}, {'a': 'many', 'b': 'none', 'c': 'some', 'd': 'all', 'e': 'most', 'f': 'almost none', 'g': 'the smaller part', 'h': 'almost all', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: the smaller part\nD: some\nE: almost none\nF: most\nG: none\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: almost none\nD: few\nE: none\nF: some\nG: many\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: all\nD: almost none\nE: few\nF: the smaller part\nG: most\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: few\nD: none\nE: many\nF: almost none\nG: the smaller part\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: some\nD: all\nE: most\nF: almost none\nG: the smaller part\nH: almost all\nI: few\nAnswer:']"
2019,data/images/quantifier/test_2019.png,"[['D'], ['B'], ['A: almost all'], ['I'], ['A']]","[{'a': 'few', 'b': 'all', 'c': 'almost none', 'd': 'some', 'e': 'many', 'f': 'none', 'g': 'almost all', 'h': 'the smaller part', 'i': 'most'}, {'a': 'few', 'b': 'the smaller part', 'c': 'almost none', 'd': 'most', 'e': 'almost all', 'f': 'none', 'g': 'many', 'h': 'all', 'i': 'some'}, {'a': 'almost all', 'b': 'few', 'c': 'some', 'd': 'none', 'e': 'many', 'f': 'almost none', 'g': 'the smaller part', 'h': 'all', 'i': 'most'}, {'a': 'all', 'b': 'few', 'c': 'almost none', 'd': 'some', 'e': 'almost all', 'f': 'the smaller part', 'g': 'none', 'h': 'most', 'i': 'many'}, {'a': 'all', 'b': 'few', 'c': 'almost none', 'd': 'almost all', 'e': 'many', 'f': 'most', 'g': 'none', 'h': 'some', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: almost none\nD: some\nE: many\nF: none\nG: almost all\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: almost none\nD: most\nE: almost all\nF: none\nG: many\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: few\nC: some\nD: none\nE: many\nF: almost none\nG: the smaller part\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: almost none\nD: some\nE: almost all\nF: the smaller part\nG: none\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: almost none\nD: almost all\nE: many\nF: most\nG: none\nH: some\nI: the smaller part\nAnswer:']"
2031,data/images/quantifier/test_2031.png,"[['A'], ['D'], ['B'], ['B'], ['A']]","[{'a': 'few', 'b': 'none', 'c': 'all', 'd': 'many', 'e': 'almost all', 'f': 'almost none', 'g': 'the smaller part', 'h': 'some', 'i': 'most'}, {'a': 'none', 'b': 'almost all', 'c': 'many', 'd': 'all', 'e': 'some', 'f': 'most', 'g': 'almost none', 'h': 'the smaller part', 'i': 'few'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'few', 'd': 'all', 'e': 'some', 'f': 'many', 'g': 'most', 'h': 'almost none', 'i': 'none'}, {'a': 'few', 'b': 'almost all', 'c': 'all', 'd': 'almost none', 'e': 'many', 'f': 'some', 'g': 'none', 'h': 'the smaller part', 'i': 'most'}, {'a': 'all', 'b': 'many', 'c': 'almost none', 'd': 'some', 'e': 'few', 'f': 'most', 'g': 'the smaller part', 'h': 'almost all', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: all\nD: many\nE: almost all\nF: almost none\nG: the smaller part\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: many\nD: all\nE: some\nF: most\nG: almost none\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: few\nD: all\nE: some\nF: many\nG: most\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: all\nD: almost none\nE: many\nF: some\nG: none\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: almost none\nD: some\nE: few\nF: most\nG: the smaller part\nH: almost all\nI: none\nAnswer:']"
2137,data/images/quantifier/test_2137.png,"[['A: almost all'], ['D'], ['A'], ['A'], ['C']]","[{'a': 'almost all', 'b': 'the smaller part', 'c': 'all', 'd': 'none', 'e': 'few', 'f': 'most', 'g': 'almost none', 'h': 'some', 'i': 'many'}, {'a': 'the smaller part', 'b': 'few', 'c': 'many', 'd': 'all', 'e': 'almost none', 'f': 'some', 'g': 'most', 'h': 'almost all', 'i': 'none'}, {'a': 'few', 'b': 'none', 'c': 'some', 'd': 'most', 'e': 'many', 'f': 'almost all', 'g': 'all', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'few', 'b': 'all', 'c': 'almost none', 'd': 'none', 'e': 'some', 'f': 'most', 'g': 'almost all', 'h': 'many', 'i': 'the smaller part'}, {'a': 'most', 'b': 'few', 'c': 'almost all', 'd': 'the smaller part', 'e': 'all', 'f': 'none', 'g': 'almost none', 'h': 'many', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: all\nD: none\nE: few\nF: most\nG: almost none\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: many\nD: all\nE: almost none\nF: some\nG: most\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: some\nD: most\nE: many\nF: almost all\nG: all\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: almost none\nD: none\nE: some\nF: most\nG: almost all\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: almost all\nD: the smaller part\nE: all\nF: none\nG: almost none\nH: many\nI: some\nAnswer:']"
2135,data/images/quantifier/test_2135.png,"[['B'], ['A'], ['D'], ['B'], ['D']]","[{'a': 'the smaller part', 'b': 'almost all', 'c': 'none', 'd': 'few', 'e': 'some', 'f': 'many', 'g': 'most', 'h': 'almost none', 'i': 'all'}, {'a': 'most', 'b': 'some', 'c': 'all', 'd': 'almost all', 'e': 'many', 'f': 'few', 'g': 'the smaller part', 'h': 'almost none', 'i': 'none'}, {'a': 'almost none', 'b': 'none', 'c': 'most', 'd': 'many', 'e': 'almost all', 'f': 'all', 'g': 'the smaller part', 'h': 'few', 'i': 'some'}, {'a': 'many', 'b': 'almost all', 'c': 'some', 'd': 'the smaller part', 'e': 'all', 'f': 'none', 'g': 'most', 'h': 'few', 'i': 'almost none'}, {'a': 'most', 'b': 'the smaller part', 'c': 'almost none', 'd': 'many', 'e': 'few', 'f': 'none', 'g': 'all', 'h': 'some', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: none\nD: few\nE: some\nF: many\nG: most\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: all\nD: almost all\nE: many\nF: few\nG: the smaller part\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: most\nD: many\nE: almost all\nF: all\nG: the smaller part\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: some\nD: the smaller part\nE: all\nF: none\nG: most\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: almost none\nD: many\nE: few\nF: none\nG: all\nH: some\nI: almost all\nAnswer:']"
1486,data/images/quantifier/test_1486.png,"[['A: some'], ['A'], ['D'], ['B'], ['A: none']]","[{'a': 'some', 'b': 'almost none', 'c': 'the smaller part', 'd': 'almost all', 'e': 'all', 'f': 'none', 'g': 'few', 'h': 'many', 'i': 'most'}, {'a': 'many', 'b': 'most', 'c': 'almost all', 'd': 'the smaller part', 'e': 'almost none', 'f': 'some', 'g': 'all', 'h': 'few', 'i': 'none'}, {'a': 'few', 'b': 'most', 'c': 'some', 'd': 'none', 'e': 'all', 'f': 'many', 'g': 'the smaller part', 'h': 'almost all', 'i': 'almost none'}, {'a': 'some', 'b': 'almost all', 'c': 'almost none', 'd': 'few', 'e': 'none', 'f': 'most', 'g': 'the smaller part', 'h': 'many', 'i': 'all'}, {'a': 'none', 'b': 'many', 'c': 'some', 'd': 'the smaller part', 'e': 'few', 'f': 'almost none', 'g': 'most', 'h': 'almost all', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: the smaller part\nD: almost all\nE: all\nF: none\nG: few\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: almost all\nD: the smaller part\nE: almost none\nF: some\nG: all\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: some\nD: none\nE: all\nF: many\nG: the smaller part\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: almost none\nD: few\nE: none\nF: most\nG: the smaller part\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: some\nD: the smaller part\nE: few\nF: almost none\nG: most\nH: almost all\nI: all\nAnswer:']"
