index,image,llava_output,shuffled_options,prompted_questions
1204,data/images/quantifier/test_1204.png,"[['H'], ['A'], ['B'], ['B'], ['B']]","[{'a': 'none', 'b': 'almost none', 'c': 'few', 'd': 'most', 'e': 'almost all', 'f': 'many', 'g': 'the smaller part', 'h': 'some', 'i': 'all'}, {'a': 'few', 'b': 'the smaller part', 'c': 'none', 'd': 'all', 'e': 'almost none', 'f': 'most', 'g': 'almost all', 'h': 'many', 'i': 'some'}, {'a': 'some', 'b': 'all', 'c': 'many', 'd': 'most', 'e': 'almost none', 'f': 'none', 'g': 'few', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'many', 'c': 'none', 'd': 'most', 'e': 'almost none', 'f': 'all', 'g': 'few', 'h': 'some', 'i': 'the smaller part'}, {'a': 'all', 'b': 'almost all', 'c': 'the smaller part', 'd': 'some', 'e': 'none', 'f': 'few', 'g': 'almost none', 'h': 'most', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: few\nD: most\nE: almost all\nF: many\nG: the smaller part\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: the smaller part\nC: none\nD: all\nE: almost none\nF: most\nG: almost all\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: many\nD: most\nE: almost none\nF: none\nG: few\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: none\nD: most\nE: almost none\nF: all\nG: few\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: the smaller part\nD: some\nE: none\nF: few\nG: almost none\nH: most\nI: many\nAnswer:']"
1272,data/images/quantifier/test_1272.png,"[['D'], ['I: many'], ['A'], ['F'], ['B']]","[{'a': 'some', 'b': 'most', 'c': 'all', 'd': 'many', 'e': 'none', 'f': 'almost all', 'g': 'few', 'h': 'almost none', 'i': 'the smaller part'}, {'a': 'most', 'b': 'none', 'c': 'some', 'd': 'the smaller part', 'e': 'almost all', 'f': 'all', 'g': 'almost none', 'h': 'few', 'i': 'many'}, {'a': 'some', 'b': 'most', 'c': 'few', 'd': 'almost all', 'e': 'all', 'f': 'almost none', 'g': 'many', 'h': 'none', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'almost all', 'c': 'the smaller part', 'd': 'most', 'e': 'none', 'f': 'some', 'g': 'many', 'h': 'all', 'i': 'few'}, {'a': 'few', 'b': 'most', 'c': 'none', 'd': 'many', 'e': 'the smaller part', 'f': 'almost none', 'g': 'all', 'h': 'some', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: all\nD: many\nE: none\nF: almost all\nG: few\nH: almost none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: some\nD: the smaller part\nE: almost all\nF: all\nG: almost none\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: few\nD: almost all\nE: all\nF: almost none\nG: many\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: the smaller part\nD: most\nE: none\nF: some\nG: many\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: none\nD: many\nE: the smaller part\nF: almost none\nG: all\nH: some\nI: almost all\nAnswer:']"
1302,data/images/quantifier/test_1302.png,"[['D'], ['A'], ['A'], ['I'], ['A']]","[{'a': 'the smaller part', 'b': 'almost all', 'c': 'none', 'd': 'some', 'e': 'all', 'f': 'most', 'g': 'many', 'h': 'almost none', 'i': 'few'}, {'a': 'none', 'b': 'few', 'c': 'the smaller part', 'd': 'all', 'e': 'many', 'f': 'almost all', 'g': 'some', 'h': 'almost none', 'i': 'most'}, {'a': 'some', 'b': 'few', 'c': 'almost none', 'd': 'none', 'e': 'almost all', 'f': 'many', 'g': 'the smaller part', 'h': 'all', 'i': 'most'}, {'a': 'almost none', 'b': 'most', 'c': 'few', 'd': 'many', 'e': 'almost all', 'f': 'all', 'g': 'none', 'h': 'the smaller part', 'i': 'some'}, {'a': 'few', 'b': 'many', 'c': 'most', 'd': 'all', 'e': 'the smaller part', 'f': 'none', 'g': 'almost none', 'h': 'some', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: none\nD: some\nE: all\nF: most\nG: many\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: the smaller part\nD: all\nE: many\nF: almost all\nG: some\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: almost none\nD: none\nE: almost all\nF: many\nG: the smaller part\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: few\nD: many\nE: almost all\nF: all\nG: none\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: most\nD: all\nE: the smaller part\nF: none\nG: almost none\nH: some\nI: almost all\nAnswer:']"
2515,data/images/quantifier/test_2515.png,"[['D'], ['A'], ['E'], ['C'], ['B']]","[{'a': 'all', 'b': 'none', 'c': 'the smaller part', 'd': 'many', 'e': 'some', 'f': 'few', 'g': 'almost none', 'h': 'almost all', 'i': 'most'}, {'a': 'the smaller part', 'b': 'all', 'c': 'some', 'd': 'most', 'e': 'almost all', 'f': 'none', 'g': 'many', 'h': 'almost none', 'i': 'few'}, {'a': 'many', 'b': 'none', 'c': 'few', 'd': 'the smaller part', 'e': 'all', 'f': 'almost all', 'g': 'most', 'h': 'almost none', 'i': 'some'}, {'a': 'few', 'b': 'most', 'c': 'many', 'd': 'some', 'e': 'none', 'f': 'the smaller part', 'g': 'all', 'h': 'almost all', 'i': 'almost none'}, {'a': 'many', 'b': 'all', 'c': 'none', 'd': 'few', 'e': 'the smaller part', 'f': 'almost all', 'g': 'some', 'h': 'almost none', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: the smaller part\nD: many\nE: some\nF: few\nG: almost none\nH: almost all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: some\nD: most\nE: almost all\nF: none\nG: many\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: few\nD: the smaller part\nE: all\nF: almost all\nG: most\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: many\nD: some\nE: none\nF: the smaller part\nG: all\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: none\nD: few\nE: the smaller part\nF: almost all\nG: some\nH: almost none\nI: most\nAnswer:']"
2557,data/images/quantifier/test_2557.png,"[['A'], ['D'], ['A'], ['B'], ['A']]","[{'a': 'all', 'b': 'few', 'c': 'most', 'd': 'many', 'e': 'almost all', 'f': 'the smaller part', 'g': 'none', 'h': 'some', 'i': 'almost none'}, {'a': 'many', 'b': 'almost all', 'c': 'few', 'd': 'the smaller part', 'e': 'almost none', 'f': 'some', 'g': 'none', 'h': 'all', 'i': 'most'}, {'a': 'most', 'b': 'none', 'c': 'few', 'd': 'almost all', 'e': 'some', 'f': 'many', 'g': 'the smaller part', 'h': 'all', 'i': 'almost none'}, {'a': 'few', 'b': 'most', 'c': 'some', 'd': 'all', 'e': 'almost all', 'f': 'the smaller part', 'g': 'many', 'h': 'almost none', 'i': 'none'}, {'a': 'few', 'b': 'none', 'c': 'the smaller part', 'd': 'most', 'e': 'all', 'f': 'many', 'g': 'almost none', 'h': 'almost all', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: most\nD: many\nE: almost all\nF: the smaller part\nG: none\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: few\nD: the smaller part\nE: almost none\nF: some\nG: none\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: few\nD: almost all\nE: some\nF: many\nG: the smaller part\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: some\nD: all\nE: almost all\nF: the smaller part\nG: many\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: the smaller part\nD: most\nE: all\nF: many\nG: almost none\nH: almost all\nI: some\nAnswer:']"
2592,data/images/quantifier/test_2592.png,"[['D'], ['B'], ['B'], ['A'], ['C']]","[{'a': 'most', 'b': 'almost none', 'c': 'few', 'd': 'some', 'e': 'none', 'f': 'the smaller part', 'g': 'many', 'h': 'all', 'i': 'almost all'}, {'a': 'most', 'b': 'some', 'c': 'few', 'd': 'almost none', 'e': 'all', 'f': 'almost all', 'g': 'the smaller part', 'h': 'many', 'i': 'none'}, {'a': 'all', 'b': 'the smaller part', 'c': 'many', 'd': 'almost none', 'e': 'none', 'f': 'most', 'g': 'few', 'h': 'some', 'i': 'almost all'}, {'a': 'all', 'b': 'few', 'c': 'none', 'd': 'the smaller part', 'e': 'almost none', 'f': 'most', 'g': 'many', 'h': 'some', 'i': 'almost all'}, {'a': 'few', 'b': 'most', 'c': 'almost all', 'd': 'almost none', 'e': 'all', 'f': 'none', 'g': 'some', 'h': 'the smaller part', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: few\nD: some\nE: none\nF: the smaller part\nG: many\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: few\nD: almost none\nE: all\nF: almost all\nG: the smaller part\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: many\nD: almost none\nE: none\nF: most\nG: few\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: few\nC: none\nD: the smaller part\nE: almost none\nF: most\nG: many\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: almost all\nD: almost none\nE: all\nF: none\nG: some\nH: the smaller part\nI: many\nAnswer:']"
2567,data/images/quantifier/test_2567.png,"[['D: the smaller part'], ['B'], ['D'], ['I: few'], ['B']]","[{'a': 'few', 'b': 'some', 'c': 'none', 'd': 'the smaller part', 'e': 'most', 'f': 'all', 'g': 'many', 'h': 'almost all', 'i': 'almost none'}, {'a': 'many', 'b': 'the smaller part', 'c': 'none', 'd': 'few', 'e': 'some', 'f': 'all', 'g': 'most', 'h': 'almost none', 'i': 'almost all'}, {'a': 'many', 'b': 'almost none', 'c': 'almost all', 'd': 'few', 'e': 'the smaller part', 'f': 'most', 'g': 'none', 'h': 'some', 'i': 'all'}, {'a': 'many', 'b': 'none', 'c': 'most', 'd': 'almost none', 'e': 'the smaller part', 'f': 'all', 'g': 'almost all', 'h': 'some', 'i': 'few'}, {'a': 'almost all', 'b': 'all', 'c': 'almost none', 'd': 'the smaller part', 'e': 'none', 'f': 'many', 'g': 'few', 'h': 'most', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: none\nD: the smaller part\nE: most\nF: all\nG: many\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: none\nD: few\nE: some\nF: all\nG: most\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: almost all\nD: few\nE: the smaller part\nF: most\nG: none\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: most\nD: almost none\nE: the smaller part\nF: all\nG: almost all\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: almost none\nD: the smaller part\nE: none\nF: many\nG: few\nH: most\nI: some\nAnswer:']"
2487,data/images/quantifier/test_2487.png,"[['F'], ['D'], ['I: some'], ['C'], ['B']]","[{'a': 'most', 'b': 'almost none', 'c': 'almost all', 'd': 'few', 'e': 'many', 'f': 'some', 'g': 'all', 'h': 'none', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'some', 'c': 'none', 'd': 'almost all', 'e': 'many', 'f': 'almost none', 'g': 'most', 'h': 'all', 'i': 'few'}, {'a': 'few', 'b': 'all', 'c': 'none', 'd': 'almost all', 'e': 'the smaller part', 'f': 'most', 'g': 'almost none', 'h': 'many', 'i': 'some'}, {'a': 'few', 'b': 'almost none', 'c': 'many', 'd': 'some', 'e': 'almost all', 'f': 'all', 'g': 'the smaller part', 'h': 'most', 'i': 'none'}, {'a': 'most', 'b': 'some', 'c': 'none', 'd': 'the smaller part', 'e': 'few', 'f': 'almost all', 'g': 'almost none', 'h': 'many', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: almost all\nD: few\nE: many\nF: some\nG: all\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: none\nD: almost all\nE: many\nF: almost none\nG: most\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: none\nD: almost all\nE: the smaller part\nF: most\nG: almost none\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: many\nD: some\nE: almost all\nF: all\nG: the smaller part\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: none\nD: the smaller part\nE: few\nF: almost all\nG: almost none\nH: many\nI: all\nAnswer:']"
2472,data/images/quantifier/test_2472.png,"[['I: few'], ['A'], ['A'], ['D'], ['A']]","[{'a': 'the smaller part', 'b': 'almost none', 'c': 'most', 'd': 'some', 'e': 'none', 'f': 'all', 'g': 'many', 'h': 'almost all', 'i': 'few'}, {'a': 'almost all', 'b': 'almost none', 'c': 'all', 'd': 'few', 'e': 'some', 'f': 'most', 'g': 'none', 'h': 'the smaller part', 'i': 'many'}, {'a': 'almost all', 'b': 'some', 'c': 'all', 'd': 'almost none', 'e': 'most', 'f': 'many', 'g': 'the smaller part', 'h': 'few', 'i': 'none'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'few', 'd': 'most', 'e': 'almost none', 'f': 'many', 'g': 'none', 'h': 'some', 'i': 'all'}, {'a': 'all', 'b': 'the smaller part', 'c': 'some', 'd': 'most', 'e': 'almost none', 'f': 'many', 'g': 'almost all', 'h': 'none', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: most\nD: some\nE: none\nF: all\nG: many\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: all\nD: few\nE: some\nF: most\nG: none\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: all\nD: almost none\nE: most\nF: many\nG: the smaller part\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: few\nD: most\nE: almost none\nF: many\nG: none\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: the smaller part\nC: some\nD: most\nE: almost none\nF: many\nG: almost all\nH: none\nI: few\nAnswer:']"
2054,data/images/quantifier/test_2054.png,"[['B'], ['D'], ['D'], ['C'], ['H']]","[{'a': 'some', 'b': 'almost all', 'c': 'few', 'd': 'almost none', 'e': 'none', 'f': 'many', 'g': 'most', 'h': 'the smaller part', 'i': 'all'}, {'a': 'none', 'b': 'some', 'c': 'few', 'd': 'all', 'e': 'almost all', 'f': 'most', 'g': 'the smaller part', 'h': 'almost none', 'i': 'many'}, {'a': 'most', 'b': 'almost none', 'c': 'the smaller part', 'd': 'almost all', 'e': 'few', 'f': 'all', 'g': 'some', 'h': 'many', 'i': 'none'}, {'a': 'many', 'b': 'none', 'c': 'almost all', 'd': 'some', 'e': 'all', 'f': 'almost none', 'g': 'most', 'h': 'the smaller part', 'i': 'few'}, {'a': 'some', 'b': 'all', 'c': 'almost none', 'd': 'most', 'e': 'the smaller part', 'f': 'none', 'g': 'few', 'h': 'many', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: few\nD: almost none\nE: none\nF: many\nG: most\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: few\nD: all\nE: almost all\nF: most\nG: the smaller part\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: the smaller part\nD: almost all\nE: few\nF: all\nG: some\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: almost all\nD: some\nE: all\nF: almost none\nG: most\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: almost none\nD: most\nE: the smaller part\nF: none\nG: few\nH: many\nI: almost all\nAnswer:']"
2111,data/images/quantifier/test_2111.png,"[['B: almost none'], ['D'], ['C'], ['B'], ['D']]","[{'a': 'all', 'b': 'almost none', 'c': 'almost all', 'd': 'some', 'e': 'none', 'f': 'the smaller part', 'g': 'few', 'h': 'many', 'i': 'most'}, {'a': 'none', 'b': 'most', 'c': 'many', 'd': 'some', 'e': 'the smaller part', 'f': 'almost none', 'g': 'almost all', 'h': 'few', 'i': 'all'}, {'a': 'few', 'b': 'none', 'c': 'almost all', 'd': 'some', 'e': 'many', 'f': 'all', 'g': 'most', 'h': 'almost none', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'most', 'c': 'the smaller part', 'd': 'some', 'e': 'few', 'f': 'none', 'g': 'many', 'h': 'almost none', 'i': 'all'}, {'a': 'the smaller part', 'b': 'few', 'c': 'some', 'd': 'all', 'e': 'almost all', 'f': 'none', 'g': 'almost none', 'h': 'most', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: almost all\nD: some\nE: none\nF: the smaller part\nG: few\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: many\nD: some\nE: the smaller part\nF: almost none\nG: almost all\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: almost all\nD: some\nE: many\nF: all\nG: most\nH: almost none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: the smaller part\nD: some\nE: few\nF: none\nG: many\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: some\nD: all\nE: almost all\nF: none\nG: almost none\nH: most\nI: many\nAnswer:']"
2019,data/images/quantifier/test_2019.png,"[['E'], ['D'], ['D'], ['I: almost all'], ['A']]","[{'a': 'few', 'b': 'most', 'c': 'some', 'd': 'all', 'e': 'almost all', 'f': 'the smaller part', 'g': 'none', 'h': 'many', 'i': 'almost none'}, {'a': 'few', 'b': 'most', 'c': 'none', 'd': 'almost all', 'e': 'all', 'f': 'almost none', 'g': 'many', 'h': 'the smaller part', 'i': 'some'}, {'a': 'few', 'b': 'almost none', 'c': 'the smaller part', 'd': 'some', 'e': 'most', 'f': 'almost all', 'g': 'many', 'h': 'all', 'i': 'none'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'most', 'd': 'none', 'e': 'many', 'f': 'all', 'g': 'some', 'h': 'few', 'i': 'almost all'}, {'a': 'many', 'b': 'none', 'c': 'all', 'd': 'almost all', 'e': 'few', 'f': 'most', 'g': 'almost none', 'h': 'some', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: some\nD: all\nE: almost all\nF: the smaller part\nG: none\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: none\nD: almost all\nE: all\nF: almost none\nG: many\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: the smaller part\nD: some\nE: most\nF: almost all\nG: many\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: most\nD: none\nE: many\nF: all\nG: some\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: all\nD: almost all\nE: few\nF: most\nG: almost none\nH: some\nI: the smaller part\nAnswer:']"
2031,data/images/quantifier/test_2031.png,"[['A'], ['C'], ['B'], ['B'], ['A']]","[{'a': 'the smaller part', 'b': 'few', 'c': 'almost all', 'd': 'many', 'e': 'most', 'f': 'none', 'g': 'almost none', 'h': 'all', 'i': 'some'}, {'a': 'many', 'b': 'none', 'c': 'some', 'd': 'all', 'e': 'few', 'f': 'most', 'g': 'almost all', 'h': 'almost none', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'some', 'c': 'none', 'd': 'most', 'e': 'few', 'f': 'all', 'g': 'the smaller part', 'h': 'many', 'i': 'almost none'}, {'a': 'the smaller part', 'b': 'few', 'c': 'almost none', 'd': 'most', 'e': 'none', 'f': 'many', 'g': 'some', 'h': 'all', 'i': 'almost all'}, {'a': 'few', 'b': 'many', 'c': 'most', 'd': 'the smaller part', 'e': 'almost none', 'f': 'all', 'g': 'some', 'h': 'none', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: almost all\nD: many\nE: most\nF: none\nG: almost none\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: some\nD: all\nE: few\nF: most\nG: almost all\nH: almost none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: none\nD: most\nE: few\nF: all\nG: the smaller part\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: almost none\nD: most\nE: none\nF: many\nG: some\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: most\nD: the smaller part\nE: almost none\nF: all\nG: some\nH: none\nI: almost all\nAnswer:']"
2137,data/images/quantifier/test_2137.png,"[['A'], ['F'], ['C'], ['B'], ['A']]","[{'a': 'some', 'b': 'almost none', 'c': 'none', 'd': 'many', 'e': 'almost all', 'f': 'few', 'g': 'the smaller part', 'h': 'all', 'i': 'most'}, {'a': 'none', 'b': 'almost none', 'c': 'few', 'd': 'most', 'e': 'all', 'f': 'some', 'g': 'almost all', 'h': 'the smaller part', 'i': 'many'}, {'a': 'few', 'b': 'none', 'c': 'many', 'd': 'the smaller part', 'e': 'almost all', 'f': 'some', 'g': 'most', 'h': 'almost none', 'i': 'all'}, {'a': 'many', 'b': 'some', 'c': 'the smaller part', 'd': 'few', 'e': 'none', 'f': 'all', 'g': 'almost none', 'h': 'most', 'i': 'almost all'}, {'a': 'most', 'b': 'the smaller part', 'c': 'few', 'd': 'none', 'e': 'all', 'f': 'many', 'g': 'almost none', 'h': 'some', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: none\nD: many\nE: almost all\nF: few\nG: the smaller part\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: few\nD: most\nE: all\nF: some\nG: almost all\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: many\nD: the smaller part\nE: almost all\nF: some\nG: most\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: the smaller part\nD: few\nE: none\nF: all\nG: almost none\nH: most\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: few\nD: none\nE: all\nF: many\nG: almost none\nH: some\nI: almost all\nAnswer:']"
2135,data/images/quantifier/test_2135.png,"[['B'], ['A: almost all'], ['D'], ['B'], ['B']]","[{'a': 'the smaller part', 'b': 'most', 'c': 'many', 'd': 'all', 'e': 'few', 'f': 'none', 'g': 'almost none', 'h': 'almost all', 'i': 'some'}, {'a': 'almost all', 'b': 'some', 'c': 'few', 'd': 'most', 'e': 'the smaller part', 'f': 'all', 'g': 'none', 'h': 'many', 'i': 'almost none'}, {'a': 'almost all', 'b': 'some', 'c': 'almost none', 'd': 'many', 'e': 'none', 'f': 'few', 'g': 'all', 'h': 'most', 'i': 'the smaller part'}, {'a': 'some', 'b': 'many', 'c': 'none', 'd': 'almost none', 'e': 'most', 'f': 'the smaller part', 'g': 'all', 'h': 'few', 'i': 'almost all'}, {'a': 'almost all', 'b': 'many', 'c': 'few', 'd': 'most', 'e': 'almost none', 'f': 'none', 'g': 'the smaller part', 'h': 'some', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: most\nC: many\nD: all\nE: few\nF: none\nG: almost none\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: few\nD: most\nE: the smaller part\nF: all\nG: none\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: almost none\nD: many\nE: none\nF: few\nG: all\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: none\nD: almost none\nE: most\nF: the smaller part\nG: all\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: few\nD: most\nE: almost none\nF: none\nG: the smaller part\nH: some\nI: all\nAnswer:']"
