index,image_file,llava_filtered_output
968,data/images/quantifier/test_968.png,"['the smaller part', 'some', 'some', 'some', 'all', 'many', 'almost none', 'many', 'few', 'most', 'all', 'some', 'most', 'some', 'many', 'the smaller part', 'some', 'many', 'the smaller part', 'many', 'few', 'the smaller part', 'almost none', 'almost all', 'the smaller part', 'all', 'many', 'the smaller part', 'few', 'the smaller part', 'some', 'all', 'most', 'some', 'some', 'some', 'many', 'some', 'few', 'almost all']"
969,data/images/quantifier/test_969.png,"['some', 'some', 'none', 'most', 'the smaller part', 'few', 'some', 'few', 'the smaller part', 'none', 'some', 'few', 'most', 'some', 'all', 'some', 'some', 'few', 'some', 'all', 'many', 'few', 'some', 'most', 'few', 'some', 'some', 'some', 'some', 'few', 'almost none', 'some', 'few', 'almost none', 'most', 'most', 'most', 'some', 'some', 'many']"
971,data/images/quantifier/test_971.png,"['almost none', 'few', 'many', 'some', 'almost none', 'almost all', 'all', 'almost none', 'few', 'the smaller part', 'many', 'some', 'some', 'the smaller part', 'many', 'some', 'all', 'almost all', 'many', 'none', 'the smaller part', 'almost none', 'almost none', 'many', 'some', 'some', 'few', 'almost all', 'almost all', 'almost all', 'almost none', 'many', 'almost all', 'many', 'all', 'many', 'some', 'some', 'some', 'none']"
974,data/images/quantifier/test_974.png,"['some', 'most', 'none', 'few', 'none', 'few', 'almost all', 'some', 'almost all', 'the smaller part', 'some', 'few', 'almost all', 'most', 'none', 'few', 'some', 'some', 'the smaller part', 'almost all', 'few', 'many', 'almost all', 'some', 'almost all', 'many', 'some', 'the smaller part', 'none', 'some', 'most', 'few', 'all', 'almost all', 'few', 'some', 'almost all', 'some', 'some', 'many']"
977,data/images/quantifier/test_977.png,"['almost none', 'some', 'many', 'many', 'many', 'some', 'many', 'almost none', 'many', 'some', 'almost all', 'all', 'some', 'none', 'some', 'most', 'some', 'all', 'none', 'almost none', 'none', 'most', 'few', 'many', 'some', 'all', 'the smaller part', 'none', 'some', 'some', 'some', 'many', 'few', 'almost all', 'all', 'some', 'all', 'almost none', 'few', 'almost all']"
982,data/images/quantifier/test_982.png,"['some', 'all', 'the smaller part', 'some', 'few', 'almost none', 'none', 'few', 'some', 'some', 'few', 'almost all', 'all', 'all', 'some', 'almost all', 'all', 'almost all', 'most', 'few', 'none', 'all', 'some', 'none', 'many', 'all', 'some', 'none', 'none', 'most', 'few', 'some', 'almost all', 'some', 'most', 'none', 'all', 'many', 'all', 'few']"
997,data/images/quantifier/test_997.png,"['most', 'some', 'many', 'some', 'few', 'some', 'almost all', 'some', 'many', 'few', 'some', 'few', 'many', 'none', 'almost all', 'many', 'all', 'almost none', 'some', 'some', 'some', 'many', 'all', 'all', 'some', 'almost all', 'many', 'all', 'some', 'some', 'most', 'many', 'few', 'none', 'few', 'none', 'most', 'all', 'all', 'many']"
999,data/images/quantifier/test_999.png,"['some', 'few', 'none', 'some', 'few', 'few', 'some', 'some', 'some', 'all', 'almost all', 'many', 'almost all', 'none', 'few', 'all', 'all', 'some', 'few', 'almost all', 'all', 'some', 'few', 'some', 'none', 'many', 'most', 'few', 'the smaller part', 'some', 'some', 'all', 'many', 'the smaller part', 'few', 'some', 'all', 'some', 'few', 'few']"
1006,data/images/quantifier/test_1006.png,"['the smaller part', 'few', 'some', 'some', 'few', 'almost none', 'some', 'none', 'none', 'some', 'almost all', 'almost all', 'all', 'few', 'some', 'some', 'all', 'some', 'some', 'all', 'some', 'few', 'almost none', 'almost none', 'almost all', 'almost all', 'none', 'all', 'almost all', 'some', 'most', 'the smaller part', 'some', 'some', 'many', 'many', 'some', 'almost all', 'some', 'none']"
1012,data/images/quantifier/test_1012.png,"['some', 'many', 'almost none', 'some', 'some', 'few', 'most', 'the smaller part', 'some', 'some', 'some', 'almost all', 'most', 'most', 'some', 'all', 'many', 'some', 'some', 'many', 'almost none', 'none', 'all', 'some', 'few', 'some', 'few', 'almost all', 'almost all', 'all', 'many', 'all', 'few', 'some', 'few', 'most', 'many', 'few', 'many', 'some']"
1015,data/images/quantifier/test_1015.png,"['some', 'few', 'all', 'some', 'many', 'almost all', 'almost none', 'some', 'the smaller part', 'all', 'the smaller part', 'all', 'some', 'almost all', 'many', 'few', 'some', 'many', 'the smaller part', 'none', 'some', 'none', 'some', 'some', 'some', 'none', 'none', 'few', 'many', 'the smaller part', 'the smaller part', 'some', 'some', 'many', 'few', 'almost all', 'almost all', 'many', 'few', 'all']"
1018,data/images/quantifier/test_1018.png,"['many', 'some', 'some', 'few', 'some', 'almost all', 'few', 'all', 'most', 'some', 'almost none', 'many', 'none', 'few', 'most', 'some', 'many', 'some', 'some', 'few', 'almost none', 'some', 'almost none', 'most', 'most', 'some', 'almost all', 'some', 'almost none', 'some', 'some', 'all', 'many', 'some', 'some', 'the smaller part', 'few', 'few', 'some', 'some']"
1020,data/images/quantifier/test_1020.png,"['almost none', 'almost all', 'few', 'some', 'many', 'almost all', 'none', 'none', 'most', 'all', 'some', 'some', 'few', 'most', 'some', 'none', 'almost none', 'none', 'most', 'almost none', 'few', 'all', 'many', 'many', 'many', 'some', 'some', 'all', 'some', 'many', 'some', 'many', 'some', 'some', 'none', 'almost all', 'almost none', 'almost all', 'some', 'all']"
1022,data/images/quantifier/test_1022.png,"['almost none', 'some', 'some', 'some', 'almost all', 'some', 'few', 'many', 'most', 'none', 'none', 'almost all', 'many', 'none', 'none', 'all', 'some', 'almost all', 'the smaller part', 'all', 'some', 'few', 'some', 'some', 'almost all', 'some', 'the smaller part', 'most', 'almost all', 'many', 'almost all', 'few', 'few', 'some', 'almost all', 'few', 'most', 'many', 'some', 'some']"
1023,data/images/quantifier/test_1023.png,"['almost none', 'some', 'some', 'most', 'some', 'almost all', 'all', 'all', 'the smaller part', 'many', 'many', 'almost none', 'some', 'some', 'almost all', 'few', 'some', 'many', 'few', 'almost none', 'few', 'few', 'all', 'none', 'some', 'some', 'some', 'some', 'none', 'many', 'the smaller part', 'some', 'some', 'many', 'almost none', 'many', 'none', 'many', 'many', 'few']"
1038,data/images/quantifier/test_1038.png,"['the smaller part', 'most', 'almost none', 'few', 'many', 'the smaller part', 'some', 'none', 'some', 'some', 'many', 'almost all', 'some', 'almost all', 'the smaller part', 'most', 'some', 'most', 'the smaller part', 'many', 'some', 'many', 'most', 'many', 'some', 'few', 'few', 'almost all', 'some', 'almost all', 'almost all', 'almost none', 'some', 'none', 'few', 'many', 'all', 'none', 'some', 'none']"
1039,data/images/quantifier/test_1039.png,"['most', 'none', 'almost all', 'some', 'some', 'some', 'some', 'few', 'none', 'all', 'none', 'most', 'the smaller part', 'many', 'almost all', 'few', 'most', 'many', 'the smaller part', 'many', 'the smaller part', 'almost all', 'all', 'all', 'all', 'most', 'many', 'almost all', 'none', 'some', 'some', 'the smaller part', 'all', 'almost all', 'some', 'some', 'some', 'all', 'many', 'few']"
1040,data/images/quantifier/test_1040.png,"['some', 'the smaller part', 'the smaller part', 'almost none', 'most', 'some', 'few', 'some', 'some', 'many', 'almost none', 'all', 'almost all', 'the smaller part', 'few', 'almost none', 'some', 'some', 'some', 'few', 'few', 'most', 'some', 'some', 'almost none', 'most', 'almost none', 'many', 'some', 'all', 'some', 'all', 'most', 'many', 'many', 'some', 'almost all', 'some', 'some', 'some']"
1043,data/images/quantifier/test_1043.png,"['some', 'many', 'none', 'almost all', 'the smaller part', 'none', 'some', 'many', 'few', 'almost all', 'some', 'almost all', 'many', 'some', 'almost all', 'almost none', 'most', 'few', 'almost none', 'most', 'almost all', 'all', 'some', 'the smaller part', 'some', 'some', 'all', 'many', 'most', 'many', 'some', 'many', 'some', 'some', 'almost all', 'many', 'the smaller part', 'some', 'many', 'most']"
1046,data/images/quantifier/test_1046.png,"['many', 'few', 'all', 'all', 'almost none', 'most', 'some', 'all', 'some', 'many', 'almost none', 'none', 'almost none', 'many', 'almost all', 'almost all', 'some', 'many', 'many', 'all', 'some', 'many', 'some', 'few', 'some', 'some', 'many', 'few', 'some', 'the smaller part', 'many', 'some', 'none', 'some', 'some', 'few', 'the smaller part', 'many', 'some', 'none']"
1047,data/images/quantifier/test_1047.png,"['all', 'few', 'none', 'many', 'most', 'many', 'most', 'many', 'few', 'some', 'few', 'many', 'some', 'none', 'all', 'some', 'most', 'all', 'some', 'many', 'almost all', 'all', 'many', 'none', 'some', 'many', 'almost all', 'none', 'most', 'some', 'many', 'few', 'all', 'some', 'many', 'almost all', 'some', 'few', 'many', 'almost all']"
1055,data/images/quantifier/test_1055.png,"['almost all', 'many', 'few', 'all', 'most', 'the smaller part', 'some', 'some', 'few', 'none', 'some', 'some', 'all', 'none', 'most', 'most', 'all', 'many', 'almost all', 'all', 'the smaller part', 'almost none', 'all', 'none', 'few', 'the smaller part', 'some', 'some', 'none', 'all', 'the smaller part', 'many', 'most', 'none', 'many', 'some', 'most', 'some', 'almost none', 'all']"
1057,data/images/quantifier/test_1057.png,"['all', 'some', 'few', 'some', 'few', 'some', 'the smaller part', 'none', 'all', 'most', 'none', 'the smaller part', 'all', 'some', 'some', 'some', 'the smaller part', 'many', 'almost all', 'almost all', 'none', 'none', 'almost none', 'most', 'few', 'many', 'all', 'none', 'some', 'many', 'few', 'most', 'few', 'the smaller part', 'almost all', 'all', 'none', 'many', 'few', 'some']"
1058,data/images/quantifier/test_1058.png,"['most', 'almost all', 'almost none', 'few', 'none', 'some', 'some', 'few', 'some', 'few', 'few', 'some', 'few', 'many', 'many', 'some', 'none', 'some', 'almost all', 'all', 'many', 'none', 'the smaller part', 'many', 'none', 'none', 'some', 'some', 'almost all', 'some', 'some', 'many', 'almost all', 'few', 'most', 'some', 'most', 'all', 'most', 'many']"
1065,data/images/quantifier/test_1065.png,"['few', 'none', 'few', 'none', 'many', 'almost all', 'many', 'all', 'all', 'most', 'almost none', 'few', 'almost none', 'some', 'few', 'few', 'all', 'the smaller part', 'some', 'few', 'many', 'almost all', 'almost all', 'few', 'all', 'few', 'some', 'most', 'many', 'some', 'almost all', 'some', 'many', 'few', 'few', 'almost all', 'none', 'all', 'none', 'few']"
1068,data/images/quantifier/test_1068.png,"['the smaller part', 'none', 'none', 'the smaller part', 'some', 'some', 'some', 'some', 'almost none', 'all', 'some', 'few', 'some', 'some', 'almost all', 'some', 'some', 'none', 'some', 'almost all', 'few', 'all', 'some', 'few', 'almost all', 'some', 'many', 'almost none', 'some', 'some', 'all', 'most', 'none', 'all', 'some', 'none', 'many', 'most', 'almost none', 'the smaller part']"
1077,data/images/quantifier/test_1077.png,"['many', 'all', 'few', 'all', 'almost all', 'none', 'some', 'all', 'few', 'some', 'almost none', 'few', 'most', 'the smaller part', 'few', 'few', 'some', 'many', 'few', 'some', 'many', 'few', 'all', 'almost all', 'many', 'some', 'all', 'many', 'many', 'some', 'some', 'almost all', 'the smaller part', 'almost all', 'many', 'many', 'many', 'almost all', 'all', 'almost all']"
1080,data/images/quantifier/test_1080.png,"['most', 'some', 'none', 'the smaller part', 'almost all', 'almost all', 'almost all', 'some', 'some', 'some', 'many', 'all', 'many', 'many', 'few', 'most', 'many', 'many', 'most', 'none', 'all', 'many', 'some', 'some', 'many', 'some', 'most', 'some', 'few', 'almost none', 'many', 'many', 'few', 'none', 'some', 'all', 'none', 'none', 'the smaller part', 'many']"
1084,data/images/quantifier/test_1084.png,"['some', 'some', 'some', 'some', 'the smaller part', 'some', 'many', 'almost none', 'almost none', 'few', 'many', 'most', 'few', 'some', 'some', 'few', 'none', 'few', 'none', 'almost none', 'almost none', 'some', 'all', 'the smaller part', 'almost all', 'many', 'none', 'some', 'few', 'many', 'none', 'almost all', 'most', 'all', 'none', 'few', 'almost none', 'many', 'most', 'all']"
1085,data/images/quantifier/test_1085.png,"['many', 'many', 'some', 'most', 'none', 'many', 'few', 'most', 'few', 'many', 'most', 'the smaller part', 'some', 'few', 'almost all', 'some', 'some', 'almost none', 'few', 'most', 'many', 'some', 'many', 'some', 'few', 'few', 'some', 'many', 'many', 'most', 'all', 'most', 'some', 'some', 'some', 'some', 'most', 'few', 'all', 'many']"
1089,data/images/quantifier/test_1089.png,"['most', 'many', 'few', 'almost none', 'some', 'few', 'many', 'some', 'few', 'all', 'the smaller part', 'all', 'all', 'almost none', 'few', 'the smaller part', 'few', 'some', 'almost none', 'most', 'almost none', 'none', 'most', 'few', 'almost all', 'some', 'few', 'the smaller part', 'some', 'almost none', 'almost none', 'some', 'some', 'some', 'most', 'the smaller part', 'many', 'almost all', 'almost all', 'many']"
1094,data/images/quantifier/test_1094.png,"['almost all', 'some', 'few', 'most', 'none', 'none', 'all', 'few', 'almost all', 'almost all', 'almost all', 'most', 'all', 'all', 'the smaller part', 'few', 'some', 'none', 'all', 'many', 'none', 'many', 'almost all', 'some', 'all', 'few', 'many', 'none', 'many', 'some', 'none', 'all', 'the smaller part', 'many', 'some', 'most', 'few', 'few', 'the smaller part', 'some']"
1096,data/images/quantifier/test_1096.png,"['the smaller part', 'few', 'almost all', 'almost all', 'some', 'almost all', 'the smaller part', 'some', 'all', 'many', 'some', 'almost all', 'the smaller part', 'many', 'some', 'almost all', 'many', 'some', 'almost none', 'some', 'few', 'almost none', 'all', 'some', 'almost all', 'few', 'the smaller part', 'few', 'some', 'most', 'some', 'none', 'none', 'many', 'some', 'almost none', 'some', 'almost all', 'all', 'some']"
1102,data/images/quantifier/test_1102.png,"['all', 'many', 'none', 'few', 'some', 'all', 'some', 'the smaller part', 'almost all', 'the smaller part', 'few', 'some', 'many', 'none', 'some', 'all', 'almost none', 'some', 'some', 'most', 'some', 'all', 'most', 'some', 'almost none', 'none', 'almost all', 'the smaller part', 'some', 'the smaller part', 'most', 'some', 'many', 'some', 'many', 'none', 'most', 'few', 'some', 'all']"
1103,data/images/quantifier/test_1103.png,"['none', 'many', 'none', 'many', 'some', 'almost none', 'some', 'none', 'most', 'few', 'some', 'almost all', 'some', 'few', 'all', 'most', 'most', 'almost none', 'few', 'the smaller part', 'many', 'almost none', 'some', 'many', 'few', 'almost none', 'few', 'almost all', 'many', 'many', 'some', 'almost all', 'some', 'the smaller part', 'almost none', 'few', 'some', 'many', 'some', 'many']"
1104,data/images/quantifier/test_1104.png,"['many', 'some', 'all', 'some', 'most', 'almost none', 'many', 'most', 'the smaller part', 'few', 'none', 'all', 'almost none', 'some', 'almost all', 'the smaller part', 'almost all', 'some', 'many', 'many', 'many', 'almost all', 'almost none', 'most', 'most', 'most', 'some', 'some', 'all', 'all', 'almost all', 'some', 'few', 'many', 'some', 'few', 'few', 'some', 'the smaller part', 'none']"
1105,data/images/quantifier/test_1105.png,"['most', 'many', 'all', 'some', 'the smaller part', 'some', 'none', 'many', 'almost all', 'few', 'the smaller part', 'the smaller part', 'almost all', 'some', 'almost none', 'almost none', 'some', 'some', 'few', 'some', 'none', 'many', 'some', 'all', 'some', 'almost all', 'many', 'many', 'few', 'many', 'most', 'few', 'some', 'most', 'some', 'the smaller part', 'all', 'some', 'some', 'most']"
1112,data/images/quantifier/test_1112.png,"['few', 'few', 'none', 'all', 'all', 'almost none', 'all', 'some', 'few', 'some', 'many', 'many', 'none', 'many', 'none', 'most', 'many', 'almost none', 'few', 'some', 'many', 'few', 'all', 'almost none', 'some', 'none', 'few', 'few', 'almost none', 'some', 'some', 'almost all', 'almost none', 'all', 'the smaller part', 'few', 'all', 'almost all', 'none', 'many']"
1113,data/images/quantifier/test_1113.png,"['few', 'some', 'some', 'some', 'some', 'none', 'some', 'the smaller part', 'some', 'most', 'many', 'all', 'many', 'almost all', 'some', 'none', 'most', 'none', 'some', 'many', 'some', 'some', 'some', 'many', 'the smaller part', 'none', 'all', 'almost all', 'all', 'all', 'most', 'all', 'many', 'almost none', 'some', 'the smaller part', 'almost none', 'most', 'some', 'some']"
1114,data/images/quantifier/test_1114.png,"['none', 'some', 'the smaller part', 'almost none', 'almost none', 'many', 'many', 'few', 'almost all', 'most', 'some', 'many', 'almost all', 'some', 'few', 'almost none', 'some', 'the smaller part', 'some', 'none', 'most', 'few', 'almost none', 'many', 'few', 'some', 'many', 'almost none', 'few', 'some', 'the smaller part', 'few', 'none', 'few', 'the smaller part', 'some', 'all', 'almost none', 'the smaller part', 'all']"
1115,data/images/quantifier/test_1115.png,"['some', 'some', 'the smaller part', 'most', 'most', 'some', 'all', 'some', 'many', 'some', 'many', 'none', 'all', 'few', 'most', 'almost all', 'almost none', 'the smaller part', 'some', 'almost none', 'many', 'almost none', 'the smaller part', 'almost all', 'many', 'all', 'almost all', 'few', 'all', 'none', 'some', 'some', 'none', 'many', 'most', 'almost none', 'few', 'some', 'some', 'all']"
1116,data/images/quantifier/test_1116.png,"['many', 'some', 'all', 'many', 'almost none', 'none', 'many', 'all', 'many', 'none', 'most', 'some', 'almost all', 'many', 'some', 'few', 'the smaller part', 'many', 'few', 'none', 'few', 'all', 'some', 'many', 'none', 'almost all', 'many', 'some', 'few', 'none', 'almost none', 'few', 'the smaller part', 'some', 'all', 'many', 'some', 'some', 'almost all', 'all']"
1118,data/images/quantifier/test_1118.png,"['almost all', 'most', 'none', 'most', 'most', 'all', 'many', 'few', 'many', 'some', 'almost all', 'few', 'some', 'almost none', 'few', 'few', 'few', 'some', 'many', 'few', 'none', 'none', 'many', 'some', 'many', 'many', 'few', 'none', 'all', 'most', 'almost all', 'most', 'many', 'few', 'few', 'some', 'some', 'almost none', 'the smaller part', 'few']"
1123,data/images/quantifier/test_1123.png,"['many', 'all', 'the smaller part', 'some', 'almost all', 'some', 'most', 'most', 'some', 'some', 'few', 'all', 'some', 'the smaller part', 'some', 'all', 'many', 'few', 'some', 'all', 'some', 'many', 'all', 'none', 'the smaller part', 'almost all', 'almost all', 'none', 'few', 'none', 'none', 'some', 'almost none', 'many', 'many', 'few', 'some', 'many', 'some', 'some']"
1129,data/images/quantifier/test_1129.png,"['all', 'none', 'many', 'few', 'few', 'the smaller part', 'none', 'some', 'many', 'none', 'none', 'all', 'many', 'all', 'some', 'almost none', 'some', 'none', 'few', 'all', 'none', 'few', 'many', 'few', 'most', 'some', 'many', 'none', 'almost all', 'almost all', 'none', 'most', 'some', 'few', 'some', 'few', 'some', 'almost all', 'some', 'none']"
1131,data/images/quantifier/test_1131.png,"['some', 'many', 'some', 'all', 'the smaller part', 'almost all', 'the smaller part', 'some', 'some', 'many', 'most', 'all', 'almost none', 'few', 'some', 'some', 'some', 'many', 'few', 'some', 'some', 'most', 'all', 'many', 'some', 'some', 'some', 'almost none', 'some', 'some', 'some', 'some', 'some', 'some', 'almost all', 'many', 'almost all', 'few', 'almost all', 'almost all']"
1132,data/images/quantifier/test_1132.png,"['none', 'all', 'some', 'almost all', 'some', 'few', 'most', 'some', 'almost all', 'almost all', 'some', 'few', 'few', 'all', 'many', 'the smaller part', 'many', 'few', 'some', 'most', 'many', 'many', 'almost none', 'some', 'none', 'many', 'few', 'some', 'none', 'some', 'almost none', 'few', 'some', 'many', 'most', 'most', 'all', 'the smaller part', 'some', 'many']"
1138,data/images/quantifier/test_1138.png,"['some', 'almost all', 'some', 'many', 'many', 'none', 'most', 'few', 'all', 'some', 'many', 'few', 'some', 'almost none', 'almost all', 'almost all', 'almost all', 'some', 'almost all', 'some', 'some', 'some', 'some', 'almost none', 'almost all', 'most', 'many', 'almost all', 'almost all', 'all', 'some', 'some', 'almost all', 'all', 'some', 'most', 'many', 'many', 'none', 'almost none']"
1143,data/images/quantifier/test_1143.png,"['few', 'almost all', 'some', 'some', 'all', 'many', 'the smaller part', 'some', 'some', 'none', 'some', 'some', 'almost all', 'all', 'some', 'almost all', 'few', 'all', 'almost all', 'almost all', 'almost none', 'all', 'few', 'some', 'most', 'all', 'few', 'some', 'few', 'none', 'none', 'many', 'all', 'the smaller part', 'many', 'almost all', 'some', 'all', 'few', 'many']"
1147,data/images/quantifier/test_1147.png,"['none', 'many', 'many', 'all', 'some', 'all', 'many', 'some', 'all', 'all', 'almost all', 'few', 'some', 'the smaller part', 'all', 'all', 'some', 'some', 'all', 'none', 'all', 'most', 'almost none', 'some', 'almost all', 'few', 'many', 'almost all', 'almost none', 'some', 'many', 'some', 'most', 'many', 'almost all', 'most', 'few', 'all', 'none', 'some']"
1150,data/images/quantifier/test_1150.png,"['few', 'most', 'the smaller part', 'many', 'some', 'many', 'some', 'the smaller part', 'most', 'few', 'most', 'few', 'the smaller part', 'some', 'many', 'many', 'many', 'almost all', 'some', 'many', 'some', 'all', 'few', 'few', 'many', 'almost none', 'few', 'the smaller part', 'few', 'none', 'some', 'all', 'most', 'some', 'most', 'most', 'almost none', 'the smaller part', 'few', 'some']"
1165,data/images/quantifier/test_1165.png,"['the smaller part', 'many', 'none', 'few', 'some', 'the smaller part', 'most', 'none', 'many', 'some', 'many', 'none', 'many', 'most', 'some', 'many', 'some', 'few', 'all', 'some', 'some', 'almost all', 'all', 'some', 'most', 'most', 'many', 'most', 'few', 'most', 'none', 'few', 'many', 'none', 'almost none', 'all', 'none', 'almost all', 'many', 'many']"
1166,data/images/quantifier/test_1166.png,"['few', 'many', 'almost none', 'many', 'many', 'some', 'few', 'few', 'all', 'most', 'almost all', 'almost all', 'almost none', 'almost none', 'many', 'some', 'the smaller part', 'many', 'few', 'many', 'most', 'none', 'many', 'many', 'almost all', 'all', 'some', 'many', 'few', 'some', 'almost all', 'some', 'some', 'almost all', 'all', 'all', 'few', 'almost all', 'some', 'none']"
1174,data/images/quantifier/test_1174.png,"['few', 'almost none', 'all', 'some', 'many', 'all', 'most', 'most', 'most', 'some', 'many', 'none', 'some', 'the smaller part', 'few', 'some', 'almost all', 'many', 'some', 'some', 'almost all', 'almost all', 'almost none', 'almost all', 'some', 'some', 'most', 'few', 'few', 'many', 'the smaller part', 'the smaller part', 'all', 'the smaller part', 'almost all', 'some', 'all', 'most', 'none', 'many']"
1184,data/images/quantifier/test_1184.png,"['few', 'some', 'most', 'some', 'none', 'all', 'the smaller part', 'many', 'all', 'some', 'some', 'few', 'all', 'almost none', 'all', 'some', 'some', 'many', 'some', 'some', 'almost none', 'almost none', 'none', 'all', 'all', 'almost all', 'all', 'few', 'some', 'the smaller part', 'many', 'the smaller part', 'many', 'most', 'few', 'almost none', 'almost all', 'none', 'few', 'almost all']"
1185,data/images/quantifier/test_1185.png,"['none', 'many', 'many', 'some', 'many', 'all', 'the smaller part', 'most', 'many', 'almost all', 'almost all', 'some', 'some', 'many', 'all', 'most', 'almost all', 'the smaller part', 'all', 'some', 'some', 'all', 'few', 'some', 'almost all', 'none', 'few', 'many', 'few', 'the smaller part', 'many', 'all', 'few', 'almost all', 'many', 'almost none', 'the smaller part', 'some', 'some', 'almost none']"
1191,data/images/quantifier/test_1191.png,"['few', 'few', 'some', 'most', 'some', 'none', 'few', 'many', 'some', 'many', 'some', 'some', 'few', 'few', 'many', 'many', 'none', 'some', 'most', 'many', 'many', 'some', 'many', 'some', 'the smaller part', 'none', 'almost none', 'many', 'most', 'some', 'many', 'many', 'almost none', 'almost none', 'few', 'few', 'some', 'all', 'few', 'few']"
1192,data/images/quantifier/test_1192.png,"['some', 'none', 'few', 'many', 'most', 'many', 'few', 'almost none', 'the smaller part', 'most', 'all', 'almost none', 'almost none', 'few', 'few', 'some', 'many', 'almost all', 'some', 'almost all', 'some', 'some', 'all', 'almost none', 'none', 'few', 'some', 'all', 'none', 'some', 'many', 'all', 'most', 'most', 'almost none', 'many', 'many', 'some', 'none', 'some']"
1204,data/images/quantifier/test_1204.png,"['most', 'all', 'some', 'many', 'none', 'few', 'all', 'some', 'many', 'none', 'the smaller part', 'almost none', 'none', 'the smaller part', 'few', 'many', 'many', 'many', 'some', 'all', 'some', 'almost none', 'some', 'some', 'many', 'few', 'the smaller part', 'most', 'some', 'some', 'few', 'the smaller part', 'the smaller part', 'few', 'many', 'none', 'none', 'some', 'all', 'some']"
1208,data/images/quantifier/test_1208.png,"['some', 'many', 'some', 'most', 'almost all', 'the smaller part', 'all', 'most', 'few', 'few', 'some', 'some', 'most', 'almost none', 'some', 'none', 'few', 'some', 'almost none', 'some', 'all', 'all', 'some', 'few', 'some', 'few', 'almost all', 'some', 'almost all', 'some', 'all', 'some', 'some', 'few', 'the smaller part', 'all', 'many', 'none', 'some', 'most']"
1211,data/images/quantifier/test_1211.png,"['few', 'few', 'almost all', 'almost all', 'most', 'some', 'almost all', 'most', 'few', 'few', 'most', 'most', 'few', 'none', 'the smaller part', 'almost all', 'all', 'many', 'most', 'few', 'many', 'some', 'few', 'none', 'some', 'most', 'almost all', 'none', 'many', 'some', 'some', 'none', 'almost all', 'almost all', 'many', 'few', 'some', 'the smaller part', 'almost all', 'none']"
1212,data/images/quantifier/test_1212.png,"['some', 'some', 'some', 'most', 'many', 'some', 'most', 'few', 'many', 'the smaller part', 'almost none', 'many', 'none', 'some', 'some', 'almost all', 'some', 'some', 'none', 'none', 'few', 'most', 'some', 'all', 'all', 'many', 'few', 'none', 'most', 'some', 'some', 'many', 'all', 'some', 'almost all', 'almost all', 'few', 'some', 'all', 'the smaller part']"
1221,data/images/quantifier/test_1221.png,"['many', 'many', 'few', 'some', 'few', 'none', 'some', 'many', 'all', 'most', 'the smaller part', 'few', 'almost none', 'few', 'all', 'some', 'some', 'none', 'all', 'almost all', 'some', 'most', 'the smaller part', 'some', 'few', 'all', 'all', 'none', 'few', 'almost none', 'almost all', 'few', 'some', 'some', 'many', 'all', 'some', 'none', 'many', 'none']"
1222,data/images/quantifier/test_1222.png,"['almost all', 'almost all', 'some', 'few', 'all', 'many', 'almost all', 'none', 'the smaller part', 'none', 'most', 'many', 'some', 'all', 'some', 'almost all', 'most', 'some', 'many', 'few', 'almost none', 'almost all', 'many', 'few', 'some', 'almost all', 'some', 'all', 'some', 'few', 'all', 'some', 'some', 'almost all', 'almost all', 'almost all', 'many', 'some', 'many', 'many']"
1226,data/images/quantifier/test_1226.png,"['some', 'the smaller part', 'many', 'none', 'many', 'none', 'all', 'none', 'all', 'some', 'some', 'all', 'almost none', 'many', 'many', 'most', 'all', 'most', 'most', 'many', 'many', 'some', 'all', 'none', 'all', 'almost none', 'many', 'few', 'all', 'the smaller part', 'most', 'some', 'some', 'many', 'almost all', 'few', 'most', 'none', 'some', 'none']"
1227,data/images/quantifier/test_1227.png,"['some', 'some', 'some', 'none', 'some', 'almost none', 'few', 'all', 'the smaller part', 'the smaller part', 'few', 'none', 'many', 'some', 'almost all', 'all', 'few', 'many', 'many', 'some', 'almost all', 'all', 'most', 'many', 'most', 'some', 'none', 'some', 'all', 'all', 'few', 'few', 'the smaller part', 'few', 'all', 'almost all', 'some', 'many', 'some', 'all']"
1228,data/images/quantifier/test_1228.png,"['some', 'all', 'the smaller part', 'some', 'none', 'the smaller part', 'few', 'many', 'few', 'some', 'all', 'some', 'many', 'the smaller part', 'the smaller part', 'most', 'few', 'some', 'many', 'some', 'some', 'some', 'almost all', 'most', 'none', 'some', 'many', 'some', 'the smaller part', 'almost all', 'all', 'all', 'almost none', 'some', 'most', 'almost all', 'many', 'some', 'some', 'all']"
1235,data/images/quantifier/test_1235.png,"['all', 'many', 'some', 'the smaller part', 'almost all', 'almost none', 'some', 'most', 'none', 'some', 'most', 'many', 'the smaller part', 'most', 'few', 'all', 'almost all', 'many', 'few', 'many', 'almost all', 'none', 'some', 'few', 'none', 'few', 'almost all', 'many', 'few', 'most', 'none', 'some', 'some', 'most', 'all', 'many', 'almost none', 'some', 'most', 'almost all']"
1237,data/images/quantifier/test_1237.png,"['none', 'the smaller part', 'few', 'some', 'few', 'almost all', 'most', 'some', 'some', 'some', 'almost all', 'all', 'some', 'many', 'few', 'some', 'few', 'some', 'the smaller part', 'the smaller part', 'all', 'some', 'all', 'some', 'few', 'none', 'all', 'the smaller part', 'some', 'almost none', 'almost all', 'the smaller part', 'almost none', 'many', 'many', 'most', 'none', 'many', 'all', 'most']"
