index,image_file,llava_output,shuffled_options,prompted_questions
1495,data/images/quantifier/test_1495.png,"[['D'], ['D'], ['B'], ['B'], ['I']]","[{'a': 'none', 'b': 'many', 'c': 'some', 'd': 'almost none', 'e': 'all', 'f': 'few', 'g': 'almost all', 'h': 'most', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'all', 'd': 'some', 'e': 'most', 'f': 'none', 'g': 'few', 'h': 'many', 'i': 'almost all'}, {'a': 'almost none', 'b': 'few', 'c': 'none', 'd': 'almost all', 'e': 'all', 'f': 'some', 'g': 'many', 'h': 'the smaller part', 'i': 'most'}, {'a': 'many', 'b': 'the smaller part', 'c': 'most', 'd': 'almost none', 'e': 'almost all', 'f': 'some', 'g': 'all', 'h': 'few', 'i': 'none'}, {'a': 'the smaller part', 'b': 'many', 'c': 'most', 'd': 'almost none', 'e': 'none', 'f': 'almost all', 'g': 'all', 'h': 'few', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: some\nD: almost none\nE: all\nF: few\nG: almost all\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: all\nD: some\nE: most\nF: none\nG: few\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: none\nD: almost all\nE: all\nF: some\nG: many\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: most\nD: almost none\nE: almost all\nF: some\nG: all\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: most\nD: almost none\nE: none\nF: almost all\nG: all\nH: few\nI: some\nAnswer:']"
1498,data/images/quantifier/test_1498.png,"[['D'], ['E'], ['A'], ['B'], ['D']]","[{'a': 'all', 'b': 'almost none', 'c': 'none', 'd': 'most', 'e': 'many', 'f': 'few', 'g': 'some', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'many', 'b': 'almost none', 'c': 'almost all', 'd': 'none', 'e': 'some', 'f': 'few', 'g': 'all', 'h': 'most', 'i': 'the smaller part'}, {'a': 'all', 'b': 'none', 'c': 'few', 'd': 'the smaller part', 'e': 'some', 'f': 'many', 'g': 'most', 'h': 'almost all', 'i': 'almost none'}, {'a': 'almost all', 'b': 'all', 'c': 'many', 'd': 'none', 'e': 'almost none', 'f': 'few', 'g': 'some', 'h': 'most', 'i': 'the smaller part'}, {'a': 'none', 'b': 'almost none', 'c': 'many', 'd': 'few', 'e': 'the smaller part', 'f': 'almost all', 'g': 'some', 'h': 'most', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: none\nD: most\nE: many\nF: few\nG: some\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: almost all\nD: none\nE: some\nF: few\nG: all\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: few\nD: the smaller part\nE: some\nF: many\nG: most\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: many\nD: none\nE: almost none\nF: few\nG: some\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: many\nD: few\nE: the smaller part\nF: almost all\nG: some\nH: most\nI: all\nAnswer:']"
1499,data/images/quantifier/test_1499.png,"[['A'], ['B'], ['B'], ['B'], ['A']]","[{'a': 'the smaller part', 'b': 'almost none', 'c': 'all', 'd': 'some', 'e': 'most', 'f': 'none', 'g': 'many', 'h': 'few', 'i': 'almost all'}, {'a': 'many', 'b': 'some', 'c': 'few', 'd': 'almost all', 'e': 'almost none', 'f': 'most', 'g': 'all', 'h': 'the smaller part', 'i': 'none'}, {'a': 'few', 'b': 'many', 'c': 'all', 'd': 'almost none', 'e': 'none', 'f': 'most', 'g': 'almost all', 'h': 'the smaller part', 'i': 'some'}, {'a': 'few', 'b': 'most', 'c': 'all', 'd': 'many', 'e': 'almost all', 'f': 'some', 'g': 'almost none', 'h': 'none', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'almost none', 'c': 'many', 'd': 'all', 'e': 'most', 'f': 'some', 'g': 'few', 'h': 'none', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: all\nD: some\nE: most\nF: none\nG: many\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: few\nD: almost all\nE: almost none\nF: most\nG: all\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: all\nD: almost none\nE: none\nF: most\nG: almost all\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: all\nD: many\nE: almost all\nF: some\nG: almost none\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: many\nD: all\nE: most\nF: some\nG: few\nH: none\nI: the smaller part\nAnswer:']"
1505,data/images/quantifier/test_1505.png,"[['B'], ['D'], ['B'], ['B'], ['D']]","[{'a': 'some', 'b': 'few', 'c': 'almost none', 'd': 'all', 'e': 'the smaller part', 'f': 'many', 'g': 'none', 'h': 'almost all', 'i': 'most'}, {'a': 'many', 'b': 'none', 'c': 'almost all', 'd': 'the smaller part', 'e': 'almost none', 'f': 'few', 'g': 'most', 'h': 'some', 'i': 'all'}, {'a': 'most', 'b': 'almost none', 'c': 'none', 'd': 'almost all', 'e': 'few', 'f': 'all', 'g': 'some', 'h': 'the smaller part', 'i': 'many'}, {'a': 'most', 'b': 'some', 'c': 'almost none', 'd': 'the smaller part', 'e': 'few', 'f': 'all', 'g': 'many', 'h': 'almost all', 'i': 'none'}, {'a': 'all', 'b': 'almost none', 'c': 'most', 'd': 'many', 'e': 'some', 'f': 'almost all', 'g': 'none', 'h': 'few', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: almost none\nD: all\nE: the smaller part\nF: many\nG: none\nH: almost all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: almost all\nD: the smaller part\nE: almost none\nF: few\nG: most\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: none\nD: almost all\nE: few\nF: all\nG: some\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: almost none\nD: the smaller part\nE: few\nF: all\nG: many\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: most\nD: many\nE: some\nF: almost all\nG: none\nH: few\nI: the smaller part\nAnswer:']"
1509,data/images/quantifier/test_1509.png,"[['D'], ['B'], ['A'], ['B'], ['D']]","[{'a': 'all', 'b': 'none', 'c': 'few', 'd': 'many', 'e': 'most', 'f': 'some', 'g': 'almost all', 'h': 'almost none', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'some', 'c': 'many', 'd': 'almost none', 'e': 'most', 'f': 'none', 'g': 'few', 'h': 'almost all', 'i': 'all'}, {'a': 'some', 'b': 'none', 'c': 'almost all', 'd': 'the smaller part', 'e': 'all', 'f': 'many', 'g': 'almost none', 'h': 'most', 'i': 'few'}, {'a': 'all', 'b': 'most', 'c': 'almost all', 'd': 'the smaller part', 'e': 'many', 'f': 'some', 'g': 'almost none', 'h': 'none', 'i': 'few'}, {'a': 'none', 'b': 'all', 'c': 'the smaller part', 'd': 'many', 'e': 'almost none', 'f': 'some', 'g': 'few', 'h': 'almost all', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: few\nD: many\nE: most\nF: some\nG: almost all\nH: almost none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: many\nD: almost none\nE: most\nF: none\nG: few\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: almost all\nD: the smaller part\nE: all\nF: many\nG: almost none\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: almost all\nD: the smaller part\nE: many\nF: some\nG: almost none\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: the smaller part\nD: many\nE: almost none\nF: some\nG: few\nH: almost all\nI: most\nAnswer:']"
1517,data/images/quantifier/test_1517.png,"[['B'], ['D'], ['D'], ['B'], ['A']]","[{'a': 'almost none', 'b': 'most', 'c': 'some', 'd': 'all', 'e': 'almost all', 'f': 'few', 'g': 'many', 'h': 'none', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'almost none', 'c': 'all', 'd': 'many', 'e': 'the smaller part', 'f': 'some', 'g': 'few', 'h': 'none', 'i': 'most'}, {'a': 'almost none', 'b': 'most', 'c': 'the smaller part', 'd': 'almost all', 'e': 'many', 'f': 'all', 'g': 'few', 'h': 'some', 'i': 'none'}, {'a': 'all', 'b': 'many', 'c': 'none', 'd': 'almost none', 'e': 'almost all', 'f': 'most', 'g': 'some', 'h': 'the smaller part', 'i': 'few'}, {'a': 'few', 'b': 'almost none', 'c': 'almost all', 'd': 'most', 'e': 'many', 'f': 'all', 'g': 'the smaller part', 'h': 'some', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: some\nD: all\nE: almost all\nF: few\nG: many\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: all\nD: many\nE: the smaller part\nF: some\nG: few\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: the smaller part\nD: almost all\nE: many\nF: all\nG: few\nH: some\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: none\nD: almost none\nE: almost all\nF: most\nG: some\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: almost all\nD: most\nE: many\nF: all\nG: the smaller part\nH: some\nI: none\nAnswer:']"
1519,data/images/quantifier/test_1519.png,"[['F'], ['B'], ['B'], ['A'], ['A']]","[{'a': 'few', 'b': 'almost none', 'c': 'all', 'd': 'none', 'e': 'the smaller part', 'f': 'some', 'g': 'many', 'h': 'almost all', 'i': 'most'}, {'a': 'some', 'b': 'the smaller part', 'c': 'almost none', 'd': 'almost all', 'e': 'all', 'f': 'few', 'g': 'most', 'h': 'many', 'i': 'none'}, {'a': 'some', 'b': 'many', 'c': 'none', 'd': 'most', 'e': 'few', 'f': 'almost none', 'g': 'all', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'all', 'b': 'almost none', 'c': 'the smaller part', 'd': 'some', 'e': 'none', 'f': 'few', 'g': 'most', 'h': 'almost all', 'i': 'many'}, {'a': 'many', 'b': 'almost none', 'c': 'all', 'd': 'few', 'e': 'none', 'f': 'the smaller part', 'g': 'most', 'h': 'some', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: all\nD: none\nE: the smaller part\nF: some\nG: many\nH: almost all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: almost none\nD: almost all\nE: all\nF: few\nG: most\nH: many\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: none\nD: most\nE: few\nF: almost none\nG: all\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: the smaller part\nD: some\nE: none\nF: few\nG: most\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: all\nD: few\nE: none\nF: the smaller part\nG: most\nH: some\nI: almost all\nAnswer:']"
1525,data/images/quantifier/test_1525.png,"[['B'], ['A'], ['B'], ['B'], ['A']]","[{'a': 'none', 'b': 'almost all', 'c': 'the smaller part', 'd': 'all', 'e': 'almost none', 'f': 'many', 'g': 'most', 'h': 'some', 'i': 'few'}, {'a': 'the smaller part', 'b': 'all', 'c': 'some', 'd': 'many', 'e': 'almost all', 'f': 'none', 'g': 'most', 'h': 'almost none', 'i': 'few'}, {'a': 'some', 'b': 'almost none', 'c': 'almost all', 'd': 'none', 'e': 'all', 'f': 'few', 'g': 'many', 'h': 'most', 'i': 'the smaller part'}, {'a': 'all', 'b': 'almost all', 'c': 'some', 'd': 'none', 'e': 'many', 'f': 'few', 'g': 'almost none', 'h': 'most', 'i': 'the smaller part'}, {'a': 'many', 'b': 'the smaller part', 'c': 'almost none', 'd': 'almost all', 'e': 'none', 'f': 'all', 'g': 'few', 'h': 'most', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: the smaller part\nD: all\nE: almost none\nF: many\nG: most\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: some\nD: many\nE: almost all\nF: none\nG: most\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: almost all\nD: none\nE: all\nF: few\nG: many\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: some\nD: none\nE: many\nF: few\nG: almost none\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: almost none\nD: almost all\nE: none\nF: all\nG: few\nH: most\nI: some\nAnswer:']"
1529,data/images/quantifier/test_1529.png,"[['B'], ['B'], ['A'], ['A'], ['A']]","[{'a': 'many', 'b': 'the smaller part', 'c': 'few', 'd': 'almost all', 'e': 'some', 'f': 'almost none', 'g': 'all', 'h': 'none', 'i': 'most'}, {'a': 'few', 'b': 'all', 'c': 'many', 'd': 'most', 'e': 'none', 'f': 'almost none', 'g': 'the smaller part', 'h': 'almost all', 'i': 'some'}, {'a': 'almost all', 'b': 'most', 'c': 'some', 'd': 'few', 'e': 'none', 'f': 'the smaller part', 'g': 'all', 'h': 'many', 'i': 'almost none'}, {'a': 'some', 'b': 'many', 'c': 'most', 'd': 'almost none', 'e': 'the smaller part', 'f': 'almost all', 'g': 'none', 'h': 'few', 'i': 'all'}, {'a': 'almost all', 'b': 'many', 'c': 'few', 'd': 'all', 'e': 'some', 'f': 'almost none', 'g': 'most', 'h': 'the smaller part', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: few\nD: almost all\nE: some\nF: almost none\nG: all\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: many\nD: most\nE: none\nF: almost none\nG: the smaller part\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: some\nD: few\nE: none\nF: the smaller part\nG: all\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: many\nC: most\nD: almost none\nE: the smaller part\nF: almost all\nG: none\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: few\nD: all\nE: some\nF: almost none\nG: most\nH: the smaller part\nI: none\nAnswer:']"
1538,data/images/quantifier/test_1538.png,"[['B: almost none'], ['D'], ['D'], ['D'], ['D']]","[{'a': 'most', 'b': 'almost none', 'c': 'some', 'd': 'all', 'e': 'the smaller part', 'f': 'few', 'g': 'almost all', 'h': 'none', 'i': 'many'}, {'a': 'all', 'b': 'almost none', 'c': 'almost all', 'd': 'the smaller part', 'e': 'most', 'f': 'some', 'g': 'many', 'h': 'none', 'i': 'few'}, {'a': 'most', 'b': 'the smaller part', 'c': 'none', 'd': 'many', 'e': 'almost all', 'f': 'some', 'g': 'almost none', 'h': 'all', 'i': 'few'}, {'a': 'most', 'b': 'the smaller part', 'c': 'almost none', 'd': 'some', 'e': 'few', 'f': 'all', 'g': 'almost all', 'h': 'none', 'i': 'many'}, {'a': 'almost all', 'b': 'all', 'c': 'many', 'd': 'none', 'e': 'some', 'f': 'the smaller part', 'g': 'most', 'h': 'almost none', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: some\nD: all\nE: the smaller part\nF: few\nG: almost all\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: almost all\nD: the smaller part\nE: most\nF: some\nG: many\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: none\nD: many\nE: almost all\nF: some\nG: almost none\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: almost none\nD: some\nE: few\nF: all\nG: almost all\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: many\nD: none\nE: some\nF: the smaller part\nG: most\nH: almost none\nI: few\nAnswer:']"
1542,data/images/quantifier/test_1542.png,"[['B'], ['B'], ['D'], ['D'], ['B']]","[{'a': 'some', 'b': 'all', 'c': 'few', 'd': 'most', 'e': 'the smaller part', 'f': 'almost all', 'g': 'none', 'h': 'almost none', 'i': 'many'}, {'a': 'most', 'b': 'some', 'c': 'almost all', 'd': 'all', 'e': 'almost none', 'f': 'the smaller part', 'g': 'few', 'h': 'none', 'i': 'many'}, {'a': 'many', 'b': 'all', 'c': 'most', 'd': 'almost all', 'e': 'almost none', 'f': 'the smaller part', 'g': 'none', 'h': 'some', 'i': 'few'}, {'a': 'all', 'b': 'almost none', 'c': 'almost all', 'd': 'some', 'e': 'most', 'f': 'few', 'g': 'the smaller part', 'h': 'none', 'i': 'many'}, {'a': 'none', 'b': 'almost none', 'c': 'all', 'd': 'almost all', 'e': 'few', 'f': 'many', 'g': 'some', 'h': 'the smaller part', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: few\nD: most\nE: the smaller part\nF: almost all\nG: none\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: almost all\nD: all\nE: almost none\nF: the smaller part\nG: few\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: most\nD: almost all\nE: almost none\nF: the smaller part\nG: none\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: almost all\nD: some\nE: most\nF: few\nG: the smaller part\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: all\nD: almost all\nE: few\nF: many\nG: some\nH: the smaller part\nI: most\nAnswer:']"
1546,data/images/quantifier/test_1546.png,"[['E'], ['B'], ['A'], ['D'], ['B']]","[{'a': 'few', 'b': 'all', 'c': 'most', 'd': 'none', 'e': 'some', 'f': 'almost all', 'g': 'many', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'none', 'b': 'almost all', 'c': 'almost none', 'd': 'the smaller part', 'e': 'many', 'f': 'most', 'g': 'some', 'h': 'all', 'i': 'few'}, {'a': 'some', 'b': 'almost none', 'c': 'almost all', 'd': 'all', 'e': 'none', 'f': 'most', 'g': 'many', 'h': 'the smaller part', 'i': 'few'}, {'a': 'most', 'b': 'all', 'c': 'many', 'd': 'few', 'e': 'the smaller part', 'f': 'some', 'g': 'almost all', 'h': 'none', 'i': 'almost none'}, {'a': 'almost all', 'b': 'some', 'c': 'few', 'd': 'the smaller part', 'e': 'most', 'f': 'all', 'g': 'almost none', 'h': 'many', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: most\nD: none\nE: some\nF: almost all\nG: many\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: almost none\nD: the smaller part\nE: many\nF: most\nG: some\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost none\nC: almost all\nD: all\nE: none\nF: most\nG: many\nH: the smaller part\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: many\nD: few\nE: the smaller part\nF: some\nG: almost all\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: few\nD: the smaller part\nE: most\nF: all\nG: almost none\nH: many\nI: none\nAnswer:']"
1552,data/images/quantifier/test_1552.png,"[['D'], ['B'], ['B'], ['A'], ['B']]","[{'a': 'almost all', 'b': 'all', 'c': 'the smaller part', 'd': 'some', 'e': 'almost none', 'f': 'none', 'g': 'many', 'h': 'most', 'i': 'few'}, {'a': 'the smaller part', 'b': 'some', 'c': 'none', 'd': 'almost none', 'e': 'most', 'f': 'all', 'g': 'few', 'h': 'many', 'i': 'almost all'}, {'a': 'many', 'b': 'none', 'c': 'few', 'd': 'some', 'e': 'almost none', 'f': 'the smaller part', 'g': 'almost all', 'h': 'all', 'i': 'most'}, {'a': 'all', 'b': 'most', 'c': 'many', 'd': 'few', 'e': 'some', 'f': 'almost all', 'g': 'the smaller part', 'h': 'almost none', 'i': 'none'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'most', 'd': 'some', 'e': 'many', 'f': 'all', 'g': 'few', 'h': 'almost none', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: the smaller part\nD: some\nE: almost none\nF: none\nG: many\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: none\nD: almost none\nE: most\nF: all\nG: few\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: none\nC: few\nD: some\nE: almost none\nF: the smaller part\nG: almost all\nH: all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: many\nD: few\nE: some\nF: almost all\nG: the smaller part\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: most\nD: some\nE: many\nF: all\nG: few\nH: almost none\nI: none\nAnswer:']"
1553,data/images/quantifier/test_1553.png,"[['D'], ['B'], ['A'], ['B'], ['D']]","[{'a': 'few', 'b': 'none', 'c': 'the smaller part', 'd': 'most', 'e': 'almost all', 'f': 'all', 'g': 'some', 'h': 'many', 'i': 'almost none'}, {'a': 'most', 'b': 'all', 'c': 'many', 'd': 'some', 'e': 'almost all', 'f': 'the smaller part', 'g': 'almost none', 'h': 'none', 'i': 'few'}, {'a': 'all', 'b': 'many', 'c': 'none', 'd': 'almost all', 'e': 'few', 'f': 'most', 'g': 'the smaller part', 'h': 'almost none', 'i': 'some'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'most', 'd': 'few', 'e': 'many', 'f': 'some', 'g': 'almost none', 'h': 'all', 'i': 'none'}, {'a': 'almost none', 'b': 'many', 'c': 'none', 'd': 'almost all', 'e': 'few', 'f': 'some', 'g': 'all', 'h': 'most', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: none\nC: the smaller part\nD: most\nE: almost all\nF: all\nG: some\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: many\nD: some\nE: almost all\nF: the smaller part\nG: almost none\nH: none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: none\nD: almost all\nE: few\nF: most\nG: the smaller part\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: most\nD: few\nE: many\nF: some\nG: almost none\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: none\nD: almost all\nE: few\nF: some\nG: all\nH: most\nI: the smaller part\nAnswer:']"
1556,data/images/quantifier/test_1556.png,"[['B'], ['D'], ['B'], ['A'], ['A']]","[{'a': 'the smaller part', 'b': 'almost all', 'c': 'few', 'd': 'some', 'e': 'none', 'f': 'all', 'g': 'most', 'h': 'many', 'i': 'almost none'}, {'a': 'most', 'b': 'some', 'c': 'the smaller part', 'd': 'almost all', 'e': 'all', 'f': 'none', 'g': 'almost none', 'h': 'many', 'i': 'few'}, {'a': 'almost all', 'b': 'none', 'c': 'most', 'd': 'almost none', 'e': 'the smaller part', 'f': 'some', 'g': 'few', 'h': 'many', 'i': 'all'}, {'a': 'most', 'b': 'all', 'c': 'none', 'd': 'the smaller part', 'e': 'many', 'f': 'almost all', 'g': 'almost none', 'h': 'some', 'i': 'few'}, {'a': 'almost all', 'b': 'all', 'c': 'many', 'd': 'few', 'e': 'most', 'f': 'the smaller part', 'g': 'almost none', 'h': 'some', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: few\nD: some\nE: none\nF: all\nG: most\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: the smaller part\nD: almost all\nE: all\nF: none\nG: almost none\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: most\nD: almost none\nE: the smaller part\nF: some\nG: few\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: none\nD: the smaller part\nE: many\nF: almost all\nG: almost none\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: many\nD: few\nE: most\nF: the smaller part\nG: almost none\nH: some\nI: none\nAnswer:']"
