index,image_file,blip2_output,shuffled_options,prompted_questions
1556,data/images/quantifier/test_1556.png,"[['some'], [''], [''], ['g'], ['b']]","[{'a': 'many', 'b': 'the smaller part', 'c': 'all', 'd': 'most', 'e': 'almost all', 'f': 'some', 'g': 'few', 'h': 'none', 'i': 'almost none'}, {'a': 'most', 'b': 'almost none', 'c': 'few', 'd': 'none', 'e': 'all', 'f': 'many', 'g': 'the smaller part', 'h': 'almost all', 'i': 'some'}, {'a': 'almost all', 'b': 'most', 'c': 'few', 'd': 'none', 'e': 'almost none', 'f': 'many', 'g': 'the smaller part', 'h': 'some', 'i': 'all'}, {'a': 'the smaller part', 'b': 'all', 'c': 'many', 'd': 'none', 'e': 'most', 'f': 'almost all', 'g': 'almost none', 'h': 'few', 'i': 'some'}, {'a': 'none', 'b': 'almost all', 'c': 'few', 'd': 'almost none', 'e': 'many', 'f': 'some', 'g': 'all', 'h': 'most', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: all\nD: most\nE: almost all\nF: some\nG: few\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: few\nD: none\nE: all\nF: many\nG: the smaller part\nH: almost all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: few\nD: none\nE: almost none\nF: many\nG: the smaller part\nH: some\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: many\nD: none\nE: most\nF: almost all\nG: almost none\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: few\nD: almost none\nE: many\nF: some\nG: all\nH: most\nI: the smaller part\nAnswer:']"
1561,data/images/quantifier/test_1561.png,"[['a'], ['c'], ['the smaller part'], ['a'], ['none']]","[{'a': 'none', 'b': 'all', 'c': 'some', 'd': 'almost all', 'e': 'few', 'f': 'most', 'g': 'almost none', 'h': 'the smaller part', 'i': 'many'}, {'a': 'the smaller part', 'b': 'none', 'c': 'few', 'd': 'many', 'e': 'most', 'f': 'some', 'g': 'almost none', 'h': 'all', 'i': 'almost all'}, {'a': 'all', 'b': 'most', 'c': 'few', 'd': 'many', 'e': 'the smaller part', 'f': 'none', 'g': 'almost all', 'h': 'some', 'i': 'almost none'}, {'a': 'some', 'b': 'all', 'c': 'few', 'd': 'many', 'e': 'almost none', 'f': 'almost all', 'g': 'most', 'h': 'none', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'none', 'c': 'some', 'd': 'most', 'e': 'all', 'f': 'the smaller part', 'g': 'many', 'h': 'few', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: some\nD: almost all\nE: few\nF: most\nG: almost none\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: few\nD: many\nE: most\nF: some\nG: almost none\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: few\nD: many\nE: the smaller part\nF: none\nG: almost all\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: few\nD: many\nE: almost none\nF: almost all\nG: most\nH: none\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: some\nD: most\nE: all\nF: the smaller part\nG: many\nH: few\nI: almost none\nAnswer:']"
1570,data/images/quantifier/test_1570.png,"[['many'], [''], ['a'], ['none'], ['almost all']]","[{'a': 'the smaller part', 'b': 'none', 'c': 'some', 'd': 'all', 'e': 'many', 'f': 'most', 'g': 'almost none', 'h': 'almost all', 'i': 'few'}, {'a': 'many', 'b': 'all', 'c': 'most', 'd': 'almost all', 'e': 'few', 'f': 'almost none', 'g': 'some', 'h': 'the smaller part', 'i': 'none'}, {'a': 'almost all', 'b': 'all', 'c': 'some', 'd': 'few', 'e': 'many', 'f': 'the smaller part', 'g': 'most', 'h': 'almost none', 'i': 'none'}, {'a': 'few', 'b': 'almost none', 'c': 'most', 'd': 'all', 'e': 'some', 'f': 'many', 'g': 'the smaller part', 'h': 'none', 'i': 'almost all'}, {'a': 'almost none', 'b': 'some', 'c': 'few', 'd': 'all', 'e': 'many', 'f': 'the smaller part', 'g': 'almost all', 'h': 'none', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: some\nD: all\nE: many\nF: most\nG: almost none\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: most\nD: almost all\nE: few\nF: almost none\nG: some\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: some\nD: few\nE: many\nF: the smaller part\nG: most\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost none\nC: most\nD: all\nE: some\nF: many\nG: the smaller part\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: few\nD: all\nE: many\nF: the smaller part\nG: almost all\nH: none\nI: most\nAnswer:']"
1571,data/images/quantifier/test_1571.png,"[['some'], ['all'], ['a, b, c, d'], ['the smaller part'], ['none']]","[{'a': 'almost all', 'b': 'the smaller part', 'c': 'all', 'd': 'most', 'e': 'none', 'f': 'many', 'g': 'some', 'h': 'few', 'i': 'almost none'}, {'a': 'most', 'b': 'all', 'c': 'none', 'd': 'some', 'e': 'few', 'f': 'almost none', 'g': 'almost all', 'h': 'the smaller part', 'i': 'many'}, {'a': 'many', 'b': 'few', 'c': 'some', 'd': 'almost all', 'e': 'the smaller part', 'f': 'all', 'g': 'most', 'h': 'none', 'i': 'almost none'}, {'a': 'all', 'b': 'some', 'c': 'none', 'd': 'almost none', 'e': 'most', 'f': 'many', 'g': 'almost all', 'h': 'few', 'i': 'the smaller part'}, {'a': 'few', 'b': 'some', 'c': 'most', 'd': 'almost all', 'e': 'the smaller part', 'f': 'many', 'g': 'all', 'h': 'none', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: all\nD: most\nE: none\nF: many\nG: some\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: none\nD: some\nE: few\nF: almost none\nG: almost all\nH: the smaller part\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: some\nD: almost all\nE: the smaller part\nF: all\nG: most\nH: none\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: none\nD: almost none\nE: most\nF: many\nG: almost all\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: most\nD: almost all\nE: the smaller part\nF: many\nG: all\nH: none\nI: almost none\nAnswer:']"
1572,data/images/quantifier/test_1572.png,"[['all'], ['the smaller part'], ['many'], ['d'], ['none']]","[{'a': 'almost none', 'b': 'many', 'c': 'few', 'd': 'almost all', 'e': 'all', 'f': 'the smaller part', 'g': 'none', 'h': 'most', 'i': 'some'}, {'a': 'most', 'b': 'some', 'c': 'almost all', 'd': 'few', 'e': 'almost none', 'f': 'all', 'g': 'the smaller part', 'h': 'none', 'i': 'many'}, {'a': 'few', 'b': 'all', 'c': 'none', 'd': 'many', 'e': 'some', 'f': 'most', 'g': 'the smaller part', 'h': 'almost all', 'i': 'almost none'}, {'a': 'many', 'b': 'the smaller part', 'c': 'some', 'd': 'almost all', 'e': 'all', 'f': 'almost none', 'g': 'most', 'h': 'few', 'i': 'none'}, {'a': 'many', 'b': 'some', 'c': 'almost all', 'd': 'the smaller part', 'e': 'none', 'f': 'few', 'g': 'all', 'h': 'almost none', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: many\nC: few\nD: almost all\nE: all\nF: the smaller part\nG: none\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: almost all\nD: few\nE: almost none\nF: all\nG: the smaller part\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: all\nC: none\nD: many\nE: some\nF: most\nG: the smaller part\nH: almost all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: some\nD: almost all\nE: all\nF: almost none\nG: most\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: almost all\nD: the smaller part\nE: none\nF: few\nG: all\nH: almost none\nI: most\nAnswer:']"
1573,data/images/quantifier/test_1573.png,"[['none'], ['d'], ['a'], ['c'], ['all']]","[{'a': 'many', 'b': 'the smaller part', 'c': 'almost all', 'd': 'few', 'e': 'none', 'f': 'all', 'g': 'most', 'h': 'some', 'i': 'almost none'}, {'a': 'almost all', 'b': 'all', 'c': 'most', 'd': 'the smaller part', 'e': 'many', 'f': 'almost none', 'g': 'none', 'h': 'few', 'i': 'some'}, {'a': 'most', 'b': 'all', 'c': 'almost all', 'd': 'almost none', 'e': 'none', 'f': 'few', 'g': 'some', 'h': 'many', 'i': 'the smaller part'}, {'a': 'few', 'b': 'some', 'c': 'all', 'd': 'almost all', 'e': 'none', 'f': 'many', 'g': 'almost none', 'h': 'most', 'i': 'the smaller part'}, {'a': 'most', 'b': 'none', 'c': 'few', 'd': 'almost none', 'e': 'almost all', 'f': 'all', 'g': 'many', 'h': 'the smaller part', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: almost all\nD: few\nE: none\nF: all\nG: most\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: most\nD: the smaller part\nE: many\nF: almost none\nG: none\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: almost all\nD: almost none\nE: none\nF: few\nG: some\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: some\nC: all\nD: almost all\nE: none\nF: many\nG: almost none\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: few\nD: almost none\nE: almost all\nF: all\nG: many\nH: the smaller part\nI: some\nAnswer:']"
1585,data/images/quantifier/test_1585.png,"[['all'], ['a'], ['g'], ['some'], ['almost all']]","[{'a': 'all', 'b': 'none', 'c': 'few', 'd': 'the smaller part', 'e': 'almost all', 'f': 'almost none', 'g': 'some', 'h': 'most', 'i': 'many'}, {'a': 'almost none', 'b': 'some', 'c': 'many', 'd': 'most', 'e': 'almost all', 'f': 'the smaller part', 'g': 'none', 'h': 'few', 'i': 'all'}, {'a': 'none', 'b': 'few', 'c': 'many', 'd': 'almost all', 'e': 'almost none', 'f': 'most', 'g': 'some', 'h': 'the smaller part', 'i': 'all'}, {'a': 'almost none', 'b': 'most', 'c': 'many', 'd': 'the smaller part', 'e': 'some', 'f': 'none', 'g': 'almost all', 'h': 'few', 'i': 'all'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'some', 'd': 'none', 'e': 'all', 'f': 'most', 'g': 'almost none', 'h': 'many', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: none\nC: few\nD: the smaller part\nE: almost all\nF: almost none\nG: some\nH: most\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: many\nD: most\nE: almost all\nF: the smaller part\nG: none\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: many\nD: almost all\nE: almost none\nF: most\nG: some\nH: the smaller part\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: many\nD: the smaller part\nE: some\nF: none\nG: almost all\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: some\nD: none\nE: all\nF: most\nG: almost none\nH: many\nI: few\nAnswer:']"
1587,data/images/quantifier/test_1587.png,"[['the smaller part'], ['some'], ['g'], ['g'], ['the larger part of the image']]","[{'a': 'some', 'b': 'most', 'c': 'few', 'd': 'many', 'e': 'the smaller part', 'f': 'all', 'g': 'none', 'h': 'almost none', 'i': 'almost all'}, {'a': 'none', 'b': 'few', 'c': 'most', 'd': 'many', 'e': 'the smaller part', 'f': 'all', 'g': 'some', 'h': 'almost none', 'i': 'almost all'}, {'a': 'almost none', 'b': 'some', 'c': 'none', 'd': 'almost all', 'e': 'all', 'f': 'few', 'g': 'the smaller part', 'h': 'many', 'i': 'most'}, {'a': 'almost none', 'b': 'most', 'c': 'many', 'd': 'none', 'e': 'the smaller part', 'f': 'all', 'g': 'some', 'h': 'few', 'i': 'almost all'}, {'a': 'all', 'b': 'many', 'c': 'the smaller part', 'd': 'almost none', 'e': 'none', 'f': 'most', 'g': 'few', 'h': 'some', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: few\nD: many\nE: the smaller part\nF: all\nG: none\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: most\nD: many\nE: the smaller part\nF: all\nG: some\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: some\nC: none\nD: almost all\nE: all\nF: few\nG: the smaller part\nH: many\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: many\nD: none\nE: the smaller part\nF: all\nG: some\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: the smaller part\nD: almost none\nE: none\nF: most\nG: few\nH: some\nI: almost all\nAnswer:']"
1588,data/images/quantifier/test_1588.png,"[['all'], ['g'], ['a'], ['almost all'], ['a']]","[{'a': 'many', 'b': 'almost none', 'c': 'some', 'd': 'all', 'e': 'most', 'f': 'the smaller part', 'g': 'few', 'h': 'almost all', 'i': 'none'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'all', 'd': 'most', 'e': 'some', 'f': 'almost none', 'g': 'few', 'h': 'none', 'i': 'many'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'almost none', 'd': 'few', 'e': 'most', 'f': 'none', 'g': 'some', 'h': 'all', 'i': 'many'}, {'a': 'many', 'b': 'few', 'c': 'some', 'd': 'most', 'e': 'almost all', 'f': 'the smaller part', 'g': 'all', 'h': 'almost none', 'i': 'none'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'some', 'd': 'all', 'e': 'many', 'f': 'few', 'g': 'most', 'h': 'almost none', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: some\nD: all\nE: most\nF: the smaller part\nG: few\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: all\nD: most\nE: some\nF: almost none\nG: few\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: almost none\nD: few\nE: most\nF: none\nG: some\nH: all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: some\nD: most\nE: almost all\nF: the smaller part\nG: all\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: some\nD: all\nE: many\nF: few\nG: most\nH: almost none\nI: none\nAnswer:']"
1591,data/images/quantifier/test_1591.png,"[['i'], ['some'], ['a'], ['a'], ['b']]","[{'a': 'some', 'b': 'few', 'c': 'none', 'd': 'most', 'e': 'many', 'f': 'almost all', 'g': 'the smaller part', 'h': 'all', 'i': 'almost none'}, {'a': 'none', 'b': 'the smaller part', 'c': 'almost all', 'd': 'most', 'e': 'some', 'f': 'almost none', 'g': 'many', 'h': 'all', 'i': 'few'}, {'a': 'almost none', 'b': 'none', 'c': 'almost all', 'd': 'the smaller part', 'e': 'many', 'f': 'few', 'g': 'most', 'h': 'all', 'i': 'some'}, {'a': 'the smaller part', 'b': 'almost all', 'c': 'all', 'd': 'some', 'e': 'few', 'f': 'many', 'g': 'most', 'h': 'almost none', 'i': 'none'}, {'a': 'none', 'b': 'most', 'c': 'almost all', 'd': 'many', 'e': 'the smaller part', 'f': 'all', 'g': 'few', 'h': 'some', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: none\nD: most\nE: many\nF: almost all\nG: the smaller part\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: almost all\nD: most\nE: some\nF: almost none\nG: many\nH: all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: none\nC: almost all\nD: the smaller part\nE: many\nF: few\nG: most\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: all\nD: some\nE: few\nF: many\nG: most\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: most\nC: almost all\nD: many\nE: the smaller part\nF: all\nG: few\nH: some\nI: almost none\nAnswer:']"
1592,data/images/quantifier/test_1592.png,"[['all'], ['some'], ['a'], ['b'], ['g']]","[{'a': 'some', 'b': 'all', 'c': 'none', 'd': 'most', 'e': 'many', 'f': 'almost all', 'g': 'almost none', 'h': 'few', 'i': 'the smaller part'}, {'a': 'some', 'b': 'the smaller part', 'c': 'none', 'd': 'many', 'e': 'almost all', 'f': 'most', 'g': 'few', 'h': 'almost none', 'i': 'all'}, {'a': 'none', 'b': 'the smaller part', 'c': 'all', 'd': 'some', 'e': 'most', 'f': 'almost all', 'g': 'few', 'h': 'many', 'i': 'almost none'}, {'a': 'all', 'b': 'almost all', 'c': 'some', 'd': 'none', 'e': 'the smaller part', 'f': 'many', 'g': 'almost none', 'h': 'most', 'i': 'few'}, {'a': 'none', 'b': 'many', 'c': 'almost none', 'd': 'most', 'e': 'almost all', 'f': 'few', 'g': 'the smaller part', 'h': 'some', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: none\nD: most\nE: many\nF: almost all\nG: almost none\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: none\nD: many\nE: almost all\nF: most\nG: few\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: the smaller part\nC: all\nD: some\nE: most\nF: almost all\nG: few\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost all\nC: some\nD: none\nE: the smaller part\nF: many\nG: almost none\nH: most\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: almost none\nD: most\nE: almost all\nF: few\nG: the smaller part\nH: some\nI: all\nAnswer:']"
1595,data/images/quantifier/test_1595.png,"[[''], ['c'], ['a'], ['none'], ['c']]","[{'a': 'none', 'b': 'many', 'c': 'some', 'd': 'the smaller part', 'e': 'most', 'f': 'few', 'g': 'almost none', 'h': 'almost all', 'i': 'all'}, {'a': 'almost none', 'b': 'almost all', 'c': 'the smaller part', 'd': 'few', 'e': 'all', 'f': 'most', 'g': 'none', 'h': 'some', 'i': 'many'}, {'a': 'many', 'b': 'most', 'c': 'few', 'd': 'none', 'e': 'almost none', 'f': 'some', 'g': 'the smaller part', 'h': 'all', 'i': 'almost all'}, {'a': 'most', 'b': 'all', 'c': 'almost none', 'd': 'many', 'e': 'almost all', 'f': 'the smaller part', 'g': 'some', 'h': 'few', 'i': 'none'}, {'a': 'most', 'b': 'some', 'c': 'many', 'd': 'none', 'e': 'all', 'f': 'the smaller part', 'g': 'almost none', 'h': 'almost all', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: some\nD: the smaller part\nE: most\nF: few\nG: almost none\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: the smaller part\nD: few\nE: all\nF: most\nG: none\nH: some\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: few\nD: none\nE: almost none\nF: some\nG: the smaller part\nH: all\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: almost none\nD: many\nE: almost all\nF: the smaller part\nG: some\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: many\nD: none\nE: all\nF: the smaller part\nG: almost none\nH: almost all\nI: few\nAnswer:']"
1599,data/images/quantifier/test_1599.png,"[['a'], ['d'], ['c'], ['e'], ['b']]","[{'a': 'all', 'b': 'almost none', 'c': 'some', 'd': 'few', 'e': 'most', 'f': 'many', 'g': 'the smaller part', 'h': 'none', 'i': 'almost all'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'some', 'd': 'few', 'e': 'none', 'f': 'almost all', 'g': 'many', 'h': 'most', 'i': 'all'}, {'a': 'many', 'b': 'all', 'c': 'some', 'd': 'none', 'e': 'almost none', 'f': 'almost all', 'g': 'few', 'h': 'most', 'i': 'the smaller part'}, {'a': 'almost all', 'b': 'none', 'c': 'all', 'd': 'the smaller part', 'e': 'few', 'f': 'some', 'g': 'many', 'h': 'most', 'i': 'almost none'}, {'a': 'some', 'b': 'almost all', 'c': 'none', 'd': 'most', 'e': 'almost none', 'f': 'the smaller part', 'g': 'all', 'h': 'few', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: almost none\nC: some\nD: few\nE: most\nF: many\nG: the smaller part\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: some\nD: few\nE: none\nF: almost all\nG: many\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: some\nD: none\nE: almost none\nF: almost all\nG: few\nH: most\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: none\nC: all\nD: the smaller part\nE: few\nF: some\nG: many\nH: most\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: none\nD: most\nE: almost none\nF: the smaller part\nG: all\nH: few\nI: many\nAnswer:']"
1611,data/images/quantifier/test_1611.png,"[['all'], ['none'], ['b'], ['a, b, c, d, e, f'], ['b']]","[{'a': 'most', 'b': 'the smaller part', 'c': 'many', 'd': 'few', 'e': 'all', 'f': 'almost all', 'g': 'none', 'h': 'almost none', 'i': 'some'}, {'a': 'all', 'b': 'some', 'c': 'almost all', 'd': 'almost none', 'e': 'few', 'f': 'most', 'g': 'the smaller part', 'h': 'none', 'i': 'many'}, {'a': 'the smaller part', 'b': 'few', 'c': 'all', 'd': 'almost all', 'e': 'none', 'f': 'almost none', 'g': 'most', 'h': 'many', 'i': 'some'}, {'a': 'some', 'b': 'the smaller part', 'c': 'most', 'd': 'almost all', 'e': 'all', 'f': 'almost none', 'g': 'none', 'h': 'few', 'i': 'many'}, {'a': 'many', 'b': 'all', 'c': 'some', 'd': 'the smaller part', 'e': 'none', 'f': 'almost none', 'g': 'most', 'h': 'few', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: many\nD: few\nE: all\nF: almost all\nG: none\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: almost all\nD: almost none\nE: few\nF: most\nG: the smaller part\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: all\nD: almost all\nE: none\nF: almost none\nG: most\nH: many\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: the smaller part\nC: most\nD: almost all\nE: all\nF: almost none\nG: none\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: all\nC: some\nD: the smaller part\nE: none\nF: almost none\nG: most\nH: few\nI: almost all\nAnswer:']"
1612,data/images/quantifier/test_1612.png,"[['d'], ['a'], ['b'], ['c'], ['most']]","[{'a': 'most', 'b': 'few', 'c': 'some', 'd': 'many', 'e': 'none', 'f': 'all', 'g': 'almost none', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'all', 'b': 'most', 'c': 'none', 'd': 'almost all', 'e': 'some', 'f': 'the smaller part', 'g': 'few', 'h': 'almost none', 'i': 'many'}, {'a': 'none', 'b': 'almost none', 'c': 'some', 'd': 'the smaller part', 'e': 'almost all', 'f': 'most', 'g': 'all', 'h': 'few', 'i': 'many'}, {'a': 'many', 'b': 'almost none', 'c': 'all', 'd': 'none', 'e': 'few', 'f': 'almost all', 'g': 'the smaller part', 'h': 'some', 'i': 'most'}, {'a': 'none', 'b': 'some', 'c': 'few', 'd': 'almost none', 'e': 'almost all', 'f': 'many', 'g': 'most', 'h': 'all', 'i': 'the smaller part'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: some\nD: many\nE: none\nF: all\nG: almost none\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: none\nD: almost all\nE: some\nF: the smaller part\nG: few\nH: almost none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost none\nC: some\nD: the smaller part\nE: almost all\nF: most\nG: all\nH: few\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: all\nD: none\nE: few\nF: almost all\nG: the smaller part\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: few\nD: almost none\nE: almost all\nF: many\nG: most\nH: all\nI: the smaller part\nAnswer:']"
