index,image_file,blip2_filtered_output
779,data/images/quantifier/test_779.png,"['all', 'some', 'the smaller part', 'the smaller part', 'many', 'none', 'many', 'most', 'all', 'all', 'all', 'many', 'almost all', 'many', 'most', 'most', 'all', 'none', 'all', 'almost all', 'most']"
784,data/images/quantifier/test_784.png,"['most', 'all', 'some', 'none', 'none', 'none', 'none', 'the smaller part', 'none', 'all', 'the smaller part', 'some', 'none', 'some', 'none', 'most', 'the smaller part', 'none', 'all', 'the smaller part', 'some']"
786,data/images/quantifier/test_786.png,"['almost all', 'few', 'the smaller part', 'most', 'few', 'all', 'none', 'few', 'some', 'all', 'most', 'none', 'most', 'none', 'most', 'almost none', 'few', 'none', 'the smaller part', 'most', 'the smaller part']"
787,data/images/quantifier/test_787.png,"['many', 'some', 'all', 'almost none', 'none', 'some', 'all', 'some', 'most', 'few', 'none', 'almost none', 'almost all', 'many', 'most', 'many', 'all', 'most', 'almost none', 'many', 'none']"
791,data/images/quantifier/test_791.png,"['almost none', 'all', 'almost none', 'none', 'most', 'the smaller part', 'almost none', 'the smaller part', 'many', 'none', 'most', 'none', 'all', 'the smaller part', 'the smaller part', 'none', 'the smaller part', 'almost all', 'some', 'almost none', 'the smaller part']"
793,data/images/quantifier/test_793.png,"['the smaller part', 'all', 'none', 'none', 'the smaller part', 'some', 'many', 'few', 'none', 'the smaller part', 'some', 'most', 'most', 'all', 'all', 'most', 'all', 'none', 'the smaller part', 'the smaller part', 'all']"
794,data/images/quantifier/test_794.png,"['many', 'many', 'none', 'all', 'some', 'most', 'all', 'most', 'none', 'most', 'none', 'all', 'most', 'none', 'almost none', 'none', 'most', 'none', 'all', 'none', 'many']"
795,data/images/quantifier/test_795.png,"['some', 'all', 'all', 'many', 'all', 'none', 'almost all', 'some', 'the smaller part', 'all', 'most', 'few', 'all', 'some', 'the smaller part', 'some', 'none', 'none', 'many', 'none', 'the smaller part']"
796,data/images/quantifier/test_796.png,"['most', 'none', 'many', 'all', 'almost none', 'all', 'many', 'some', 'almost none', 'all', 'the smaller part', 'none', 'some', 'all', 'all', 'all', 'the smaller part', 'most', 'many', 'all', 'none']"
799,data/images/quantifier/test_799.png,"['some', 'many', 'none', 'many', 'many', 'none', 'the smaller part', 'all', 'none', 'some', 'many', 'none', 'all', 'the smaller part', 'many', 'all', 'most', 'none', 'all', 'almost none', 'almost none']"
800,data/images/quantifier/test_800.png,"['many', 'none', 'none', 'none', 'most', 'none', 'all', 'some', 'some', 'the smaller part', 'the smaller part', 'many', 'most', 'most', 'the smaller part', 'some', 'none', 'many', 'almost all', 'the smaller part', 'many']"
804,data/images/quantifier/test_804.png,"['all', 'almost all', 'none', 'few', 'all', 'none', 'few', 'none', 'most', 'none', 'some', 'the smaller part', 'none', 'none', 'the smaller part', 'all', 'most', 'some', 'some', 'some', 'none']"
806,data/images/quantifier/test_806.png,"['almost none', 'all', 'almost all', 'almost none', 'all', 'none', 'all', 'none', 'none', 'many', 'most', 'most', 'all', 'none', 'none', 'most', 'none', 'some', 'the smaller part', 'many', 'the smaller part']"
812,data/images/quantifier/test_812.png,"['the smaller part', 'some', 'all', 'the smaller part', 'almost all', 'few', 'all', 'the smaller part', 'some', 'all', 'all', 'none', 'the smaller part', 'almost none', 'the smaller part', 'most', 'none', 'all', 'all', 'none', 'most']"
818,data/images/quantifier/test_818.png,"['some', 'some', 'none', 'some', 'almost none', 'most', 'all', 'almost all', 'all', 'the smaller part', 'many', 'most', 'almost all', 'none', 'none', 'most', 'almost none', 'none', 'many', 'none', 'none']"
819,data/images/quantifier/test_819.png,"['the smaller part', 'almost none', 'the smaller part', 'all', 'most', 'some', 'some', 'none', 'almost none', 'all', 'some', 'none', 'many', 'all', 'all', 'many', 'some', 'many', 'most', 'all', 'none']"
820,data/images/quantifier/test_820.png,"['none', 'the smaller part', 'none', 'all', 'all', 'none', 'all', 'all', 'some', 'all', 'most', 'none', 'all', 'all', 'all', 'none', 'the smaller part', 'some', 'all', 'most', 'none']"
823,data/images/quantifier/test_823.png,"['almost all', 'many', 'almost all', 'the smaller part', 'all', 'none', 'most', 'all', 'few', 'none', 'none', 'many', 'many', 'the smaller part', 'almost none', 'none', 'few', 'almost all', 'all', 'none', 'all']"
829,data/images/quantifier/test_829.png,"['all', 'most', 'all', 'the smaller part', 'all', 'some', 'none', 'all', 'the smaller part', 'most', 'none', 'all', 'none', 'the smaller part', 'all', 'almost all', 'all', 'all', 'none', 'none', 'none']"
835,data/images/quantifier/test_835.png,"['none', 'many', 'all', 'some', 'the smaller part', 'none', 'the smaller part', 'many', 'all', 'all', 'most', 'none', 'all', 'few', 'most', 'all', 'all', 'all', 'none', 'none', 'some']"
836,data/images/quantifier/test_836.png,"['some', 'many', 'all', 'the smaller part', 'most', 'all', 'almost all', 'the smaller part', 'many', 'all', 'some', 'the smaller part', 'all', 'few', 'almost all', 'all', 'many', 'some', 'none', 'all', 'the smaller part']"
837,data/images/quantifier/test_837.png,"['almost none', 'none', 'all', 'most', 'none', 'all', 'the smaller part', 'few', 'all', 'none', 'most', 'many', 'most', 'most', 'all', 'most', 'none', 'the smaller part', 'none', 'all', 'none']"
849,data/images/quantifier/test_849.png,"['all', 'some', 'all', 'few', 'none', 'all', 'the smaller part', 'none', 'none', 'most', 'many', 'none', 'all', 'some', 'all', 'few', 'few', 'some', 'none', 'all', 'all']"
850,data/images/quantifier/test_850.png,"['some', 'all', 'none', 'almost none', 'all', 'almost none', 'some', 'most', 'the smaller part', 'most', 'the smaller part', 'few', 'none', 'the smaller part', 'some', 'the smaller part', 'all', 'the smaller part', 'none', 'all', 'most']"
855,data/images/quantifier/test_855.png,"['almost none', 'most', 'all', 'some', 'all', 'some', 'the smaller part', 'many', 'all', 'the smaller part', 'almost all', 'most', 'the smaller part', 'the smaller part', 'none', 'none', 'all', 'many', 'none', 'some', 'almost all']"
857,data/images/quantifier/test_857.png,"['all', 'almost none', 'many', 'most', 'most', 'many', 'none', 'many', 'most', 'the smaller part', 'many', 'all', 'almost all', 'some', 'none', 'some', 'some', 'some', 'almost all', 'all', 'none']"
864,data/images/quantifier/test_864.png,"['all', 'most', 'all', 'the smaller part', 'none', 'most', 'all', 'none', 'none', 'almost all', 'none', 'many', 'some', 'all', 'almost all', 'almost all', 'most', 'most', 'none', 'some', 'none']"
867,data/images/quantifier/test_867.png,"['all', 'some', 'the smaller part', 'none', 'many', 'the smaller part', 'all', 'almost none', 'almost all', 'all', 'almost none', 'some', 'all', 'some', 'none', 'all', 'none', 'none', 'some', 'almost all', 'the smaller part']"
873,data/images/quantifier/test_873.png,"['some', 'none', 'none', 'many', 'almost all', 'most', 'none', 'many', 'all', 'most', 'most', 'many', 'none', 'all', 'some', 'all', 'none', 'none', 'none', 'none', 'none']"
874,data/images/quantifier/test_874.png,"['the smaller part', 'most', 'most', 'none', 'almost none', 'some', 'the smaller part', 'all', 'the smaller part', 'most', 'some', 'some', 'most', 'none', 'all', 'all', 'many', 'most', 'the smaller part', 'none', 'almost all']"
875,data/images/quantifier/test_875.png,"['none', 'all', 'none', 'none', 'the smaller part', 'the smaller part', 'none', 'almost none', 'the smaller part', 'the smaller part', 'almost all', 'some', 'few', 'few', 'most', 'all', 'few', 'the smaller part', 'many', 'all', 'many']"
879,data/images/quantifier/test_879.png,"['none', 'all', 'few', 'many', 'most', 'all', 'all', 'the smaller part', 'none', 'all', 'all', 'all', 'all', 'none', 'almost all', 'almost none', 'none', 'all', 'few', 'some', 'none']"
892,data/images/quantifier/test_892.png,"['all', 'the smaller part', 'none', 'all', 'few', 'none', 'none', 'all', 'all', 'all', 'some', 'all', 'none', 'some', 'none', 'many', 'most', 'some', 'all', 'almost all', 'all']"
902,data/images/quantifier/test_902.png,"['all', 'some', 'the smaller part', 'almost none', 'none', 'none', 'all', 'none', 'none', 'all', 'many', 'none', 'few', 'few', 'some', 'almost none', 'almost none', 'most', 'all', 'all', 'many']"
905,data/images/quantifier/test_905.png,"['the smaller part', 'some', 'the smaller part', 'some', 'none', 'none', 'the smaller part', 'almost none', 'all', 'none', 'few', 'most', 'none', 'some', 'the smaller part', 'the smaller part', 'all', 'most', 'almost all', 'few', 'almost all']"
909,data/images/quantifier/test_909.png,"['all', 'the smaller part', 'all', 'some', 'none', 'most', 'the smaller part', 'none', 'many', 'some', 'almost none', 'the smaller part', 'almost all', 'all', 'all', 'the smaller part', 'few', 'some', 'all', 'none', 'all']"
911,data/images/quantifier/test_911.png,"['many', 'some', 'almost none', 'none', 'many', 'many', 'almost all', 'all', 'some', 'all', 'some', 'almost none', 'the smaller part', 'all', 'all', 'almost none', 'all', 'almost none', 'all', 'most', 'most']"
912,data/images/quantifier/test_912.png,"['all', 'most', 'most', 'all', 'all', 'all', 'some', 'the smaller part', 'almost all', 'almost all', 'most', 'many', 'the smaller part', 'some', 'the smaller part', 'all', 'all', 'the smaller part', 'all', 'almost all', 'all']"
913,data/images/quantifier/test_913.png,"['all', 'all', 'all', 'the smaller part', 'none', 'many', 'all', 'all', 'none', 'most', 'none', 'the smaller part', 'the smaller part', 'many', 'the smaller part', 'almost all', 'all', 'most', 'all', 'most', 'none']"
914,data/images/quantifier/test_914.png,"['most', 'most', 'almost all', 'none', 'none', 'many', 'some', 'few', 'none', 'many', 'all', 'most', 'all', 'many', 'the smaller part', 'many', 'some', 'most', 'few', 'some', 'some']"
920,data/images/quantifier/test_920.png,"['the smaller part', 'many', 'all', 'none', 'the smaller part', 'most', 'few', 'none', 'none', 'almost all', 'all', 'few', 'none', 'most', 'many', 'all', 'the smaller part', 'the smaller part', 'all', 'many', 'almost all']"
921,data/images/quantifier/test_921.png,"['some', 'the smaller part', 'some', 'all', 'none', 'some', 'almost none', 'none', 'the smaller part', 'many', 'the smaller part', 'few', 'all', 'many', 'few', 'all', 'all', 'none', 'few', 'all', 'many']"
929,data/images/quantifier/test_929.png,"['most', 'all', 'all', 'none', 'many', 'few', 'none', 'some', 'almost none', 'some', 'all', 'most', 'almost none', 'many', 'none', 'most', 'none', 'few', 'the smaller part', 'the smaller part', 'all']"
938,data/images/quantifier/test_938.png,"['almost all', 'few', 'most', 'none', 'some', 'most', 'all', 'none', 'all', 'none', 'all', 'the smaller part', 'almost all', 'all', 'all', 'many', 'many', 'almost all', 'almost all', 'most', 'many']"
939,data/images/quantifier/test_939.png,"['most', 'almost none', 'many', 'most', 'many', 'none', 'none', 'the smaller part', 'almost none', 'all', 'all', 'almost none', 'most', 'most', 'almost none', 'many', 'many', 'few', 'none', 'the smaller part', 'all']"
948,data/images/quantifier/test_948.png,"['almost none', 'many', 'some', 'the smaller part', 'all', 'almost all', 'all', 'few', 'all', 'most', 'all', 'many', 'most', 'many', 'most', 'few', 'the smaller part', 'many', 'all', 'all', 'many']"
950,data/images/quantifier/test_950.png,"['many', 'some', 'some', 'few', 'none', 'many', 'some', 'almost all', 'none', 'almost all', 'some', 'none', 'almost all', 'the smaller part', 'all', 'the smaller part', 'many', 'all', 'the smaller part', 'the smaller part', 'many']"
951,data/images/quantifier/test_951.png,"['most', 'none', 'almost all', 'almost all', 'the smaller part', 'none', 'all', 'none', 'few', 'few', 'all', 'the smaller part', 'the smaller part', 'the smaller part', 'many', 'almost none', 'the smaller part', 'the smaller part', 'some', 'none', 'almost all']"
953,data/images/quantifier/test_953.png,"['all', 'almost all', 'none', 'all', 'all', 'all', 'none', 'some', 'none', 'none', 'some', 'some', 'some', 'all', 'none', 'all', 'none', 'all', 'all', 'all', 'all']"
963,data/images/quantifier/test_963.png,"['the smaller part', 'few', 'few', 'all', 'few', 'most', 'none', 'many', 'some', 'some', 'all', 'none', 'almost none', 'the smaller part', 'most', 'almost all', 'the smaller part', 'the smaller part', 'some', 'almost none', 'many']"
964,data/images/quantifier/test_964.png,"['all', 'the smaller part', 'many', 'few', 'many', 'many', 'almost none', 'most', 'the smaller part', 'none', 'the smaller part', 'most', 'some', 'none', 'most', 'all', 'some', 'many', 'some', 'few', 'almost none']"
966,data/images/quantifier/test_966.png,"['most', 'some', 'none', 'almost all', 'many', 'many', 'all', 'all', 'almost all', 'none', 'few', 'the smaller part', 'some', 'many', 'many', 'none', 'almost all', 'all', 'the smaller part', 'some', 'most']"
968,data/images/quantifier/test_968.png,"['the smaller part', 'all', 'all', 'all', 'almost all', 'almost none', 'most', 'the smaller part', 'many', 'all', 'some', 'all', 'many', 'most', 'none', 'most', 'the smaller part', 'some', 'most', 'many', 'many']"
969,data/images/quantifier/test_969.png,"['all', 'most', 'none', 'the smaller part', 'most', 'all', 'the smaller part', 'most', 'all', 'most', 'most', 'all', 'none', 'some', 'most', 'all', 'some', 'all', 'many', 'all', 'the smaller part']"
971,data/images/quantifier/test_971.png,"['all', 'most', 'almost none', 'the smaller part', 'the smaller part', 'many', 'the smaller part', 'some', 'almost all', 'none', 'almost none', 'some', 'many', 'some', 'many', 'some', 'the smaller part', 'many', 'all', 'none', 'almost all']"
974,data/images/quantifier/test_974.png,"['most', 'none', 'all', 'all', 'many', 'all', 'most', 'all', 'all', 'none', 'all', 'most', 'some', 'many', 'none', 'most', 'none', 'almost all', 'all', 'few', 'many']"
977,data/images/quantifier/test_977.png,"['none', 'few', 'many', 'almost none', 'most', 'all', 'few', 'many', 'most', 'all', 'none', 'none', 'all', 'none', 'none', 'all', 'the smaller part', 'all', 'some', 'most', 'many']"
982,data/images/quantifier/test_982.png,"['none', 'almost all', 'some', 'none', 'few', 'none', 'all', 'all', 'all', 'some', 'the smaller part', 'almost all', 'few', 'none', 'the smaller part', 'most', 'few', 'many', 'none', 'none', 'almost none']"
997,data/images/quantifier/test_997.png,"['most', 'none', 'most', 'none', 'all', 'many', 'some', 'all', 'most', 'the smaller part', 'most', 'all', 'all', 'none', 'most', 'most', 'many', 'none', 'many', 'all', 'none']"
999,data/images/quantifier/test_999.png,"['all', 'many', 'most', 'most', 'none', 'the smaller part', 'none', 'some', 'some', 'none', 'some', 'almost none', 'few', 'some', 'all', 'none', 'all', 'some', 'many', 'some', 'almost none']"
1006,data/images/quantifier/test_1006.png,"['almost all', 'none', 'some', 'some', 'many', 'the smaller part', 'the smaller part', 'few', 'the smaller part', 'all', 'none', 'the smaller part', 'most', 'most', 'some', 'all', 'none', 'most', 'none', 'many', 'many']"
1012,data/images/quantifier/test_1012.png,"['the smaller part', 'none', 'all', 'most', 'almost none', 'all', 'none', 'none', 'all', 'some', 'none', 'all', 'most', 'many', 'none', 'almost all', 'almost all', 'almost all', 'the smaller part', 'some', 'almost all']"
1015,data/images/quantifier/test_1015.png,"['few', 'few', 'all', 'some', 'few', 'few', 'the smaller part', 'almost none', 'almost all', 'most', 'few', 'all', 'the smaller part', 'all', 'all', 'all', 'all', 'the smaller part', 'almost none', 'few', 'many']"
1018,data/images/quantifier/test_1018.png,"['all', 'few', 'some', 'almost none', 'none', 'many', 'none', 'some', 'many', 'some', 'almost none', 'some', 'all', 'none', 'none', 'none', 'none', 'none', 'few', 'all', 'many']"
1020,data/images/quantifier/test_1020.png,"['few', 'some', 'almost none', 'many', 'all', 'all', 'none', 'many', 'almost all', 'all', 'none', 'most', 'the smaller part', 'many', 'none', 'some', 'few', 'none', 'all', 'some', 'most']"
1022,data/images/quantifier/test_1022.png,"['most', 'almost none', 'the smaller part', 'most', 'all', 'almost none', 'almost all', 'some', 'the smaller part', 'all', 'all', 'many', 'none', 'many', 'none', 'most', 'some', 'all', 'all', 'the smaller part', 'none']"
1023,data/images/quantifier/test_1023.png,"['almost none', 'all', 'most', 'the smaller part', 'many', 'none', 'all', 'many', 'all', 'all', 'all', 'all', 'all', 'all', 'none', 'all', 'some', 'none', 'almost all', 'almost all', 'all']"
1038,data/images/quantifier/test_1038.png,"['none', 'none', 'all', 'most', 'none', 'almost all', 'all', 'none', 'none', 'all', 'all', 'all', 'all', 'none', 'almost all', 'many', 'some', 'all', 'none', 'most', 'none']"
1039,data/images/quantifier/test_1039.png,"['almost all', 'none', 'all', 'none', 'some', 'all', 'some', 'none', 'all', 'all', 'most', 'all', 'most', 'all', 'none', 'none', 'almost all', 'the smaller part', 'almost none', 'many', 'most']"
1040,data/images/quantifier/test_1040.png,"['none', 'few', 'few', 'the smaller part', 'all', 'many', 'all', 'none', 'all', 'some', 'none', 'all', 'few', 'all', 'all', 'all', 'few', 'almost all', 'some', 'few', 'all']"
1043,data/images/quantifier/test_1043.png,"['all', 'the smaller part', 'most', 'many', 'some', 'many', 'the smaller part', 'many', 'none', 'almost all', 'all', 'all', 'almost none', 'most', 'all', 'the smaller part', 'few', 'many', 'the smaller part', 'the smaller part', 'all']"
1046,data/images/quantifier/test_1046.png,"['none', 'many', 'most', 'almost all', 'all', 'none', 'none', 'few', 'most', 'some', 'all', 'none', 'some', 'none', 'most', 'none', 'most', 'none', 'almost all', 'none', 'none']"
1047,data/images/quantifier/test_1047.png,"['all', 'all', 'few', 'many', 'all', 'most', 'all', 'almost all', 'some', 'none', 'almost all', 'all', 'none', 'none', 'none', 'the smaller part', 'none', 'most', 'some', 'the smaller part', 'all']"
1055,data/images/quantifier/test_1055.png,"['many', 'almost none', 'all', 'all', 'some', 'almost none', 'most', 'the smaller part', 'most', 'most', 'none', 'few', 'few', 'none', 'many', 'none', 'most', 'most', 'many', 'all', 'all']"
1057,data/images/quantifier/test_1057.png,"['all', 'all', 'some', 'most', 'few', 'many', 'the smaller part', 'none', 'many', 'almost all', 'none', 'none', 'most', 'the smaller part', 'all', 'almost none', 'none', 'all', 'almost all', 'all', 'none']"
1058,data/images/quantifier/test_1058.png,"['almost all', 'all', 'some', 'the smaller part', 'few', 'none', 'all', 'all', 'some', 'some', 'most', 'some', 'some', 'all', 'none', 'the smaller part', 'all', 'most', 'some', 'many', 'none']"
1065,data/images/quantifier/test_1065.png,"['the smaller part', 'none', 'few', 'all', 'all', 'all', 'most', 'few', 'none', 'almost none', 'most', 'almost all', 'many', 'all', 'many', 'all', 'almost all', 'many', 'some', 'none', 'many']"
1068,data/images/quantifier/test_1068.png,"['many', 'some', 'all', 'almost none', 'many', 'some', 'none', 'all', 'none', 'all', 'few', 'all', 'none', 'the smaller part', 'some', 'almost all', 'some', 'none', 'none', 'none', 'none']"
1077,data/images/quantifier/test_1077.png,"['some', 'most', 'almost all', 'the smaller part', 'few', 'none', 'some', 'many', 'all', 'the smaller part', 'almost none', 'all', 'none', 'all', 'none', 'most', 'the smaller part', 'some', 'the smaller part', 'the smaller part', 'some']"
1080,data/images/quantifier/test_1080.png,"['few', 'the smaller part', 'all', 'none', 'the smaller part', 'most', 'the smaller part', 'the smaller part', 'all', 'some', 'none', 'most', 'none', 'none', 'most', 'many', 'all', 'the smaller part', 'almost all', 'some', 'none']"
1084,data/images/quantifier/test_1084.png,"['almost all', 'almost none', 'few', 'almost all', 'almost all', 'most', 'almost none', 'many', 'most', 'some', 'none', 'none', 'almost all', 'some', 'the smaller part', 'most', 'some', 'few', 'none', 'most', 'almost all']"
1085,data/images/quantifier/test_1085.png,"['almost all', 'few', 'the smaller part', 'none', 'almost none', 'many', 'most', 'few', 'all', 'most', 'many', 'few', 'none', 'the smaller part', 'the smaller part', 'some', 'all', 'some', 'few', 'none', 'most']"
1089,data/images/quantifier/test_1089.png,"['the smaller part', 'some', 'all', 'all', 'many', 'almost all', 'many', 'most', 'some', 'all', 'some', 'all', 'almost none', 'few', 'almost none', 'almost none', 'most', 'none', 'the smaller part', 'the smaller part', 'many']"
1094,data/images/quantifier/test_1094.png,"['many', 'many', 'the smaller part', 'all', 'some', 'some', 'all', 'many', 'some', 'some', 'none', 'all', 'almost all', 'all', 'some', 'few', 'many', 'some', 'none', 'few', 'most']"
1096,data/images/quantifier/test_1096.png,"['many', 'all', 'the smaller part', 'all', 'almost none', 'most', 'all', 'all', 'most', 'all', 'none', 'most', 'almost none', 'all', 'all', 'all', 'many', 'some', 'all', 'all', 'none']"
1102,data/images/quantifier/test_1102.png,"['most', 'some', 'some', 'all', 'the smaller part', 'none', 'all', 'some', 'all', 'some', 'none', 'none', 'many', 'almost all', 'none', 'most', 'few', 'most', 'almost none', 'all', 'none']"
1103,data/images/quantifier/test_1103.png,"['many', 'some', 'many', 'all', 'most', 'the smaller part', 'almost none', 'most', 'none', 'none', 'none', 'none', 'many', 'some', 'most', 'most', 'none', 'none', 'all', 'most', 'the smaller part']"
1104,data/images/quantifier/test_1104.png,"['most', 'some', 'the smaller part', 'all', 'some', 'few', 'none', 'none', 'none', 'some', 'none', 'some', 'most', 'many', 'few', 'many', 'most', 'all', 'all', 'none', 'the smaller part']"
1105,data/images/quantifier/test_1105.png,"['few', 'almost all', 'many', 'the smaller part', 'almost all', 'most', 'most', 'the smaller part', 'almost none', 'few', 'many', 'many', 'all', 'almost none', 'most', 'all', 'some', 'almost all', 'most', 'all', 'all']"
1112,data/images/quantifier/test_1112.png,"['all', 'all', 'some', 'few', 'all', 'none', 'all', 'the smaller part', 'all', 'many', 'all', 'none', 'none', 'none', 'many', 'none', 'none', 'none', 'almost all', 'some', 'many']"
1113,data/images/quantifier/test_1113.png,"['all', 'none', 'none', 'none', 'all', 'all', 'few', 'many', 'the smaller part', 'some', 'many', 'many', 'almost all', 'many', 'all', 'the smaller part', 'the smaller part', 'none', 'all', 'none', 'none']"
1114,data/images/quantifier/test_1114.png,"['most', 'none', 'none', 'most', 'all', 'the smaller part', 'many', 'some', 'the smaller part', 'all', 'the smaller part', 'the smaller part', 'all', 'none', 'all', 'all', 'many', 'none', 'the smaller part', 'most', 'none']"
1115,data/images/quantifier/test_1115.png,"['few', 'some', 'almost all', 'all', 'almost none', 'some', 'most', 'all', 'none', 'all', 'some', 'most', 'all', 'the smaller part', 'all', 'almost all', 'some', 'none', 'none', 'many', 'many']"
1116,data/images/quantifier/test_1116.png,"['most', 'almost all', 'many', 'none', 'some', 'some', 'none', 'many', 'almost all', 'few', 'the smaller part', 'some', 'all', 'most', 'all', 'some', 'some', 'all', 'none', 'some', 'none']"
1118,data/images/quantifier/test_1118.png,"['almost none', 'few', 'almost none', 'all', 'none', 'almost all', 'most', 'some', 'the smaller part', 'most', 'few', 'none', 'the smaller part', 'all', 'all', 'all', 'some', 'none', 'most', 'the smaller part', 'some']"
1123,data/images/quantifier/test_1123.png,"['all', 'some', 'all', 'the smaller part', 'the smaller part', 'few', 'most', 'all', 'all', 'all', 'all', 'all', 'none', 'almost none', 'all', 'almost all', 'none', 'some', 'all', 'some', 'most']"
1129,data/images/quantifier/test_1129.png,"['all', 'all', 'few', 'all', 'all', 'all', 'many', 'the smaller part', 'most', 'the smaller part', 'some', 'almost none', 'the smaller part', 'none', 'almost all', 'few', 'the smaller part', 'the smaller part', 'the smaller part', 'all', 'almost none']"
1131,data/images/quantifier/test_1131.png,"['few', 'none', 'few', 'almost none', 'the smaller part', 'most', 'some', 'some', 'most', 'none', 'none', 'some', 'many', 'none', 'some', 'few', 'few', 'most', 'almost all', 'many', 'all']"
1132,data/images/quantifier/test_1132.png,"['the smaller part', 'all', 'none', 'none', 'none', 'many', 'some', 'none', 'all', 'many', 'all', 'few', 'few', 'none', 'the smaller part', 'none', 'many', 'the smaller part', 'many', 'all', 'the smaller part']"
1138,data/images/quantifier/test_1138.png,"['few', 'the smaller part', 'almost none', 'none', 'all', 'almost all', 'all', 'all', 'many', 'almost none', 'most', 'almost none', 'none', 'none', 'none', 'most', 'most', 'some', 'few', 'many', 'almost none']"
1143,data/images/quantifier/test_1143.png,"['almost none', 'most', 'all', 'few', 'many', 'most', 'the smaller part', 'some', 'almost none', 'all', 'all', 'few', 'many', 'none', 'most', 'most', 'many', 'the smaller part', 'the smaller part', 'all', 'most']"
1147,data/images/quantifier/test_1147.png,"['many', 'many', 'almost all', 'none', 'some', 'all', 'almost none', 'the smaller part', 'many', 'the smaller part', 'none', 'all', 'all', 'many', 'none', 'none', 'all', 'almost all', 'many', 'almost all', 'some']"
1150,data/images/quantifier/test_1150.png,"['none', 'the smaller part', 'the smaller part', 'almost all', 'almost all', 'the smaller part', 'most', 'almost all', 'all', 'almost none', 'most', 'all', 'none', 'some', 'all', 'almost none', 'most', 'all', 'almost none', 'the smaller part', 'the smaller part']"
1165,data/images/quantifier/test_1165.png,"['none', 'some', 'all', 'some', 'most', 'all', 'all', 'many', 'the smaller part', 'many', 'none', 'none', 'the smaller part', 'all', 'most', 'all', 'the smaller part', 'most', 'all', 'none', 'all']"
1166,data/images/quantifier/test_1166.png,"['few', 'none', 'the smaller part', 'few', 'the smaller part', 'many', 'none', 'some', 'almost all', 'the smaller part', 'almost all', 'many', 'most', 'the smaller part', 'some', 'all', 'all', 'some', 'almost all', 'almost none', 'few']"
1174,data/images/quantifier/test_1174.png,"['the smaller part', 'some', 'almost all', 'all', 'many', 'all', 'all', 'the smaller part', 'most', 'almost none', 'few', 'many', 'none', 'some', 'few', 'few', 'many', 'the smaller part', 'almost all', 'all', 'the smaller part']"
1184,data/images/quantifier/test_1184.png,"['all', 'all', 'none', 'many', 'none', 'most', 'almost all', 'none', 'most', 'none', 'all', 'some', 'the smaller part', 'all', 'all', 'almost none', 'almost none', 'none', 'some', 'none', 'the smaller part']"
1185,data/images/quantifier/test_1185.png,"['none', 'almost none', 'none', 'none', 'none', 'all', 'most', 'most', 'few', 'none', 'none', 'all', 'none', 'none', 'all', 'all', 'many', 'all', 'none', 'the smaller part', 'few']"
1191,data/images/quantifier/test_1191.png,"['the smaller part', 'some', 'none', 'the smaller part', 'all', 'many', 'some', 'almost all', 'none', 'some', 'all', 'few', 'none', 'none', 'most', 'some', 'few', 'all', 'the smaller part', 'the smaller part', 'few']"
1192,data/images/quantifier/test_1192.png,"['the smaller part', 'the smaller part', 'some', 'many', 'many', 'the smaller part', 'all', 'some', 'all', 'all', 'all', 'many', 'almost none', 'almost none', 'all', 'few', 'almost none', 'all', 'all', 'few', 'none']"
1204,data/images/quantifier/test_1204.png,"['some', 'few', 'some', 'all', 'many', 'all', 'most', 'all', 'all', 'none', 'most', 'the smaller part', 'all', 'all', 'few', 'the smaller part', 'most', 'the smaller part', 'some', 'the smaller part', 'most']"
1208,data/images/quantifier/test_1208.png,"['some', 'some', 'many', 'few', 'some', 'none', 'none', 'few', 'some', 'none', 'most', 'none', 'all', 'few', 'none', 'few', 'most', 'the smaller part', 'all', 'the smaller part', 'all']"
1211,data/images/quantifier/test_1211.png,"['all', 'most', 'all', 'none', 'none', 'all', 'none', 'some', 'none', 'the smaller part', 'almost all', 'all', 'many', 'the smaller part', 'almost all', 'none', 'most', 'all', 'all', 'none', 'all']"
1212,data/images/quantifier/test_1212.png,"['none', 'almost none', 'most', 'many', 'many', 'all', 'almost all', 'most', 'many', 'almost none', 'none', 'some', 'almost all', 'some', 'many', 'few', 'many', 'almost all', 'many', 'few', 'some']"
1221,data/images/quantifier/test_1221.png,"['almost all', 'the smaller part', 'all', 'many', 'some', 'all', 'none', 'all', 'some', 'almost none', 'most', 'none', 'many', 'all', 'all', 'the smaller part', 'none', 'none', 'none', 'some', 'some']"
1222,data/images/quantifier/test_1222.png,"['the smaller part', 'none', 'some', 'most', 'most', 'the smaller part', 'all', 'all', 'some', 'all', 'most', 'none', 'all', 'many', 'none', 'all', 'some', 'none', 'almost none', 'many', 'none']"
1226,data/images/quantifier/test_1226.png,"['some', 'some', 'many', 'most', 'most', 'most', 'some', 'most', 'all', 'some', 'many', 'almost none', 'none', 'almost all', 'all', 'all', 'none', 'all', 'almost none', 'many', 'few']"
1227,data/images/quantifier/test_1227.png,"['few', 'all', 'none', 'many', 'none', 'most', 'almost none', 'none', 'all', 'many', 'the smaller part', 'many', 'all', 'all', 'all', 'none', 'none', 'most', 'all', 'the smaller part', 'many']"
