index,image_file,blip2_output,shuffled_options,prompted_questions
1421,data/images/quantifier/test_1421.png,"[['d'], ['d'], ['the smaller part'], ['e'], ['there are several animals in the image']]","[{'a': 'almost all', 'b': 'most', 'c': 'all', 'd': 'almost none', 'e': 'many', 'f': 'few', 'g': 'the smaller part', 'h': 'some', 'i': 'none'}, {'a': 'few', 'b': 'many', 'c': 'none', 'd': 'some', 'e': 'the smaller part', 'f': 'all', 'g': 'almost all', 'h': 'almost none', 'i': 'most'}, {'a': 'most', 'b': 'none', 'c': 'almost none', 'd': 'many', 'e': 'almost all', 'f': 'the smaller part', 'g': 'some', 'h': 'few', 'i': 'all'}, {'a': 'almost none', 'b': 'few', 'c': 'all', 'd': 'most', 'e': 'almost all', 'f': 'the smaller part', 'g': 'some', 'h': 'none', 'i': 'many'}, {'a': 'none', 'b': 'many', 'c': 'most', 'd': 'the smaller part', 'e': 'some', 'f': 'almost all', 'g': 'all', 'h': 'almost none', 'i': 'few'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: most\nC: all\nD: almost none\nE: many\nF: few\nG: the smaller part\nH: some\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: none\nD: some\nE: the smaller part\nF: all\nG: almost all\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: almost none\nD: many\nE: almost all\nF: the smaller part\nG: some\nH: few\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: few\nC: all\nD: most\nE: almost all\nF: the smaller part\nG: some\nH: none\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: most\nD: the smaller part\nE: some\nF: almost all\nG: all\nH: almost none\nI: few\nAnswer:']"
1425,data/images/quantifier/test_1425.png,"[['almost all'], ['c'], ['g'], ['e'], ['the smaller part']]","[{'a': 'many', 'b': 'most', 'c': 'the smaller part', 'd': 'few', 'e': 'almost all', 'f': 'almost none', 'g': 'some', 'h': 'all', 'i': 'none'}, {'a': 'the smaller part', 'b': 'many', 'c': 'some', 'd': 'almost all', 'e': 'most', 'f': 'few', 'g': 'almost none', 'h': 'none', 'i': 'all'}, {'a': 'most', 'b': 'the smaller part', 'c': 'none', 'd': 'almost none', 'e': 'all', 'f': 'many', 'g': 'almost all', 'h': 'some', 'i': 'few'}, {'a': 'most', 'b': 'none', 'c': 'almost none', 'd': 'the smaller part', 'e': 'almost all', 'f': 'many', 'g': 'all', 'h': 'some', 'i': 'few'}, {'a': 'some', 'b': 'few', 'c': 'almost all', 'd': 'almost none', 'e': 'all', 'f': 'the smaller part', 'g': 'most', 'h': 'none', 'i': 'many'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: most\nC: the smaller part\nD: few\nE: almost all\nF: almost none\nG: some\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: some\nD: almost all\nE: most\nF: few\nG: almost none\nH: none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: none\nD: almost none\nE: all\nF: many\nG: almost all\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: almost none\nD: the smaller part\nE: almost all\nF: many\nG: all\nH: some\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: almost all\nD: almost none\nE: all\nF: the smaller part\nG: most\nH: none\nI: many\nAnswer:']"
1434,data/images/quantifier/test_1434.png,"[['all'], [''], ['b'], ['none'], ['a']]","[{'a': 'almost all', 'b': 'almost none', 'c': 'most', 'd': 'none', 'e': 'some', 'f': 'all', 'g': 'few', 'h': 'many', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'all', 'c': 'none', 'd': 'some', 'e': 'the smaller part', 'f': 'few', 'g': 'many', 'h': 'almost all', 'i': 'most'}, {'a': 'almost all', 'b': 'some', 'c': 'all', 'd': 'none', 'e': 'most', 'f': 'few', 'g': 'many', 'h': 'the smaller part', 'i': 'almost none'}, {'a': 'many', 'b': 'almost all', 'c': 'the smaller part', 'd': 'few', 'e': 'most', 'f': 'some', 'g': 'all', 'h': 'almost none', 'i': 'none'}, {'a': 'most', 'b': 'almost none', 'c': 'the smaller part', 'd': 'almost all', 'e': 'few', 'f': 'many', 'g': 'none', 'h': 'all', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: almost none\nC: most\nD: none\nE: some\nF: all\nG: few\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: none\nD: some\nE: the smaller part\nF: few\nG: many\nH: almost all\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: all\nD: none\nE: most\nF: few\nG: many\nH: the smaller part\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: the smaller part\nD: few\nE: most\nF: some\nG: all\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: the smaller part\nD: almost all\nE: few\nF: many\nG: none\nH: all\nI: some\nAnswer:']"
1436,data/images/quantifier/test_1436.png,"[['a'], ['a,c,d'], ['a'], ['g'], ['e']]","[{'a': 'some', 'b': 'all', 'c': 'many', 'd': 'none', 'e': 'most', 'f': 'few', 'g': 'almost none', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'all', 'c': 'some', 'd': 'most', 'e': 'almost none', 'f': 'none', 'g': 'many', 'h': 'almost all', 'i': 'few'}, {'a': 'the smaller part', 'b': 'some', 'c': 'most', 'd': 'none', 'e': 'almost all', 'f': 'almost none', 'g': 'all', 'h': 'many', 'i': 'few'}, {'a': 'the smaller part', 'b': 'almost none', 'c': 'most', 'd': 'few', 'e': 'none', 'f': 'almost all', 'g': 'some', 'h': 'many', 'i': 'all'}, {'a': 'few', 'b': 'many', 'c': 'none', 'd': 'almost none', 'e': 'most', 'f': 'almost all', 'g': 'the smaller part', 'h': 'all', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: many\nD: none\nE: most\nF: few\nG: almost none\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: all\nC: some\nD: most\nE: almost none\nF: none\nG: many\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: most\nD: none\nE: almost all\nF: almost none\nG: all\nH: many\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost none\nC: most\nD: few\nE: none\nF: almost all\nG: some\nH: many\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: none\nD: almost none\nE: most\nF: almost all\nG: the smaller part\nH: all\nI: some\nAnswer:']"
1444,data/images/quantifier/test_1444.png,"[['g'], ['some'], ['c'], ['a'], ['a']]","[{'a': 'the smaller part', 'b': 'almost all', 'c': 'none', 'd': 'almost none', 'e': 'many', 'f': 'all', 'g': 'few', 'h': 'most', 'i': 'some'}, {'a': 'most', 'b': 'few', 'c': 'none', 'd': 'many', 'e': 'almost all', 'f': 'almost none', 'g': 'all', 'h': 'the smaller part', 'i': 'some'}, {'a': 'none', 'b': 'almost all', 'c': 'most', 'd': 'all', 'e': 'some', 'f': 'many', 'g': 'the smaller part', 'h': 'almost none', 'i': 'few'}, {'a': 'almost all', 'b': 'the smaller part', 'c': 'all', 'd': 'few', 'e': 'many', 'f': 'none', 'g': 'most', 'h': 'almost none', 'i': 'some'}, {'a': 'most', 'b': 'some', 'c': 'the smaller part', 'd': 'almost none', 'e': 'almost all', 'f': 'few', 'g': 'none', 'h': 'many', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: almost all\nC: none\nD: almost none\nE: many\nF: all\nG: few\nH: most\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: few\nC: none\nD: many\nE: almost all\nF: almost none\nG: all\nH: the smaller part\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: most\nD: all\nE: some\nF: many\nG: the smaller part\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: the smaller part\nC: all\nD: few\nE: many\nF: none\nG: most\nH: almost none\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: some\nC: the smaller part\nD: almost none\nE: almost all\nF: few\nG: none\nH: many\nI: all\nAnswer:']"
1450,data/images/quantifier/test_1450.png,"[['a few'], ['a'], ['most'], ['a'], ['there are a total of 3 animals in this image']]","[{'a': 'most', 'b': 'the smaller part', 'c': 'few', 'd': 'almost none', 'e': 'many', 'f': 'some', 'g': 'none', 'h': 'almost all', 'i': 'all'}, {'a': 'the smaller part', 'b': 'none', 'c': 'many', 'd': 'most', 'e': 'almost all', 'f': 'all', 'g': 'almost none', 'h': 'few', 'i': 'some'}, {'a': 'almost all', 'b': 'some', 'c': 'all', 'd': 'many', 'e': 'few', 'f': 'most', 'g': 'the smaller part', 'h': 'almost none', 'i': 'none'}, {'a': 'all', 'b': 'some', 'c': 'almost none', 'd': 'none', 'e': 'most', 'f': 'few', 'g': 'the smaller part', 'h': 'many', 'i': 'almost all'}, {'a': 'many', 'b': 'few', 'c': 'most', 'd': 'almost all', 'e': 'none', 'f': 'all', 'g': 'the smaller part', 'h': 'almost none', 'i': 'some'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: few\nD: almost none\nE: many\nF: some\nG: none\nH: almost all\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: none\nC: many\nD: most\nE: almost all\nF: all\nG: almost none\nH: few\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: all\nD: many\nE: few\nF: most\nG: the smaller part\nH: almost none\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: some\nC: almost none\nD: none\nE: most\nF: few\nG: the smaller part\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: few\nC: most\nD: almost all\nE: none\nF: all\nG: the smaller part\nH: almost none\nI: some\nAnswer:']"
1451,data/images/quantifier/test_1451.png,"[['g'], ['c'], ['g'], ['all'], ['the smaller part']]","[{'a': 'some', 'b': 'almost all', 'c': 'many', 'd': 'almost none', 'e': 'the smaller part', 'f': 'all', 'g': 'most', 'h': 'few', 'i': 'none'}, {'a': 'some', 'b': 'most', 'c': 'almost all', 'd': 'all', 'e': 'almost none', 'f': 'few', 'g': 'none', 'h': 'many', 'i': 'the smaller part'}, {'a': 'many', 'b': 'almost none', 'c': 'some', 'd': 'few', 'e': 'the smaller part', 'f': 'almost all', 'g': 'all', 'h': 'most', 'i': 'none'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'many', 'd': 'all', 'e': 'some', 'f': 'most', 'g': 'few', 'h': 'almost all', 'i': 'none'}, {'a': 'some', 'b': 'all', 'c': 'almost all', 'd': 'almost none', 'e': 'many', 'f': 'none', 'g': 'few', 'h': 'the smaller part', 'i': 'most'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: almost all\nC: many\nD: almost none\nE: the smaller part\nF: all\nG: most\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: almost all\nD: all\nE: almost none\nF: few\nG: none\nH: many\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost none\nC: some\nD: few\nE: the smaller part\nF: almost all\nG: all\nH: most\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: many\nD: all\nE: some\nF: most\nG: few\nH: almost all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: all\nC: almost all\nD: almost none\nE: many\nF: none\nG: few\nH: the smaller part\nI: most\nAnswer:']"
1455,data/images/quantifier/test_1455.png,"[[''], ['d'], ['d'], ['a, most'], ['there are many animals in the image']]","[{'a': 'few', 'b': 'many', 'c': 'none', 'd': 'the smaller part', 'e': 'all', 'f': 'some', 'g': 'most', 'h': 'almost none', 'i': 'almost all'}, {'a': 'the smaller part', 'b': 'some', 'c': 'almost all', 'd': 'many', 'e': 'few', 'f': 'none', 'g': 'most', 'h': 'almost none', 'i': 'all'}, {'a': 'most', 'b': 'almost all', 'c': 'none', 'd': 'almost none', 'e': 'many', 'f': 'all', 'g': 'some', 'h': 'few', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'most', 'c': 'none', 'd': 'almost all', 'e': 'few', 'f': 'many', 'g': 'all', 'h': 'some', 'i': 'almost none'}, {'a': 'almost none', 'b': 'most', 'c': 'some', 'd': 'none', 'e': 'all', 'f': 'the smaller part', 'g': 'few', 'h': 'many', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: many\nC: none\nD: the smaller part\nE: all\nF: some\nG: most\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: some\nC: almost all\nD: many\nE: few\nF: none\nG: most\nH: almost none\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: none\nD: almost none\nE: many\nF: all\nG: some\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: most\nC: none\nD: almost all\nE: few\nF: many\nG: all\nH: some\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: some\nD: none\nE: all\nF: the smaller part\nG: few\nH: many\nI: almost all\nAnswer:']"
1457,data/images/quantifier/test_1457.png,"[['b, a'], ['d'], ['the smaller part'], ['d'], ['d']]","[{'a': 'almost none', 'b': 'almost all', 'c': 'most', 'd': 'all', 'e': 'none', 'f': 'many', 'g': 'some', 'h': 'few', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'all', 'c': 'few', 'd': 'many', 'e': 'almost all', 'f': 'the smaller part', 'g': 'some', 'h': 'none', 'i': 'most'}, {'a': 'most', 'b': 'almost none', 'c': 'some', 'd': 'many', 'e': 'all', 'f': 'the smaller part', 'g': 'none', 'h': 'few', 'i': 'almost all'}, {'a': 'all', 'b': 'most', 'c': 'many', 'd': 'almost all', 'e': 'some', 'f': 'none', 'g': 'the smaller part', 'h': 'almost none', 'i': 'few'}, {'a': 'none', 'b': 'many', 'c': 'the smaller part', 'd': 'few', 'e': 'some', 'f': 'almost none', 'g': 'most', 'h': 'all', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: almost all\nC: most\nD: all\nE: none\nF: many\nG: some\nH: few\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: all\nC: few\nD: many\nE: almost all\nF: the smaller part\nG: some\nH: none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost none\nC: some\nD: many\nE: all\nF: the smaller part\nG: none\nH: few\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: most\nC: many\nD: almost all\nE: some\nF: none\nG: the smaller part\nH: almost none\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: the smaller part\nD: few\nE: some\nF: almost none\nG: most\nH: all\nI: almost all\nAnswer:']"
1458,data/images/quantifier/test_1458.png,"[['many'], ['e'], ['b'], ['e'], ['many']]","[{'a': 'some', 'b': 'most', 'c': 'many', 'd': 'few', 'e': 'the smaller part', 'f': 'almost all', 'g': 'none', 'h': 'all', 'i': 'almost none'}, {'a': 'most', 'b': 'almost all', 'c': 'the smaller part', 'd': 'some', 'e': 'none', 'f': 'many', 'g': 'all', 'h': 'few', 'i': 'almost none'}, {'a': 'none', 'b': 'some', 'c': 'all', 'd': 'most', 'e': 'almost none', 'f': 'many', 'g': 'few', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'the smaller part', 'b': 'few', 'c': 'almost none', 'd': 'none', 'e': 'many', 'f': 'some', 'g': 'almost all', 'h': 'most', 'i': 'all'}, {'a': 'none', 'b': 'many', 'c': 'all', 'd': 'some', 'e': 'almost none', 'f': 'few', 'g': 'most', 'h': 'the smaller part', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: most\nC: many\nD: few\nE: the smaller part\nF: almost all\nG: none\nH: all\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: almost all\nC: the smaller part\nD: some\nE: none\nF: many\nG: all\nH: few\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: some\nC: all\nD: most\nE: almost none\nF: many\nG: few\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: few\nC: almost none\nD: none\nE: many\nF: some\nG: almost all\nH: most\nI: all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: many\nC: all\nD: some\nE: almost none\nF: few\nG: most\nH: the smaller part\nI: almost all\nAnswer:']"
1460,data/images/quantifier/test_1460.png,"[['a'], [''], ['d'], ['b'], ['']]","[{'a': 'most', 'b': 'none', 'c': 'almost none', 'd': 'some', 'e': 'all', 'f': 'few', 'g': 'many', 'h': 'almost all', 'i': 'the smaller part'}, {'a': 'many', 'b': 'some', 'c': 'almost none', 'd': 'all', 'e': 'most', 'f': 'none', 'g': 'the smaller part', 'h': 'almost all', 'i': 'few'}, {'a': 'most', 'b': 'all', 'c': 'the smaller part', 'd': 'none', 'e': 'some', 'f': 'almost none', 'g': 'few', 'h': 'many', 'i': 'almost all'}, {'a': 'none', 'b': 'few', 'c': 'almost none', 'd': 'all', 'e': 'some', 'f': 'most', 'g': 'the smaller part', 'h': 'almost all', 'i': 'many'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'few', 'd': 'all', 'e': 'almost all', 'f': 'some', 'g': 'most', 'h': 'many', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: none\nC: almost none\nD: some\nE: all\nF: few\nG: many\nH: almost all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: almost none\nD: all\nE: most\nF: none\nG: the smaller part\nH: almost all\nI: few\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: all\nC: the smaller part\nD: none\nE: some\nF: almost none\nG: few\nH: many\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: few\nC: almost none\nD: all\nE: some\nF: most\nG: the smaller part\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: few\nD: all\nE: almost all\nF: some\nG: most\nH: many\nI: none\nAnswer:']"
1469,data/images/quantifier/test_1469.png,"[['the smaller part'], ['a'], ['e'], ['a'], ['there are almost all animals in the image']]","[{'a': 'most', 'b': 'the smaller part', 'c': 'few', 'd': 'all', 'e': 'none', 'f': 'some', 'g': 'almost all', 'h': 'many', 'i': 'almost none'}, {'a': 'almost none', 'b': 'the smaller part', 'c': 'none', 'd': 'some', 'e': 'most', 'f': 'few', 'g': 'all', 'h': 'almost all', 'i': 'many'}, {'a': 'many', 'b': 'almost all', 'c': 'all', 'd': 'most', 'e': 'some', 'f': 'few', 'g': 'almost none', 'h': 'the smaller part', 'i': 'none'}, {'a': 'few', 'b': 'most', 'c': 'almost none', 'd': 'many', 'e': 'none', 'f': 'the smaller part', 'g': 'all', 'h': 'some', 'i': 'almost all'}, {'a': 'almost all', 'b': 'all', 'c': 'most', 'd': 'some', 'e': 'many', 'f': 'few', 'g': 'the smaller part', 'h': 'almost none', 'i': 'none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: most\nB: the smaller part\nC: few\nD: all\nE: none\nF: some\nG: almost all\nH: many\nI: almost none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: the smaller part\nC: none\nD: some\nE: most\nF: few\nG: all\nH: almost all\nI: many\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: almost all\nC: all\nD: most\nE: some\nF: few\nG: almost none\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: most\nC: almost none\nD: many\nE: none\nF: the smaller part\nG: all\nH: some\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: all\nC: most\nD: some\nE: many\nF: few\nG: the smaller part\nH: almost none\nI: none\nAnswer:']"
1470,data/images/quantifier/test_1470.png,"[['a'], ['a'], ['a'], ['e'], ['d']]","[{'a': 'many', 'b': 'some', 'c': 'almost none', 'd': 'all', 'e': 'almost all', 'f': 'most', 'g': 'the smaller part', 'h': 'few', 'i': 'none'}, {'a': 'some', 'b': 'none', 'c': 'most', 'd': 'the smaller part', 'e': 'many', 'f': 'all', 'g': 'few', 'h': 'almost none', 'i': 'almost all'}, {'a': 'the smaller part', 'b': 'most', 'c': 'many', 'd': 'almost none', 'e': 'none', 'f': 'almost all', 'g': 'few', 'h': 'all', 'i': 'some'}, {'a': 'the smaller part', 'b': 'many', 'c': 'few', 'd': 'almost all', 'e': 'almost none', 'f': 'some', 'g': 'most', 'h': 'all', 'i': 'none'}, {'a': 'almost all', 'b': 'many', 'c': 'all', 'd': 'most', 'e': 'none', 'f': 'some', 'g': 'the smaller part', 'h': 'few', 'i': 'almost none'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: some\nC: almost none\nD: all\nE: almost all\nF: most\nG: the smaller part\nH: few\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: none\nC: most\nD: the smaller part\nE: many\nF: all\nG: few\nH: almost none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: most\nC: many\nD: almost none\nE: none\nF: almost all\nG: few\nH: all\nI: some\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: few\nD: almost all\nE: almost none\nF: some\nG: most\nH: all\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: many\nC: all\nD: most\nE: none\nF: some\nG: the smaller part\nH: few\nI: almost none\nAnswer:']"
1480,data/images/quantifier/test_1480.png,"[['many'], ['all'], ['e'], ['some'], ['a']]","[{'a': 'none', 'b': 'almost all', 'c': 'few', 'd': 'most', 'e': 'many', 'f': 'almost none', 'g': 'all', 'h': 'some', 'i': 'the smaller part'}, {'a': 'many', 'b': 'the smaller part', 'c': 'all', 'd': 'few', 'e': 'none', 'f': 'almost all', 'g': 'some', 'h': 'almost none', 'i': 'most'}, {'a': 'some', 'b': 'few', 'c': 'almost all', 'd': 'most', 'e': 'many', 'f': 'all', 'g': 'almost none', 'h': 'the smaller part', 'i': 'none'}, {'a': 'almost all', 'b': 'some', 'c': 'most', 'd': 'almost none', 'e': 'many', 'f': 'few', 'g': 'none', 'h': 'all', 'i': 'the smaller part'}, {'a': 'almost none', 'b': 'most', 'c': 'few', 'd': 'some', 'e': 'many', 'f': 'all', 'g': 'none', 'h': 'the smaller part', 'i': 'almost all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: almost all\nC: few\nD: most\nE: many\nF: almost none\nG: all\nH: some\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: many\nB: the smaller part\nC: all\nD: few\nE: none\nF: almost all\nG: some\nH: almost none\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: some\nB: few\nC: almost all\nD: most\nE: many\nF: all\nG: almost none\nH: the smaller part\nI: none\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost all\nB: some\nC: most\nD: almost none\nE: many\nF: few\nG: none\nH: all\nI: the smaller part\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: almost none\nB: most\nC: few\nD: some\nE: many\nF: all\nG: none\nH: the smaller part\nI: almost all\nAnswer:']"
1483,data/images/quantifier/test_1483.png,"[['a'], ['b'], ['d'], ['a'], ['d']]","[{'a': 'the smaller part', 'b': 'most', 'c': 'all', 'd': 'few', 'e': 'many', 'f': 'almost none', 'g': 'some', 'h': 'none', 'i': 'almost all'}, {'a': 'none', 'b': 'all', 'c': 'some', 'd': 'many', 'e': 'almost all', 'f': 'almost none', 'g': 'few', 'h': 'the smaller part', 'i': 'most'}, {'a': 'few', 'b': 'almost all', 'c': 'many', 'd': 'all', 'e': 'almost none', 'f': 'none', 'g': 'the smaller part', 'h': 'some', 'i': 'most'}, {'a': 'all', 'b': 'many', 'c': 'few', 'd': 'most', 'e': 'almost none', 'f': 'some', 'g': 'none', 'h': 'the smaller part', 'i': 'almost all'}, {'a': 'the smaller part', 'b': 'many', 'c': 'almost none', 'd': 'none', 'e': 'some', 'f': 'almost all', 'g': 'few', 'h': 'most', 'i': 'all'}]","['Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: most\nC: all\nD: few\nE: many\nF: almost none\nG: some\nH: none\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: none\nB: all\nC: some\nD: many\nE: almost all\nF: almost none\nG: few\nH: the smaller part\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: few\nB: almost all\nC: many\nD: all\nE: almost none\nF: none\nG: the smaller part\nH: some\nI: most\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: all\nB: many\nC: few\nD: most\nE: almost none\nF: some\nG: none\nH: the smaller part\nI: almost all\nAnswer:', 'Question: How many animals are there in the image? Pick the best answer among the following options:\nA: the smaller part\nB: many\nC: almost none\nD: none\nE: some\nF: almost all\nG: few\nH: most\nI: all\nAnswer:']"
