index,image
3040,data/images/quantifier/test_3040.png
3041,data/images/quantifier/test_3041.png
3047,data/images/quantifier/test_3047.png
3049,data/images/quantifier/test_3049.png
3051,data/images/quantifier/test_3051.png
3057,data/images/quantifier/test_3057.png
3058,data/images/quantifier/test_3058.png
3063,data/images/quantifier/test_3063.png
3066,data/images/quantifier/test_3066.png
3069,data/images/quantifier/test_3069.png
3074,data/images/quantifier/test_3074.png
3076,data/images/quantifier/test_3076.png
3079,data/images/quantifier/test_3079.png
3087,data/images/quantifier/test_3087.png
3089,data/images/quantifier/test_3089.png
3097,data/images/quantifier/test_3097.png
3098,data/images/quantifier/test_3098.png
3108,data/images/quantifier/test_3108.png
3112,data/images/quantifier/test_3112.png
3113,data/images/quantifier/test_3113.png
3116,data/images/quantifier/test_3116.png
3120,data/images/quantifier/test_3120.png
3122,data/images/quantifier/test_3122.png
3123,data/images/quantifier/test_3123.png
3124,data/images/quantifier/test_3124.png
3126,data/images/quantifier/test_3126.png
3133,data/images/quantifier/test_3133.png
3134,data/images/quantifier/test_3134.png
3145,data/images/quantifier/test_3145.png
3154,data/images/quantifier/test_3154.png
3158,data/images/quantifier/test_3158.png
3159,data/images/quantifier/test_3159.png
3165,data/images/quantifier/test_3165.png
3166,data/images/quantifier/test_3166.png
3169,data/images/quantifier/test_3169.png
3183,data/images/quantifier/test_3183.png
3185,data/images/quantifier/test_3185.png
3194,data/images/quantifier/test_3194.png
3203,data/images/quantifier/test_3203.png
3205,data/images/quantifier/test_3205.png
3207,data/images/quantifier/test_3207.png
3216,data/images/quantifier/test_3216.png
3219,data/images/quantifier/test_3219.png
3225,data/images/quantifier/test_3225.png
3226,data/images/quantifier/test_3226.png
3227,data/images/quantifier/test_3227.png
3229,data/images/quantifier/test_3229.png
3232,data/images/quantifier/test_3232.png
3234,data/images/quantifier/test_3234.png
3237,data/images/quantifier/test_3237.png
3244,data/images/quantifier/test_3244.png
3250,data/images/quantifier/test_3250.png
3254,data/images/quantifier/test_3254.png
3255,data/images/quantifier/test_3255.png
3258,data/images/quantifier/test_3258.png
3259,data/images/quantifier/test_3259.png
3263,data/images/quantifier/test_3263.png
3266,data/images/quantifier/test_3266.png
3268,data/images/quantifier/test_3268.png
3270,data/images/quantifier/test_3270.png
3273,data/images/quantifier/test_3273.png
3280,data/images/quantifier/test_3280.png
3293,data/images/quantifier/test_3293.png
3302,data/images/quantifier/test_3302.png
3305,data/images/quantifier/test_3305.png
3307,data/images/quantifier/test_3307.png
3313,data/images/quantifier/test_3313.png
3314,data/images/quantifier/test_3314.png
3317,data/images/quantifier/test_3317.png
3318,data/images/quantifier/test_3318.png
3329,data/images/quantifier/test_3329.png
3333,data/images/quantifier/test_3333.png
3334,data/images/quantifier/test_3334.png
3335,data/images/quantifier/test_3335.png
3345,data/images/quantifier/test_3345.png
3350,data/images/quantifier/test_3350.png
3354,data/images/quantifier/test_3354.png
3358,data/images/quantifier/test_3358.png
3364,data/images/quantifier/test_3364.png
3367,data/images/quantifier/test_3367.png
3368,data/images/quantifier/test_3368.png
3376,data/images/quantifier/test_3376.png
3378,data/images/quantifier/test_3378.png
3380,data/images/quantifier/test_3380.png
3384,data/images/quantifier/test_3384.png
3385,data/images/quantifier/test_3385.png
3387,data/images/quantifier/test_3387.png
3394,data/images/quantifier/test_3394.png
