	vg_image_id	vg_object_id	link_mn	link_vg	vg_obj_name	vg_domain	vg_synset	vg_same_object	vg_adequacy_mean	vg_inadequacy_type	vg_image_name	vg_cat	clusters	topname	responses	incorrect	singletons	adequacy_mean	inadequacy_type	total_responses	perc_top	H	N	domain	split	same_object	vg_bbox_xywh	mn_bbox_xywh
2010	2319016	1005362	http://manynames.upf.edu//2319016_1005362_woman.png	https://cs.stanford.edu/people/rak248/VG_100K/2319016.jpg	woman	people	woman.n.01	{'swimmer': 1.0, 'person': 1.0}	1.0	{'None': 1.0}	2319016.jpg	person	[{'32': ['person', 'swimmer', 'woman']}, {'2': ['cap']}]	woman	{'woman': 28, 'person': 2, 'swimmer': 2}	{'cap': 2}	{'girl': 1, 'bathing suit': 1}	{'cap': 0.17, 'woman': 1.0, 'person': 1.0, 'swimmer': 1.0}	{'cap': {'bounding box': 1.0}, 'woman': {'None': 1.0}, 'person': {'None': 1.0}, 'swimmer': {'None': 1.0}}	32	0.875	0.6685644431995963	3	people	train	{'cap': {'cap': 1.0, 'woman': 0.0, 'person': 0.0, 'swimmer': 0.0}, 'woman': {'cap': 0.0, 'woman': 1.0, 'person': 1.0, 'swimmer': 1.0}, 'person': {'cap': 0.0, 'woman': 1.0, 'person': 1.0, 'swimmer': 1.0}, 'swimmer': {'cap': 0.0, 'woman': 1.0, 'person': 1.0, 'swimmer': 1.0}}	[96, 73, 119, 370]	[88, 66, 125, 375]
2011	2319021	3037066	http://manynames.upf.edu//2319021_3037066_seat.png	https://cs.stanford.edu/people/rak248/VG_100K/2319021.jpg	chair	home	furnishing.n.02	{'seat': 1.0}	1.0	{'None': 1.0}	2319021.jpg	instrumentality, instrumentation	[{'29': ['seat', 'chair']}, {'2': ['shirt']}]	seat	{'seat': 23, 'chair': 6}	{'shirt': 2}	{'setback': 1, 'window': 1}	{'shirt': 0.33, 'seat': 1.0, 'chair': 1.0}	{'shirt': {'bounding box': 1.0}, 'seat': {'None': 1.0}, 'chair': {'None': 1.0}}	29	0.7931034482758621	0.73550858155384	2	home	train	{'shirt': {'shirt': 1.0, 'seat': 0.0, 'chair': 0.0}, 'seat': {'shirt': 0.0, 'seat': 1.0, 'chair': 1.0}, 'chair': {'shirt': 0.0, 'seat': 1.0, 'chair': 1.0}}	[244, 16, 131, 385]	[211, 7, 124, 351]
2012	2319026	1005291	http://manynames.upf.edu//2319026_1005291_woman.png	https://cs.stanford.edu/people/rak248/VG_100K/2319026.jpg	lady	people	woman.n.01	{'woman': 1.0, 'girl': 1.0}	1.0	{'None': 1.0}	2319026.jpg	person	[{'21': ['girl', 'woman']}, {'2': ['t-shirt']}, {'4': ['ball']}]	woman	{'woman': 19, 'girl': 2, 'female': 1}	{'ball': 4, 't-shirt': 2}	{'soccer': 1, 'shirt': 1, 'coat': 1, 'athlete': 1, 'lady': 1, 'jersey': 1, 'football': 1}	{'t-shirt': 0.25, 'ball': 0.25, 'woman': 1.0, 'girl': 1.0, 'female': 'NA'}	{'t-shirt': {'bounding box': 1.0}, 'ball': {'bounding box': 1.0}, 'woman': {'None': 1.0}, 'girl': {'None': 1.0}, 'female': 'NA'}	22	0.8636363636363636	0.699857857026928	3	people		{'t-shirt': {'t-shirt': 1.0, 'ball': 0.0, 'woman': 0.0, 'girl': 0.0, 'female': 'NA'}, 'ball': {'t-shirt': 0.0, 'ball': 1.0, 'woman': 0.0, 'girl': 0.0, 'female': 'NA'}, 'woman': {'t-shirt': 0.0, 'ball': 0.0, 'woman': 1.0, 'girl': 1.0, 'female': 'NA'}, 'girl': {'t-shirt': 0.0, 'ball': 0.0, 'woman': 1.0, 'girl': 1.0, 'female': 'NA'}, 'female': {'t-shirt': 'NA', 'ball': 'NA', 'woman': 'NA', 'girl': 'NA', 'female': 'NA'}}	[36, 50, 296, 449]	[25, 38, 272, 408]
2013	2319031	1005262	http://manynames.upf.edu//2319031_1005262_dugout.png	https://cs.stanford.edu/people/rak248/VG_100K/2319031.jpg	dugout	buildings	shelter.n.01	{}	1.0	{'None': 1.0}	2319031.jpg	structure, construction	[{'11': ['baseball team', 'players', 'team', 'baseball players']}, {'4': ['bat']}, {'15': ['dugout']}]	dugout	{'dugout': 15}	{'bat': 4, 'baseball players': 3, 'team': 3, 'players': 3, 'baseball team': 2}	{'gallery': 1, 't-shirt': 1, 'team members': 1, 'bench': 1, 'batter': 1, 'wall': 1}	{'players': 0.33, 'baseball players': 0.33, 'baseball team': 0.33, 'bat': 0.33, 'team': 0.33, 'dugout': 1.0}	{'players': {'bounding box': 1.0}, 'baseball players': {'bounding box': 0.7, 'linguistic': 0.3}, 'baseball team': {'bounding box': 1.0}, 'bat': {'bounding box': 1.0}, 'team': {'bounding box': 1.0}, 'dugout': {'None': 1.0}}	15	1.0	0.0	1	buildings	train	{'players': {'players': 1.0, 'baseball players': 1.0, 'baseball team': 1.0, 'bat': 0.0, 'team': 1.0, 'dugout': 0.0}, 'baseball players': {'players': 1.0, 'baseball players': 1.0, 'baseball team': 1.0, 'bat': 0.0, 'team': 1.0, 'dugout': 0.0}, 'baseball team': {'players': 1.0, 'baseball players': 1.0, 'baseball team': 1.0, 'bat': 0.0, 'team': 1.0, 'dugout': 0.0}, 'bat': {'players': 0.0, 'baseball players': 0.0, 'baseball team': 0.0, 'bat': 1.0, 'team': 0.0, 'dugout': 0.0}, 'team': {'players': 1.0, 'baseball players': 1.0, 'baseball team': 1.0, 'bat': 0.0, 'team': 1.0, 'dugout': 0.0}, 'dugout': {'players': 0.0, 'baseball players': 0.0, 'baseball team': 0.0, 'bat': 0.0, 'team': 0.0, 'dugout': 1.0}}	[1, 3, 498, 282]	[0, 0, 559, 322]
2014	2319036	1005188	http://manynames.upf.edu//2319036_1005188_shirt.png	https://cs.stanford.edu/people/rak248/VG_100K/2319036.jpg	dress	clothing	dress.n.01	{'top': 1.0, 'shirt': 1.0, 't-shirt': 1.0}	0.5	{'visual': 0.7, 'None': 0.3}	2319036.jpg	article of clothing	[{'34': ['shirt', 't-shirt', 'top', 'dress']}]	shirt	{'shirt': 27, 't-shirt': 3, 'top': 2, 'dress': 2}	{}	{'sweater': 1, 'cake': 1}	{'shirt': 1.0, 't-shirt': 0.83, 'top': 1.0, 'dress': 0.5}	{'shirt': {'None': 1.0}, 't-shirt': {'None': 0.7, 'visual': 0.3}, 'top': {'None': 1.0}, 'dress': {'visual': 0.7, 'None': 0.3}}	34	0.7941176470588235	1.054026074762777	4	clothing	train	{'shirt': {'shirt': 1.0, 't-shirt': 1.0, 'top': 1.0, 'dress': 1.0}, 't-shirt': {'shirt': 1.0, 't-shirt': 1.0, 'top': 1.0, 'dress': 1.0}, 'top': {'shirt': 1.0, 't-shirt': 1.0, 'top': 1.0, 'dress': 1.0}, 'dress': {'shirt': 1.0, 't-shirt': 1.0, 'top': 1.0, 'dress': 1.0}}	[85, 272, 246, 176]	[69, 236, 227, 164]
2015	2319047	3449635	http://manynames.upf.edu//2319047_3449635_donut.png	https://cs.stanford.edu/people/rak248/VG_100K/2319047.jpg	donut	food	baked_goods.n.01	{'cake': 1.0, 'food': 1.0}	1.0	{'None': 1.0}	2319047.jpg	food, solid food	[{'29': ['donut', 'food', 'cake']}]	donut	{'donut': 24, 'food': 3, 'cake': 2}	{}	{'man': 1, 'enjoying dessert': 1, 'burger': 1, 'eclair': 1, 'pastry': 1, 'bun': 1}	{'donut': 1.0, 'food': 1.0, 'cake': 0.83}	{'donut': {'None': 1.0}, 'food': {'None': 1.0}, 'cake': {'visual': 0.3, 'None': 0.7}}	29	0.8275862068965517	0.830602115145806	3	food	train	{'donut': {'donut': 1.0, 'food': 1.0, 'cake': 1.0}, 'food': {'donut': 1.0, 'food': 1.0, 'cake': 1.0}, 'cake': {'donut': 1.0, 'food': 1.0, 'cake': 1.0}}	[1, 161, 238, 187]	[0, 185, 291, 230]
2016	2319048	1005061	http://manynames.upf.edu//2319048_1005061_boy.png	https://cs.stanford.edu/people/rak248/VG_100K/2319048.jpg	boy	people	male_child.n.01	{'child': 1.0, 'person': 1.0}	1.0	{'None': 1.0}	2319048.jpg	person	[{'24': ['child', 'person', 'boy']}, {'6': ['shirt', 't-shirt']}, {'4': ['cap']}]	boy	{'boy': 14, 'child': 8, 'person': 2}	{'t-shirt': 4, 'cap': 4, 'shirt': 2}	{'kid': 1, 'hat': 1}	{'cap': 0.5, 'shirt': 0.5, 't-shirt': 0.5, 'boy': 1.0, 'child': 1.0, 'person': 1.0}	{'cap': {'bounding box': 1.0}, 'shirt': {'bounding box': 1.0}, 't-shirt': {'bounding box': 1.0}, 'boy': {'None': 1.0}, 'child': {'None': 1.0}, 'person': {'None': 1.0}}	24	0.5833333333333334	1.280672129520887	3	people	train	{'cap': {'cap': 1.0, 'shirt': 0.0, 't-shirt': 0.0, 'boy': 0.0, 'child': 0.0, 'person': 0.0}, 'shirt': {'cap': 0.0, 'shirt': 1.0, 't-shirt': 1.0, 'boy': 0.0, 'child': 0.0, 'person': 0.0}, 't-shirt': {'cap': 0.0, 'shirt': 1.0, 't-shirt': 1.0, 'boy': 0.0, 'child': 0.0, 'person': 0.0}, 'boy': {'cap': 0.0, 'shirt': 0.0, 't-shirt': 0.0, 'boy': 1.0, 'child': 1.0, 'person': 1.0}, 'child': {'cap': 0.0, 'shirt': 0.0, 't-shirt': 0.0, 'boy': 1.0, 'child': 1.0, 'person': 1.0}, 'person': {'cap': 0.0, 'shirt': 0.0, 't-shirt': 0.0, 'boy': 1.0, 'child': 1.0, 'person': 1.0}}	[237, 94, 263, 280]	[276, 105, 320, 341]
2017	2319049	2770537	http://manynames.upf.edu//2319049_2770537_bird.png	https://cs.stanford.edu/people/rak248/VG_100K/2319049.jpg	bird	animals_plants	bird.n.01	{'duck': 1.0, 'pelican': 1.0, 'crane': 1.0}	1.0	{'None': 1.0}	2319049.jpg	animal	[{'34': ['crane', 'duck', 'pelican', 'bird']}]	bird	{'bird': 23, 'pelican': 7, 'duck': 2, 'crane': 2}	{}	{'goose': 1, 'animal': 1}	{'bird': 1.0, 'pelican': 1.0, 'duck': 0.5, 'crane': 0.5}	{'bird': {'None': 1.0}, 'pelican': {'None': 1.0}, 'duck': {'None': 0.3, 'visual': 0.7}, 'crane': {'None': 0.3, 'visual': 0.7}}	34	0.6764705882352942	1.3317743281999124	4	animals_plants	train	{'bird': {'bird': 1.0, 'pelican': 1.0, 'duck': 1.0, 'crane': 1.0}, 'pelican': {'bird': 1.0, 'pelican': 1.0, 'duck': 1.0, 'crane': 1.0}, 'duck': {'bird': 1.0, 'pelican': 1.0, 'duck': 1.0, 'crane': 1.0}, 'crane': {'bird': 1.0, 'pelican': 1.0, 'duck': 1.0, 'crane': 1.0}}	[52, 59, 311, 175]	[55, 63, 378, 216]
2018	2319052	1005046	http://manynames.upf.edu//2319052_1005046_jacket.png	https://cs.stanford.edu/people/rak248/VG_100K/2319052.jpg	shirt	clothing	shirt.n.01	{'jacket': 1.0}	0.75	{'visual': 0.2, 'None': 0.8}	2319052.jpg	article of clothing	[{'7': ['glass', 'drink']}, {'27': ['jacket', 'shirt']}]	jacket	{'jacket': 14, 'shirt': 13}	{'glass': 5, 'drink': 2}	{'sweater': 1}	{'glass': 0.0, 'drink': 0.0, 'jacket': 1.0, 'shirt': 0.75}	{'glass': {'bounding box': 1.0}, 'drink': {'bounding box': 1.0}, 'jacket': {'None': 1.0}, 'shirt': {'visual': 0.2, 'None': 0.8}}	27	0.5185185185185185	0.9990102708804812	2	clothing	train	{'glass': {'glass': 1.0, 'drink': 0.75, 'jacket': 0.0, 'shirt': 0.0}, 'drink': {'glass': 0.75, 'drink': 1.0, 'jacket': 0.0, 'shirt': 0.0}, 'jacket': {'glass': 0.0, 'drink': 0.0, 'jacket': 1.0, 'shirt': 1.0}, 'shirt': {'glass': 0.0, 'drink': 0.0, 'jacket': 1.0, 'shirt': 1.0}}	[180, 86, 320, 246]	[208, 96, 389, 300]
2019	2319058	1004991	http://manynames.upf.edu//2319058_1004991_horse.png	https://cs.stanford.edu/people/rak248/VG_100K/2319058.jpg	horse	animals_plants	horse.n.01	{}	1.0	{'None': 1.0}	2319058.jpg	animal	[{'33': ['horse']}]	horse	{'horse': 33}	{}	{'wrap': 1}	{'horse': 1.0}	{'horse': {'None': 1.0}}	33	1.0	0.0	1	animals_plants	train	{'horse': {'horse': 1.0}}	[193, 75, 266, 208]	[223, 83, 325, 255]
2020	2319064	1004959	http://manynames.upf.edu//2319064_1004959_cat.png	https://cs.stanford.edu/people/rak248/VG_100K/2319064.jpg	cat	animals_plants	feline.n.01	{}	1.0	{'None': 1.0}	2319064.jpg	animal	[{'27': ['cat']}, {'2': ['banana']}]	cat	{'cat': 27}	{'banana': 2}	{'biscuit': 1, 't-shirt': 1, 'table': 1, 'unclear': 1}	{'banana': 0.17, 'cat': 1.0}	{'banana': {'bounding box': 1.0}, 'cat': {'None': 1.0}}	27	1.0	0.0	1	animals_plants	train	{'banana': {'banana': 1.0, 'cat': 0.0}, 'cat': {'banana': 0.0, 'cat': 1.0}}	[10, 153, 245, 307]	[2, 130, 226, 281]
2021	2319070	3053971	http://manynames.upf.edu//2319070_3053971_pizza.png	https://cs.stanford.edu/people/rak248/VG_100K/2319070.jpg	cheese	food	foodstuff.n.02	{'food': 0.33, 'toppings': 0.33}	0.67	{'bounding box': 0.3, 'None': 0.7}	2319070.jpg	food, nutrient	[{'27': ['food', 'pizza']}, {'4': ['toppings']}, {'2': ['cheese']}]	pizza	{'pizza': 24, 'food': 3}	{'toppings': 4, 'cheese': 2}	{'mushroom': 1, 'supreme pizza': 1}	{'toppings': 0.5, 'cheese': 0.67, 'pizza': 0.5, 'food': 1.0}	{'toppings': {'bounding box': 0.7, 'None': 0.3}, 'cheese': {'None': 0.7, 'bounding box': 0.3}, 'pizza': {'bounding box': 0.7, 'None': 0.3}, 'food': {'None': 1.0}}	27	0.8888888888888888	0.5032583347756456	2	food	train	{'toppings': {'toppings': 1.0, 'cheese': 0.33, 'pizza': 0.0, 'food': 0.33}, 'cheese': {'toppings': 0.33, 'cheese': 1.0, 'pizza': 0.0, 'food': 0.33}, 'pizza': {'toppings': 0.0, 'cheese': 0.0, 'pizza': 1.0, 'food': 0.67}, 'food': {'toppings': 0.33, 'cheese': 0.33, 'pizza': 0.67, 'food': 1.0}}	[39, 50, 406, 189]	[40, 53, 492, 233]
2022	2319076	3946372	http://manynames.upf.edu//2319076_3946372_table.png	https://cs.stanford.edu/people/rak248/VG_100K/2319076.jpg	table	home	furnishing.n.02	{}	1.0	{'None': 1.0}	2319076.jpg	instrumentality, instrumentation	[{'18': ['table']}, {'14': ['pizza']}]	table	{'table': 18}	{'pizza': 14}	{'desk': 1, 'tabletop': 1, 'plate': 1, 'pepperoni pizza': 1}	{'pizza': 0.5, 'table': 1.0}	{'pizza': {'bounding box': 1.0}, 'table': {'None': 1.0}}	18	1.0	0.0	1	home	train	{'pizza': {'pizza': 1.0, 'table': 0.0}, 'table': {'pizza': 0.0, 'table': 1.0}}	[2, 68, 493, 305]	[0, 74, 595, 371]
2023	2319078	1004836	http://manynames.upf.edu//2319078_1004836_horse.png	https://cs.stanford.edu/people/rak248/VG_100K/2319078.jpg	horse	animals_plants	horse.n.01	{}	1.0	{'None': 1.0}	2319078.jpg	animal	[{'30': ['horse']}]	horse	{'horse': 30}	{}	{'wood': 1, 'gate': 1}	{'horse': 1.0}	{'horse': {'None': 1.0}}	30	1.0	0.0	1	animals_plants	train	{'horse': {'horse': 1.0}}	[84, 29, 344, 454]	[71, 20, 325, 427]
2024	2319083	2890518	http://manynames.upf.edu//2319083_2890518_tie.png	https://cs.stanford.edu/people/rak248/VG_100K/2319083.jpg	couch	home	furnishing.n.02	{'sofa': 1.0}	0.83	{'bounding box': 0.3, 'None': 0.7}	2319083.jpg	instrumentality, instrumentation	[{'20': ['necktie', 'leash', 'tie']}, {'14': ['sofa', 'couch']}]	tie	{'tie': 15}	{'couch': 10, 'sofa': 4, 'leash': 3, 'necktie': 2}	{}	{'leash': 0.33, 'couch': 0.83, 'necktie': 0.33, 'sofa': 0.83, 'tie': 0.33}	{'leash': {'bounding box': 0.7, 'None': 0.3}, 'couch': {'None': 0.7, 'bounding box': 0.3}, 'necktie': {'bounding box': 0.7, 'None': 0.3}, 'sofa': {'None': 0.7, 'bounding box': 0.3}, 'tie': {'bounding box': 0.7, 'None': 0.3}}	15	1.0	0.0	1	clothing	train	{'leash': {'leash': 1.0, 'couch': 0.0, 'necktie': 1.0, 'sofa': 0.0, 'tie': 1.0}, 'couch': {'leash': 0.0, 'couch': 1.0, 'necktie': 0.0, 'sofa': 1.0, 'tie': 0.0}, 'necktie': {'leash': 1.0, 'couch': 0.0, 'necktie': 1.0, 'sofa': 0.0, 'tie': 1.0}, 'sofa': {'leash': 0.0, 'couch': 1.0, 'necktie': 0.0, 'sofa': 1.0, 'tie': 0.0}, 'tie': {'leash': 1.0, 'couch': 0.0, 'necktie': 1.0, 'sofa': 0.0, 'tie': 1.0}}	[0, 135, 333, 364]	[0, 114, 298, 332]
2025	2319085	3946349	http://manynames.upf.edu//2319085_3946349_airplane.png	https://cs.stanford.edu/people/rak248/VG_100K/2319085.jpg	airplane	vehicles	aircraft.n.01	{'plane': 1.0}	0.83	{'bounding box': 0.3, 'None': 0.7}	2319085.jpg	vehicle	[{'10': ['road', 'runway', 'tarmac']}, {'22': ['plane', 'airplane']}]	airplane	{'airplane': 16, 'plane': 6}	{'runway': 6, 'tarmac': 2, 'road': 2}	{'car': 1, 'landing strip': 1, 'aircraft': 1, 'ground': 1}	{'tarmac': 0.67, 'runway': 0.67, 'road': 0.67, 'airplane': 0.83, 'plane': 0.83}	{'tarmac': {'bounding box': 0.7, 'None': 0.3}, 'runway': {'bounding box': 0.7, 'None': 0.3}, 'road': {'bounding box': 0.7, 'None': 0.3}, 'airplane': {'None': 0.7, 'bounding box': 0.3}, 'plane': {'None': 0.7, 'bounding box': 0.3}}	22	0.7272727272727273	0.8453509366224365	2	vehicles	val	{'tarmac': {'tarmac': 1.0, 'runway': 1.0, 'road': 1.0, 'airplane': 0.0, 'plane': 0.0}, 'runway': {'tarmac': 1.0, 'runway': 1.0, 'road': 1.0, 'airplane': 0.0, 'plane': 0.0}, 'road': {'tarmac': 1.0, 'runway': 1.0, 'road': 1.0, 'airplane': 0.0, 'plane': 0.0}, 'airplane': {'tarmac': 0.0, 'runway': 0.0, 'road': 0.0, 'airplane': 1.0, 'plane': 1.0}, 'plane': {'tarmac': 0.0, 'runway': 0.0, 'road': 0.0, 'airplane': 1.0, 'plane': 1.0}}	[0, 301, 500, 146]	[0, 294, 500, 153]
2026	2319087	3283356	http://manynames.upf.edu//2319087_3283356_desk.png	https://cs.stanford.edu/people/rak248/VG_100K/2319087.jpg	desk	home	furnishing.n.02	{'table': 1.0}	1.0	{'None': 1.0}	2319087.jpg	instrumentality, instrumentation	[{'35': ['table', 'desk']}]	desk	{'desk': 26, 'table': 9}	{}	{'cabinet': 1}	{'desk': 1.0, 'table': 1.0}	{'desk': {'None': 1.0}, 'table': {'None': 1.0}}	35	0.7428571428571429	0.822404225954989	2	home	train	{'desk': {'desk': 1.0, 'table': 1.0}, 'table': {'desk': 1.0, 'table': 1.0}}	[2, 196, 480, 134]	[0, 227, 580, 167]
2027	2319088	1004746	http://manynames.upf.edu//2319088_1004746_giraffe.png	https://cs.stanford.edu/people/rak248/VG_100K/2319088.jpg	giraffe	animals_plants	ungulate.n.01	{'giraffe': 1.0}	1.0	{'None': 1.0}	2319088.jpg	animal	[{'35': ['giraffe']}]	giraffe	{'giraffe': 35}	{}	{}	{'giraffe': 1.0}	{'giraffe': {'None': 1.0}}	35	1.0	0.0	1	animals_plants	train	{'giraffe': {'giraffe': 1.0}}	[120, 62, 234, 219]	[136, 67, 286, 268]
2028	2319097	3387861	http://manynames.upf.edu//2319097_3387861_bed.png	https://cs.stanford.edu/people/rak248/VG_100K/2319097.jpg	bed	home	furnishing.n.02	{}	1.0	{'None': 1.0}	2319097.jpg	instrumentality, instrumentation	[{'2': ['table']}, {'31': ['bed']}]	bed	{'bed': 31, 'foot': 1}	{'table': 2}	{'teacup': 1, 'flower pot': 1}	{'table': 0.33, 'bed': 1.0, 'foot': 'NA'}	{'table': {'bounding box': 1.0}, 'bed': {'None': 1.0}, 'foot': 'NA'}	32	0.96875	0.2006223243127146	2	home	train	{'table': {'table': 1.0, 'bed': 0.0, 'foot': 'NA'}, 'bed': {'table': 0.0, 'bed': 1.0, 'foot': 'NA'}, 'foot': {'table': 'NA', 'bed': 'NA', 'foot': 'NA'}}	[9, 143, 301, 165]	[4, 164, 366, 204]
2029	2319101	1004660	http://manynames.upf.edu//2319101_1004660_pizza.png	https://cs.stanford.edu/people/rak248/VG_100K/2319101.jpg	pizza	food	dish.n.02	{'calzone': 0.67, 'food': 1.0}	1.0	{'None': 1.0}	2319101.jpg	food, nutrient	[{'28': ['food', 'pizza', 'calzone']}]	pizza	{'pizza': 15, 'calzone': 7, 'food': 6}	{}	{'plate': 1, 'sandwich': 1, 'slice': 1, 'bread': 1, 'pizza slice': 1, 'stuffed pizza': 1, 'burger': 1}	{'pizza': 1.0, 'calzone': 0.67, 'food': 1.0}	{'pizza': {'None': 1.0}, 'calzone': {'None': 0.7, 'other': 0.3}, 'food': {'None': 1.0}}	28	0.5357142857142857	1.458618550884106	3	food	train	{'pizza': {'pizza': 1.0, 'calzone': 0.67, 'food': 1.0}, 'calzone': {'pizza': 0.67, 'calzone': 1.0, 'food': 0.67}, 'food': {'pizza': 1.0, 'calzone': 0.67, 'food': 1.0}}	[44, 57, 456, 205]	[45, 61, 551, 251]
2030	2319103	1004642	http://manynames.upf.edu//2319103_1004642_zebra.png	https://cs.stanford.edu/people/rak248/VG_100K/2319103.jpg	zebra	animals_plants	ungulate.n.01	{}	1.0	{'None': 1.0}	2319103.jpg	animal	[{'31': ['zebra']}]	zebra	{'zebra': 31}	{}	{'animal': 1}	{'zebra': 1.0}	{'zebra': {'None': 1.0}}	31	1.0	0.0	1	animals_plants	train	{'zebra': {'zebra': 1.0}}	[0, 87, 263, 245]	[0, 97, 321, 300]
2031	2319105	2885195	http://manynames.upf.edu//2319105_2885195_refrigerator.png	https://cs.stanford.edu/people/rak248/VG_100K/2319105.jpg	liquor	food	beverage.n.01	{'bottle': 0.67, 'wine': 1.0}	0.5	{'visual': 0.3, 'bounding box': 0.3, 'None': 0.3}	2319105.jpg	food, nutrient	[{'25': ['fridge', 'refrigerator', 'cooler', 'wine cooler']}, {'5': ['wine', 'bottle']}]	refrigerator	{'refrigerator': 10, 'cooler': 9, 'wine cooler': 3, 'fridge': 3}	{'bottle': 3, 'wine': 2}	{'case': 1, 'refrigerated aisle': 1, 'shelf': 1, 'bottle showcase': 1, 'display case': 1}	{'bottle': 0.33, 'wine': 0.83, 'refrigerator': 1.0, 'cooler': 1.0, 'wine cooler': 1.0, 'fridge': 1.0}	{'bottle': {'bounding box': 1.0}, 'wine': {'None': 0.7, 'bounding box': 0.3}, 'refrigerator': {'None': 1.0}, 'cooler': {'None': 1.0}, 'wine cooler': {'None': 1.0}, 'fridge': {'None': 1.0}}	25	0.4	1.79352095112747	4	home		{'bottle': {'bottle': 1.0, 'wine': 0.67, 'refrigerator': 0.0, 'cooler': 0.0, 'wine cooler': 0.0, 'fridge': 0.0}, 'wine': {'bottle': 0.67, 'wine': 1.0, 'refrigerator': 0.0, 'cooler': 0.0, 'wine cooler': 0.0, 'fridge': 0.0}, 'refrigerator': {'bottle': 0.0, 'wine': 0.0, 'refrigerator': 1.0, 'cooler': 1.0, 'wine cooler': 1.0, 'fridge': 1.0}, 'cooler': {'bottle': 0.0, 'wine': 0.0, 'refrigerator': 1.0, 'cooler': 1.0, 'wine cooler': 1.0, 'fridge': 1.0}, 'wine cooler': {'bottle': 0.0, 'wine': 0.0, 'refrigerator': 1.0, 'cooler': 1.0, 'wine cooler': 1.0, 'fridge': 1.0}, 'fridge': {'bottle': 0.0, 'wine': 0.0, 'refrigerator': 1.0, 'cooler': 1.0, 'wine cooler': 1.0, 'fridge': 1.0}}	[0, 0, 319, 348]	[0, 0, 388, 414]
2032	2319118	2811916	http://manynames.upf.edu//2319118_2811916_woman.png	https://cs.stanford.edu/people/rak248/VG_100K/2319118.jpg	girl	people	woman.n.01	{'tennis player': 1.0, 'woman': 1.0, 'player': 1.0}	1.0	{'None': 1.0}	2319118.jpg	person	[{'32': ['player', 'tennis player', 'woman', 'girl']}, {'2': ['t-shirt']}]	woman	{'woman': 20, 'tennis player': 5, 'player': 5, 'girl': 2}	{'t-shirt': 2}	{'athlete': 1, 'person': 1}	{'t-shirt': 0.5, 'woman': 1.0, 'tennis player': 1.0, 'player': 1.0, 'girl': 1.0}	{'t-shirt': {'bounding box': 1.0}, 'woman': {'None': 1.0}, 'tennis player': {'None': 1.0}, 'player': {'None': 1.0}, 'girl': {'None': 1.0}}	32	0.625	1.510692411043098	4	people	train	{'t-shirt': {'t-shirt': 1.0, 'woman': 0.0, 'tennis player': 0.0, 'player': 0.0, 'girl': 0.0}, 'woman': {'t-shirt': 0.0, 'woman': 1.0, 'tennis player': 1.0, 'player': 1.0, 'girl': 1.0}, 'tennis player': {'t-shirt': 0.0, 'woman': 1.0, 'tennis player': 1.0, 'player': 1.0, 'girl': 1.0}, 'player': {'t-shirt': 0.0, 'woman': 1.0, 'tennis player': 1.0, 'player': 1.0, 'girl': 1.0}, 'girl': {'t-shirt': 0.0, 'woman': 1.0, 'tennis player': 1.0, 'player': 1.0, 'girl': 1.0}}	[166, 39, 188, 294]	[191, 40, 231, 358]
2033	2319125	2747904	http://manynames.upf.edu//2319125_2747904_pizza.png	https://cs.stanford.edu/people/rak248/VG_100K/2319125.jpg	pizza	food	dish.n.02	{'food': 1.0}	1.0	{'None': 1.0}	2319125.jpg	food, nutrient	[{'35': ['pizza', 'food']}]	pizza	{'pizza': 33, 'food': 2}	{}	{'cake': 1}	{'pizza': 1.0, 'food': 1.0}	{'pizza': {'None': 1.0}, 'food': {'None': 1.0}}	35	0.9428571428571428	0.3159971329784246	2	food	train	{'pizza': {'pizza': 1.0, 'food': 1.0}, 'food': {'pizza': 1.0, 'food': 1.0}}	[20, 368, 322, 132]	[11, 322, 295, 125]
2034	2319130	2893891	http://manynames.upf.edu//2319130_2893891_bed.png	https://cs.stanford.edu/people/rak248/VG_100K/2319130.jpg	bed	home	furnishing.n.02	{'bed': 1.0}	1.0	{'None': 1.0}	2319130.jpg	instrumentality, instrumentation	[{'36': ['bed']}]	bed	{'bed': 36}	{}	{}	{'bed': 1.0}	{'bed': {'None': 1.0}}	36	1.0	0.0	1	home	test	{'bed': {'bed': 1.0}}	[81, 153, 364, 179]	[90, 176, 442, 220]
