Unnamed: 0,vg_image_id,vg_object_id,link_mn,link_vg,vg_obj_name,vg_domain,vg_synset,vg_same_object,vg_adequacy_mean,vg_inadequacy_type,vg_image_name,vg_cat,clusters,topname,adequacy_mean,inadequacy_type,total_responses,perc_top,H,N,domain,split,same_object,vg_bbox_xywh,mn_bbox_xywh,human_nouns,blip2_extracted_nouns,pearsonr
4440,2332638,3483215,http://manynames.upf.edu//2332638_3483215_bridge.png,https://cs.stanford.edu/people/rak248/VG_100K/2332638.jpg,bridge,buildings,bridge.n.01,{},1.0,{'None': 1.0},2332638.jpg,"structure, construction",[{'33': ['bridge']}],bridge,{'bridge': 1.0},{'bridge': {'None': 1.0}},33,1.0,0.0,1,buildings,train,{'bridge': {'bridge': 1.0}},"[0, 61, 372, 137]","[0, 66, 450, 170]","{'angry': 0.02857142857142857, 'standing': 0.0, 'bank': 0.0, 'bench': 0.02857142857142857, 'calf': 0.0, 'stream': 0.0, 'sculpture': 0.0, 'cow': 0.0, 'bridge': 0.9428571428571428, 'yak': 0.0, 'goat': 0.0, 'cattle': 0.0, 'bovine': 0.0, 'water': 0.0, 'animal': 0.0, 'river': 0.0, 'bull': 0.0}","{'angry': 0.0, 'standing': 0.08, 'bank': 0.04, 'bench': 0.0, 'calf': 0.04, 'stream': 0.08, 'sculpture': 0.04, 'cow': 0.08, 'bridge': 0.08, 'yak': 0.04, 'goat': 0.08, 'cattle': 0.04, 'bovine': 0.04, 'water': 0.08, 'animal': 0.08, 'river': 0.12, 'bull': 0.08}",0.1422732695293973
23203,2409523,240051,http://manynames.upf.edu//2409523_240051_bridge.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2409523.jpg,bridge,buildings,bridge.n.01,{},1.0,{'None': 1.0},2409523.jpg,"structure, construction","[{'2': ['train']}, {'30': ['bridge']}]",bridge,"{'train': 0.33, 'bridge': 1.0}","{'train': {'bounding box': 1.0}, 'bridge': {'None': 1.0}}",30,1.0,0.0,1,buildings,train,"{'train': {'train': 1.0, 'bridge': 0.0}, 'bridge': {'train': 0.0, 'bridge': 1.0}}","[79, 0, 417, 327]","[87, 0, 505, 397]","{'railway': 0.02857142857142857, 'train': 0.05714285714285714, 'dam': 0.0, 'bridge': 0.8571428571428571, 'railroad': 0.0, 'tracks': 0.0, 'bridge for train': 0.02857142857142857, 'water': 0.0, 'wall': 0.02857142857142857}","{'railway': 0.0, 'train': 0.2916666666666667, 'dam': 0.041666666666666664, 'bridge': 0.3333333333333333, 'railroad': 0.16666666666666666, 'tracks': 0.125, 'bridge for train': 0.0, 'water': 0.041666666666666664, 'wall': 0.0}",0.6637783670035421
5890,2340390,2097553,http://manynames.upf.edu//2340390_2097553_dugout.png,https://cs.stanford.edu/people/rak248/VG_100K/2340390.jpg,dugout,buildings,shelter.n.01,{},1.0,{'None': 1.0},2340390.jpg,"structure, construction",[{'30': ['dugout']}],dugout,{'dugout': 1.0},{'dugout': {'None': 1.0}},30,1.0,0.0,1,buildings,train,{'dugout': {'dugout': 1.0}},"[0, 0, 500, 131]","[0, 0, 596, 163]","{'person': 0.027777777777777776, 'dugout': 0.8333333333333334, 'stadium': 0.027777777777777776, 'baseball field': 0.027777777777777776, 'bat': 0.0, 'umpire': 0.0, 'ground': 0.027777777777777776, 'home': 0.0, 'box': 0.027777777777777776, 'game': 0.0, 'picture.': 0.0, 'player': 0.0, 'plate': 0.0, 'baseball team': 0.027777777777777776, 'team': 0.0, 'baseball': 0.0, 'batter': 0.0}","{'person': 0.0, 'dugout': 0.0, 'stadium': 0.0, 'baseball field': 0.0, 'bat': 0.25925925925925924, 'umpire': 0.037037037037037035, 'ground': 0.0, 'home': 0.07407407407407407, 'box': 0.0, 'game': 0.037037037037037035, 'picture.': 0.037037037037037035, 'player': 0.07407407407407407, 'plate': 0.1111111111111111, 'baseball team': 0.0, 'team': 0.037037037037037035, 'baseball': 0.2962962962962963, 'batter': 0.037037037037037035}",-0.20680852936247518
399,3534,3647193,http://manynames.upf.edu//3534_3647193_house.png,https://cs.stanford.edu/people/rak248/VG_100K_2/3534.jpg,house,buildings,house.n.01,{},1.0,{'None': 1.0},3534.jpg,"structure, construction",[{'33': ['house']}],house,"{'house': 1.0, 'home': 'NA', 'building': 'NA'}","{'house': {'None': 1.0}, 'home': 'NA', 'building': 'NA'}",35,0.9428571428571428,0.3731399901212817,3,buildings,train,"{'house': {'house': 1.0, 'home': 'NA', 'building': 'NA'}, 'home': {'house': 'NA', 'home': 'NA', 'building': 'NA'}, 'building': {'house': 'NA', 'home': 'NA', 'building': 'NA'}}","[112, 53, 462, 285]","[77, 33, 352, 220]","{'picture': 0.0, 'person': 0.0, 'house': 0.9166666666666666, 'image': 0.0, 'brick': 0.0, 'building': 0.027777777777777776, 'home': 0.027777777777777776, 'chair': 0.027777777777777776, 'corner': 0.0, '__________': 0.0}","{'picture': 0.07692307692307693, 'person': 0.23076923076923078, 'house': 0.38461538461538464, 'image': 0.07692307692307693, 'brick': 0.07692307692307693, 'building': 0.0, 'home': 0.0, 'chair': 0.0, 'corner': 0.07692307692307693, '__________': 0.07692307692307693}",0.8104822957823736
21431,2402604,1133910,http://manynames.upf.edu//2402604_1133910_bridge.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2402604.jpg,bridge,buildings,bridge.n.01,{},1.0,{'None': 1.0},2402604.jpg,"structure, construction","[{'3': ['light']}, {'28': ['bridge']}]",bridge,"{'light': 0.33, 'bridge': 1.0}","{'light': {'bounding box': 1.0}, 'bridge': {'None': 1.0}}",28,1.0,0.0,1,buildings,train,"{'light': {'light': 1.0, 'bridge': 0.0}, 'bridge': {'light': 0.0, 'bridge': 1.0}}","[275, 86, 223, 154]","[321, 96, 273, 191]","{'mat': 0.02857142857142857, 'london': 0.0, 'clock': 0.0, 'dam': 0.02857142857142857, 'house': 0.0, 'commons': 0.0, 'ship': 0.02857142857142857, 'ben': 0.0, 'bridge': 0.8, 'pole': 0.02857142857142857, 'england': 0.0, 'light': 0.08571428571428572, 'background': 0.0, 'tower': 0.0}","{'mat': 0.0, 'london': 0.06666666666666667, 'clock': 0.13333333333333333, 'dam': 0.0, 'house': 0.06666666666666667, 'commons': 0.06666666666666667, 'ship': 0.0, 'ben': 0.4666666666666667, 'bridge': 0.03333333333333333, 'pole': 0.0, 'england': 0.03333333333333333, 'light': 0.0, 'background': 0.03333333333333333, 'tower': 0.1}",-0.13465374737707816
913,1159725,1596875,http://manynames.upf.edu//1159725_1596875_house.png,https://cs.stanford.edu/people/rak248/VG_100K/1159725.jpg,house,buildings,house.n.01,{},1.0,{'None': 1.0},1159725.jpg,"structure, construction",[{'32': ['house']}],house,"{'house': 1.0, 'building': 'NA'}","{'house': {'None': 1.0}, 'building': 'NA'}",33,0.9696969696969696,0.1959092708736049,2,buildings,train,"{'house': {'house': 1.0, 'building': 'NA'}, 'building': {'house': 'NA', 'building': 'NA'}}","[0, 23, 837, 599]","[0, 6, 495, 356]","{'front': 0.0, 'q': 0.0, 'name': 0.0, 'tree': 0.0, 'window': 0.02857142857142857, 'house': 0.9142857142857143, 'building': 0.02857142857142857, 'home': 0.0, 'box': 0.0, 'light': 0.02857142857142857, 'corner': 0.0, 'street': 0.0}","{'front': 0.04, 'q': 0.04, 'name': 0.04, 'tree': 0.04, 'window': 0.0, 'house': 0.48, 'building': 0.08, 'home': 0.04, 'box': 0.08, 'light': 0.0, 'corner': 0.04, 'street': 0.12}",0.9603225706182311
23308,2409853,231866,http://manynames.upf.edu//2409853_231866_building.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2409853.jpg,housing,buildings,housing.n.01,"{'barn': 1.0, 'house': 1.0, 'building': 1.0}",0.83,"{'visual': 0.3, 'None': 0.7}",2409853.jpg,"structure, construction","[{'35': ['building', 'house', 'barn']}]",building,"{'building': 1.0, 'house': 0.83, 'barn': 0.83}","{'building': {'None': 1.0}, 'house': {'None': 0.7, 'visual': 0.3}, 'barn': {'None': 0.7, 'visual': 0.3}}",35,0.5428571428571428,1.2431803979668357,3,buildings,,"{'building': {'building': 1.0, 'house': 1.0, 'barn': 1.0}, 'house': {'building': 1.0, 'house': 1.0, 'barn': 1.0}, 'barn': {'building': 1.0, 'house': 1.0, 'barn': 1.0}}","[0, 109, 325, 318]","[0, 90, 291, 291]","{'giraffe': 0.0, 'tree': 0.0, 'wooden': 0.027777777777777776, 'barn': 0.05555555555555555, 'house': 0.3888888888888889, 'brick': 0.0, 'building': 0.5277777777777778, 'branch': 0.0, 'top': 0.0, 'photograph.': 0.0}","{'giraffe': 0.47619047619047616, 'tree': 0.23809523809523808, 'wooden': 0.0, 'barn': 0.0, 'house': 0.0, 'brick': 0.047619047619047616, 'building': 0.09523809523809523, 'branch': 0.047619047619047616, 'top': 0.047619047619047616, 'photograph.': 0.047619047619047616}",-0.1917759407335072
6558,2343320,3714316,http://manynames.upf.edu//2343320_3714316_house.png,https://cs.stanford.edu/people/rak248/VG_100K/2343320.jpg,house,buildings,house.n.01,{'building': 1.0},1.0,{'None': 1.0},2343320.jpg,"structure, construction","[{'30': ['house', 'building']}, {'3': ['sign']}]",house,"{'sign': 0.17, 'house': 1.0, 'building': 1.0}","{'sign': {'bounding box': 1.0}, 'house': {'None': 1.0}, 'building': {'None': 1.0}}",30,0.8666666666666667,0.5665095065529052,2,buildings,train,"{'sign': {'sign': 1.0, 'house': 0.0, 'building': 0.0}, 'house': {'sign': 0.0, 'house': 1.0, 'building': 1.0}, 'building': {'sign': 0.0, 'house': 1.0, 'building': 1.0}}","[274, 42, 225, 292]","[320, 43, 276, 355]","{'front': 0.0, 'name': 0.0, 'sign': 0.08333333333333333, 'telephone': 0.0, 'house': 0.7222222222222222, 'brick': 0.0, 'building': 0.1111111111111111, '_____________________________': 0.0, 'door sign': 0.027777777777777776, 'porch': 0.0, 'pole': 0.027777777777777776, 'picket': 0.0, 'post': 0.0, 'board': 0.027777777777777776, 'fence': 0.0, '_______________________': 0.0, 'number': 0.0}","{'front': 0.043478260869565216, 'name': 0.043478260869565216, 'sign': 0.13043478260869565, 'telephone': 0.043478260869565216, 'house': 0.17391304347826086, 'brick': 0.043478260869565216, 'building': 0.043478260869565216, '_____________________________': 0.043478260869565216, 'door sign': 0.0, 'porch': 0.043478260869565216, 'pole': 0.043478260869565216, 'picket': 0.043478260869565216, 'post': 0.043478260869565216, 'board': 0.0, 'fence': 0.043478260869565216, '_______________________': 0.043478260869565216, 'number': 0.17391304347826086}",0.5912224437646074
21325,2402277,391044,http://manynames.upf.edu//2402277_391044_building.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2402277.jpg,restaurant,buildings,restaurant.n.01,"{'building': 1.0, 'house': 1.0}",1.0,{'None': 1.0},2402277.jpg,"structure, construction","[{'22': ['house', 'building', 'restaurant']}, {'2': ['patio']}, {'4': ['beach']}]",building,"{'patio': 0.33, 'beach': 0.0, 'house': 0.0, 'building': 0.5, 'restaurant': 1.0, 'business': 'NA'}","{'patio': {'None': 0.3, 'bounding box': 0.3, 'linguistic': 0.3}, 'beach': {'visual': 0.3, 'other': 0.7}, 'house': {'visual': 1.0}, 'building': {'None': 0.3, 'bounding box': 0.7}, 'restaurant': {'None': 1.0}, 'business': 'NA'}",21,0.7142857142857143,1.0488412604661608,3,buildings,train,"{'patio': {'patio': 1.0, 'beach': 0.0, 'house': 0.0, 'building': 0.0, 'restaurant': 0.0, 'business': 'NA'}, 'beach': {'patio': 0.0, 'beach': 1.0, 'house': 0.0, 'building': 0.0, 'restaurant': 0.0, 'business': 'NA'}, 'house': {'patio': 0.0, 'beach': 0.0, 'house': 1.0, 'building': 1.0, 'restaurant': 1.0, 'business': 'NA'}, 'building': {'patio': 0.0, 'beach': 0.0, 'house': 1.0, 'building': 1.0, 'restaurant': 1.0, 'business': 'NA'}, 'restaurant': {'patio': 0.0, 'beach': 0.0, 'house': 1.0, 'building': 1.0, 'restaurant': 1.0, 'business': 'NA'}, 'business': {'patio': 'NA', 'beach': 'NA', 'house': 'NA', 'building': 'NA', 'restaurant': 'NA', 'business': 'NA'}}","[1, 3, 494, 200]","[0, 0, 596, 245]","{'sidewalk': 0.0, 'people': 0.0, 'brick': 0.0, 'building': 0.42857142857142855, 'bricks': 0.0, 'patio': 0.05714285714285714, 'deli': 0.02857142857142857, 'bench': 0.0, 'house': 0.05714285714285714, 'garden': 0.0, 'benches': 0.0, 'box': 0.0, 'group': 0.0, 'courtyard': 0.02857142857142857, 'rester aunt': 0.02857142857142857, 'name': 0.0, 'person': 0.0, 'bar': 0.0, 'pub': 0.0, 'storefront': 0.02857142857142857, 'man': 0.0, 'cafe': 0.0, 'restart': 0.02857142857142857, 'beach': 0.11428571428571428, 'seating': 0.0, 'area.': 0.0, 'woman': 0.0, 'fence': 0.02857142857142857, 'restaurant': 0.14285714285714285, 'business': 0.02857142857142857}","{'sidewalk': 0.037037037037037035, 'people': 0.1111111111111111, 'brick': 0.1111111111111111, 'building': 0.0, 'bricks': 0.037037037037037035, 'patio': 0.037037037037037035, 'deli': 0.0, 'bench': 0.1111111111111111, 'house': 0.0, 'garden': 0.037037037037037035, 'benches': 0.037037037037037035, 'box': 0.07407407407407407, 'group': 0.037037037037037035, 'courtyard': 0.037037037037037035, 'rester aunt': 0.0, 'name': 0.037037037037037035, 'person': 0.037037037037037035, 'bar': 0.037037037037037035, 'pub': 0.037037037037037035, 'storefront': 0.0, 'man': 0.037037037037037035, 'cafe': 0.037037037037037035, 'restart': 0.0, 'beach': 0.0, 'seating': 0.037037037037037035, 'area.': 0.037037037037037035, 'woman': 0.037037037037037035, 'fence': 0.0, 'restaurant': 0.0, 'business': 0.0}",-0.38598956700972115
4452,2332711,2926522,http://manynames.upf.edu//2332711_2926522_bridge.png,https://cs.stanford.edu/people/rak248/VG_100K/2332711.jpg,bridge,buildings,bridge.n.01,{},1.0,{'None': 1.0},2332711.jpg,"structure, construction",[{'34': ['bridge']}],bridge,{'bridge': 1.0},{'bridge': {'None': 1.0}},34,1.0,0.0,1,buildings,train,{'bridge': {'bridge': 1.0}},"[7, 184, 492, 142]","[1, 213, 594, 177]","{'trestle': 0.0, 'cn': 0.0, 'train': 0.0, 'train bridge': 0.027777777777777776, 'truck': 0.0, 'railway bridge': 0.027777777777777776, 'bridge': 0.9444444444444444, 'railroad': 0.0, 'tracks': 0.0, 'water': 0.0, 'maryland': 0.0, 'river': 0.0}","{'trestle': 0.041666666666666664, 'cn': 0.041666666666666664, 'train': 0.2916666666666667, 'train bridge': 0.0, 'truck': 0.041666666666666664, 'railway bridge': 0.0, 'bridge': 0.3333333333333333, 'railroad': 0.041666666666666664, 'tracks': 0.041666666666666664, 'water': 0.041666666666666664, 'maryland': 0.041666666666666664, 'river': 0.08333333333333333}",0.7079923254047885
5961,2340801,2191051,http://manynames.upf.edu//2340801_2191051_building.png,https://cs.stanford.edu/people/rak248/VG_100K/2340801.jpg,apartment,buildings,housing.n.01,{'building': 1.0},0.83,"{'visual': 0.3, 'None': 0.7}",2340801.jpg,"structure, construction","[{'8': ['electronics', 'sign']}, {'5': ['clock']}, {'19': ['building']}]",building,"{'electronics': 0.17, 'clock': 0.33, 'sign': 0.33, 'building': 1.0}","{'electronics': {'other': 0.3, 'bounding box': 0.7}, 'clock': {'bounding box': 1.0}, 'sign': {'bounding box': 1.0}, 'building': {'None': 1.0}}",19,1.0,0.0,1,buildings,,"{'electronics': {'electronics': 1.0, 'clock': 0.33, 'sign': 0.67, 'building': 0.0}, 'clock': {'electronics': 0.33, 'clock': 1.0, 'sign': 0.33, 'building': 0.0}, 'sign': {'electronics': 0.67, 'clock': 0.33, 'sign': 1.0, 'building': 0.0}, 'building': {'electronics': 0.0, 'clock': 0.0, 'sign': 0.0, 'building': 1.0}}","[0, 63, 382, 270]","[0, 68, 463, 329]","{'sign': 0.16666666666666666, 'place': 0.0, 'market': 0.0, 'clock': 0.1388888888888889, 'apartment': 0.027777777777777776, 'shop': 0.027777777777777776, 'building': 0.5277777777777778, 'pole': 0.027777777777777776, 'notice board': 0.027777777777777776, 'market.': 0.0, 'electronics': 0.05555555555555555}","{'sign': 0.058823529411764705, 'place': 0.23529411764705882, 'market': 0.35294117647058826, 'clock': 0.23529411764705882, 'apartment': 0.0, 'shop': 0.0, 'building': 0.058823529411764705, 'pole': 0.0, 'notice board': 0.0, 'market.': 0.058823529411764705, 'electronics': 0.0}",-0.09001257068054704
11273,2361265,1720200,http://manynames.upf.edu//2361265_1720200_bridge.png,https://cs.stanford.edu/people/rak248/VG_100K/2361265.jpg,bridge,buildings,bridge.n.01,{'fence': 0.33},1.0,{'None': 1.0},2361265.jpg,"structure, construction","[{'2': ['fence']}, {'21': ['bridge']}]",bridge,"{'bridge': 1.0, 'fence': 0.5}","{'bridge': {'None': 1.0}, 'fence': {'None': 0.3, 'bounding box': 0.7}}",23,0.9130434782608696,0.4262286569981449,2,buildings,train,"{'bridge': {'bridge': 1.0, 'fence': 0.33}, 'fence': {'bridge': 0.33, 'fence': 1.0}}","[2, 133, 497, 199]","[0, 152, 597, 245]","{'cycle': 0.027777777777777776, 'shirt': 0.027777777777777776, 'bicycle': 0.027777777777777776, 'unicycle': 0.027777777777777776, 'river walk': 0.027777777777777776, 'farthing': 0.0, 'fence': 0.05555555555555555, 'jacket': 0.027777777777777776, 'bike': 0.027777777777777776, 'person': 0.0, 'man': 0.0, 'lake': 0.027777777777777776, 'guardrail': 0.027777777777777776, 'water': 0.027777777777777776, 'adult tricycle': 0.027777777777777776, 'walkway': 0.027777777777777776, 'railing': 0.027777777777777776, 'bridge': 0.5833333333333334, 'penny': 0.0}","{'cycle': 0.0, 'shirt': 0.0, 'bicycle': 0.35, 'unicycle': 0.0, 'river walk': 0.0, 'farthing': 0.05, 'fence': 0.0, 'jacket': 0.0, 'bike': 0.15, 'person': 0.15, 'man': 0.15, 'lake': 0.0, 'guardrail': 0.0, 'water': 0.0, 'adult tricycle': 0.0, 'walkway': 0.0, 'railing': 0.0, 'bridge': 0.0, 'penny': 0.15}",-0.17531797103482713
15657,2377052,3493766,http://manynames.upf.edu//2377052_3493766_tent.png,https://cs.stanford.edu/people/rak248/VG_100K/2377052.jpg,tent,buildings,shelter.n.01,"{'awning': 1.0, 'canopy': 1.0}",1.0,{'None': 1.0},2377052.jpg,"structure, construction","[{'30': ['canopy', 'tent', 'awning']}, {'3': ['t-shirt']}]",tent,"{'t-shirt': 0.33, 'tent': 1.0, 'canopy': 1.0, 'awning': 1.0}","{'t-shirt': {'bounding box': 1.0}, 'tent': {'None': 1.0}, 'canopy': {'None': 1.0}, 'awning': {'None': 1.0}}",30,0.7333333333333333,1.0529815751302694,3,buildings,test,"{'t-shirt': {'t-shirt': 1.0, 'tent': 0.0, 'canopy': 0.0, 'awning': 0.0}, 'tent': {'t-shirt': 0.0, 'tent': 1.0, 'canopy': 1.0, 'awning': 1.0}, 'canopy': {'t-shirt': 0.0, 'tent': 1.0, 'canopy': 1.0, 'awning': 1.0}, 'awning': {'t-shirt': 0.0, 'tent': 1.0, 'canopy': 1.0, 'awning': 1.0}}","[178, 15, 321, 110]","[206, 11, 390, 138]","{'feeding': 0.0, 't-shirt': 0.08571428571428572, 'person': 0.02857142857142857, 'field': 0.0, 'canopy': 0.17142857142857143, 'brown': 0.0, 'boy': 0.0, 'humans': 0.0, 'awning': 0.05714285714285714, 'cow': 0.0, 'farm': 0.0, 'dress': 0.02857142857142857, 'tent': 0.6285714285714286, 'girl': 0.0, 'child': 0.0, 'bull': 0.0}","{'feeding': 0.058823529411764705, 't-shirt': 0.0, 'person': 0.0, 'field': 0.058823529411764705, 'canopy': 0.0, 'brown': 0.058823529411764705, 'boy': 0.058823529411764705, 'humans': 0.058823529411764705, 'awning': 0.0, 'cow': 0.47058823529411764, 'farm': 0.058823529411764705, 'dress': 0.0, 'tent': 0.0, 'girl': 0.058823529411764705, 'child': 0.058823529411764705, 'bull': 0.058823529411764705}",-0.23432707373014586
377,3088,1069754,http://manynames.upf.edu//3088_1069754_house.png,https://cs.stanford.edu/people/rak248/VG_100K_2/3088.jpg,house,buildings,house.n.01,"{'apartment': 1.0, 'building': 1.0}",1.0,{'None': 1.0},3088.jpg,"structure, construction","[{'33': ['building', 'house', 'apartment']}]",house,"{'house': 1.0, 'building': 1.0, 'apartment': 1.0, 'home': 'NA'}","{'house': {'None': 1.0}, 'building': {'None': 1.0}, 'apartment': {'None': 1.0}, 'home': 'NA'}",34,0.7647058823529411,1.0927253957766567,4,buildings,train,"{'house': {'house': 1.0, 'building': 1.0, 'apartment': 1.0, 'home': 'NA'}, 'building': {'house': 1.0, 'building': 1.0, 'apartment': 1.0, 'home': 'NA'}, 'apartment': {'house': 1.0, 'building': 1.0, 'apartment': 1.0, 'home': 'NA'}, 'home': {'house': 'NA', 'building': 'NA', 'apartment': 'NA', 'home': 'NA'}}","[159, 0, 257, 588]","[111, 0, 198, 445]","{'row': 0.0, 'apartment': 0.05555555555555555, 'building': 0.1388888888888889, 'story': 0.0, 'shingles': 0.0, 'front': 0.0, 'townhouse': 0.027777777777777776, 'house': 0.7222222222222222, 'townhouses': 0.0, 'windows': 0.027777777777777776, 'houses': 0.0, 'photo': 0.0, 'window': 0.0, 'panes': 0.0, 'home': 0.027777777777777776, 'picket': 0.0, 'buildings': 0.0, 'frame': 0.0, 'corner': 0.0, 'fence': 0.0, 'blue': 0.0}","{'row': 0.08333333333333333, 'apartment': 0.0, 'building': 0.041666666666666664, 'story': 0.125, 'shingles': 0.041666666666666664, 'front': 0.041666666666666664, 'townhouse': 0.041666666666666664, 'house': 0.16666666666666666, 'townhouses': 0.041666666666666664, 'windows': 0.0, 'houses': 0.041666666666666664, 'photo': 0.041666666666666664, 'window': 0.041666666666666664, 'panes': 0.041666666666666664, 'home': 0.0, 'picket': 0.041666666666666664, 'buildings': 0.041666666666666664, 'frame': 0.041666666666666664, 'corner': 0.041666666666666664, 'fence': 0.041666666666666664, 'blue': 0.041666666666666664}",0.6653600873625176
5606,2338901,3127912,http://manynames.upf.edu//2338901_3127912_bridge.png,https://cs.stanford.edu/people/rak248/VG_100K/2338901.jpg,bridge,buildings,bridge.n.01,"{'train': 0.33, 'walkway': 1.0}",1.0,{'None': 1.0},2338901.jpg,"structure, construction","[{'23': ['walkway', 'bridge']}, {'3': ['train']}, {'2': ['tree']}]",bridge,"{'train': 0.33, 'tree': 0.33, 'bridge': 1.0, 'walkway': 0.83}","{'train': {'bounding box': 0.7, 'visual': 0.3}, 'tree': {'bounding box': 1.0}, 'bridge': {'None': 1.0}, 'walkway': {'visual': 0.3, 'None': 0.7}}",23,0.9130434782608696,0.4262286569981449,2,buildings,train,"{'train': {'train': 1.0, 'tree': 0.0, 'bridge': 0.33, 'walkway': 0.33}, 'tree': {'train': 0.0, 'tree': 1.0, 'bridge': 0.0, 'walkway': 0.0}, 'bridge': {'train': 0.33, 'tree': 0.0, 'bridge': 1.0, 'walkway': 1.0}, 'walkway': {'train': 0.33, 'tree': 0.0, 'bridge': 1.0, 'walkway': 1.0}}","[0, 81, 368, 87]","[0, 90, 446, 111]","{'cycle': 0.029411764705882353, 'bicycle': 0.0, 'train': 0.08823529411764706, 'parking': 0.0, 'bench': 0.029411764705882353, 'wooden': 0.029411764705882353, 'bikes': 0.0, 'box': 0.0, 'group': 0.0, 'bike': 0.0, 'tree': 0.058823529411764705, 'park': 0.0, 'overpass': 0.029411764705882353, 'man': 0.0, 'walkway': 0.058823529411764705, 'bridge': 0.6176470588235294, 'woman': 0.0, 'area': 0.0, 'train platform': 0.029411764705882353, 'bicycles': 0.0, 'backpack': 0.0, 'vehicle': 0.029411764705882353}","{'cycle': 0.0, 'bicycle': 0.20833333333333334, 'train': 0.0, 'parking': 0.16666666666666666, 'bench': 0.0, 'wooden': 0.0, 'bikes': 0.125, 'box': 0.08333333333333333, 'group': 0.041666666666666664, 'bike': 0.08333333333333333, 'tree': 0.0, 'park': 0.041666666666666664, 'overpass': 0.0, 'man': 0.041666666666666664, 'walkway': 0.0, 'bridge': 0.0, 'woman': 0.041666666666666664, 'area': 0.041666666666666664, 'train platform': 0.0, 'bicycles': 0.08333333333333333, 'backpack': 0.041666666666666664, 'vehicle': 0.0}",-0.28276390614296243
9344,2354270,839881,http://manynames.upf.edu//2354270_839881_bridge.png,https://cs.stanford.edu/people/rak248/VG_100K/2354270.jpg,bridge,buildings,bridge.n.01,{'pier': 1.0},1.0,{'None': 1.0},2354270.jpg,"structure, construction","[{'34': ['pier', 'bridge']}]",bridge,"{'bridge': 1.0, 'pier': 1.0}","{'bridge': {'None': 1.0}, 'pier': {'None': 1.0}}",34,0.7941176470588235,0.7335379291086666,2,buildings,train,"{'bridge': {'bridge': 1.0, 'pier': 1.0}, 'pier': {'bridge': 1.0, 'pier': 1.0}}","[0, 49, 499, 134]","[0, 52, 597, 167]","{'picture': 0.0, 'person': 0.0, 'beach': 0.0, 'ocean': 0.0, 'wave': 0.0, 'man': 0.0, 'dock': 0.027777777777777776, 'side': 0.0, 'object': 0.0, 'picture.': 0.0, 'surfboard': 0.0, 'bridge': 0.75, 'pier': 0.19444444444444445, 'board': 0.0, 'body': 0.0, 'wooden bridge': 0.027777777777777776, 'hand': 0.0, 'water': 0.0}","{'picture': 0.037037037037037035, 'person': 0.07407407407407407, 'beach': 0.07407407407407407, 'ocean': 0.1111111111111111, 'wave': 0.037037037037037035, 'man': 0.1111111111111111, 'dock': 0.0, 'side': 0.037037037037037035, 'object': 0.037037037037037035, 'picture.': 0.037037037037037035, 'surfboard': 0.14814814814814814, 'bridge': 0.0, 'pier': 0.037037037037037035, 'board': 0.037037037037037035, 'body': 0.037037037037037035, 'wooden bridge': 0.0, 'hand': 0.037037037037037035, 'water': 0.14814814814814814}",-0.34312968543318567
20035,2396456,444111,http://manynames.upf.edu//2396456_444111_dugout.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2396456.jpg,dugout,buildings,shelter.n.01,{},1.0,{'None': 1.0},2396456.jpg,"structure, construction","[{'26': ['dugout']}, {'2': ['t-shirt']}, {'2': ['belt']}]",dugout,"{'belt': 0.33, 't-shirt': 0.33, 'dugout': 1.0}","{'belt': {'bounding box': 1.0}, 't-shirt': {'bounding box': 1.0}, 'dugout': {'None': 1.0}}",26,1.0,0.0,1,buildings,train,"{'belt': {'belt': 1.0, 't-shirt': 0.0, 'dugout': 0.0}, 't-shirt': {'belt': 0.0, 't-shirt': 1.0, 'dugout': 0.0}, 'dugout': {'belt': 0.0, 't-shirt': 0.0, 'dugout': 1.0}}","[0, 189, 332, 163]","[0, 162, 298, 153]","{'t-shirt': 0.05555555555555555, 'dugout': 0.7222222222222222, 'batter.': 0.0, 'ball': 0.0, 'baseball uniform': 0.027777777777777776, 'shoe': 0.027777777777777776, 'bat': 0.0, 'box': 0.0, 'dress': 0.027777777777777776, 'pant': 0.027777777777777776, '______________________________________________________________________________': 0.0, 'player': 0.0, 'belt': 0.05555555555555555, 'clothes': 0.027777777777777776, 'baseball': 0.0, 'wall': 0.027777777777777776}","{'t-shirt': 0.0, 'dugout': 0.0, 'batter.': 0.0625, 'ball': 0.125, 'baseball uniform': 0.0, 'shoe': 0.0, 'bat': 0.25, 'box': 0.0625, 'dress': 0.0, 'pant': 0.0, '______________________________________________________________________________': 0.0625, 'player': 0.125, 'belt': 0.0, 'clothes': 0.0, 'baseball': 0.3125, 'wall': 0.0}",-0.24313226954193232
