Unnamed: 0,vg_image_id,vg_object_id,image,link_vg,vg_obj_name,vg_domain,vg_synset,vg_same_object,vg_adequacy_mean,vg_inadequacy_type,vg_image_name,vg_cat,clusters,topname,adequacy_mean,inadequacy_type,total_responses,perc_top,H,N,domain,split,same_object,vg_bbox_xywh,mn_bbox_xywh,human_nouns,blip2_output
14636,2373384,1794482,http://manynames.upf.edu//2373384_1794482_building.png,https://cs.stanford.edu/people/rak248/VG_100K/2373384.jpg,house,buildings,house.n.01,"{'building': 1.0, 'house': 1.0}",1.0,{'None': 1.0},2373384.jpg,"structure, construction","[{'36': ['house', 'building']}]",building,"{'building': 1.0, 'house': 1.0}","{'building': {'None': 1.0}, 'house': {'None': 1.0}}",36,0.8888888888888888,0.5032583347756456,2,buildings,train,"{'building': {'building': 1.0, 'house': 1.0}, 'house': {'building': 1.0, 'house': 1.0}}","[0, 0, 205, 313]","[0, 0, 251, 380]","{'building': 32, 'house': 4}","[['the street sign in front of the building'], ['a tree with pink flowers'], ['this is a pink cherry tree'], ['the pink tree on the left side of the street.'], ['red cherry tree'], ['a tree'], ['this tree is flowering'], ['a flowering tree in a public park'], ['the first tree with pink blossoms on the left.'], ['the tree in the photo']]"
18001,2386725,517097,http://manynames.upf.edu//2386725_517097_dugout.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2386725.jpg,dugout,buildings,shelter.n.01,{},1.0,{'None': 1.0},2386725.jpg,"structure, construction","[{'25': ['dugout']}, {'2': ['helmet']}, {'2': ['cap']}]",dugout,"{'helmet': 0.33, 'cap': 0.5, 'dugout': 1.0}","{'helmet': {'bounding box': 1.0}, 'cap': {'bounding box': 1.0}, 'dugout': {'None': 1.0}}",25,1.0,0.0,1,buildings,train,"{'helmet': {'helmet': 1.0, 'cap': 0.33, 'dugout': 0.0}, 'cap': {'helmet': 0.33, 'cap': 1.0, 'dugout': 0.0}, 'dugout': {'helmet': 0.0, 'cap': 0.0, 'dugout': 1.0}}","[0, 61, 242, 163]","[0, 66, 295, 201]","{'dugout': 25, 'helmet': 2, 'cap': 2, 'awning': 1, 'net': 1, 'jersey': 1, 'team': 1, 'baseball dugout': 1, 'goal': 1}","[['the first name that comes to mind is _____'], ['the batter in a baseball game'], ['a baseball bat'], ['baseball'], ['a baseball'], ['a baseball bat'], ['the batter'], ['a baseball bat'], ['baseball player at bat'], ['the baseball in the red box with the first name that comes to mind']]"
20782,2399857,413236,http://manynames.upf.edu//2399857_413236_house.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2399857.jpg,house,buildings,house.n.01,{},1.0,{'None': 1.0},2399857.jpg,"structure, construction","[{'32': ['house']}, {'2': ['ball']}]",house,"{'ball': 0.33, 'house': 1.0}","{'ball': {'bounding box': 1.0}, 'house': {'None': 1.0}}",32,1.0,0.0,1,buildings,train,"{'ball': {'ball': 1.0, 'house': 0.0}, 'house': {'ball': 0.0, 'house': 1.0}}","[0, 1, 220, 215]","[0, 0, 270, 264]","{'house': 32, 'ball': 2, 'gate': 1}","[['a girl playing tennis'], ['a girl playing tennis'], ['the girl with the tennis racket'], ['a girl in a blue shirt and green shorts swinging a tennis racket'], ['a young girl swinging a tennis racket'], ['a tennis racket'], ['a tennis ball'], ['tennis ball'], ['a person'], ['tennis racket']]"
4112,2330661,2765913,http://manynames.upf.edu//2330661_2765913_tent.png,https://cs.stanford.edu/people/rak248/VG_100K/2330661.jpg,tent,buildings,shelter.n.01,{'canopy': 1.0},1.0,{'None': 1.0},2330661.jpg,"structure, construction","[{'26': ['tent', 'canopy']}, {'2': ['car']}, {'2': ['people']}]",tent,"{'people': 0.67, 'car': 0.17, 'tent': 1.0, 'canopy': 1.0}","{'people': {'bounding box': 0.7, 'None': 0.3}, 'car': {'other': 0.7, 'bounding box': 0.3}, 'tent': {'None': 1.0}, 'canopy': {'None': 1.0}}",26,0.8076923076923077,0.7062740891876007,2,buildings,train,"{'people': {'people': 1.0, 'car': 0.0, 'tent': 0.0, 'canopy': 0.0}, 'car': {'people': 0.0, 'car': 1.0, 'tent': 0.0, 'canopy': 0.0}, 'tent': {'people': 0.0, 'car': 0.0, 'tent': 1.0, 'canopy': 1.0}, 'canopy': {'people': 0.0, 'car': 0.0, 'tent': 1.0, 'canopy': 1.0}}","[211, 0, 280, 161]","[245, 0, 341, 199]","{'tent': 21, 'canopy': 5, 'car': 2, 'people': 2, 't-shirt': 1, 'shirt': 1, 'shoe': 1, 'person': 1, 'crowd': 1, 'spectators': 1}","[['skateboard'], ['a skateboarder riding down the street'], ['the skateboarder is going to be the object that is named.'], ['a man skateboarding'], ['a person riding a skateboard'], ['the man in the white shirt is riding a skateboard'], ['skateboard'], ['a skateboarder wearing a helmet and knee pads'], ['a young man skateboarding in a parking lot.'], ['a skateboarder performing a trick in the middle of a traffic circle.']]"
9236,2353914,3495274,http://manynames.upf.edu//2353914_3495274_tent.png,https://cs.stanford.edu/people/rak248/VG_100K/2353914.jpg,tent,buildings,shelter.n.01,"{'canopy': 1.0, 'awning': 1.0}",1.0,{'None': 1.0},2353914.jpg,"structure, construction","[{'25': ['canopy', 'tent', 'awning']}, {'2': ['pole']}]",tent,"{'pole': 0.17, 'tent': 1.0, 'canopy': 1.0, 'awning': 1.0, 'shelter': 'NA'}","{'pole': {'bounding box': 1.0}, 'tent': {'None': 1.0}, 'canopy': {'None': 1.0}, 'awning': {'None': 1.0}, 'shelter': 'NA'}",26,0.5769230769230769,1.507757760806689,4,buildings,train,"{'pole': {'pole': 1.0, 'tent': 0.0, 'canopy': 0.0, 'awning': 0.0, 'shelter': 'NA'}, 'tent': {'pole': 0.0, 'tent': 1.0, 'canopy': 1.0, 'awning': 1.0, 'shelter': 'NA'}, 'canopy': {'pole': 0.0, 'tent': 1.0, 'canopy': 1.0, 'awning': 1.0, 'shelter': 'NA'}, 'awning': {'pole': 0.0, 'tent': 1.0, 'canopy': 1.0, 'awning': 1.0, 'shelter': 'NA'}, 'shelter': {'pole': 'NA', 'tent': 'NA', 'canopy': 'NA', 'awning': 'NA', 'shelter': 'NA'}}","[0, 42, 493, 122]","[0, 41, 572, 147]","{'tent': 15, 'canopy': 7, 'awning': 3, 'shelter': 1, 'pole': 2, 'vendor tent': 1, 'canape': 1, 'tomato': 1, 'booth': 1, 'tent covering': 1, 'sunshade': 1, 'umbrella': 1, 'fruits': 1}","[['red and white market stall'], [""vegetables at a farmer's market""], ['a man at a farmers market'], ['the vegetables on the counter'], ['an apple'], ['a stall at a fruit and veg market'], ['a man in a white apron is buying vegetables at a market'], ['the produce stand in front of the store'], ['the red box with the first name that comes to mind is a vegetable stand'], ['the fruit and vegetables market']]"
4640,2333798,966663,http://manynames.upf.edu//2333798_966663_garage door.png,https://cs.stanford.edu/people/rak248/VG_100K/2333798.jpg,garage,buildings,outbuilding.n.01,"{'garage door': 0.71, 'door': 0.71, 'shutter': 0.71}",0.93,"{'bounding box': 0.1, 'None': 0.9}",2333798.jpg,"structure, construction","[{'26': ['garage', 'door', 'garage door', 'shutter']}, {'4': ['bike']}]",garage door,"{'bike': 0.36, 'garage door': 1.0, 'door': 0.93, 'garage': 0.93, 'shutter': 1.0}","{'bike': {'bounding box': 0.9, 'visual': 0.1}, 'garage door': {'None': 1.0}, 'door': {'None': 0.9, 'visual': 0.1}, 'garage': {'None': 0.9, 'bounding box': 0.1}, 'shutter': {'None': 1.0}}",26,0.3846153846153846,1.8020456244375824,4,buildings,test,"{'bike': {'bike': 1.0, 'garage door': 0.0, 'door': 0.0, 'garage': 0.0, 'shutter': 0.0}, 'garage door': {'bike': 0.0, 'garage door': 1.0, 'door': 1.0, 'garage': 0.71, 'shutter': 0.86}, 'door': {'bike': 0.0, 'garage door': 1.0, 'door': 1.0, 'garage': 0.71, 'shutter': 0.86}, 'garage': {'bike': 0.0, 'garage door': 0.71, 'door': 0.71, 'garage': 1.0, 'shutter': 0.71}, 'shutter': {'bike': 0.0, 'garage door': 0.86, 'door': 0.86, 'garage': 0.71, 'shutter': 1.0}}","[40, 0, 305, 199]","[41, 0, 371, 245]","{'garage door': 10, 'door': 9, 'garage': 5, 'shutter': 2, 'bike': 4, 'wall': 1, 'louver': 1, 'mirror': 1, 'metal': 1, 'vehicle': 1}","[['a motorcycle'], ['triumph motorcycles'], ['a motorcycle'], ['motorcycle'], ['the bike'], ['motorcycle'], ['a motorcycle'], ['the red box is a motorcycle'], ['a motorcycle'], ['the motorcycle']]"
10638,2359050,796614,http://manynames.upf.edu//2359050_796614_bridge.png,https://cs.stanford.edu/people/rak248/VG_100K/2359050.jpg,bridge,buildings,bridge.n.01,{},1.0,{'None': 1.0},2359050.jpg,"structure, construction","[{'8': ['train']}, {'20': ['bridge']}]",bridge,"{'train': 0.5, 'bridge': 1.0}","{'train': {'bounding box': 1.0}, 'bridge': {'None': 1.0}}",20,1.0,0.0,1,buildings,train,"{'train': {'train': 1.0, 'bridge': 0.0}, 'bridge': {'train': 0.0, 'bridge': 1.0}}","[41, 70, 459, 196]","[42, 77, 555, 241]","{'bridge': 20, 'train': 8, 'belt': 1, 'building': 1, 'pole': 1, 'train tracks': 1, 'overpass': 1, 'railroad': 1, 'elevated': 1, 'tracks': 1}","[['the chicago river, riverwalk'], ['an elevated train'], ['a red train on the street'], ['a train on a track'], ['a train that is about to pass'], [""a train that's going through the city""], ['the elevated train'], ['the elevated train tracks that are in downtown chicago'], ['a train on the tracks in chicago'], [""the train that's going up and down""]]"
24456,2414202,157846,http://manynames.upf.edu//2414202_157846_house.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2414202.jpg,house,buildings,house.n.01,"{'home': 1.0, 'building': 1.0}",1.0,{'None': 1.0},2414202.jpg,"structure, construction","[{'34': ['home', 'house', 'building']}]",house,"{'house': 1.0, 'home': 1.0, 'building': 1.0}","{'house': {'None': 1.0}, 'home': {'None': 1.0}, 'building': {'None': 1.0}}",34,0.8823529411764706,0.64020643336047,3,buildings,train,"{'house': {'house': 1.0, 'home': 1.0, 'building': 1.0}, 'home': {'house': 1.0, 'home': 1.0, 'building': 1.0}, 'building': {'house': 1.0, 'home': 1.0, 'building': 1.0}}","[116, 2, 383, 142]","[132, 0, 464, 177]","{'house': 30, 'home': 2, 'building': 2, 'boll': 1}","[['a frisbee'], ['a frisbee'], ['a frisbee'], ['a woman and a man'], ['a frisbee'], ['a person throwing a frisbee to a girl in a black shirt.'], ['the man and woman standing in front of the house with the blue trim'], ['a man and a woman playing frisbee'], ['frisbee'], ['frisbee']]"
12194,2364508,2592371,http://manynames.upf.edu//2364508_2592371_building.png,https://cs.stanford.edu/people/rak248/VG_100K/2364508.jpg,castle,buildings,house.n.01,"{'building': 1.0, 'church': 1.0, 'cathedral': 1.0}",1.0,{'None': 1.0},2364508.jpg,"structure, construction","[{'34': ['castle', 'cathedral', 'church', 'building']}]",building,"{'building': 1.0, 'castle': 1.0, 'cathedral': 1.0, 'church': 1.0}","{'building': {'None': 1.0}, 'castle': {'None': 1.0}, 'cathedral': {'None': 1.0}, 'church': {'None': 1.0}}",34,0.7941176470588235,1.054026074762777,4,buildings,train,"{'building': {'building': 1.0, 'castle': 1.0, 'cathedral': 1.0, 'church': 1.0}, 'castle': {'building': 1.0, 'castle': 1.0, 'cathedral': 1.0, 'church': 1.0}, 'cathedral': {'building': 1.0, 'castle': 1.0, 'cathedral': 1.0, 'church': 1.0}, 'church': {'building': 1.0, 'castle': 1.0, 'cathedral': 1.0, 'church': 1.0}}","[232, 0, 216, 206]","[270, 0, 265, 253]","{'building': 27, 'castle': 3, 'cathedral': 2, 'church': 2, 'mirror': 1, 'window': 1}","[['the red box with the first name that comes to mind is a tank'], ['the building in the background is the parliament building'], ['a military parade with soldiers marching'], [''], ['the image on the right is of soldiers marching in a parade, with a building in the background'], ['a large military truck'], ['a military vehicle'], ['the red box is a picture of the army parade in front of the building.'], [''], ['the large building in the centre']]"
4792,2334598,3676091,http://manynames.upf.edu//2334598_3676091_sign.png,https://cs.stanford.edu/people/rak248/VG_100K/2334598.jpg,marquee,buildings,shelter.n.01,"{'signboard': 0.33, 'sign': 0.33}",0.5,"{'bounding box': 0.3, 'other': 0.3, 'None': 0.3}",2334598.jpg,"structure, construction","[{'28': ['signboard', 'sign']}]",sign,"{'sign': 1.0, 'signboard': 1.0}","{'sign': {'None': 1.0}, 'signboard': {'None': 1.0}}",28,0.9285714285714286,0.3712323266408756,2,buildings,,"{'sign': {'sign': 1.0, 'signboard': 1.0}, 'signboard': {'sign': 1.0, 'signboard': 1.0}}","[35, 0, 154, 134]","[43, 0, 229, 200]","{'sign': 26, 'signboard': 2, 'building logo': 1, 'awning': 1, 'board': 1, 'store sign': 1, 'bored': 1, 'store': 1, 'storefront': 1}","[['glo'], ['the giogio theater in san diego'], ['q&a 1'], ['the gila theater, in los angeles, ca'], ['gq'], ['gogo'], ['glendale theatre'], ['g-lo'], ['the globo movie theater in downtown san diego'], ['the logo of glo']]"
4084,2330509,2909992,http://manynames.upf.edu//2330509_2909992_house.png,https://cs.stanford.edu/people/rak248/VG_100K/2330509.jpg,house,buildings,house.n.01,{'roof': 0.33},1.0,{'None': 1.0},2330509.jpg,"structure, construction","[{'2': ['roof']}, {'3': ['window']}, {'26': ['house']}]",house,"{'window': 0.33, 'house': 1.0, 'roof': 0.5, 'home': 'NA'}","{'window': {'bounding box': 1.0}, 'house': {'None': 1.0}, 'roof': {'bounding box': 1.0}, 'home': 'NA'}",29,0.896551724137931,0.5748281443803861,3,buildings,train,"{'window': {'window': 1.0, 'house': 0.0, 'roof': 0.0, 'home': 'NA'}, 'house': {'window': 0.0, 'house': 1.0, 'roof': 0.33, 'home': 'NA'}, 'roof': {'window': 0.0, 'house': 0.33, 'roof': 1.0, 'home': 'NA'}, 'home': {'window': 'NA', 'house': 'NA', 'roof': 'NA', 'home': 'NA'}}","[237, 37, 243, 214]","[276, 37, 297, 263]","{'house': 26, 'roof': 2, 'home': 1, 'window': 3, 'pole': 1, 'door': 1, 'cake': 1}","[['a statue of a man on a pedestal'], ['a statue of a woman'], ['the large blue building on the left is the home of the sculptor, and the building on the'], ['a statue'], ['the statue of a man'], [''], ['a small wooden house with a large tree in the front yard.'], ['the statue in the red box with the first name that comes to mind is the statue in the red'], ['the house'], ['a statue of a man on the porch of a house with a sign over the door that reads ""']]"
4602,2333584,966979,http://manynames.upf.edu//2333584_966979_jacket.png,https://cs.stanford.edu/people/rak248/VG_100K/2333584.jpg,jacket,clothing,overgarment.n.01,{},1.0,{'None': 1.0},2333584.jpg,article of clothing,[{'31': ['jacket']}],jacket,"{'jacket': 1.0, 'dress': 'NA', 'coat': 'NA'}","{'jacket': {'None': 1.0}, 'dress': 'NA', 'coat': 'NA'}",33,0.9393939393939394,0.3904521308132069,3,clothing,train,"{'jacket': {'jacket': 1.0, 'dress': 'NA', 'coat': 'NA'}, 'dress': {'jacket': 'NA', 'dress': 'NA', 'coat': 'NA'}, 'coat': {'jacket': 'NA', 'dress': 'NA', 'coat': 'NA'}}","[37, 184, 222, 190]","[37, 212, 272, 233]","{'jacket': 31, 'dress': 1, 'coat': 1, 'shirt': 1, 'sleeveless': 1, 'sweater': 1}","[['a person with a parrot on his head'], ['a girl wearing a blue jacket'], ['a person with a bird on their head'], ['a black bird wearing a blue helmet'], ['red parrot with a bike helmet'], [""a large bird sitting on the person's helmet""], ['the blue jacket'], ['the blue-and-red striped jacket with the parrot on the front'], ['parrot'], ['the parrot in the blue helmet']]"
20814,2400025,1163784,http://manynames.upf.edu//2400025_1163784_jacket.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2400025.jpg,jacket,clothing,overgarment.n.01,{'coat': 1.0},1.0,{'None': 1.0},2400025.jpg,article of clothing,"[{'34': ['jacket', 'coat']}]",jacket,"{'jacket': 1.0, 'coat': 1.0}","{'jacket': {'None': 1.0}, 'coat': {'None': 1.0}}",34,0.8529411764705882,0.6024308020404453,2,clothing,train,"{'jacket': {'jacket': 1.0, 'coat': 1.0}, 'coat': {'jacket': 1.0, 'coat': 1.0}}","[31, 72, 236, 152]","[21, 57, 218, 143]","{'jacket': 29, 'coat': 5, 'shirt': 1, 'blazer': 1}","[['the young boy is wearing a kilt, wearing a coat, and jumping on a park bench'], ['boy in black suit and tie'], ['boy in kilt jumping over bench'], ['a young boy in a kilt and jacket jumping over a bench'], ['a boy in a kilt jumping on a bench'], ['boy wearing black suit and kilt on a bench in the grass'], ['a boy jumping on a bench'], ['the young man'], ['the young boy wearing a suit and tie, with a picture of a dog and a bench'], ['a young boy in a black suit and white shirt jumping over a bench on a green park bench']]"
3509,2327556,2775357,http://manynames.upf.edu//2327556_2775357_shirt.png,https://cs.stanford.edu/people/rak248/VG_100K/2327556.jpg,shirt,clothing,shirt.n.01,{'costume': 1.0},1.0,{'None': 1.0},2327556.jpg,article of clothing,"[{'26': ['shirt', 'costume']}]",shirt,"{'shirt': 1.0, 'costume': 1.0, 'dress': 'NA'}","{'shirt': {'None': 1.0}, 'costume': {'None': 1.0}, 'dress': 'NA'}",27,0.8518518518518519,0.7253759284051438,3,clothing,val,"{'shirt': {'shirt': 1.0, 'costume': 1.0, 'dress': 'NA'}, 'costume': {'shirt': 1.0, 'costume': 1.0, 'dress': 'NA'}, 'dress': {'shirt': 'NA', 'costume': 'NA', 'dress': 'NA'}}","[55, 151, 249, 266]","[42, 128, 230, 245]","{'shirt': 23, 'costume': 3, 'dress': 1, 'girl': 1, 'suit': 1, 't-shirt': 1, 'stuffed bear': 1, 'teddy bear': 1, 'doll': 1, 'leotard': 1, 'costume shirt': 1}","[['a stuffed animal'], [""i think it's an old-timey captain america outfit""], ['the superhero costume with the red, white, and blue fabric and a red star on the chest'], ['the raccoon'], ['my little brother'], ['this is a little girl holding her little raccoon'], ['red teddy bear with a star'], ['a red superhero'], ['captain america'], ['captain america, iron man, black widow, hawkeye, thor, the hulk, the invisible woman']]"
21733,2403837,348942,http://manynames.upf.edu//2403837_348942_hat.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2403837.jpg,hat,clothing,headdress.n.01,{'bonnet': 1.0},1.0,{'None': 1.0},2403837.jpg,article of clothing,"[{'25': ['hat', 'bonnet']}, {'5': ['dog']}]",hat,"{'dog': 0.17, 'hat': 1.0, 'bonnet': 1.0}","{'dog': {'bounding box': 1.0}, 'hat': {'None': 1.0}, 'bonnet': {'None': 1.0}}",25,0.92,0.4021791902022728,2,clothing,train,"{'dog': {'dog': 1.0, 'hat': 0.0, 'bonnet': 0.0}, 'hat': {'dog': 0.0, 'hat': 1.0, 'bonnet': 1.0}, 'bonnet': {'dog': 0.0, 'hat': 1.0, 'bonnet': 1.0}}","[120, 1, 351, 137]","[136, 0, 425, 170]","{'hat': 23, 'bonnet': 2, 'dog': 5, 'cap': 1, 'eye': 1, 'dog hat': 1, ""dog's eye"": 1}","[[""a dog wearing a gold and white dress and a hat with a red ribbon around it's neck""], [''], ['this is a golden doodle'], ['dog'], ['a gold-rimmed, yellow hat with a large flower'], ['a dog wearing a gold hat'], ['a dog in a gold costume'], ['this dog is wearing a hat'], ['the dog with a yellow dress and a hat on'], ['a dog wearing a gold and yellow dress']]"
11701,2362771,3072573,http://manynames.upf.edu//2362771_3072573_dress.png,https://cs.stanford.edu/people/rak248/VG_100K/2362771.jpg,dress,clothing,dress.n.01,"{'clothes': 1.0, 'shirt': 1.0, 'clothing': 1.0, 'apron': 1.0}",0.83,"{'visual': 0.3, 'None': 0.7}",2362771.jpg,article of clothing,"[{'31': ['clothing', 'clothes', 'dress', 'shirt', 'apron']}]",dress,"{'apron': 1.0, 'dress': 0.83, 'shirt': 0.5, 'clothing': 1.0, 'clothes': 1.0}","{'apron': {'None': 1.0}, 'dress': {'None': 0.7, 'visual': 0.3}, 'shirt': {'bounding box': 1.0}, 'clothing': {'None': 1.0}, 'clothes': {'None': 1.0}}",31,0.3548387096774194,1.9955790173398635,5,clothing,train,"{'apron': {'apron': 1.0, 'dress': 1.0, 'shirt': 1.0, 'clothing': 1.0, 'clothes': 1.0}, 'dress': {'apron': 1.0, 'dress': 1.0, 'shirt': 1.0, 'clothing': 1.0, 'clothes': 1.0}, 'shirt': {'apron': 1.0, 'dress': 1.0, 'shirt': 1.0, 'clothing': 1.0, 'clothes': 1.0}, 'clothing': {'apron': 1.0, 'dress': 1.0, 'shirt': 1.0, 'clothing': 1.0, 'clothes': 1.0}, 'clothes': {'apron': 1.0, 'dress': 1.0, 'shirt': 1.0, 'clothing': 1.0, 'clothes': 1.0}}","[219, 116, 190, 383]","[189, 97, 177, 349]","{'apron': 11, 'dress': 11, 'shirt': 5, 'clothing': 2, 'clothes': 2, 'woman': 1, 'outfit': 1, 't-shirt': 1, 'ladies body': 1}","[['hairstylist blowing out hair of a woman in a chair.'], ['a hair dryer'], ['the hairdresser'], ['hair dryer'], ['a hairdryer'], ['a black dress, with red and white stripes'], ['hair dryer'], [""woman's hair blowing""], ['a lady having her hair done'], [""a hairdresser blow drying a woman's hair""]]"
19479,2393742,470036,http://manynames.upf.edu//2393742_470036_dress.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2393742.jpg,dress,clothing,dress.n.01,{},1.0,{'None': 1.0},2393742.jpg,article of clothing,[{'31': ['dress']}],dress,{'dress': 1.0},{'dress': {'None': 1.0}},31,1.0,0.0,1,clothing,train,{'dress': {'dress': 1.0}},"[270, 0, 174, 333]","[315, 0, 215, 399]","{'dress': 31, 'phone': 1, 'woman': 1, 'black dress': 1}","[['the figure in the black dress'], ['the woman in the black dress'], ['a woman in a dress'], ['red box'], ['woman in a black dress'], ['woman in a black dress'], ['woman in a black dress'], ['woman wearing a dress'], ['the red box is a woman in a black dress.'], ['the woman in black']]"
9066,2353212,848262,http://manynames.upf.edu//2353212_848262_shirt.png,https://cs.stanford.edu/people/rak248/VG_100K/2353212.jpg,shirt,clothing,shirt.n.01,{'dress shirt': 1.0},1.0,{'None': 1.0},2353212.jpg,article of clothing,"[{'15': ['necktie', 'tie']}, {'18': ['shirt', 'dress shirt']}]",shirt,"{'necktie': 0.5, 'tie': 0.5, 'shirt': 1.0, 'dress shirt': 1.0}","{'necktie': {'None': 0.3, 'bounding box': 0.7}, 'tie': {'None': 0.3, 'bounding box': 0.7}, 'shirt': {'None': 1.0}, 'dress shirt': {'None': 1.0}}",18,0.8888888888888888,0.5032583347756456,2,clothing,train,"{'necktie': {'necktie': 1.0, 'tie': 1.0, 'shirt': 0.0, 'dress shirt': 0.0}, 'tie': {'necktie': 1.0, 'tie': 1.0, 'shirt': 0.0, 'dress shirt': 0.0}, 'shirt': {'necktie': 0.0, 'tie': 0.0, 'shirt': 1.0, 'dress shirt': 1.0}, 'dress shirt': {'necktie': 0.0, 'tie': 0.0, 'shirt': 1.0, 'dress shirt': 1.0}}","[210, 0, 286, 332]","[244, 0, 348, 396]","{'shirt': 16, 'dress shirt': 2, 'tie': 11, 'necktie': 4, 't-shirt': 1, 'undershirt': 1, 'coat': 1}","[['a person wearing a tie'], ['the collar of a shirt'], ['the blue dress shirt'], ['a black jacket'], ['the purple tie'], ['the man wearing the purple tie'], ['the tie on the man in the purple shirt'], ['a man wearing a tie'], ['a person in a suit'], ['a black shirt']]"
2751,2323122,3224817,http://manynames.upf.edu//2323122_3224817_poncho.png,https://cs.stanford.edu/people/rak248/VG_100K/2323122.jpg,raincoat,clothing,overgarment.n.01,{'poncho': 1.0},1.0,{'None': 1.0},2323122.jpg,article of clothing,"[{'22': ['poncho', 'raincoat']}, {'6': ['woman', 'person']}]",poncho,"{'woman': 0.17, 'person': 0.17, 'poncho': 1.0, 'raincoat': 1.0}","{'woman': {'bounding box': 1.0}, 'person': {'bounding box': 1.0}, 'poncho': {'None': 1.0}, 'raincoat': {'None': 1.0}}",22,0.5454545454545454,0.9940302114769566,2,clothing,,"{'woman': {'woman': 1.0, 'person': 1.0, 'poncho': 0.0, 'raincoat': 0.0}, 'person': {'woman': 1.0, 'person': 1.0, 'poncho': 0.0, 'raincoat': 0.0}, 'poncho': {'woman': 0.0, 'person': 0.0, 'poncho': 1.0, 'raincoat': 1.0}, 'raincoat': {'woman': 0.0, 'person': 0.0, 'poncho': 1.0, 'raincoat': 1.0}}","[93, 127, 164, 330]","[76, 107, 154, 302]","{'poncho': 12, 'raincoat': 10, 'person': 3, 'woman': 3, 'rain slicker': 1, 'parka': 1, 'girl': 1, 'rain jacket': 1, 'coat': 1, 'protestant': 1, 'man': 1, 'umbrella': 1}","[['a person holding an umbrella.'], ['umbrella'], ['umbrella'], ['umbrella'], ['the man in the blue raincoat'], ['umbrella, woman, rain, black'], ['umbrella'], ['person in raincoat'], ['person in black raincoat, holding umbrella, in a park, with a person in blue raincoat'], ['a person in a raincoat']]"
18615,2389869,3828379,http://manynames.upf.edu//2389869_3828379_dress.png,https://cs.stanford.edu/people/rak248/VG_100K_2/2389869.jpg,dress,clothing,dress.n.01,{'wedding dress': 1.0},1.0,{'None': 1.0},2389869.jpg,article of clothing,"[{'32': ['wedding dress', 'dress']}]",dress,"{'dress': 1.0, 'wedding dress': 1.0, 'clothes': 'NA'}","{'dress': {'None': 1.0}, 'wedding dress': {'None': 1.0}, 'clothes': 'NA'}",33,0.8787878787878788,0.6311718053929062,3,clothing,train,"{'dress': {'dress': 1.0, 'wedding dress': 1.0, 'clothes': 'NA'}, 'wedding dress': {'dress': 1.0, 'wedding dress': 1.0, 'clothes': 'NA'}, 'clothes': {'dress': 'NA', 'wedding dress': 'NA', 'clothes': 'NA'}}","[159, 239, 197, 256]","[135, 207, 183, 236]","{'dress': 29, 'wedding dress': 3, 'clothes': 1, 'cubs': 1, 'gown': 1, 'tops': 1}","[['a wedding cake'], ['a man and a woman eating a cake together'], ['the wedding cake'], ['a wedding cake, as the bride eats it.'], ['bride'], [""the groom's wedding cake""], ['the groom eating a piece of cake'], ['a wedding cake'], ['the bride is feeding the groom a slice of cake'], ['a woman feeding her husband']]"
2510,2321917,3143203,http://manynames.upf.edu//2321917_3143203_dress.png,https://cs.stanford.edu/people/rak248/VG_100K/2321917.jpg,dress,clothing,dress.n.01,{},1.0,{'None': 1.0},2321917.jpg,article of clothing,"[{'29': ['dress']}, {'3': ['bench']}]",dress,"{'bench': 0.5, 'dress': 1.0}","{'bench': {'bounding box': 1.0}, 'dress': {'None': 1.0}}",29,1.0,0.0,1,clothing,train,"{'bench': {'bench': 1.0, 'dress': 0.0}, 'dress': {'bench': 0.0, 'dress': 1.0}}","[23, 101, 353, 232]","[20, 114, 428, 284]","{'dress': 29, 'bench': 3, 'hair': 1, 'maxi': 1, 'gown': 1, 'body': 1}","[['arrow'], ['arrow'], ['a person dressed as a girl with a bow and arrow'], ['an arrow'], ['a bow'], ['a bow'], [''], [''], ['a girl dressed in a green dress'], ['the bow and arrow']]"
