index,image_file,fromage_filtered_output
1355,data/images/quantifier/test_1355.png,"['many', 'many', 'many', 'almost all', 'some']"
1358,data/images/quantifier/test_1358.png,"['some', 'many', 'many', 'none', 'few']"
1362,data/images/quantifier/test_1362.png,"['many', 'none', 'almost none', 'many', 'most']"
1363,data/images/quantifier/test_1363.png,"['most', 'none', 'almost none', 'the smaller part', 'almost none']"
1367,data/images/quantifier/test_1367.png,"['many', 'many', 'some', 'many', 'many']"
1371,data/images/quantifier/test_1371.png,"['many', 'almost all', 'most', 'many', 'almost none']"
1372,data/images/quantifier/test_1372.png,"['almost none', 'few', 'many', 'many', 'almost all']"
1373,data/images/quantifier/test_1373.png,"['many', 'many', 'many', 'many', 'few']"
1379,data/images/quantifier/test_1379.png,"['some', 'most', 'few', 'the smaller part', 'none']"
1384,data/images/quantifier/test_1384.png,"['none', 'all', 'none', 'many', 'many']"
1391,data/images/quantifier/test_1391.png,"['none', 'almost none', 'few', 'almost all', 'almost none']"
1396,data/images/quantifier/test_1396.png,"['many', 'almost all', 'many', 'all', 'almost all']"
1401,data/images/quantifier/test_1401.png,"['the smaller part', 'many', 'almost none', 'none', 'most']"
1402,data/images/quantifier/test_1402.png,"['few', 'all', 'many', 'all', 'many']"
1404,data/images/quantifier/test_1404.png,"['almost all', 'few', 'many', 'many', 'all']"
1409,data/images/quantifier/test_1409.png,"['many', 'many', 'many', 'all', 'many']"
1411,data/images/quantifier/test_1411.png,"['many', 'many', 'almost all', 'most', 'many']"
1418,data/images/quantifier/test_1418.png,"['the smaller part', 'none', 'many', 'many', 'many']"
1421,data/images/quantifier/test_1421.png,"['many', 'many', 'almost all', 'almost none', 'all']"
1425,data/images/quantifier/test_1425.png,"['some', 'few', 'none', 'almost none', 'almost none']"
1434,data/images/quantifier/test_1434.png,"['most', 'many', 'many', 'most', 'most']"
1436,data/images/quantifier/test_1436.png,"['all', 'many', 'many', 'most', 'many']"
1444,data/images/quantifier/test_1444.png,"['few', 'many', 'few', 'almost none', 'many']"
1450,data/images/quantifier/test_1450.png,"['all', 'many', 'almost all', 'almost none', 'almost none']"
1451,data/images/quantifier/test_1451.png,"['some', 'some', 'most', 'the smaller part', 'many']"
1455,data/images/quantifier/test_1455.png,"['almost all', 'almost all', 'the smaller part', 'some', 'almost all']"
1457,data/images/quantifier/test_1457.png,"['many', 'many', 'many', 'many', 'many']"
1458,data/images/quantifier/test_1458.png,"['none', 'most', 'most', 'almost all', 'some']"
1460,data/images/quantifier/test_1460.png,"['few', 'almost none', 'none', 'many', 'many']"
1469,data/images/quantifier/test_1469.png,"['most', 'some', 'many', 'almost none', 'the smaller part']"
1470,data/images/quantifier/test_1470.png,"['many', 'some', 'many', 'many', 'almost none']"
1480,data/images/quantifier/test_1480.png,"['many', 'many', 'many', 'many', 'many']"
1483,data/images/quantifier/test_1483.png,"['almost none', 'many', 'most', 'many', 'many']"
1486,data/images/quantifier/test_1486.png,"['none', 'all', 'many', 'none', 'all']"
1488,data/images/quantifier/test_1488.png,"['many', 'none', 'some', 'many', 'some']"
1495,data/images/quantifier/test_1495.png,"['most', 'the smaller part', 'all', 'few', 'none']"
1498,data/images/quantifier/test_1498.png,"['some', 'almost none', 'few', 'all', 'the smaller part']"
1499,data/images/quantifier/test_1499.png,"['most', 'few', 'almost all', 'few', 'many']"
1505,data/images/quantifier/test_1505.png,"['many', 'many', 'most', 'many', 'many']"
1509,data/images/quantifier/test_1509.png,"['many', 'all', 'few', 'many', 'many']"
1517,data/images/quantifier/test_1517.png,"['many', 'almost none', 'many', 'most', 'most']"
1519,data/images/quantifier/test_1519.png,"['few', 'some', 'all', 'almost none', 'none']"
1525,data/images/quantifier/test_1525.png,"['many', 'many', 'many', 'most', 'many']"
1529,data/images/quantifier/test_1529.png,"['many', 'many', 'many', 'many', 'most']"
1538,data/images/quantifier/test_1538.png,"['almost all', 'many', 'none', 'most', 'all']"
1542,data/images/quantifier/test_1542.png,"['many', 'few', 'all', 'the smaller part', 'many']"
1546,data/images/quantifier/test_1546.png,"['the smaller part', 'many', 'few', 'none', 'many']"
1552,data/images/quantifier/test_1552.png,"['the smaller part', 'some', 'almost all', 'the smaller part', 'the smaller part']"
1553,data/images/quantifier/test_1553.png,"['most', 'all', 'many', 'all', 'few']"
1556,data/images/quantifier/test_1556.png,"['many', 'most', 'many', 'many', 'the smaller part']"
1561,data/images/quantifier/test_1561.png,"['the smaller part', 'the smaller part', 'the smaller part', 'some', 'almost none']"
1570,data/images/quantifier/test_1570.png,"['some', 'almost none', 'many', 'most', 'many']"
1571,data/images/quantifier/test_1571.png,"['almost all', 'the smaller part', 'many', 'none', 'many']"
1572,data/images/quantifier/test_1572.png,"['few', 'none', 'most', 'many', 'many']"
1573,data/images/quantifier/test_1573.png,"['many', 'some', 'few', 'many', 'most']"
1585,data/images/quantifier/test_1585.png,"['almost none', 'many', 'some', 'most', 'the smaller part']"
1587,data/images/quantifier/test_1587.png,"['many', 'some', 'none', 'the smaller part', 'almost all']"
1588,data/images/quantifier/test_1588.png,"['many', 'many', 'many', 'many', 'many']"
1591,data/images/quantifier/test_1591.png,"['all', 'almost none', 'the smaller part', 'almost none', 'almost none']"
1592,data/images/quantifier/test_1592.png,"['all', 'most', 'many', 'the smaller part', 'few']"
1595,data/images/quantifier/test_1595.png,"['almost none', 'all', 'many', 'most', 'most']"
1599,data/images/quantifier/test_1599.png,"['most', 'many', 'many', 'many', 'none']"
1611,data/images/quantifier/test_1611.png,"['many', 'almost all', 'many', 'many', 'the smaller part']"
1612,data/images/quantifier/test_1612.png,"['none', 'many', 'most', 'many', 'almost none']"
1617,data/images/quantifier/test_1617.png,"['almost all', 'almost none', 'some', 'almost all', 'few']"
1618,data/images/quantifier/test_1618.png,"['many', 'many', 'many', 'almost all', 'all']"
1619,data/images/quantifier/test_1619.png,"['many', 'almost all', 'none', 'many', 'most']"
1629,data/images/quantifier/test_1629.png,"['none', 'many', 'most', 'none', 'none']"
1634,data/images/quantifier/test_1634.png,"['many', 'few', 'many', 'some', 'almost none']"
1640,data/images/quantifier/test_1640.png,"['most', 'none', 'few', 'none', 'all']"
1641,data/images/quantifier/test_1641.png,"['many', 'few', 'almost all', 'many', 'many']"
1651,data/images/quantifier/test_1651.png,"['many', 'many', 'many', 'the smaller part', 'none']"
1652,data/images/quantifier/test_1652.png,"['many', 'the smaller part', 'many', 'some', 'few']"
1663,data/images/quantifier/test_1663.png,"['almost none', 'many', 'many', 'most', 'none']"
1666,data/images/quantifier/test_1666.png,"['many', 'many', 'many', 'many', 'many']"
1668,data/images/quantifier/test_1668.png,"['the smaller part', 'few', 'few', 'the smaller part', 'almost all']"
1669,data/images/quantifier/test_1669.png,"['almost all', 'almost all', 'none', 'most', 'none']"
1673,data/images/quantifier/test_1673.png,"['the smaller part', 'many', 'many', 'almost all', 'almost all']"
1675,data/images/quantifier/test_1675.png,"['some', 'few', 'the smaller part', 'none', 'all']"
1677,data/images/quantifier/test_1677.png,"['many', 'many', 'many', 'most', 'many']"
1683,data/images/quantifier/test_1683.png,"['few', 'almost all', 'most', 'almost all', 'the smaller part']"
1687,data/images/quantifier/test_1687.png,"['almost all', 'many', 'almost none', 'many', 'many']"
1690,data/images/quantifier/test_1690.png,"['many', 'many', 'many', 'many', 'almost none']"
1693,data/images/quantifier/test_1693.png,"['almost all', 'none', 'many', 'all', 'many']"
1695,data/images/quantifier/test_1695.png,"['most', 'some', 'many', 'most', 'many']"
1699,data/images/quantifier/test_1699.png,"['few', 'all', 'many', 'many', 'almost all']"
1703,data/images/quantifier/test_1703.png,"['almost none', 'almost all', 'few', 'few', 'almost none']"
1704,data/images/quantifier/test_1704.png,"['many', 'many', 'many', 'all', 'many']"
1716,data/images/quantifier/test_1716.png,"['the smaller part', 'none', 'most', 'many', 'almost all']"
1720,data/images/quantifier/test_1720.png,"['many', 'many', 'most', 'many', 'most']"
1721,data/images/quantifier/test_1721.png,"['many', 'some', 'many', 'almost none', 'many']"
1724,data/images/quantifier/test_1724.png,"['almost all', 'almost none', 'most', 'almost none', 'all']"
1726,data/images/quantifier/test_1726.png,"['many', 'many', 'many', 'many', 'most']"
1732,data/images/quantifier/test_1732.png,"['most', 'many', 'many', 'many', 'many']"
1736,data/images/quantifier/test_1736.png,"['many', 'many', 'many', 'many', 'most']"
1738,data/images/quantifier/test_1738.png,"['some', 'most', 'some', 'almost none', 'almost none']"
1739,data/images/quantifier/test_1739.png,"['some', 'almost all', 'few', 'most', 'most']"
1740,data/images/quantifier/test_1740.png,"['the smaller part', 'some', 'many', 'some', 'many']"
1741,data/images/quantifier/test_1741.png,"['many', 'many', 'almost none', 'many', 'many']"
1749,data/images/quantifier/test_1749.png,"['almost all', 'the smaller part', 'few', 'almost none', 'some']"
1750,data/images/quantifier/test_1750.png,"['none', 'none', 'the smaller part', 'most', 'none']"
1753,data/images/quantifier/test_1753.png,"['most', 'most', 'most', 'many', 'many']"
1761,data/images/quantifier/test_1761.png,"['most', 'some', 'the smaller part', 'the smaller part', 'almost none']"
1762,data/images/quantifier/test_1762.png,"['the smaller part', 'many', 'many', 'almost all', 'the smaller part']"
1765,data/images/quantifier/test_1765.png,"['many', 'many', 'many', 'many', 'many']"
1768,data/images/quantifier/test_1768.png,"['most', 'most', 'some', 'the smaller part', 'almost all']"
1771,data/images/quantifier/test_1771.png,"['most', 'many', 'many', 'many', 'many']"
1773,data/images/quantifier/test_1773.png,"['many', 'many', 'many', 'many', 'many']"
1777,data/images/quantifier/test_1777.png,"['almost all', 'few', 'few', 'many', 'almost none']"
1793,data/images/quantifier/test_1793.png,"['many', 'most', 'some', 'all', 'most']"
1795,data/images/quantifier/test_1795.png,"['most', 'many', 'most', 'almost none', 'almost all']"
1798,data/images/quantifier/test_1798.png,"['many', 'many', 'many', 'many', 'many']"
1800,data/images/quantifier/test_1800.png,"['all', 'the smaller part', 'all', 'many', 'some']"
1803,data/images/quantifier/test_1803.png,"['almost none', 'most', 'many', 'many', 'many']"
1805,data/images/quantifier/test_1805.png,"['many', 'few', 'many', 'many', 'many']"
1807,data/images/quantifier/test_1807.png,"['many', 'almost all', 'most', 'none', 'many']"
1809,data/images/quantifier/test_1809.png,"['many', 'the smaller part', 'most', 'most', 'many']"
1813,data/images/quantifier/test_1813.png,"['none', 'almost none', 'few', 'few', 'almost all']"
1815,data/images/quantifier/test_1815.png,"['all', 'none', 'none', 'most', 'many']"
1817,data/images/quantifier/test_1817.png,"['almost all', 'almost all', 'most', 'none', 'many']"
1822,data/images/quantifier/test_1822.png,"['the smaller part', 'many', 'almost none', 'many', 'many']"
1824,data/images/quantifier/test_1824.png,"['many', 'the smaller part', 'many', 'many', 'many']"
1829,data/images/quantifier/test_1829.png,"['many', 'many', 'many', 'few', 'all']"
1832,data/images/quantifier/test_1832.png,"['many', 'many', 'many', 'many', 'almost all']"
1839,data/images/quantifier/test_1839.png,"['few', 'many', 'all', 'all', 'all']"
1842,data/images/quantifier/test_1842.png,"['many', 'almost all', 'most', 'almost none', 'few']"
1846,data/images/quantifier/test_1846.png,"['many', 'most', 'the smaller part', 'almost all', 'few']"
1851,data/images/quantifier/test_1851.png,"['some', 'many', 'most', 'none', 'almost none']"
1852,data/images/quantifier/test_1852.png,"['many', 'many', 'most', 'many', 'many']"
1853,data/images/quantifier/test_1853.png,"['most', 'many', 'almost all', 'few', 'none']"
1855,data/images/quantifier/test_1855.png,"['almost all', 'many', 'almost all', 'most', 'all']"
1860,data/images/quantifier/test_1860.png,"['the smaller part', 'almost none', 'many', 'none', 'almost none']"
1861,data/images/quantifier/test_1861.png,"['many', 'the smaller part', 'none', 'many', 'almost none']"
1862,data/images/quantifier/test_1862.png,"['most', 'many', 'all', 'many', 'all']"
1872,data/images/quantifier/test_1872.png,"['few', 'almost all', 'almost none', 'all', 'many']"
1876,data/images/quantifier/test_1876.png,"['many', 'many', 'the smaller part', 'the smaller part', 'the smaller part']"
1879,data/images/quantifier/test_1879.png,"['almost none', 'almost all', 'many', 'none', 'all']"
1882,data/images/quantifier/test_1882.png,"['almost none', 'many', 'all', 'many', 'many']"
1885,data/images/quantifier/test_1885.png,"['some', 'most', 'most', 'the smaller part', 'the smaller part']"
1886,data/images/quantifier/test_1886.png,"['many', 'many', 'few', 'many', 'the smaller part']"
1890,data/images/quantifier/test_1890.png,"['some', 'some', 'none', 'most', 'few']"
1892,data/images/quantifier/test_1892.png,"['many', 'none', 'many', 'many', 'some']"
1900,data/images/quantifier/test_1900.png,"['some', 'many', 'some', 'almost all', 'many']"
1913,data/images/quantifier/test_1913.png,"['most', 'most', 'many', 'some', 'some']"
1919,data/images/quantifier/test_1919.png,"['none', 'many', 'most', 'many', 'many']"
1924,data/images/quantifier/test_1924.png,"['many', 'many', 'many', 'many', 'many']"
1930,data/images/quantifier/test_1930.png,"['many', 'many', 'almost all', 'many', 'many']"
1936,data/images/quantifier/test_1936.png,"['many', 'many', 'many', 'many', 'the smaller part']"
1938,data/images/quantifier/test_1938.png,"['many', 'many', 'none', 'many', 'many']"
1944,data/images/quantifier/test_1944.png,"['many', 'almost none', 'the smaller part', 'few', 'almost none']"
1953,data/images/quantifier/test_1953.png,"['almost all', 'almost all', 'most', 'many', 'most']"
1954,data/images/quantifier/test_1954.png,"['many', 'none', 'some', 'many', 'some']"
1955,data/images/quantifier/test_1955.png,"['some', 'none', 'most', 'some', 'the smaller part']"
1956,data/images/quantifier/test_1956.png,"['almost none', 'some', 'most', 'almost none', 'the smaller part']"
1962,data/images/quantifier/test_1962.png,"['many', 'almost none', 'many', 'many', 'many']"
1968,data/images/quantifier/test_1968.png,"['none', 'many', 'almost all', 'all', 'few']"
1975,data/images/quantifier/test_1975.png,"['many', 'most', 'many', 'none', 'many']"
1977,data/images/quantifier/test_1977.png,"['many', 'almost all', 'some', 'none', 'most']"
1979,data/images/quantifier/test_1979.png,"['many', 'many', 'many', 'almost all', 'many']"
1982,data/images/quantifier/test_1982.png,"['many', 'many', 'many', 'almost all', 'many']"
1994,data/images/quantifier/test_1994.png,"['many', 'almost all', 'most', 'all', 'almost none']"
1997,data/images/quantifier/test_1997.png,"['many', 'many', 'all', 'many', 'many']"
2001,data/images/quantifier/test_2001.png,"['many', 'many', 'many', 'many', 'few']"
2006,data/images/quantifier/test_2006.png,"['the smaller part', 'the smaller part', 'none', 'many', 'some']"
2011,data/images/quantifier/test_2011.png,"['some', 'all', 'most', 'all', 'most']"
2012,data/images/quantifier/test_2012.png,"['none', 'the smaller part', 'many', 'many', 'most']"
2019,data/images/quantifier/test_2019.png,"['some', 'many', 'none', 'the smaller part', 'the smaller part']"
2023,data/images/quantifier/test_2023.png,"['almost none', 'almost all', 'few', 'the smaller part', 'none']"
2024,data/images/quantifier/test_2024.png,"['many', 'many', 'many', 'many', 'many']"
2026,data/images/quantifier/test_2026.png,"['some', 'none', 'the smaller part', 'none', 'most']"
2027,data/images/quantifier/test_2027.png,"['most', 'some', 'most', 'many', 'many']"
2028,data/images/quantifier/test_2028.png,"['none', 'many', 'many', 'few', 'many']"
2029,data/images/quantifier/test_2029.png,"['none', 'almost all', 'most', 'none', 'all']"
2033,data/images/quantifier/test_2033.png,"['all', 'most', 'most', 'many', 'all']"
2036,data/images/quantifier/test_2036.png,"['many', 'most', 'many', 'most', 'almost none']"
2038,data/images/quantifier/test_2038.png,"['many', 'many', 'the smaller part', 'many', 'many']"
2047,data/images/quantifier/test_2047.png,"['all', 'the smaller part', 'none', 'most', 'most']"
2050,data/images/quantifier/test_2050.png,"['some', 'many', 'few', 'many', 'many']"
2053,data/images/quantifier/test_2053.png,"['many', 'few', 'almost none', 'all', 'all']"
2057,data/images/quantifier/test_2057.png,"['most', 'many', 'most', 'many', 'most']"
2060,data/images/quantifier/test_2060.png,"['the smaller part', 'the smaller part', 'almost none', 'almost none', 'many']"
2064,data/images/quantifier/test_2064.png,"['many', 'few', 'most', 'all', 'few']"
2066,data/images/quantifier/test_2066.png,"['many', 'many', 'many', 'many', 'many']"
2067,data/images/quantifier/test_2067.png,"['many', 'some', 'most', 'some', 'the smaller part']"
2069,data/images/quantifier/test_2069.png,"['many', 'few', 'none', 'many', 'many']"
2070,data/images/quantifier/test_2070.png,"['many', 'many', 'many', 'almost none', 'almost all']"
2071,data/images/quantifier/test_2071.png,"['many', 'many', 'many', 'some', 'many']"
2086,data/images/quantifier/test_2086.png,"['almost all', 'some', 'almost none', 'all', 'most']"
2090,data/images/quantifier/test_2090.png,"['many', 'none', 'few', 'almost none', 'many']"
2095,data/images/quantifier/test_2095.png,"['many', 'none', 'the smaller part', 'all', 'most']"
2099,data/images/quantifier/test_2099.png,"['none', 'the smaller part', 'none', 'the smaller part', 'none']"
2113,data/images/quantifier/test_2113.png,"['many', 'many', 'many', 'almost none', 'almost all']"
2115,data/images/quantifier/test_2115.png,"['many', 'many', 'many', 'many', 'some']"
2123,data/images/quantifier/test_2123.png,"['most', 'almost none', 'few', 'almost none', 'the smaller part']"
2142,data/images/quantifier/test_2142.png,"['few', 'none', 'the smaller part', 'most', 'many']"
2146,data/images/quantifier/test_2146.png,"['many', 'all', 'many', 'few', 'many']"
2147,data/images/quantifier/test_2147.png,"['all', 'many', 'almost all', 'none', 'many']"
2150,data/images/quantifier/test_2150.png,"['most', 'many', 'almost none', 'none', 'some']"
2152,data/images/quantifier/test_2152.png,"['most', 'almost all', 'all', 'many', 'all']"
2153,data/images/quantifier/test_2153.png,"['many', 'many', 'most', 'many', 'many']"
2160,data/images/quantifier/test_2160.png,"['many', 'many', 'many', 'many', 'many']"
2163,data/images/quantifier/test_2163.png,"['many', 'most', 'many', 'some', 'many']"
2164,data/images/quantifier/test_2164.png,"['some', 'many', 'many', 'most', 'many']"
2166,data/images/quantifier/test_2166.png,"['most', 'many', 'most', 'many', 'most']"
2172,data/images/quantifier/test_2172.png,"['many', 'all', 'all', 'almost all', 'most']"
2174,data/images/quantifier/test_2174.png,"['many', 'many', 'many', 'many', 'many']"
2184,data/images/quantifier/test_2184.png,"['most', 'none', 'none', 'all', 'most']"
2185,data/images/quantifier/test_2185.png,"['almost all', 'most', 'many', 'few', 'the smaller part']"
2190,data/images/quantifier/test_2190.png,"['few', 'many', 'some', 'none', 'almost none']"
2195,data/images/quantifier/test_2195.png,"['none', 'many', 'many', 'many', 'the smaller part']"
2196,data/images/quantifier/test_2196.png,"['many', 'some', 'none', 'few', 'all']"
2199,data/images/quantifier/test_2199.png,"['many', 'many', 'many', 'many', 'almost none']"
2200,data/images/quantifier/test_2200.png,"['none', 'all', 'some', 'most', 'almost all']"
2202,data/images/quantifier/test_2202.png,"['few', 'almost none', 'almost all', 'many', 'most']"
2209,data/images/quantifier/test_2209.png,"['most', 'almost all', 'few', 'all', 'some']"
2210,data/images/quantifier/test_2210.png,"['many', 'the smaller part', 'almost none', 'many', 'many']"
2213,data/images/quantifier/test_2213.png,"['the smaller part', 'the smaller part', 'many', 'many', 'many']"
2220,data/images/quantifier/test_2220.png,"['many', 'many', 'some', 'many', 'almost all']"
2226,data/images/quantifier/test_2226.png,"['the smaller part', 'almost none', 'most', 'most', 'the smaller part']"
2227,data/images/quantifier/test_2227.png,"['almost none', 'most', 'almost all', 'almost all', 'many']"
2228,data/images/quantifier/test_2228.png,"['all', 'many', 'the smaller part', 'some', 'none']"
2230,data/images/quantifier/test_2230.png,"['many', 'many', 'many', 'many', 'many']"
2232,data/images/quantifier/test_2232.png,"['all', 'many', 'most', 'many', 'many']"
2238,data/images/quantifier/test_2238.png,"['many', 'almost all', 'many', 'none', 'all']"
2248,data/images/quantifier/test_2248.png,"['none', 'many', 'many', 'most', 'many']"
2253,data/images/quantifier/test_2253.png,"['all', 'many', 'almost none', 'almost all', 'many']"
2258,data/images/quantifier/test_2258.png,"['many', 'most', 'some', 'many', 'almost all']"
2264,data/images/quantifier/test_2264.png,"['almost all', 'many', 'the smaller part', 'most', 'many']"
2265,data/images/quantifier/test_2265.png,"['most', 'the smaller part', 'the smaller part', 'almost all', 'the smaller part']"
2268,data/images/quantifier/test_2268.png,"['almost all', 'all', 'many', 'all', 'some']"
2278,data/images/quantifier/test_2278.png,"['all', 'many', 'almost all', 'almost none', 'most']"
2283,data/images/quantifier/test_2283.png,"['many', 'many', 'most', 'many', 'some']"
2288,data/images/quantifier/test_2288.png,"['many', 'many', 'the smaller part', 'many', 'many']"
2290,data/images/quantifier/test_2290.png,"['almost none', 'most', 'some', 'many', 'many']"
2294,data/images/quantifier/test_2294.png,"['most', 'none', 'some', 'almost all', 'none']"
2302,data/images/quantifier/test_2302.png,"['many', 'none', 'many', 'almost none', 'most']"
2315,data/images/quantifier/test_2315.png,"['many', 'many', 'many', 'many', 'many']"
2320,data/images/quantifier/test_2320.png,"['most', 'many', 'most', 'all', 'all']"
2321,data/images/quantifier/test_2321.png,"['many', 'some', 'many', 'many', 'most']"
2327,data/images/quantifier/test_2327.png,"['some', 'almost all', 'most', 'almost none', 'all']"
2334,data/images/quantifier/test_2334.png,"['none', 'many', 'the smaller part', 'almost all', 'none']"
2341,data/images/quantifier/test_2341.png,"['the smaller part', 'many', 'the smaller part', 'many', 'some']"
2343,data/images/quantifier/test_2343.png,"['all', 'many', 'all', 'many', 'all']"
2344,data/images/quantifier/test_2344.png,"['none', 'almost all', 'many', 'few', 'most']"
2346,data/images/quantifier/test_2346.png,"['almost none', 'none', 'most', 'many', 'many']"
2350,data/images/quantifier/test_2350.png,"['the smaller part', 'many', 'many', 'many', 'many']"
2351,data/images/quantifier/test_2351.png,"['the smaller part', 'almost none', 'most', 'none', 'some']"
2352,data/images/quantifier/test_2352.png,"['almost none', 'almost all', 'many', 'many', 'most']"
2355,data/images/quantifier/test_2355.png,"['almost all', 'many', 'many', 'almost all', 'many']"
2362,data/images/quantifier/test_2362.png,"['few', 'most', 'many', 'almost none', 'some']"
2363,data/images/quantifier/test_2363.png,"['some', 'many', 'most', 'many', 'the smaller part']"
2368,data/images/quantifier/test_2368.png,"['many', 'many', 'many', 'many', 'many']"
2369,data/images/quantifier/test_2369.png,"['most', 'few', 'all', 'some', 'almost all']"
2375,data/images/quantifier/test_2375.png,"['most', 'the smaller part', 'none', 'most', 'almost none']"
2376,data/images/quantifier/test_2376.png,"['many', 'many', 'none', 'many', 'many']"
2380,data/images/quantifier/test_2380.png,"['many', 'many', 'most', 'many', 'many']"
2384,data/images/quantifier/test_2384.png,"['many', 'many', 'many', 'none', 'many']"
2386,data/images/quantifier/test_2386.png,"['many', 'many', 'many', 'many', 'most']"
2388,data/images/quantifier/test_2388.png,"['the smaller part', 'some', 'the smaller part', 'most', 'many']"
2392,data/images/quantifier/test_2392.png,"['almost all', 'the smaller part', 'many', 'many', 'many']"
2394,data/images/quantifier/test_2394.png,"['few', 'many', 'many', 'almost all', 'none']"
2396,data/images/quantifier/test_2396.png,"['some', 'none', 'many', 'many', 'most']"
2411,data/images/quantifier/test_2411.png,"['many', 'many', 'many', 'many', 'many']"
2418,data/images/quantifier/test_2418.png,"['the smaller part', 'the smaller part', 'most', 'most', 'few']"
2422,data/images/quantifier/test_2422.png,"['some', 'few', 'many', 'some', 'almost none']"
2427,data/images/quantifier/test_2427.png,"['many', 'some', 'all', 'most', 'none']"
2430,data/images/quantifier/test_2430.png,"['many', 'many', 'many', 'many', 'many']"
2434,data/images/quantifier/test_2434.png,"['most', 'the smaller part', 'almost none', 'none', 'the smaller part']"
2437,data/images/quantifier/test_2437.png,"['all', 'most', 'all', 'the smaller part', 'many']"
2441,data/images/quantifier/test_2441.png,"['almost all', 'all', 'many', 'most', 'some']"
2442,data/images/quantifier/test_2442.png,"['the smaller part', 'many', 'almost none', 'most', 'none']"
2449,data/images/quantifier/test_2449.png,"['some', 'most', 'almost all', 'many', 'few']"
2452,data/images/quantifier/test_2452.png,"['almost none', 'almost none', 'many', 'many', 'few']"
2453,data/images/quantifier/test_2453.png,"['few', 'few', 'many', 'almost none', 'many']"
2459,data/images/quantifier/test_2459.png,"['almost all', 'most', 'many', 'almost all', 'many']"
2460,data/images/quantifier/test_2460.png,"['none', 'none', 'some', 'almost all', 'few']"
2464,data/images/quantifier/test_2464.png,"['the smaller part', 'some', 'most', 'many', 'many']"
2472,data/images/quantifier/test_2472.png,"['the smaller part', 'the smaller part', 'some', 'many', 'many']"
2476,data/images/quantifier/test_2476.png,"['some', 'almost all', 'the smaller part', 'all', 'most']"
2479,data/images/quantifier/test_2479.png,"['most', 'many', 'many', 'almost all', 'most']"
2484,data/images/quantifier/test_2484.png,"['most', 'many', 'almost none', 'some', 'the smaller part']"
2489,data/images/quantifier/test_2489.png,"['none', 'most', 'almost all', 'the smaller part', 'many']"
2495,data/images/quantifier/test_2495.png,"['most', 'many', 'the smaller part', 'many', 'all']"
2499,data/images/quantifier/test_2499.png,"['few', 'the smaller part', 'few', 'many', 'all']"
2504,data/images/quantifier/test_2504.png,"['few', 'almost none', 'almost none', 'none', 'almost none']"
2515,data/images/quantifier/test_2515.png,"['almost none', 'few', 'almost none', 'some', 'most']"
2518,data/images/quantifier/test_2518.png,"['many', 'many', 'almost none', 'almost none', 'none']"
2519,data/images/quantifier/test_2519.png,"['the smaller part', 'many', 'almost none', 'many', 'most']"
2520,data/images/quantifier/test_2520.png,"['many', 'the smaller part', 'almost all', 'none', 'all']"
2532,data/images/quantifier/test_2532.png,"['few', 'many', 'the smaller part', 'many', 'all']"
2533,data/images/quantifier/test_2533.png,"['none', 'many', 'all', 'many', 'few']"
2537,data/images/quantifier/test_2537.png,"['many', 'many', 'many', 'none', 'none']"
2543,data/images/quantifier/test_2543.png,"['most', 'many', 'few', 'many', 'many']"
2545,data/images/quantifier/test_2545.png,"['many', 'almost all', 'none', 'none', 'many']"
2548,data/images/quantifier/test_2548.png,"['many', 'most', 'none', 'many', 'almost all']"
2551,data/images/quantifier/test_2551.png,"['most', 'all', 'some', 'many', 'many']"
2559,data/images/quantifier/test_2559.png,"['none', 'few', 'none', 'most', 'none']"
2560,data/images/quantifier/test_2560.png,"['many', 'all', 'few', 'almost none', 'none']"
2563,data/images/quantifier/test_2563.png,"['the smaller part', 'the smaller part', 'many', 'some', 'all']"
2564,data/images/quantifier/test_2564.png,"['none', 'some', 'all', 'none', 'all']"
2568,data/images/quantifier/test_2568.png,"['all', 'most', 'all', 'many', 'almost none']"
2569,data/images/quantifier/test_2569.png,"['almost none', 'few', 'few', 'none', 'none']"
2572,data/images/quantifier/test_2572.png,"['few', 'none', 'many', 'many', 'many']"
2578,data/images/quantifier/test_2578.png,"['many', 'almost all', 'all', 'the smaller part', 'many']"
2581,data/images/quantifier/test_2581.png,"['almost all', 'most', 'many', 'almost none', 'many']"
2582,data/images/quantifier/test_2582.png,"['many', 'none', 'the smaller part', 'almost none', 'many']"
2583,data/images/quantifier/test_2583.png,"['most', 'many', 'all', 'almost all', 'the smaller part']"
2585,data/images/quantifier/test_2585.png,"['almost all', 'almost all', 'many', 'most', 'few']"
2590,data/images/quantifier/test_2590.png,"['many', 'all', 'few', 'almost all', 'the smaller part']"
2591,data/images/quantifier/test_2591.png,"['many', 'all', 'few', 'most', 'many']"
2595,data/images/quantifier/test_2595.png,"['some', 'some', 'all', 'the smaller part', 'all']"
2598,data/images/quantifier/test_2598.png,"['many', 'most', 'most', 'few', 'many']"
2611,data/images/quantifier/test_2611.png,"['some', 'many', 'many', 'many', 'almost all']"
2616,data/images/quantifier/test_2616.png,"['most', 'many', 'none', 'none', 'many']"
2619,data/images/quantifier/test_2619.png,"['almost none', 'few', 'many', 'the smaller part', 'many']"
2623,data/images/quantifier/test_2623.png,"['many', 'some', 'many', 'many', 'all']"
2627,data/images/quantifier/test_2627.png,"['many', 'many', 'the smaller part', 'many', 'many']"
2632,data/images/quantifier/test_2632.png,"['all', 'all', 'none', 'many', 'few']"
