image_path,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,llava_output,llava_saliencies,llava_saliency_rate
data/images/noun/2031.jpg,2031,book end,16,32,35,26,"['The image features a close-up of a metal object that appears to be a piece of art or', 'The image features a silver metal piece that appears to be a metal bracket or a metal connector', 'The image features a close-up view of a metal piece, possibly a metal bracket or a', 'The image features a close-up view of a silver metal piece, possibly a metal bracket or', 'The image features a close-up of a silver metal piece, possibly a metal bracket or a', 'The image features a silver metal piece that is shaped like a chair, with a curved back', 'The image features a close-up view of a metal piece, possibly a metal bracket or a', 'The image features a silver metal bracelet with a unique, curved design. The brace', 'The image features a close-up view of a silver metal piece, possibly a metal bracket or', 'The image features a close-up view of a metal object, possibly a piece of jewel']","[([], []), (['Silver'], []), ([], []), (['Silver'], []), (['Silver'], []), (['Silver'], []), ([], []), (['Silver'], []), (['Silver'], []), ([], [])]","(60, 0)"
data/images/noun/2032-600.jpg,2032,submarine,47,90,50,3,"['The image features a small orange toy rocket with a blue nose, sitting on a white background', 'The image features a small orange toy rocket, which is a plastic model of a space', 'The image features a bright orange plastic toy shaped like a rocket. The rocket', 'The image features a small, orange toy rocket with a blue tail. It is sitting on', 'The image features a bright orange plastic toy rocket, which is designed to look like a', 'The image features a bright orange plastic rocket toy with a blue tail. The rocket', 'The image features a small orange toy rocket sitting on a white background. The rocket has', 'The image features a small orange toy rocket, which appears to be a toy car,', 'The image features a bright orange toy rocket with a blue tail, sitting on a white background', 'The image features a small orange toy rocket with a blue nose sitting on a white background.']","[(['Orange', 'Blue'], []), (['Orange'], ['Plastic']), (['Orange'], ['Plastic']), (['Orange', 'Blue'], []), (['Orange'], ['Plastic']), (['Orange', 'Blue'], ['Plastic']), (['Orange'], []), (['Orange'], []), (['Orange', 'Blue'], []), (['Orange', 'Blue'], [])]","(100, 40)"
data/images/noun/2033-600.jpg,2033,cat toy cage,9,57,55,3,"['The image features a green and orange plastic object, possibly a toy or a piece of sports', 'The image features a green and orange plastic tray with a unique design. The tray is', 'The image features a bright orange plastic object with a green trim. The object appears to be a', 'The image features a green and orange plastic object, which appears to be a container or a storage', 'The image features a small, bright orange plastic object with a green handle. It is a hand', 'The image features an orange plastic container with a green handle. The container is filled with stars,', 'The image features a bright orange plastic object with a green handle, which appears to be a piece', 'The image features a small, orange plastic container with a green handle. The container has a star', 'The image features a green and orange plastic container with a star pattern. The container is placed on', 'The image features a green and orange plastic object with a unique design, resembling a small']","[(['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], ['Plastic']), (['Orange', 'Green'], ['Plastic', 'Lace']), (['Orange', 'Green'], ['Plastic'])]","(100, 100)"
data/images/noun/2034-600.jpg,2034,worm ball with cut off hands or stars,72,39,45,26,"['The image features a pile of colorful, long, and curly plastic wigs,', 'The image features a large pile of brightly colored, rubbery, and curly hair', 'The image features a large pile of colorful, long, and wavy rubber nood', 'The image features a pile of brightly colored, curly, and twisted balloons', 'The image features a large pile of brightly colored, long, and wiggly plastic', 'The image features a large pile of brightly colored, long, and curly rubber to', 'The image features a large pile of colorful, long, and curly plastic tubing', 'The image features a large pile of colorful, long, and wiggly toys,', 'The image features a pile of brightly colored, long, and curly noodles,', 'The image features a large pile of colorful, rubbery, and wiggly objects']","[([], ['Plastic']), (['Red'], ['Rubber']), ([], ['Rubber']), (['Red'], []), (['Red'], ['Plastic']), (['Red'], ['Rubber']), ([], ['Plastic']), ([], []), (['Red'], []), ([], ['Rubber'])]","(50, 70)"
data/images/noun/2035-600.jpg,2035,giant pen with pen tip removed and cooper scourer pad on top,13,54,47,13,"['The image features a blue pen with a brown bristle head, sitting on a white background.', 'The image features a blue pen with a brown bristle head, sitting on a white background.', 'The image features a blue pen with a bristle brush head attached to it. The pen', 'The image features a blue pen with a brown bristle on the end, which is likely a', 'The image features a blue pen with a brown bristle brush attached to the top of it', 'The image features a blue pen with a brush or a brush head on top of it.', 'The image features a blue pen with a brown brush attached to the top of it. The pen', 'The image features a blue pen with a brown bristle on the end, sitting on a white', 'The image features a blue pen with a brush attached to it. The pen has a blue body', 'The image features a blue pen with a brown bristle brush attached to the top of it']","[(['Blue', 'Brown'], []), (['Blue', 'Brown'], []), (['Blue'], []), (['Blue', 'Brown'], []), (['Blue', 'Brown'], []), (['Blue'], []), (['Blue', 'Brown'], []), (['Blue', 'Brown', 'White'], []), (['Blue'], []), (['Blue', 'Brown'], [])]","(100, 0)"
data/images/noun/2036-600.jpg,2036,cup-and-ball toy,59,70,20,20,"['The image features a wooden toy, possibly a drum or a rattle, with a colorful', 'The image features a colorful wooden toy with a handle and a ball at the end. The', 'The image features a colorful wooden toy with a handle and a red ball attached to the end', 'The image features a wooden toy with a handle and a red ball attached to it. The to', 'The image features a wooden toy with a colorful design, resembling a drumstick', 'The image features a wooden toy with a handle and a ball at the end. The handle is', ""The image features a colorful wooden toy, which appears to be a child's toy"", 'The image features a wooden toy, possibly a toy drum, with a colorful design.', 'The image features a colorful wooden toy, possibly a toy drum or a toy top', 'The image features a colorful wooden toy with a handle, resembling a drumstick']","[([], ['Wooden']), ([], ['Wooden']), (['Red'], ['Wooden']), (['Red'], ['Wooden']), ([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden'])]","(20, 100)"
data/images/noun/2037-600.jpg,2037,teething ring with a bit photoshopped out,34,24,37,3,"['The image features a pink, plastic, round bracelet with a clear center. The', 'The image features a pink bracelet made of clear plastic or glass beads. The', 'The image features a pink bracelet made of clear plastic or acrylic beads', 'The image features a pink bracelet made of plastic or rubber, with three small', 'The image features a pink bracelet made of plastic or rubber, with three clear', 'The image features a pink bracelet made of plastic or glass, with a smooth and', 'The image features a pink, clear, and shiny bracelet made of plastic.', 'The image features a pink plastic bracelet with three small, round, pink be', 'The image features a pink plastic bracelet with three round beads attached to it.', 'The image features a pink plastic bracelet with three beads on it. The bra']","[(['Pink'], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic', 'Rubber']), (['Pink'], ['Plastic', 'Rubber']), (['Pink'], ['Smooth', 'Plastic', 'Smooth', 'Smooth']), (['Pink'], ['Plastic', 'Shiny']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic'])]","(100, 100)"
data/images/noun/2038-600.jpg,2038,heart shaped slinky,56,63,26,6,"['The image features a group of colorful, twisted, and curled plastic noodles', 'The image features a close-up of a colorful, twisted, and curled strand', 'The image features a close-up of a rainbow-colored, twisted, and cur', 'The image features a large, colorful display of various colored, twisted, and curled hair', 'The image features a close-up of a colorful, twisted-up mass of colored strings', 'The image features a close-up of a colorful collection of long, curly, and tw', 'The image features a close-up of a colorful, spiral-shaped object made of', 'The image features a close-up of a colorful, wavy, and curly nood', 'The image features a large, colorful, and playful sculpture made of many different colored no', 'The image features a large, colorful pile of brightly colored, spiral-shaped']","[([], ['Plastic']), ([], []), (['Red'], []), (['Red'], []), (['Red'], []), ([], []), ([], []), ([], []), (['Red'], []), (['Red'], [])]","(50, 10)"
data/images/noun/2039-600.jpg,2039,led top,28,64,61,13,"['The image features a green plastic toy, resembling a cross, with a screw', 'The image features a green plastic toy in the shape of a cross. The toy is', 'The image features a green plastic toy in the shape of a cross. The toy is', 'The image features a green plastic item, possibly a toy or a piece of jewel', 'The image features a green plastic toy in the shape of a cross. It is a small', 'The image features a green plastic toy, resembling a cross or a four-s', 'The image features a green plastic toy in the shape of a cross. It appears to be', 'The image features a green plastic toy shaped like a cross. The toy is made', 'The image features a green plastic item that resembles a cross, with a green base and', 'The image features a green plastic toy, resembling a cross or a four-leaf']","[(['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], ['Plastic'])]","(100, 100)"
data/images/noun/2040-600.jpg,2040,rubber toy found in toy aisle,31,64,63,16,"['The image features a blue and yellow ball with a long, blue tentacle-like tail. The', 'The image features a small, blue, rubber ball with a yellow center. The ball is covered', 'The image features a blue and yellow ball, possibly a sports ball, with a long blue tentacle', 'The image features a blue and yellow ball with blue hairs, which is sitting on a white background', 'The image features a blue and yellow ball with long blue hairs on it, resembling a', 'The image features a blue and yellow ball with long, blue hairs sticking out of it.', 'The image features a small, bright blue ball with long blue hairs or tentacles coming out of', 'The image features a blue and yellow toy ball with long, blue tentacles extending from it.', 'The image features a blue and yellow ball with a long, blue hair on top. The ball is', 'The image features a blue and yellow ball with a long blue tentacle-like tail. The ball']","[(['Yellow', 'Blue'], []), (['Red', 'Yellow', 'Blue'], ['Rubber']), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], [])]","(100, 10)"
data/images/noun/2041-600.jpg,2041,massager,34,38,23,20,"['The image features a wooden cross with four wooden balls attached to it. The cross is blue and has', 'The image features a wooden cross made of four wooden balls attached to a blue metal piece. The cross', 'The image features a wooden cross with four wooden balls attached to it. The cross is blue in color', 'The image features a wooden cross made of four wooden balls, each attached to a blue bolt.', 'The image features a wooden cross with four wooden balls attached to it. The cross is made of wood', 'The image features a wooden cross with four wooden circles attached to it. The cross is blue and made', 'The image features a wooden cross made of four wooden beads or balls, each attached to a blue', 'The image features a wooden cross with four wooden balls attached to it. The cross is blue in color', 'The image features a wooden cross with four wooden balls attached to it. The cross is blue in color', 'The image features a wooden cross with four wooden balls attached to it. The cross is blue and made']","[(['Blue'], ['Wooden']), (['Blue'], ['Wooden']), (['Blue'], ['Wooden']), (['Blue'], ['Wooden']), ([], ['Wooden']), (['Blue'], ['Wooden']), (['Blue'], ['Wooden']), (['Blue'], ['Wooden']), (['Blue'], ['Wooden']), (['Blue'], ['Wooden'])]","(90, 100)"
data/images/noun/2042-600.jpg,2042,small personal fan without blades,38,67,81,3,"['The image features a blue object with a yellow top, possibly a toy or a small gad', 'The image features a blue and yellow object with a hole in the middle. It is positioned in', 'The image features a blue and yellow toy car with a yellow steering wheel. The car is', ""The image features a blue and yellow plastic toy, which appears to be a child's"", 'The image features a blue and yellow toy, possibly a toy car or a toy gun', 'The image features a blue plastic toy, possibly a toy gun or a toy controller', 'The image features a blue and yellow toy car, which is shaped like a steering wheel', 'The image features a blue and yellow toy shaped like a hand, with a blue handle and', 'The image features a blue plastic object, possibly a toy or a piece of equipment, with', 'The image features a blue object with a yellow handle, which is designed to be a hair dryer']","[(['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], ['Plastic']), (['Yellow', 'Blue'], []), (['Blue'], ['Plastic']), (['Yellow', 'Blue'], []), (['Yellow', 'Blue'], []), (['Blue'], ['Plastic']), (['Yellow', 'Blue'], ['Dry'])]","(100, 40)"
data/images/noun/2043.jpg,2043,clacker,66,76,65,6,"['The image features a close-up of a yellow and green ball on a string, with the ball', 'The image features a close-up of a pink and yellow plastic toy, which appears', 'The image features a toy with a green and yellow ball attached to a pink handle. The', 'The image features a toy, likely a toy for a cat, consisting of a ball and', 'The image features a toy with a long green and yellow string, which is attached to a yellow', 'The image features a colorful toy, possibly a toy pencil or a toy', 'The image features a close-up of a colorful toy, possibly a toy banana', 'The image features a toy with a string attached to it. The toy consists of a yellow', 'The image features a colorful toy with a yellow, green, and pink ball attached to', 'The image features a close-up of a pink and yellow ball on a string, possibly a']","[(['Yellow', 'Green'], []), (['Yellow', 'Pink'], ['Plastic']), (['Yellow', 'Green', 'Pink'], []), ([], []), (['Yellow', 'Green'], []), ([], []), ([], []), (['Yellow'], []), (['Yellow', 'Green', 'Pink'], []), (['Yellow', 'Pink'], [])]","(70, 10)"
data/images/noun/2044-600.jpg,2044,diving toy with small weight,6,27,94,6,"['The image features a bright orange toy, which appears to be a toy car or a to', 'The image features a toy, which appears to be a toothbrush or a similar object', 'The image features a toy designed to look like a train with a blue ball on the front.', 'The image features a brightly colored orange and blue toy that resembles a large tooth', 'The image features a brightly colored toy with a blue ball attached to it. The toy', 'The image features a toy that resembles a large orange and blue tube with a blue', 'The image features a blue ball with a yellow ring around it, sitting on a white background. The', 'The image features a blue and orange toy, which appears to be a toothbrush or', 'The image features a toy with a blue ball on top of it, which is attached to a', 'The image features a toy with a blue ball and an orange and blue ring attached to it.']","[(['Orange'], []), ([], []), (['Blue'], []), (['Red', 'Orange', 'Blue'], []), (['Red', 'Blue'], []), (['Orange', 'Blue'], []), (['Yellow', 'Blue'], []), (['Orange', 'Blue'], []), (['Blue'], []), (['Orange', 'Blue'], [])]","(90, 0)"
data/images/noun/2045-600.jpg,2045,wooden ball toy,25,29,3,55,"['The image features a wooden spoon with a hole in the middle, sitting on a white background.', 'The image features a wooden spoon with a handle, sitting on a white background. The spoon', 'The image features a wooden object with four holes in it, resembling a wooden paddle or', 'The image features a wooden tool with three holes in it, resembling a wooden spoon.', 'The image features a wooden spoon with five holes in it, placed on a white background. The', 'The image features a wooden spoon with five holes in it, placed on a white background. The', 'The image features a wooden board with a hole in the middle, resembling a wooden pizza', 'The image features a wooden spoon with a wooden handle, sitting on a white background. The sp', 'The image features a wooden spoon with a wooden handle, which is placed on a white background.', 'The image features a wooden pizza cutter with a handle, which is designed to cut through p']","[([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden', 'Lace']), ([], ['Wooden', 'Lace']), ([], ['Wooden']), ([], ['Wooden']), ([], ['Wooden', 'Lace']), ([], ['Rough', 'Wooden'])]","(0, 100)"
data/images/noun/2046-600.jpg,2046,keychain with bubbles inside,34,67,42,3,"['The image features a small, colorful, and clear case that is attached to a key chain.', 'The image features a small, colorful keychain with a clear plastic case. The keychain', 'The image features a small, colorful, plastic case with a chain attached to it. The', 'The image features a small, colorful, plastic case with a key chain attached to it.', 'The image features a small, colorful case with a key chain attached to it. The case is', 'The image features a small, square-shaped keychain with a clear case. Inside the case', 'The image features a small, clear case with a blue, green, and white design, likely containing', 'The image features a small, clear plastic box with a keychain attached to it. The key', 'The image features a small, colorful key chain with a compartment for holding small items. The', 'The image features a small, square-shaped case with a clear plastic cover. Inside the']","[([], []), ([], ['Plastic']), ([], ['Plastic']), ([], ['Plastic']), ([], []), ([], []), (['Green', 'Blue', 'White'], []), ([], ['Plastic']), ([], []), ([], ['Plastic'])]","(10, 50)"
data/images/noun/2047-600.jpg,2047,perfume sprayer,41,32,50,3,"['The image features a black and silver bottle, possibly a perfume bottle, sitting on a', 'The image features a small, black, cylindrical object with a silver top. It is placed', 'The image features a small, cylindrical bottle with a black and silver color scheme. It', 'The image features a close-up view of a silver bottle cap with a black top. The', 'The image features a small, round, black object with a silver top. The object appears to be', 'The image features a close-up view of a silver lid on a black bottle. The bott', 'The image features a small, round, black bottle with a silver top. The bottle is', 'The image features a small black bottle with a silver top, sitting on a white background. The', 'The image features a close-up of a silver bottle cap on a white background. The bott', 'The image features a black bottle with a silver top, which is placed on a white background.']","[(['Black', 'Silver'], []), (['Black', 'Silver'], ['Lace']), (['Black', 'Silver'], []), (['Black', 'Silver'], []), (['Black', 'Silver'], []), (['Black', 'Silver'], []), (['Black', 'Silver'], []), (['Black', 'Silver'], []), (['Silver'], []), (['Black', 'Silver'], ['Lace'])]","(100, 20)"
data/images/noun/2048-600.jpg,2048,worm ball with hands and stars cut off,13,47,55,6,"['The image features a large pile of colorful balls, including both rubber and plastic balls', 'The image features a stack of colorful balls, including both small and large ones, piled up', 'The image features a pile of colorful plastic balls stacked on top of each other.', 'The image features a pile of colorful plastic balls, which are stacked on top of', 'The image features a pile of colorful balls, including various types of sports balls and other balls', 'The image features a pile of colorful balls, including blue, green, pink, yellow', 'The image features a pile of colorful plastic balls, which are stacked on top of', 'The image features a pile of colorful plastic balls stacked on top of each other.', 'The image features a large pile of various colored balloons, including blue, green, yellow', 'The image features a pile of colorful balls, including a variety of different sizes and colors,']","[([], ['Plastic', 'Rubber']), ([], []), ([], ['Plastic']), ([], ['Plastic']), ([], []), (['Yellow', 'Green', 'Blue', 'Pink'], []), ([], ['Plastic']), ([], ['Plastic']), (['Red', 'Yellow', 'Green', 'Blue'], []), ([], [])]","(20, 50)"
data/images/noun/2049-600.jpg,2049,slide whistle,19,44,39,10,"['The image features a blue pen with a metal clip attached to it. The pen is lying flat on', 'The image features a blue pen with a clip attached to it. The pen is positioned horizont', 'The image features a blue pen with a metal clip attached to it, sitting on a white background.', 'The image features a blue pen with a metal clip attached to it, sitting on a white background.', 'The image features a blue pen with a clip attached to it. The pen is positioned horizont', 'The image features a blue pen with a metal clip attached to the top of it. The pen is', 'The image features a blue pencil with a metal clip attached to the end. The penc', 'The image features a blue pen with a metal clip attached to it, sitting on a white background.', 'The image features a blue pen with a metal clip attached to it. The pen is attached to a', 'The image features a blue pencil with a metal clip attached to the top. The penc']","[(['Blue'], []), (['Blue'], []), (['Blue'], []), (['Blue'], []), (['Blue'], []), (['Blue'], []), (['Blue'], []), (['Blue'], []), (['Blue'], []), (['Blue'], [])]","(100, 0)"
data/images/noun/2050-600.jpg,2050,mobile phone stand for a car,31,68,45,0,"['The image features a black, circular object with a hole in the center, sitting on a white background', 'The image features a black, round object with a hole in the center, which appears to be a', 'The image features a close-up view of a black plastic piece with a metal center, possibly', 'The image features a black round object with a hole in the center, which appears to be a small', 'The image features a black plastic object, which appears to be a black dome or a black', 'The image features a close-up of a black object, which appears to be a small black d', 'The image features a close-up of a black plastic object, possibly a black dome or', 'The image features a close-up view of a black object with a hole in the center, which', 'The image features a black plastic object with a metal top, sitting on a white background. It', 'The image features a close-up of a black plastic or rubber item, possibly a cover']","[(['Black'], []), (['Black'], []), (['Black'], ['Plastic']), (['Black'], []), (['Black'], ['Plastic']), (['Black'], []), (['Black'], ['Plastic']), (['Black'], []), (['Black'], ['Plastic']), (['Black'], ['Plastic', 'Rubber'])]","(100, 50)"
data/images/noun/2051-600.jpg,2051,finger castanet,53,60,47,9,"['The image features a green toy shaped like a toilet, which is designed to look', 'The image features a green toy shaped like a toilet, with a lid and a', 'The image features a green plastic toy, possibly a toy toilet or a green', 'The image features a green toy shaped like a toilet, which appears to be a', 'The image features a green toy with a hole in the middle, designed to look like a to', 'The image features a green plastic toy, which appears to be a toilet seat,', 'The image features a green plastic toy shaped like a toilet, with a lid', 'The image features a green toy shaped like a toilet, with a bowl and', 'The image features a green toy, possibly a toy car or a toy car seat,', 'The image features a green toy, possibly a toy car or a toy shaped like']","[(['Green'], []), (['Green'], []), (['Green'], ['Plastic']), (['Green'], []), (['Green'], []), (['Green'], ['Plastic']), (['Green'], ['Plastic']), (['Green'], []), (['Green'], []), (['Green'], [])]","(100, 30)"
data/images/noun/2052-600.jpg,2052,noisemaker,41,53,63,7,"['The image features a green umbrella with a pink handle, which is opened and standing u', 'The image features a green plastic toothbrush with a pink handle. The tooth', 'The image features a green umbrella-shaped object with a pink handle. The um', 'The image features a green plastic toothbrush holder with a pink toothbrush', 'The image features a green umbrella with a pink handle, placed upright in a', 'The image features a green plastic toothbrush holder with a pink toothbrush', 'The image features a green plastic tool with a pink handle, resembling a pair of', 'The image features a green umbrella with a pink handle. The umbrella is open', 'The image features a green plastic tool with two handles, resembling a pair of sciss', 'The image features a green plastic toothbrush holder with a pink toothbrush']","[(['Green', 'Pink', 'Tan'], []), (['Green', 'Pink'], ['Plastic']), (['Green', 'Pink'], []), (['Green', 'Pink'], ['Plastic']), (['Green', 'Pink'], ['Lace']), (['Green', 'Pink'], ['Plastic']), (['Green', 'Pink'], ['Plastic']), (['Green', 'Pink'], []), (['Green'], ['Plastic']), (['Green', 'Pink'], ['Plastic'])]","(100, 70)"
data/images/noun/2053-600.jpg,2053,hand castanet,44,79,45,6,"['The image features a red umbrella stand with a red umbrella attached to it. The', 'The image features a red metal pole with two black handles, which appear to be used for holding or', 'The image features a red metal object, possibly a pair of scissors, standing upright', 'The image features a red umbrella stand with a red umbrella attached to it. The', 'The image features a red metal object, possibly a piece of art or a sculpture, standing u', 'The image features a red umbrella stand with a red umbrella attached to it. The', 'The image features a red metal object, possibly a piece of machinery or a tool, standing', 'The image features a red metal pole with a red handle, which is positioned against a white background', 'The image features a red metal object with two black handles, which appears to be a piece of art', 'The image features a red wooden stick or pole with a red piece of metal or metal-like material']","[(['Red', 'Tan'], []), (['Red', 'Black'], []), (['Red', 'Tan'], []), (['Red', 'Tan'], []), (['Red', 'Tan'], []), (['Red', 'Tan'], []), (['Red', 'Tan'], []), (['Red'], []), (['Red', 'Black'], []), (['Red'], ['Wooden'])]","(100, 10)"
data/images/noun/2054-600.jpg,2054,floating ball game,3,25,38,48,"['The image features a wooden board with a red handle, sitting on a white background. The board appears', 'The image features a wooden tool with a red handle, likely used for a specific purpose. It is', 'The image features a wooden board with a red handle, which is likely used for a variety of purposes', 'The image features a wooden board or bar with a red knob or handle, placed on a white', 'The image features a wooden object with a red hook on the bottom. It is placed on a white', 'The image features a wooden tool with a red handle, possibly a wooden pencil or a similar', 'The image features a wooden tool with a red handle, sitting on a white background. The tool appears', 'The image features a wooden object, possibly a wooden plank or a piece of wood, with a', 'The image features a wooden block with a red handle on top of it. The block is placed on', 'The image features a wooden tool, likely a wooden plank or a wooden handle, sitting on a']","[(['Red'], ['Wooden']), (['Red'], ['Wooden']), (['Red'], ['Wooden']), (['Red', 'White'], ['Wooden', 'Lace']), (['Red', 'White'], ['Wooden', 'Lace']), (['Red'], ['Wooden']), (['Red'], ['Wooden']), ([], ['Wooden']), (['Red'], ['Wooden', 'Lace']), ([], ['Wooden'])]","(80, 100)"
data/images/noun/2055-600.jpg,2055,aroma therapy oil burner,13,33,53,13,"['The image features a yellow ceramic vase with a unique design, resembling a face', 'The image features a yellow vase with a unique design, resembling a stack of cups', 'The image features a bright yellow vase with a unique design, resembling a face or a', 'The image features a green vase with a unique design. It has multiple holes or openings on', 'The image features a green vase with a unique design. It has a series of holes or open', 'The image features a large, bright green vase with a unique design. The vase has multiple', 'The image features a yellow vase with a unique design, made up of several interconnected sections or', 'The image features a green vase with a unique design. The vase has a hole in the', 'The image features a green vase with a unique, spiral design. It has a hole in', 'The image features a green vase with a unique design, resembling a piece of art.']","[(['Yellow'], []), (['Yellow'], []), (['Yellow'], []), (['Green'], []), (['Green'], []), (['Green'], []), (['Yellow'], []), (['Green'], []), (['Green'], []), (['Green'], [])]","(100, 0)"
data/images/noun/2056-600.jpg,2056,dog toy,19,59,61,13,"['The image features a toy airplane made of blue, green, and red plastic. The', 'The image features a toy airplane made of a combination of blue, green, yellow, and', 'The image features a toy airplane made of a combination of blue, green, and red pl', 'The image features a blue and red toy shaped like an airplane. The toy is', 'The image features a toy, possibly a toy airplane, made of two different colored pl', 'The image features a colorful toy in the shape of an airplane, with a blue body', 'The image features a toy airplane made of various colors, including blue, green, yellow,', ""The image features a blue and red toy airplane, likely a children's toy,"", 'The image features a colorful toy in the shape of an airplane, which is made of', 'The image features a colorful toy, possibly a toy plane or a toy boat,']","[(['Red', 'Green', 'Blue'], ['Plastic']), (['Yellow', 'Green', 'Blue'], []), (['Red', 'Green', 'Blue'], []), (['Red', 'Blue'], []), (['Red'], []), (['Blue'], []), (['Yellow', 'Green', 'Blue'], []), (['Red', 'Blue'], []), ([], []), ([], [])]","(80, 10)"
data/images/noun/2057-600.jpg,2057,spout for watering can,34,32,35,3,"['The image features a red plastic object, possibly a frisbee or a disc, with', 'The image features a red object with a black top, sitting on a white background. The object appears', 'The image features a red, rubber-like object with a hole in the center. The object', 'The image features a red object, possibly a frisbee, with a black plastic cap', 'The image features a red plastic item with a hole in the center, sitting on a white background', 'The image features a red, plastic, round object with a black top. It appears to be', 'The image features a red object, possibly a plastic or rubber item, sitting on a white', 'The image features a red plastic object, possibly a frisbee or a red cone,', 'The image features a red plastic object with a black top, sitting on a white background. The', 'The image features a red, plastic object with a hole in the center, which is likely a']","[(['Red'], ['Plastic']), (['Red', 'Black'], []), (['Red'], ['Rubber']), (['Red', 'Black'], ['Plastic']), (['Red'], ['Plastic']), (['Red', 'Black'], ['Plastic']), (['Red', 'White'], ['Plastic', 'Rubber']), (['Red'], ['Plastic']), (['Red', 'Black'], ['Plastic']), (['Red'], ['Plastic'])]","(100, 90)"
data/images/noun/2058-600.jpg,2058,hole for children golf game,22,33,58,3,"['The image features a pink plastic ring, likely a doughnut or a ring-sh', 'The image features a pink plastic item, which appears to be a small, circular, flat', 'The image features a pink plastic ring, likely a hair brush guard or a hair br', 'The image features a pink plastic ring with a hole in the center. The ring is round', 'The image features a pink plastic ring, which appears to be a small piece of a circular', 'The image features a pink plastic item, possibly a piece of a toy or a m', 'The image features a pink plastic item, possibly a ring or a doughnut-sh', 'The image features a pink plastic item that appears to be a round, doughnut-', 'The image features a pink plastic item, possibly a piece of a toy or a pl', 'The image features a pink, plastic-like item that appears to be a doughnut']","[(['Pink'], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic']), (['Pink'], ['Plastic'])]","(100, 100)"
data/images/noun/2059-600.jpg,2059,maraca pen,75,92,28,0,"['The image features a purple dildo, which is a type of vibrator, sitting', 'The image features a close-up of a purple vibrator, which is a type of', 'The image features a close-up of a purple dildo, a type of adult to', 'The image features a purple dildo, a type of vibrator, placed on a', 'The image features a close-up of a purple vibrator, with the vibrator', 'The image features a purple vibrator, which is a type of adult toy, placed', 'The image features a purple vibrator, which is a type of adult toy, sitting', 'The image features a purple vibrator placed on a white background. The vibrator is', 'The image features a purple vibrator, which is a type of sex toy, sitting', 'The image features a purple vibrator, which is a type of sex toy, placed']","[(['Purple'], []), (['Purple'], []), (['Purple'], []), (['Purple'], ['Lace']), (['Purple'], []), (['Purple'], ['Lace']), (['Purple'], []), (['Purple'], ['Lace']), (['Purple'], []), (['Purple'], ['Lace'])]","(100, 40)"
data/images/noun/2060-600.jpg,2060,dog toy with removed rope,38,32,55,29,"['The image features a large, red, round object that resembles a candy or a piece', 'The image features a close-up of a red glass ball with a clear center, sitting on a', 'The image features a close-up view of a red, plastic-like object, which appears', 'The image features a close-up of a red plastic object that looks like a flower or a', 'The image features a close-up view of a red, glass-like object with a central hole', 'The image features a close-up of a red glass object that looks like a flower. It is', 'The image features a close-up of a red glass flower with a clear center, surrounded by a', 'The image features a large, red, glass-like ball with a hollow center. The ball', 'The image features a close-up of a red, glass-like object with a round shape,', 'The image features a close-up view of a red glass ball with a clear center, surrounded by']","[(['Red'], []), (['Red'], []), (['Red'], ['Plastic']), (['Red'], ['Plastic']), (['Red'], []), (['Red'], []), (['Red'], []), (['Red'], []), (['Red'], []), (['Red'], [])]","(100, 20)"
