image_path,number label,actual name,familiarity score,nameability score,color saliency,texture saliency,"FROMAGe, nucleus, caption_1","FROMAGe, nucleus, saliency_1","FROMAGe, nucleus, caption_2","FROMAGe, nucleus, saliency_2","FROMAGe, nucleus, caption_3","FROMAGe, nucleus, saliency_3","FROMAGe, nucleus, caption_4","FROMAGe, nucleus, saliency_4","FROMAGe, nucleus, caption_5","FROMAGe, nucleus, saliency_5","FROMAGe, nucleus, caption_6","FROMAGe, nucleus, saliency_6","FROMAGe, nucleus, caption_7","FROMAGe, nucleus, saliency_7","FROMAGe, nucleus, caption_8","FROMAGe, nucleus, saliency_8","FROMAGe, nucleus, caption_9","FROMAGe, nucleus, saliency_9","FROMAGe, nucleus, caption_10","FROMAGe, nucleus, saliency_10",fromage_saliency_rate,model_color_saliency,color_pearsonr,model_texture_saliency,texture_pearsonr
data/images/noun/2042-600.jpg,2042,small personal fan without blades,38,67,81,3, The image is a toy that is shaped like a person.,"([], [])", The image is of a man wearing a hat.,"([], [])", The image is of a man with a white cap and a white glove.,"(['White'], [])", A person holding a gun.,"([], [])", A person is holding a stick in his hand.,"([], [])", A person in a white coat.,"(['White'], [])", A man in a white shirt and a blue tie.,"(['Blue', 'White'], [])", The image shows a person holding a gun.,"([], [])", The image is a picture of a person in a wheelchair.,"([], [])", A person with a white head and arms.,"(['White'], [])","(40, 0)",40,0.21798948579031271,0,0.15229419323563126
data/images/noun/2043.jpg,2043,clacker,66,76,65,6," A colorful toy, which is a toy for children.","([], [])", The image shows the toy.,"([], [])"," The image shows the toy, which is a plastic ball with a handle, which is connected to a string.","([], ['Plastic'])"," This toy is a ball with a bright color, it is very popular in the market, it is a toy for children.","([], [])"," The image shows the toy of a rubber ball, which is the toy of the child.","([], ['Rubber'])", A colorful toy with a long string.,"([], [])", This is a toy that is used to play with balls.,"([], [])", A toy with a ball on a string.,"([], [])", This is a toy that you can play with your children.,"([], [])", A ball that you can play with your child.,"([], [])","(0, 20)",0,0.21798948579031271,20,0.15229419323563126
data/images/noun/2044-600.jpg,2044,diving toy with small weight,6,27,94,6, I see a lot of dots in the image.,"([], [])"," I see a lot of balls, I see a lot of balls.","([], [])", I see a lot of people with a lot of money.,"([], [])", I see a lot of things that are not in the image.,"([], [])", I see a lot of balls in the image.,"([], [])", The image is a representation of the vector vector.,"([], [])", I see a group of people in a circle.,"([], [])", I see a lot of balls in the image.,"([], [])", I see a lot of people in the image.,"([], [])", I see a bunch of dots in the image.,"([], [])","(0, 0)",0,0.21798948579031271,0,0.15229419323563126
data/images/noun/2045-600.jpg,2045,wooden ball toy,25,29,3,55, A hand with a knife.,"([], [])", A person holding a knife with a long handle.,"([], [])", The image is a visual representation of the tool.,"([], [])", A man holding a knife in his hand,"([], [])", I see a hand holding a knife.,"([], [])", A tool used for cutting wood.,"([], [])", A hand holding a knife,"([], [])", I see a lot of different tools in the image.,"([], [])", The image shows a wooden board with a nail on it.,"([], ['Wooden'])", A wooden ruler with a handle and a metal ruler with a handle.,"([], ['Wooden'])","(0, 20)",0,0.21798948579031271,20,0.15229419323563126
data/images/noun/2046-600.jpg,2046,keychain with bubbles inside,34,67,42,3, A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,"([], [])", The image is a representation of a bottle of water.,"([], [])"," The image is a part of a puzzle, which you can find on the website.","([], [])", A person holding a key.,"([], [])", A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,"([], [])", A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,"([], [])", The image shows a keychain with a key and a bottle opener.,"([], [])", A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,"([], [])", A person holding a key in their hand.,"([], [])", I see a person with a pen and a phone.,"([], [])","(0, 0)",0,0.21798948579031271,0,0.15229419323563126
data/images/noun/2047-600.jpg,2047,perfume sprayer,41,32,50,3, The image shows the product in the packaging.,"([], [])", We are using the same color in our product.,"([], [])", This is a sample of the product.,"([], [])"," This is a picture of the product, the product is a bottle with a cap.","([], [])", We are using a high - resolution camera to take a picture of the product.,"([], [])", The image is a picture of a bottle of water.,"([], [])", We see a person wearing a hat.,"([], [])", This is a sample of our product.,"([], [])", This is the image of the product.,"([], [])", It is a black and white image of a product.,"(['Black', 'White'], [])","(10, 0)",10,0.21798948579031271,0,0.15229419323563126
data/images/noun/2048-600.jpg,2048,worm ball with hands and stars cut off,13,47,55,6, I see a lot of balls!,"([], [])", I see a lot of balls in the image.,"([], [])", I see a lot of colorful balls in the image.,"([], [])", A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,"([], [])", I see a lot of different colors and shapes.,"([], [])", I see a bunch of balls in a box.,"([], [])", A: I see a lot of balls.,"([], [])", I see a lot of colorful balls!,"([], [])", The image is a 3D model of a set of colorful balls.,"([], [])", A set of colorful balls in a row.,"([], [])","(0, 0)",0,0.21798948579031271,0,0.15229419323563126
data/images/noun/2049-600.jpg,2049,slide whistle,19,44,39,10, A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,"([], [])", A person holding a pen.,"([], [])", The image shows the image of a person's hand.,"([], [])", The image shows the inner part of the pen.,"([], [])", A: The image shows a person holding a pen and pencil.,"([], [])", The image shows a small part of a small metal ball.,"([], [])", The image shows a pencil with a wooden handle and a metal tip.,"([], ['Wooden'])", A blue and white pen with a cap on the end.,"(['Blue', 'White'], [])", The image is a close up of a tool used to measure the diameter of a pipe.,"([], [])", The image shows a blue pencil.,"(['Blue'], [])","(20, 10)",20,0.21798948579031271,10,0.15229419323563126
data/images/noun/2050-600.jpg,2050,mobile phone stand for a car,31,68,45,0, The image is of a small piece of the plastic part of the tire that is used to attach the tire to the rim.,"([], ['Plastic'])", The image shows the view from the top of the unit.,"([], [])", The image shows the inner part of the screw.,"([], [])", The image shows the inside of the fan.,"([], [])"," The image is a picture of the product, you can see the product in the image.","([], [])", The image shows the assembly of the wheel.,"([], [])", The image shows a picture of a screw.,"([], [])", This is a picture of a typical product with a small hole on the bottom of the product.,"([], [])", The image shows the product in the box.,"([], [])", This is a picture of a hydraulic cylinder with a cap on the end.,"([], [])","(0, 10)",0,0.21798948579031271,10,0.15229419323563126
data/images/noun/2051-600.jpg,2051,finger castanet,53,60,47,9, A woman sitting on a chair with a baby in her arms.,"([], [])"," A child in a swing, the swing is a common toy for children.","([], [])", A little girl playing with a ball.,"([], [])", I see a cute little girl with a cute little chair and a cute little table.,"([], [])", A plastic toy that is a chair.,"([], ['Plastic'])", A toy with a spring on the handle.,"([], [])", A child's toy with a red ball and a handle.,"(['Red'], [])"," A man holding a basket, a woman with a basket, a child with a basket, a basket on the ground, a basket on a table, a basket","([], [])", A little girl with a doll in her hand.,"([], [])", A plastic chair with a colorful umbrella.,"([], ['Plastic'])","(10, 20)",10,0.21798948579031271,20,0.15229419323563126
data/images/noun/2052-600.jpg,2052,noisemaker,41,53,63,7, The image shows a person holding a plant.,"([], [])", A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,"([], [])"," The image is a picture of a flower, and the flower has a stem, and a petal.","([], [])"," I see a man with a long, white, curved, and sharp object.","(['White'], ['Sharp'])", I see a person holding a flower in their hand.,"([], [])", A man with a long cane.,"([], [])", I see a bunch of people in a park.,"([], [])", I see a person with a hand.,"([], [])", The image shows a person with a long white cane.,"(['White'], [])"," I see a man with a long, white, umbrella.","(['White'], [])","(30, 10)",30,0.21798948579031271,10,0.15229419323563126
data/images/noun/2053-600.jpg,2053,hand castanet,44,79,45,6, The image shows a red and white pole with a metal sign on it.,"(['Red', 'White'], [])", The image shows a red and white pole with a sign on it.,"(['Red', 'White'], [])", The image is a vector illustration of a red cross.,"(['Red'], [])", The image is a picture of a person.,"([], [])", The image shows a red and white checkerboard pattern on a white background.,"(['Red'], [])", I see a red and white sign with a red cross on it.,"(['Red', 'White'], [])", I see a person holding a hammer.,"([], [])", I see a person holding a long pole.,"([], [])"," The image shows a person with a long stick, a pole, a staff, a staff, a staff, a staff, a staff, a staff, a","([], [])", The image is a close up of a single red arrow.,"(['Red'], [])","(60, 0)",60,0.21798948579031271,0,0.15229419323563126
data/images/noun/2054-600.jpg,2054,floating ball game,3,25,38,48, A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,"([], [])", I see a man holding a hammer in his hand.,"([], [])", A wooden hammer.,"([], ['Wooden'])", The image is a wooden toy of a hammer.,"([], ['Wooden'])", A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,"([], [])", A hand with a hammer and a sickle.,"([], [])"," I see a wooden spoon, a wooden spoon, a wooden spoon, a wooden spoon, a wooden spoon, a wooden spoon, a wooden spoon, a wooden","([], ['Wooden'])", The image is a wooden toy of a man in a red coat.,"(['Red'], ['Wooden'])"," The image shows a red wooden spoon, which is a tool used to stir food.","(['Red'], ['Wooden'])", A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,"([], [])","(20, 50)",20,0.21798948579031271,50,0.15229419323563126
data/images/noun/2055-600.jpg,2055,aroma therapy oil burner,13,33,53,13, I see a small green ball in a circle with a white border.,"(['Green', 'White'], [])", I see a lot of different things in this image.,"([], [])"," I see a chair and a table, and I see a lot of color.","([], [])", I see a person in a white dress with a black background.,"(['Black'], [])", A white and yellow flower with a green stem.,"(['Yellow', 'Green', 'White'], [])"," I see a person in a white dress, in the background.","([], [])", I see a lot of white and a lot of green.,"(['Green', 'White'], [])", I see a green chair with a yellow base.,"(['Yellow', 'Green'], [])", A man in a white suit is holding a ball of light in his hand.,"(['White'], [])"," I see a person in a chair, but it's not a person.","([], [])","(60, 0)",60,0.21798948579031271,0,0.15229419323563126
data/images/noun/2056-600.jpg,2056,dog toy,19,59,61,13, A dog and a duck.,"([], [])", The image shows a 3D model of a rocket.,"([], [])", A plane.,"([], [])", I see a bunch of people in a row.,"([], [])", The image shows a person holding a small toy in their hand.,"([], [])", A lot of people are going to be able to tell you what they see in the image.,"([], [])", A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,"([], [])", The image is a 3d model of a car.,"([], [])", I see a yellow and white toy truck with a red and blue stripe.,"(['Red', 'Yellow', 'Blue', 'White'], [])", The image shows a model of a ship.,"([], [])","(10, 0)",10,0.21798948579031271,0,0.15229419323563126
data/images/noun/2057-600.jpg,2057,spout for watering can,34,32,35,3, A red ball in the middle of the image.,"(['Red'], [])", The image is a picture of a man holding a red umbrella.,"(['Red'], [])", The image shows a person in a red coat.,"(['Red'], [])", A red and white circle.,"(['Red', 'White'], [])", A red and white image of a person.,"(['Red', 'White'], [])", The image shows a red ball in the middle of a white circle.,"(['Red', 'White'], [])"," A red ball, a green ball, a blue ball, a yellow ball, a red ball, a blue ball, a green ball, a yellow ball,","(['Red', 'Yellow', 'Green', 'Blue'], [])", A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,"([], [])"," A red and white ball, and a red and white circle.","(['Red', 'White'], [])", A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,"([], [])","(80, 0)",80,0.21798948579031271,0,0.15229419323563126
data/images/noun/2058-600.jpg,2058,hole for children golf game,22,33,58,3, A pink and white ball with a handle.,"(['Pink', 'White'], [])", A pink and purple balloon.,"(['Purple', 'Pink'], [])", A pink and white circle with a smiley face in the middle.,"(['Pink', 'White'], [])", The image is a representation of a circle with a dot in the middle.,"([], [])", A ring of pink flowers.,"(['Pink'], [])", A pink and white flower.,"(['Pink', 'White'], [])", A pink and white circle with a small white dot in the middle.,"(['Pink', 'White'], [])", A pink and white polka dot pattern.,"(['Pink', 'White'], [])", The image is a representation of the product.,"([], [])", A pink and white striped umbrella.,"(['Pink', 'White'], [])","(80, 0)",80,0.21798948579031271,0,0.15229419323563126
data/images/noun/2059-600.jpg,2059,maraca pen,75,92,28,0, A man and a woman are holding hands and the woman is smiling.,"([], [])"," A ball, a hand, a foot, a face, a body, a head, a body, a hand, a foot, a ball, a hand","([], [])", A woman with a ball in her hand.,"([], [])", A ball with a string.,"([], [])", A person in a white dress.,"(['White'], [])", A person with a white dress.,"(['White'], [])", A man with a long black cock.,"(['Black'], [])", A ball with a red dot on it.,"(['Red'], [])", A man with a penis.,"([], [])"," A person with a blue background, holding a ball.","(['Blue'], [])","(50, 0)",50,0.21798948579031271,0,0.15229419323563126
data/images/noun/2060-600.jpg,2060,dog toy with removed rope,38,32,55,29, A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,"([], [])", A lot of people are asking what do you see in the image.,"([], [])", A person with a red hat and a red umbrella.,"(['Red'], [])", A red ball with a white circle on top.,"(['Red', 'White'], [])"," A man is sitting on a chair, holding a cup.","([], [])", A lot of people have been asking me what I see in this image.,"([], [])", A lot of people have been asking me about this image.,"([], [])", The image is of a person with a red head and a red body.,"(['Red'], [])", The image shows a person with a red nose.,"(['Red'], [])"," A group of people in a circle, with a flower in the middle.","([], [])","(40, 0)",40,0.21798948579031271,0,0.15229419323563126
data/images/noun/2061-600.jpg,2061,dog toy,53,53,59,13, A colorful ball with a hole in the center.,"([], [])", A ball with a hole in it.,"([], [])", The image shows a green plastic ring with a hole in it.,"(['Green'], ['Plastic'])", A ball with a hole in it.,"([], [])", The image is a toy that I bought for my son.,"([], [])", The image shows a toy with a colorful wheel.,"([], [])", I see a toy in the image.,"([], [])", A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,"([], [])", I see a ball with a hole in it.,"([], [])", A colorful toy with a green base and a white ring.,"(['Green', 'White'], [])","(20, 10)",20,0.21798948579031271,10,0.15229419323563126
data/images/noun/2062-600.jpg,2062,dog toy,44,56,29,42, A ring with a lot of color.,"([], [])", A necklace with a pendant of a coral.,"(['Coral'], ['Lace'])"," A coral reef, a beautiful and colorful underwater world.","(['Coral'], [])", A coral necklace.,"(['Coral'], ['Lace'])", A beautiful orange and white necklace.,"(['Orange', 'White'], ['Lace'])"," A beautiful red coral, which is the main color of the image.","(['Red', 'Coral'], [])"," A coral necklace, a bracelet, a ring, a necklace, a ring, a necklace, a bracelet, a bracelet, a ring, a necklace, a","(['Coral'], ['Lace'])"," A red, orange, yellow, green, blue, white, pink, purple, black, and white patterned bracelet.","(['Red', 'Orange', 'Yellow', 'Green', 'Blue', 'Purple', 'Pink', 'Black', 'White'], [])", A beautiful necklace that is made of glass beads.,"([], ['Lace'])", I see a lot of yellow and orange.,"(['Orange', 'Yellow'], [])","(80, 50)",80,0.21798948579031271,50,0.15229419323563126
data/images/noun/2063-600.jpg,2063,magic loops,25,38,13,19, I see a lot of people in the image.,"([], [])", I see a lot of people and a lot of things.,"([], [])", I see a person with a ball in his hands.,"([], [])", I see a lot of things in this image.,"([], [])", I see a lot of different colors and shapes in this image.,"([], [])", I see a sphere with a rope attached to it.,"([], [])", A group of people walking in a circle.,"([], [])"," A lot of things, a lot of things, a lot of things, a lot of things, a lot of things, a lot of things, a lot","([], [])"," I see a circle of light, with a white ball inside.","(['White'], [])", I see a person with a ball on a chain.,"([], [])","(10, 0)",10,0.21798948579031271,0,0.15229419323563126
data/images/noun/2064-600.jpg,2064,massager,28,33,45,3, A: A: A: A: A: A: A: A: A: A: A: A: A: A: A: A:,"([], [])"," A person, a person, a person, a person, a person, a person, a person, a person, a person, a person, a person","([], [])", A ball with a handle,"([], [])", A : A : A : A : A : A : A : A : A : A : A : A : A : A : A : A :,"([], [])", I see a man with a green hat and a green umbrella.,"(['Green'], [])", A person in a wheelchair,"([], [])", A water fountain with a spout,"([], [])", I see a lot of things in this image.,"([], [])", A person holding a tool,"([], [])", A person with a smile on his face,"([], [])","(10, 0)",10,0.21798948579031271,0,0.15229419323563126
